molecula|molar_refractivity|WNSA4|heavy_atom_count|n5aHRing|HOMO-LUMO Energy Difference (Hartree)|BCUTs-1l|FPSA5|Mor01p|PPSA3|pIC50|Solubility [Log S (ESOL)] (mol/l)|Log S (ESOL)|Log Po/w XLOGP3|CYP3A4 inhibitor|ATSC1c|Synthetic Accessibility|MATS7i|Log S (SILICOS-IT)|pIC50
7c_a8|112.76|-13.23925183|30.0|1|-0.1318599999999999|1.400027586|0.032058696|572.8089095|19.18974586|4.7307|2.14e-05|-4.67|3.37|1.0|-0.382994379|3.44|0.0493777859999999|-7.76|4.7307
12w_a30|137.3|-17.50883211|31.0|1|-0.15073|0.604983445|0.014471302|685.6665849999999|10.59162334|7.821|9.14e-07|-6.04|5.12|0.0|-0.372029919|4.63|-0.0999572419999999|-7.8|7.821
14_a1|106.85|-16.24082222|29.0|1|-0.1336|1.430935835|0.0243658979999999|513.4628663999999|19.5711254|7.0269|5.660000000000001e-05|-4.25|2.7|1.0|-0.766207981|3.25|0.1008839219999999|-7.69|7.0269
12a_a5|119.38|-9.830359239|29.0|1|-0.17152|1.338814635|0.014342828|650.3600841|5.032443973|7.7212|2.56e-05|-4.59|3.38|1.0|-0.09350376|3.06|-0.0036987359999999|-8.83|7.7212
12c_a31|108.16|-14.63154376|28.0|2|-0.15904|0.6101358029999999|0.023556702|583.9691392000001|19.38414321|6.4202|6.94e-05|-4.16|3.1|1.0|-0.690412101|3.69|-0.030192572|-7.24|6.4202
13_a1|104.88|-13.63090514|28.0|1|-0.13921|1.430073963|0.026679865|505.2124255|19.62059449|6.585|4.58e-05|-4.34|2.94|1.0|-0.597786194|3.35|0.1129747169999999|-7.94|6.585
20_a4|86.62|-6.32818424|22.0|1|-0.16699|1.399905568|0.024334176|338.71903330000004|11.03865532|6.1898|0.000134|-3.87|2.96|1.0|-0.124135414|3.23|-0.061689675|-5.55|6.1898
4d_a46|101.75|-7.419891252999999|25.0|1|-0.18639|1.134637067|0.0086574759999999|509.0572545|4.750218646|6.2865|7.8e-06|-5.11|4.3|1.0|-0.085744171|3.78|-0.131948546|-7.41|6.2865
7_a1|85.88|-7.205474633|23.0|1|-0.16734|1.348826331|0.029820838|351.4191817|17.31482297|6.3372|0.000195|-3.71|2.48|1.0|-0.421687222|3.09|-0.048878707|-5.64|6.3372
IN1233_a59|125.07|-15.91227368|32.0|1|-0.14684|1.400923654|0.0134658889999999|712.1606951|7.208329477|7.4685|6.91e-06|-5.16|3.85|1.0|-0.5039851160000001|3.48|0.163548857|-10.0|7.4685
21_a34|122.59|-18.7187412|33.0|1|-0.13338|1.425532331|0.023973624|659.7484451|22.9240533|5.4737|1.94e-05|-4.71|3.02|1.0|-0.7020096440000001|3.43|-0.125881566|-7.68|5.4737
16i_a32|116.75|-15.6876273|29.0|3|-0.14976|0.6094207429999999|0.021112022|636.0251562999999|14.59730623|8.2596|8.18e-06|-5.09|4.19|1.0|-0.7748511779999999|3.75|-0.056414399|-7.4|8.2596
17_a15|131.36|-15.88591693|33.0|0|-0.15573|1.43568899|0.0217385279999999|822.8625688|9.875456386|7.9208|2.26e-06|-5.65|4.78|1.0|-0.442454151|3.63|-0.033968088|-9.72|7.9208
3o_a32|112.07|-10.57723917|26.0|3|-0.14652|0.609420753|0.0130649069999999|541.0877621000001|7.218280399|6.6198|1.87e-05|-4.73|3.46|1.0|-0.306416317|3.47|-0.064818511|-7.27|6.6198
1g_a5|96.98|-7.824996219|25.0|1|-0.17042|1.4275159730000002|0.02697793|422.96706330000006|10.9506874|6.9393|6.29e-05|-4.2|3.03|1.0|-0.172437603|2.79|-0.011534568|-8.14|6.9393
21_a47|104.49|-10.79015808|29.0|1|-0.16158|1.408713027|0.028943339|482.9384172|12.83540744|8.3|4.84e-05|-4.32|3.0|1.0|-0.511216716|3.29|-0.034419528|-7.7|8.3
8b_a50|89.78|-6.966723542|23.0|2|-0.1724099999999999|1.398299046|0.024280552|339.5806858|10.30543157|7.1675|0.000154|-3.81|2.55|1.0|-0.1812055289999999|3.21|-0.096039086|-5.94|7.1675
4a_a49|114.08|-11.01687292|30.0|1|-0.1585099999999999|1.343847746|0.023624093|620.5697596|10.51443916|7.4949|0.000305|-3.52|1.71|1.0|-0.3631108529999999|3.35|-0.080255074|-7.36|7.4949
12e_a40|95.8|-14.26008524|24.0|2|-0.12616|0.604990524|0.021118537|348.3847394|8.195398107|5.9318|2.27e-06|-5.64|4.72|0.0|-0.556620974|3.27|0.174870826|-6.04|5.9318
12j_a36|135.47|-16.18812775|31.0|1|-0.15495|0.6293514410000001|0.016546717|725.9470896|11.99396966|8.0|3.09e-05|-4.51|3.19|1.0|-0.41101009|4.86|0.091496219|-7.05|8.0
17_a12|103.12|-9.557722681|24.0|1|-0.15459|0.610029543|0.015049295|431.5987143|5.849860887999999|7.7959|5.7100000000000006e-05|-4.24|3.19|1.0|-0.38018419|4.13|-0.210594127|-7.16|7.7959
17_a3|95.5|-10.24205849|23.0|1|-0.13155|0.605019885|0.012803096|353.7528308|5.251911643|7.6383|1.18e-05|-4.93|3.88|1.0|-0.349676046|3.13|-0.015463451|-7.48|7.6383
21_a12|98.16|-9.338859985|23.0|1|-0.16784|0.609915045|0.017360942|380.2468615|6.154473157000001|7.6576|0.000173|-3.76|2.53|1.0|-0.362168355|4.05|-0.213225401|-6.78|7.6576
12t_a30|127.19|-15.72263361|31.0|1|-0.15029|0.60498454|0.020029588|616.2856203|12.26965165|8.0496|6.71e-06|-5.17|4.07|0.0|-0.411045472|4.63|-0.0596036729999999|-7.16|8.0496
3k_a32|105.36|-9.40163104|25.0|3|-0.14667|0.609420759|0.012327787|506.658189|6.970844822|8.0605|2.47e-06|-5.61|4.97|1.0|-0.270019022|3.47|-0.047167919|-7.23|8.0605
5g_a40|78.2|-11.10198254|21.0|2|-0.14505|0.604913142|0.025660198|266.8102663|11.83520323|6.9101|0.000426|-3.37|2.17|0.0|-0.5611751220000001|3.13|-0.0602779129999999|-2.89|6.9101
4d_a49|115.63|-10.66380249|30.0|1|-0.15888|1.343847746|0.022019681|641.1445234|8.392883773|7.7447|0.0004509999999999|-3.35|1.45|1.0|-0.343596561|3.38|-0.090862681|-7.58|7.7447
16c_a32|107.14|-13.59090376|27.0|3|-0.14997|0.6094207629999999|0.02579269|513.9156315|15.38819548|8.3468|3.89e-05|-4.41|3.23|1.0|-0.770338913|3.5|-0.03152033|-6.99|8.3468
3f_a32|102.66|-9.580412233|24.0|3|-0.1474599999999999|0.6094207770000001|0.011659458|475.3634141|6.707989266|8.0458|3.96e-06|-5.4|4.83|1.0|-0.275173181|3.9|-0.062954205|-7.31|8.0458
1d_a5|95.49|-10.69678217|27.0|1|-0.18991|1.217311475|0.018980039|403.396385|4.288788702|5.03|1.0800000000000002e-05|-4.97|3.95|1.0|-0.2688711589999999|2.92|-0.118028278|-8.88|5.03
8a_a12|105.24|-9.077610683|25.0|0|-0.15696|1.283813597|0.014012546|464.1781753|5.354053791|6.7011|6.19e-05|-4.21|3.18|1.0|-0.362413703|4.06|-0.205012437|-7.89|6.7011
18a_a25|133.85|-13.61714122|32.0|1|-0.15732|1.194229606|0.011486699|759.4953883|6.317215793|7.0269|1.71e-06|-5.77|4.76|1.0|-0.170732995|3.5|0.062229409|-9.78|7.0269
12aa_a36|131.85|-19.29522587|32.0|1|-0.15718|1.297043479|0.023386634|689.2886595|16.1504726|8.0458|0.000359|-3.45|1.55|0.0|-0.672129428|4.83|0.03597264|-6.14|8.0458
4_a3|92.65|-8.922372453|23.0|1|-0.14983|0.60501714|0.0100954959999999|347.9532383|3.806447632|5.9|8.22e-06|-5.09|4.3|1.0|-0.325334256|2.94|-0.08769805|-7.53|5.9
7e_a8|108.43|-13.39444718|29.0|1|-0.13577|1.394799915|0.018708212|519.5762494|12.91806855|4.4547|3.87e-06|-5.41|4.54|0.0|-0.289324602|3.2|-0.03633378|-8.29|4.4547
6f_a40|124.54|-21.5571287|30.0|2|-0.1131799999999999|0.604893424|0.013841059|593.503189|10.2782635|7.3768|2.3e-05|-4.64|3.09|1.0|-0.8287570679999999|4.05|-0.122783873|-3.67|7.3768
14p_a23|125.0|-15.32117727|32.0|2|-0.14774|1.197963748|0.0190667019999999|646.2584547|14.91710363|8.5302|1.27e-05|-4.9|3.3|1.0|-0.310730878|3.48|0.041987653|-7.47|8.5302
18c_a30|135.37|-19.19537998|32.0|1|-0.14225|0.604986846|0.018410634|713.7769663|13.07260474|7.9208|5e-05|-4.3|2.74|0.0|-0.625122815|4.85|0.011887112|-6.19|7.9208
15_a3|94.29|-9.868603355|23.0|0|-0.1576|0.619596467|0.010200078|402.781061|4.04445331|7.6021|0.000951|-3.02|1.28|1.0|-0.289938297|4.12|-0.182934001|-5.78|7.6021
12v_a36|130.24|-14.33290989|31.0|1|-0.15185|1.297043692|0.02867403|679.7230552999999|17.85767346|7.8539|8.499999999999999e-05|-4.07|2.65|0.0|-0.487854327|4.82|0.073329354|-6.69|7.8539
12a_a36|123.75|-14.22926022|29.0|1|-0.1519299999999999|1.297044783|0.019102103|598.1535763999999|12.03249549|7.8861|0.000101|-4.0|2.68|0.0|-0.403468978|4.75|0.078063311|-6.59|7.8861
3j_a32|95.74|-8.691773249|23.0|3|-0.14498|0.609420782|0.015301673|398.2788055|7.315176208|8.0969|1.58e-05|-4.8|3.89|1.0|-0.269814716|3.27|-0.029763115|-6.69|8.0969
8_a10|111.36|-8.951462413|29.0|1|-0.15556|1.3430438530000002|0.017582236|583.7217118|8.619652859|6.279|2.4100000000000003e-05|-4.62|3.37|1.0|-0.296880569|3.42|-0.000315856|-7.6|6.279
14v_a23|126.97|-18.64987284|35.0|2|-0.1524299999999999|1.1979575059999998|0.020908947|676.4530574|13.08518422|8.4001|1e-06|-6.0|4.76|1.0|-0.8122700340000001|3.62|0.055572317|-7.95|8.4001
9d_a31|112.97|-15.732784099999998|29.0|2|-0.15969|0.61013528|0.023927395|647.1500428999999|19.79432796|6.2218|4.06e-05|-4.39|3.46|1.0|-0.696763933|3.8|-0.057650507|-7.63|6.2218
12_a15|119.95|-13.04483751|30.0|0|-0.15858|1.435689014|0.016453962|673.7288405|9.58943236|8.3979|1.47e-06|-5.83|5.29|1.0|-0.370766171|3.56|-0.035728911|-9.82|8.3979
8k_a46|132.47|-17.04077386|34.0|1|-0.16967|0.300205953|0.0112621819999999|865.6610153999999|6.774333772|6.8327|7.47e-06|-5.13|3.45|1.0|-0.397337564|3.94|-0.061030265|-8.66|6.8327
4_a27|97.55|-7.543156957000001|25.0|1|-0.17034|1.4008954130000002|0.020363697|424.8821143|10.43112657|8.3979|0.000102|-3.99|2.55|1.0|-0.278154179|3.11|-0.273119343|-6.22|8.3979
14a_a10|146.76|-9.988888957|35.0|1|0.2422099999999999|1.3438495730000002|0.0219172279999999|1003.968547|9.840503082|7.1308|1.58e-05|-4.8|3.29|1.0|-0.147427016|3.98|0.027446544|-8.18|7.1308
3_a3|88.36|-7.290134722999999|21.0|2|-0.14599|0.605000514|0.023287455|302.8386149|5.753894372|5.93|4.06e-05|-4.39|3.26|1.0|-0.3413621639999999|3.11|-0.015653979|-6.15|5.93
3i_a32|88.28|-12.4050588|24.0|3|-0.1476|0.6094207970000001|0.021905206|318.0257595|8.064907632|8.2366|6.85e-06|-5.16|4.23|1.0|-0.4449120629999999|3.1|-0.21362765|-6.96|8.2366
13j_a6|120.17|-20.73032827|32.0|1|-0.14602|1.430640326|0.0199201689999999|673.8038326000001|20.78979124|6.5817|3.28e-05|-4.48|2.95|1.0|-0.855284356|3.56|0.07522656|-8.5|6.5817
27_a47|125.17|-11.67498331|31.0|1|-0.1578|1.216250059|0.018969968|682.9868225|10.56549582|5.6|8.89e-06|-5.05|3.7|1.0|-0.207000956|3.37|-0.067535989|-8.82|5.6
12d_a30|132.24|-15.12802292|30.0|1|-0.1479099999999999|0.604984421|0.013424098|686.039456|10.05700314|7.9508|7.05e-06|-5.15|4.23|0.0|-0.354778373|4.75|-0.092984185|-7.01|7.9508
8b_a32|110.47|-12.13650094|27.0|3|-0.14717|0.609420757|0.021225152|557.1050635|10.49093175|7.9208|4.06e-05|-4.39|3.22|1.0|-0.458752924|3.46|-0.008128765|-7.65|7.9208
12u_a36|138.33|-16.72220679|32.0|1|-0.15109|1.270259304|0.015171583|799.5563855|12.27663887|7.7959|1.39e-05|-4.86|3.8|1.0|-0.407105926|5.05|0.033763276|-7.38|7.7959
13d_a6|121.6|-18.40596467|32.0|1|-0.14894|1.424214188|0.018542644|692.8471883999999|20.96853949|6.4437|5.42e-06|-5.27|4.23|1.0|-0.607917822|3.64|0.077158715|-9.4|6.4437
4f_a49|102.08|-9.866320682|27.0|1|-0.15517|1.343848013|0.020905063|467.1194103|9.007637695|7.3979|8.120000000000001e-05|-4.09|2.64|0.0|-0.418450768|3.07|-0.087861524|-6.54|7.3979
17a_a50|121.78|-11.89568886|30.0|2|-0.16724|1.349854788|0.011602876|719.3470265|8.977762705|7.0706|3.61e-05|-4.44|3.23|1.0|-0.133526134|3.95|-0.109740063|-6.76|7.0706
9_a15|104.74|-8.88789863|27.0|0|-0.1565099999999999|1.419941378|0.03598612|532.0914339999999|18.10574464|6.9706|1.53e-05|-4.81|4.24|1.0|-0.506073953|3.16|0.096418279|-7.57|6.9706
47u_a18|133.53|-16.72263667|34.0|0|-0.12717|1.251177393|0.021142007|818.9389171|14.42377665|5.7055|1.04e-05|-4.98|3.9|0.0|-0.633589579|3.98|0.008108241|-8.2|5.7055
17a_a10|142.16|-11.80945728|35.0|1|-0.16562|1.3438501040000002|0.0254938|911.2106544|14.20303963|7.3098|4.74e-05|-4.32|2.43|1.0|-0.2946568739999999|3.8|-0.082914437|-7.32|7.3098
8c_a32|110.47|-10.06868562|27.0|3|-0.14712|0.609420757|0.025527931|557.1050635|9.818219446|7.4318|4.11e-05|-4.39|3.21|1.0|-0.459589251|3.46|-0.026467635|-7.65|7.4318
12j_a30|132.24|-15.12043521|30.0|1|-0.14772|0.604984421|0.01349128|686.039456|10.09017681|8.058|7.05e-06|-5.15|4.23|0.0|-0.354848778|4.76|-0.02473642|-7.01|8.058
16b_a32|114.43|-14.19159402|28.0|3|-0.14995|0.2980105389999999|0.017136832|597.8890744|10.12961779|7.7696|2.84e-05|-4.55|3.14|1.0|-0.423467596|3.71|-0.012739425|-7.6|7.7696
18_a34|93.91|-12.87916264|26.0|1|-0.17549|1.4547811819999998|0.027385869|428.6241319|22.55015528|5.6144|7.829999999999999e-05|-4.11|3.07|1.0|-0.677741618|3.28|-0.100548575|-5.65|5.6144
14k_a23|125.29|-15.05671972|31.0|2|-0.14784|1.1979621459999998|0.016348271|633.3278634|12.53019305|8.4123|2.83e-06|-5.55|4.21|1.0|-0.299174093|3.39|0.04479394|-7.99|8.4123
17e_a50|138.0|-12.90180444|33.0|2|-0.16649|1.320916122|0.010255676|904.3172644|8.950665784|6.8097|6.58e-06|-5.18|4.08|1.0|-0.141076059|4.18|-0.011278897|-7.33|6.8097
28_a20|122.8|-15.62203369|32.0|1|-0.15572|1.417203216|0.016673728|684.5377542|9.799649234|6.5935|3.72e-05|-4.43|2.68|1.0|-0.363557127|3.45|0.091462964|-8.8|6.5935
9_a27|97.46|-8.952528705|25.0|1|-0.1716|1.391067068|0.014524299|424.8821143|10.10030794|8.699|8.28e-05|-4.08|2.8|1.0|-0.331842668|3.12|-0.152086653|-7.06|8.699
12f_a40|98.25|-10.03685385|24.0|2|-0.11765|0.604990261|0.0201199619999999|384.1423925|11.90644165|6.4202|1.02e-06|-5.99|5.4|0.0|-0.235838511|3.24|0.070099257|-7.32|6.4202
12a_a40|91.76|-8.792513441|22.0|2|-0.12895|0.604990853|0.010759845|323.26151960000004|6.001293955|5.7501|1.13e-06|-5.95|5.43|0.0|-0.14667395|3.2|0.17758258|-7.21|5.7501
13b_a50|133.36|-13.75876844|34.0|2|-0.1701599999999999|1.267593379|0.017277404|900.2031356000001|14.22401427|5.7375|7.92e-06|-5.1|3.91|1.0|-0.263615417|4.78|-0.0204949039999999|-7.23|5.7375
1_a3|91.52|-7.203984013|22.0|0|-0.1658599999999999|0.6195934120000001|0.014174378|373.1494221|3.693677623|6.1403|0.000503|-3.3|1.83|1.0|-0.248199745|3.83|-0.004409693|-5.77|6.1403
12y_a36|133.84|-16.49293906|31.0|1|-0.15671|1.29704385|0.01873364|698.847203|13.04507243|7.9208|2.82e-05|-4.55|3.45|0.0|-0.410155116|4.88|0.036174187|-7.01|7.9208
8d_a12|112.14|-12.09177064|27.0|1|-0.15306|1.283835213|0.012525773|503.2240425|6.309558958999999|7.6021|2.43e-05|-4.61|3.51|1.0|-0.376778003|4.06|0.0276482139999999|-8.37|7.6021
12bf_a36|123.67|-15.55034592|31.0|1|-0.15677|1.297043948|0.02371294|593.6088758|14.01562806|8.2218|4.81e-05|-4.32|2.88|0.0|-0.4497470879999999|4.72|0.140577067|-7.12|8.2218
47n_a18|162.18|-21.77346199|40.0|0|-0.13138|1.251175627|0.01357247|1306.125688|8.759783644|7.1938|5.7e-06|-5.24|4.1|1.0|-0.609196374|4.69|0.017491759|-9.76|7.1938
20_a31|110.47|-13.1700345|27.0|3|-0.1483|0.609420757|0.019624081|557.1050635|12.1160662|8.0862|3.66e-05|-4.44|3.29|1.0|-0.476400874|3.46|-0.013040402|-7.65|8.0862
9d_a40|91.71|-8.395657932|22.0|2|-0.13875|0.604992329|0.0087217999999999|346.9019309|5.539796446|6.9706|2.23e-06|-5.65|5.16|0.0|-0.146575228|3.25|0.153818743|-7.0|6.9706
3a_a32|83.28|-6.929640892|20.0|3|-0.15058|0.6094208210000001|0.0236593529999999|278.73805810000005|10.39727075|8.5686|4.51e-05|-4.35|3.31|1.0|-0.250406908|2.96|-0.014365682|-6.12|8.5686
34_a47|99.09|-9.000096143|26.0|1|-0.16086|1.40499556|0.023023142|439.9906467|10.92238452|8.7|0.000125|-3.9|2.49|1.0|-0.191253079|3.19|-0.094313757|-7.47|8.7
25d_a34|119.81|-19.46475234|32.0|1|-0.1771299999999999|1.433689841|0.019881997|673.8038326000001|19.36462983|6.0223|3.3e-05|-4.48|3.05|1.0|-0.8576484190000001|3.58|-0.163072107|-8.08|6.0223
14q_a23|128.38|-18.70427707|33.0|2|-0.14854|1.19796338|0.01932289|693.3423458|14.81701129|7.8069|4.03e-05|-4.39|2.46|0.0|-0.5608967029999999|3.52|0.064903564|-6.96|7.8069
5d_a40|74.11|-7.94180214|20.0|2|-0.14851|0.6049133329999999|0.014630084|243.4287716|10.10860823|7.7212|0.000152|-3.82|2.98|0.0|-0.1868684619999999|3.02|-0.1031436519999999|-4.32|7.7212
9a_a31|113.64|-17.886392|30.0|2|-0.15757|0.6101356720000001|0.0239033229999999|597.3075924999999|21.33533299|6.8239|1.7100000000000002e-05|-4.77|3.47|1.0|-0.723734943|3.6|-0.05057805|-8.13|6.8239
14r_a23|120.24|-15.15517566|31.0|2|-0.15536|1.197963203|0.017092103|599.5697147999999|12.35476415|8.2684|7.73e-06|-5.11|3.68|0.0|-0.322513347|3.47|0.014148395|-7.67|8.2684
13_a47|91.59|-8.613918003|24.0|1|-166.0|1.417757826|0.023284817|359.12161539999994|9.13564442|7.8|5.41e-05|-4.27|3.17|1.0|-0.20197533|2.9|-0.047120094|-7.9|7.8
9_a1|102.84|-10.60256533|27.0|1|-0.13413|1.432397289|0.014186995|472.9447227|6.495805626|5.2218|1.62e-05|-4.79|3.76|1.0|-0.282769361|2.78|-0.110185988|-8.98|5.2218
2_a33|115.28|-11.89228027|28.0|3|-0.15012|0.609420748|0.019430318|618.9134881|11.27469555|8.2596|1.6800000000000002e-05|-4.78|3.72|1.0|-0.476784502|3.57|-0.049900189|-7.67|8.2596
16a_a32|108.86|-14.39564033|27.0|3|-0.15045|0.6094207620000001|0.023475264|532.685565|12.86051026|7.9586|9.14e-05|-4.04|2.65|1.0|-0.6911813920000001|3.53|-0.053745649|-7.3|7.9586
12an_a36|135.47|-16.89009799|31.0|1|-0.15474|0.6294007110000001|0.015771136|725.9470896|11.69727417|7.3979|3.09e-05|-4.51|3.19|1.0|-0.407702102|4.85|0.0966393909999999|-7.05|7.3979
5_a15|127.97|-15.09973885|33.0|0|-0.14839|1.419941043|0.036380071|779.0599798999999|24.25353664|7.8861|2.18e-06|-5.66|4.86|1.0|-0.54157893|3.79|0.0729170329999999|-9.65|7.8861
9s_a24|115.67|-7.505819207999999|30.0|1|-0.10865|1.4275963180000002|0.03496522|604.8829955|10.42725806|7.4949|8.71e-05|-4.06|2.11|1.0|-0.190782186|3.43|-0.050919714|-8.11|7.4949
33_a47|94.28|-7.79637597|25.0|1|-0.15985|1.409403453|0.029580684|388.178924|11.96072985|8.4|0.000192|-3.72|2.19|1.0|-0.183320497|3.08|-0.11544858|-7.08|8.4
8e_a8|111.81|-16.34946208|30.0|1|-0.13719|1.394799502|0.0184428869999999|561.882658|12.87136047|4.7014|1.25e-05|-4.9|3.69|0.0|-0.539547088|3.2|-0.000766016|-7.78|4.7014
14j_a23|120.24|-14.72479008|31.0|2|-0.14816|1.197963927|0.017787992|599.5697147999999|13.28905737|8.3883|7.73e-06|-5.11|3.68|1.0|-0.322724299|3.39|0.037350515|-7.67|8.3883
9h_a24|82.17|-5.871651668999999|22.0|2|-0.18239|1.428198245|0.031789952|295.8603625|8.724425117000001|7.1135|0.000575|-3.24|1.7|1.0|-0.105982525|2.84|0.078066659|-6.05|7.1135
47p_a18|144.53|-16.88114242|35.0|0|-0.13118|1.25117677|0.01090303|1011.163774|5.913843751|7.1938|5.34e-06|-5.27|4.35|1.0|-0.3775970529999999|4.29|0.025217016|-9.03|7.1938
12ax_a36|133.77|-17.36585896|31.0|1|-0.15728|1.280791885|0.018645135|661.6709012|12.79462904|7.9208|6.55e-06|-5.18|3.93|0.0|-0.414810497|4.74|0.075802407|-7.76|7.9208
13c_a6|121.6|-18.47751526|32.0|1|-0.14975|1.424213869|0.018354398|692.8471883999999|20.79409503|7.1367|5.42e-06|-5.27|4.23|1.0|-0.605286688|3.61|0.049627353|-9.4|7.1367
47o_a18|139.63|-18.22128055|34.0|0|-0.13203|1.251177005|0.008265369|931.8364349|6.313168526|7.3279|8.38e-06|-5.08|4.16|1.0|-0.4339284229999999|4.17|-0.006238734|-9.37|7.3279
IN1166_a11|123.82|-15.08551944|32.0|1|-0.13823|1.429020445|0.021531291|676.2770877|13.82641888|7.9318|1.65e-05|-4.78|3.27|1.0|-0.378539035|3.51|0.018376555|-10.18|7.9318
2_a1|79.77|-5.488475744|21.0|1|-0.1686|1.348828131|0.017741989|299.6692382|5.135384136|5.2366|0.000167|-3.78|2.76|1.0|-0.175623923|2.91|-0.1056298369999999|-6.18|5.2366
14a_a25|126.26|-14.37809314|32.0|1|-0.16347|1.420015394|0.01323706|712.1606951|8.449104086|6.684|5.13e-06|-5.29|4.16|1.0|-0.255585831|3.43|0.051906412|-9.59|6.684
8f_a8|105.27|-16.44956443|29.0|1|-0.14532|1.394802091|0.009226445|485.8626377000001|7.91086576|4.6428|1.01e-05|-5.0|3.82|0.0|-0.485102985|3.14|0.0587545909999999|-7.95|4.6428
18a_a30|127.28|-14.33650253|29.0|1|-0.1418|0.604987543|0.016012295|620.9195447000001|10.62073502|7.6108|1.4e-05|-4.85|3.87|0.0|-0.353677943|4.75|-0.041327798|-6.64|7.6108
14w_a23|120.2|-15.648625699999998|32.0|2|-0.14844|1.197963556|0.020725002|597.2903597999999|14.84036772|8.6737|5.41e-06|-5.27|3.78|0.0|-0.330575965|3.42|0.045196333|-7.93|8.6737
1_a15|132.94|-13.01770443|34.0|0|-0.1365|1.419940974|0.0280791829999999|851.7423982|16.94887506|7.3565|1.08e-06|-5.97|5.23|1.0|-0.541427319|3.91|0.06459652|-10.02|7.3565
12ao_a36|133.84|-16.53028876|31.0|1|-0.14207|1.297043885|0.016708791|698.847203|11.76697353|7.5229|2.82e-05|-4.55|3.45|0.0|-0.410729809|4.87|0.0895536619999999|-7.01|7.5229
9g_a40|87.53|-8.658932892000001|23.0|2|-0.12765|0.604992427|0.018087202|384.6422631|11.25704374|5.45|0.0008179999999999|-3.09|1.37|1.0|-0.225327061|2.8|0.07954859|-6.43|5.45
9c_a31|108.16|-14.56678943|28.0|2|-0.15975|0.610135804|0.024456662|583.9691392000001|19.30758668|6.3768|6.94e-05|-4.16|3.1|1.0|-0.6933757159999999|3.66|-0.0384827639999999|-7.24|6.3768
6g_a40|124.18|-24.9461968|31.0|2|-0.11857|0.604893315|0.020240097|590.1686672000001|11.53799852|7.3279|1.93e-05|-4.71|3.06|1.0|-1.09669629|4.06|-0.120745388|-2.87|7.3279
5_a4|104.89|-7.276482574|26.0|1|-0.16965|1.343864516|0.009538616|518.5792364|4.324106888|7.1487|1.4499999999999998e-05|-4.84|3.95|1.0|-0.0607990979999999|3.27|0.012532807|-7.96|7.1487
8g_a8|111.38|-19.68456628|31.0|1|-0.15542|1.39137364|0.017636126|551.1746801|19.06725815|5.3768|1.16e-05|-4.94|3.53|0.0|-0.731356723|3.31|0.000966222|-7.4|5.3768
7f_a10|106.77|-11.31122804|30.0|1|-0.15627|1.240141822|0.012813716|527.8079877|4.441786155|6.8508|2.52e-06|-5.6|4.7|1.0|-0.5663456689999999|3.37|-0.104120245|-8.13|6.8508
1a_a18 (SB-431542)|106.85|-16.29019397|29.0|1|-0.13329|1.430935835|0.02438148|513.4628663999999|19.58668728|6.9031|5.660000000000001e-05|-4.25|2.7|1.0|-0.766207981|3.25|0.1008839219999999|-7.69|6.9031
1b_a5|90.44|-7.933533473|24.0|1|-0.1892|1.4258024619999998|0.019229427|357.34245360000006|5.438378717999999|7.2291|4.970000000000001e-05|-4.3|3.16|1.0|-0.111923619|2.75|-0.095857885|-8.3|7.2291
12n_a36|142.02|-18.30412788|34.0|1|-0.14928|0.299253841|0.021232665|805.2286932|14.28426215|7.8239|0.0001889999999999|-3.72|1.64|0.0|-0.619926573|5.03|0.027627601|-6.87|7.8239
5_a18 (BIBF0775)|155.95|-16.96451322|37.0|0|-0.13154|1.251175715|0.010831199|1140.896548|6.418873637000001|7.4685|1.91e-06|-5.72|4.73|1.0|-0.391512249|4.42|-0.0366107389999999|-9.21|7.4685
19f_a38|125.69|-15.44458393|30.0|1|-0.14369|1.297044434|0.020733452|595.8790650000001|13.4639011|7.1397|6.77e-05|-4.17|2.78|1.0|-0.4228801179999999|4.82|-0.008118156|-6.86|7.1397
12bi_a36|136.74|-13.56944331|33.0|1|-0.15078|1.297042566|0.037590587|766.4854363|24.16125901|7.8539|7.13e-05|-4.15|2.62|1.0|-0.559678363|4.97|0.03474497|-6.79|7.8539
6b_a40|130.16|-22.2507658|31.0|2|-0.1237099999999999|0.604892326|0.011838681|618.8882797|9.771129787|7.5229|6.55e-07|-6.18|5.03|1.0|-0.698480566|4.02|-0.137534783|-5.21|7.5229
22_a47|104.64|-11.05201291|29.0|1|-0.16704|1.408617385|0.031534452|482.9384172|13.07198749|9.0|4.16e-05|-4.38|3.0|1.0|-0.507802654|3.31|-0.029311184|-7.69|9.0
AKLKII_a46|85.32|-7.464534402999999|22.0|1||1.4316666480000002|0.015584114|314.0966684|4.924591245|6.7423|0.000266|-3.58|2.19|1.0|-0.129865138|2.81|-0.008897473|-7.21|6.7423
GW6604_a52|90.49|-7.13996301|23.0|1||1.427583999|0.01768964|359.1060668|4.459510077|6.9706|6.929999999999999e-05|-4.16|3.06|1.0|-0.085995143|2.68|-0.0778992459999999|-8.03|6.9706
3l_a32|110.16|-9.750593329|26.0|3|-0.14664|0.609420748|0.011493763|565.7000781|7.120934925|7.9208|9.7e-07|-6.01|5.51|1.0|-0.270019992|3.58|-0.039331295|-7.5|7.9208
