molecula|NaaNH|n9FaRing|SssssC|NaasN|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|GeomRadius|PPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
14x_a23|0|1|0.0|2|0|0|0.0944818319999999|-0.0065692219999999|5.351858133|-0.111315218|-0.335030301|-0.075184011|10.31321817|-0.0229244|2|0.003906274|0.160327487|-0.073958723|-0.206574435|-0.443633823|2|0.5788469970000001|0.802520527|-0.035031888|0.8668730109999999|0.558482531|1|-0.0708831479999999|-0.084244058|0.229141189|0.022095943|-46.97594633|-55.83053941|14.64350681|42.44114495|147.90081730000003|-0.034056109|-37.00022522|9.704599953|0.722211323|-1.6006371069999998|70.40248829|0.468120981|514.8229467|2382.851643|-14.95753786|7.777802167999999|184.0971574|597.2903597999999|14.57194888|0.0|1.0|1.0|3.42|3.42|0.05|26.0|-7.93|105.02|3.78|2.0|1.0|1.0|-5.68|32.0|6.0|-6.35|0.0|0.0|0.0|-5.27|2.09e-06|5.41e-06|0.00242|0.0|5.23e-06|-0.08216|4.0641|3.97|-1828.393372|-1828.371718|675.21|1149.42|335.63|0.3184|305.07|0.6757|0.62836|0.3057|-0.15259|-0.23475|0.02165405|-1828.228912|8.1916|3.0|8.4949|8.4949
7b_a10|0|0|0.0|0|2|2|-0.170920618|-0.001621737|5.4161004020000005|0.037541178|-0.07459988|-0.01808249|10.93274506|0.039221939|0|0.010068964|-0.0982988509999999|-0.051052176|-0.082499103|-0.1874708719999999|2|0.624866343|0.764865564|-0.108464916|0.8200487120000001|0.586354126|1|-0.0590666679999999|-0.0720417159999999|0.5113525529999999|0.009734392|-30.71062112|-37.45675757|5.061217187|13.37827368|39.29815915|-0.027444463|-19.47494818|2.6314862480000003|0.781045839|-1.152667458|43.9185573|0.446575367|480.6333417|2150.375871|-7.419027879|4.854451707|113.8411654|459.0250226|6.46179973|1.0|1.0|0.0|3.9|0.0|0.25|16.0|-6.99|41.38|3.04|1.0|1.0|1.0|-5.28|25.0|3.0|-5.09|0.0|1.0|1.0|-5.28|5.29e-06|5.25e-06|0.00182|0.0|3.54e-05|-0.05377|6.0231|3.44|-1450.09312|-1450.06366|562.31|951.55|340.37|0.1488|205.85|0.4195399999999999|0.66228|0.0899|-0.1584799999999999|-0.21225|0.02946054|-1450.124551|5.6147|19.8|4.7033|4.7033
15_a4|0|0|0.0|1|1|1|-0.159419214|-0.001986535|5.4161004020000005|-0.061469545|-0.077474847|-0.1979518539999999|10.94611612|0.022446689|1|0.00918585|0.097046535|-0.017259078|-0.038707204|-0.226703465|1|0.5118792910000001|0.772721853|0.095534883|0.8347553529999999|0.509447294|0|-0.062151785|-0.073738544|0.2517542889999999|0.010893057|-29.80513879|-35.36161572|5.223809291|12.70877085|63.43714456|-0.030724393|-16.95780525|2.505098786|0.8438913020000001|-1.106078158|40.03406565|0.437696617|416.1168833|1495.715718|-7.065752187|5.459799482|74.8625551|324.5687005|4.672449937|1.0|1.0|0.0|3.28|3.01|0.11|17.0|-6.09|30.71|3.05|0.0|0.0|1.0|-3.82|22.0|3.0|-5.6|0.0|1.0|1.0|-4.28|0.000152|5.19e-05|0.0151|0.0|0.000235|-0.03539|4.5048|3.8|-958.270023|-958.251931|512.65|848.47|294.16|0.1996|275.22|0.4778699999999999|0.56413|0.0969999999999999|-0.17373|-0.2091199999999999|0.018092091|-958.195344|3.0091|175.0|6757.0|6757.0
12v_a36|1|0|0.0|0|2|2|-0.077763989|-0.008411281|5.351858133|-0.04314418|-0.487854327|-0.086194201|10.96020642|-0.023932402|1|0.003077071|0.123026459|-0.1430106119999999|-0.239932418|-0.401336708|1|0.8913597320000001|0.828393514|0.024751559|0.8792981679999999|0.84179881|0|-0.078158778|-0.105200486|0.334379501|0.027145269|-51.4172081|-69.20675352|17.85767346|113.7463918|130.0637965|-0.033118671|-45.52806671|11.74777471|0.6276553979999999|-1.788408258|88.07013157|0.461799225|527.7920397|2328.221818|-14.33290989|8.456596706000001|244.9490697|679.7230552999999|18.86337805|1.0|1.0|2.0|4.82|0.0|0.17|17.0|-6.69|78.43|1.72|1.0|0.0|1.0|-3.95|31.0|5.0|-6.93|0.0|0.0|0.0|-4.07|0.000113|8.499999999999999e-05|35.0|0.0|8.340000000000001e-05|-0.05219|3.8847|2.65|-1347.475543|-1347.442792|671.56|1150.38|334.77|0.4247|319.16|0.69298|0.7016100000000001|0.0223|-0.15185|-0.20404|0.03275089|-1347.260743|7.9237|14.0|7.8539|7.8539
20_a4|0|0|0.0|1|1|1|-0.203359312|-0.003103385|5.4161004020000005|-0.00123671|-0.124135414|-0.1473674569999999|10.9459449|-0.059498265|1|0.012025268|-0.098992154|-0.064248765|-0.103098674|-0.211751813|1|0.691307598|0.7797803109999999|0.246357638|0.8404413829999999|0.665774148|0|-0.060595472|-0.072188305|0.210083785|0.022933651|-29.16642156|-34.74640079|11.03865532|63.27373076|39.3981702|-0.0273144939999999|-16.72448692|5.313236547|0.6435852470000001|-1.010636274|46.45917085|0.421704107|441.9318823|1379.418733|-6.32818424|5.543543957000001|171.5531319|338.71903330000004|11.71277006|1.0|1.0|0.0|3.23|3.06|0.11|17.0|-5.55|39.94|2.09|0.0|0.0|2.0|-3.46|22.0|3.0|-5.96|0.0|1.0|1.0|-3.87|0.000346|0.000134|0.0388|0.0|0.000806|-0.03048|5.1778|2.73|-934.2489802|-934.2266312|517.72|861.05|306.74|0.2364|239.45|0.5152|0.66028|0.1415|-0.16699|-0.19747|0.022349042|-934.150871|5.5779|646.0|6.1898|6.1898
4r_a46|0|0|-0.03033057|1|1|1|-0.173617329|-0.002826188|5.587248657999999|-0.074041799|-0.141309389|-0.1129698999999999|10.96363493|-0.048758575|1|0.0061041|-0.237647432|-0.055572881|-0.086905208|-0.246070691|2|0.7794598220000001|0.810646641|-0.077483502|0.8549242340000001|0.76719475|0|-0.079297367|-0.081339886|0.261414008|0.011446215|-42.06465252|-43.14814202|6.071841742999999|176.18445569999997|80.72661483|-0.0259595379999999|-22.88867429|3.220912917|0.7146312779999999|-1.220098292|51.22472631|0.456487948|449.7405899|1451.6122289999998|-7.304896049|5.81085807|151.3787482|496.0386301|8.076584289|0.0|1.0|1.0|3.82|2.89|0.35|17.0|-6.25|63.83|1.52|0.0|0.0|1.0|-3.09|25.0|4.0|-6.83|0.0|1.0|0.0|-3.55|0.00081|0.000279|0.0933|0.0|0.000188|-0.03073|4.5209|2.3|-1069.447946|-1069.419677|571.75|986.04|274.25|0.1404|274.25|0.69085|0.69085|0.1404|-0.18999|-0.2207199999999999|0.02826942|-1069.284137|3.5979|1413.0|5.8499|5.8499
14a_a25|0|0|0.0|1|0|0|-0.092005241|-0.004483962|4.727387819|-0.05112778|-0.255585831|-0.046802062|10.93106303|-0.019985937|1|0.006158124|0.085350921|-0.0469914379999999|-0.077269115|-0.365062041|2|0.6716839040000001|0.7385460309999999|-0.085643386|0.792935475|0.653818362|1|-0.069657015|-0.084207356|0.326595394|0.012870836|-45.72658614|-55.27820709|8.449104086|107.22698590000002|98.18816423|-0.033365179|-36.28756839|5.546443318|0.8067529940000001|-1.76835447|63.96772039|0.492236681|558.2652611000001|2142.5112510000004|-14.37809314|7.39139255|126.8576588|712.1606951|8.689513304|1.0|1.0|1.0|3.43|3.06|0.08|27.0|-9.59|72.7|2.47|2.0|0.0|1.0|-5.39|32.0|4.0|-5.91|0.0|0.0|1.0|-5.29|4.03e-06|5.13e-06|0.00215|0.0|1.08e-07|-0.05083|5.3631|5.79|-1352.298438|-1352.265931|689.55|1202.13|314.05|0.3529|231.18|0.42461|0.6714|0.1756|-0.16347|-0.2143|0.03250632|-1352.086073|4.1656|207.0|6684.0|6684.0
9a_a40|0|0|0.0|1|0|0|-0.028285975|-0.003680068|5.4161004020000005|-0.020455825|-0.136162501|0.157704751|10.31197235|-0.1720337089999999|2|0.011966382|0.291102625|0.009844552|0.016958188|-0.449508498|0|0.624889926|0.690568477|-0.394662853|0.749764251|0.61091688|1|-0.060029933|-0.072887601|0.002467659|0.011033601|-29.02567082|-35.24260989|5.334966331|109.9916614|30.17155594|-0.032156295|-17.0405052|2.579562688|0.868476591|-1.093314022|39.45618424|0.493941591|453.3484005|336.39741360000005|-7.51786994|6.749223592000001|63.59419322|323.79254|4.213574358|1.0|0.0|0.0|3.26|3.28|0.06|20.0|-6.4|58.43|3.57|1.0|0.0|1.0|-5.49|21.0|2.0|-4.85|0.0|1.0|1.0|-5.08|3.24e-06|8.33e-06|0.00243|0.0|0.000117|-0.06495|4.7066|4.07|-1217.955997|-1217.9449|515.96|847.69|373.53|0.4746|263.42|0.47831|0.69958|0.3483|-0.13808|-0.20303|0.01109672|-1217.873686|5.09|214.0|6.6696|6.6696
4d_a46|0|0|0.173086735|1|1|1|-0.1397563859999999|-0.001749881|5.587248657999999|-0.017469934|-0.085744171|-0.111025108|10.96333164|-0.076521434|1|0.010756749|-0.206000242|-0.0814707009999999|-0.1271933999999999|-0.240143042|2|0.6535171|0.764741337|-0.213089038|0.8075680409999999|0.623144956|0|-0.056384895|-0.070772596|0.290035518|0.008652238|-30.95621863|-38.85529917|4.750218646|8.241078584|35.10521457|-0.024616555|-21.33218735|2.607946825|0.813427965|-1.132361533|43.60839351|0.441136013|513.9109507000001|2233.65548|-7.419891252999999|5.757075209|102.4310631|509.0572545|4.753094337|1.0|1.0|0.0|3.78|3.5|0.35|17.0|-7.41|43.6|2.84|2.0|1.0|1.0|-4.93|25.0|3.0|-5.4|0.0|1.0|1.0|-5.11|1.18e-05|7.8e-06|0.00275|0.0|1.3699999999999998e-05|-0.0396399999999999|4.4265|4.18|-1453.840712|-1453.817782|588.18|1009.78|280.09|0.1313|280.09|0.69884|0.69884|0.1313|-0.18639|-0.22603|0.02292966|-1453.688943|3.7104|517.0|6.2865|6.2865
4g_a46|0|0|0.171759574|1|1|1|-0.153373738|-0.001702489|5.587248657999999|-0.010706405|-0.088529411|-0.055084605|10.96333695|-0.138341481|1|0.010608122|-0.144064904|-0.078780402|-0.121452903|-0.2455749539999999|2|0.662386484|0.74106323|-0.200628401|0.7796270059999999|0.635494818|0|-0.056893316|-0.070153728|0.318162858|0.00801562|-32.64186634|-40.24987057|4.598866947|7.38470955|30.50581108|-0.024339048|-23.0928866|2.638545451|0.826861093|-1.192613373|44.72726697|0.448462961|543.2323468999999|2285.43285|-8.0118178|5.8466355000000005|99.33639766|568.1534007|4.477396402|1.0|1.0|0.0|3.9|3.61|0.38|17.0|-7.8|43.6|3.06|2.0|1.0|1.0|-5.38|26.0|3.0|-5.18|0.0|1.0|1.0|-5.38|4.22e-06|4.16e-06|0.00153|0.0|5.75e-06|-0.03985|4.4163|4.65|-1493.154666|-1493.132001|615.33|1064.92|280.74|0.1294|280.74|0.6983199999999999|0.6983199999999999|0.1294|-0.18602|-0.22587|0.02266493|-1492.979142|3.7113|2745.0|5.5615|5.5615
18_a4|0|0|0.0|1|1|1|-0.181683336|-0.004533883|5.4161004020000005|-0.164169913|-0.181355303|-0.200683549|10.94611841|-0.063708832|1|0.00042|0.108754635|0.006968314|0.015390457|-0.319213511|1|0.624748358|0.793041267|0.102914528|0.8547339420000001|0.615655659|0|-0.094231531|-0.085817825|0.269470313|0.017694182|-46.48874223|-42.33787448|8.729352711|203.5264327|110.7087804|-0.03479101|-20.88721799|4.306590617|0.769438308|-1.287267373|50.98777224|0.405586004|382.6371479|1573.744396|-8.467791078|6.133421395|113.7466718|337.0066459|8.649897756|0.0|1.0|1.0|3.32|2.56|0.11|17.0|-5.53|50.94|2.2|0.0|0.0|2.0|-2.95|23.0|4.0|-6.58|0.0|1.0|1.0|-3.51|0.00113|0.000312|0.0959|0.0|0.0009109999999999|-0.03538|4.5152|3.02|-1033.480025|-1033.454769|523.81|870.74|294.88|0.2083|274.59|0.52475|0.57777|0.1|-0.17345|-0.20883|0.02525528|-1033.398285|3498.0|2.62|5.5817|5.5817
17a_a6|1|0|0.0|0|1|1|0.101940358|-0.012704951|5.351858133|-0.0265090529999999|-0.686067347|0.078798543|10.94948984|-0.060774312|1|-0.00194781|0.068338372|-0.10896749|-0.180339002|-0.5624663560000001|1|0.850080948|0.7722228729999999|0.08716369|0.8299950709999999|0.8013954109999999|0|-0.096082495|-0.109388399|0.350977745|0.031147305|-63.02857512|-71.75703418|20.43213226|157.13173490000003|161.9738174|-0.041567592|-47.07146289|13.40315088|0.77193498|-2.078379577|84.75077935|0.483320982|494.010135|2217.333474|-17.887155899999996|8.337470517|149.60699319999998|627.4287311|12.99374518|1.0|1.0|2.0|3.52|2.88|0.12|23.0|-9.01|95.85|1.7|2.0|0.0|1.0|-5.81|31.0|5.0|-5.89|0.0|0.0|1.0|-5.17|1.56e-06|6.69e-06|0.00274|0.0|4e-07|-0.05753|3.5421|4.04|-1350.102634|-1350.078838|696.96|1167.16|416.71|0.3933|350.03|0.69627|0.7024|0.0101|-0.12425|-0.18178|0.02379552|-1349.892285|5604.0|24.0|7.6198|7.6198
1n_a5|1|0|0.0|0|0|0|-0.1387762669999999|-0.007315978|4.59511985|-0.0533837329999999|-0.3365350029999999|-0.150600424|10.94528897|-0.047910067|1|0.004754079|0.004115733|-0.00966135|-0.015850084|-0.393928416|2|0.6805709409999999|0.77828693|-0.013686011|0.8402078140000001|0.656280207|0|-0.082180848|-0.081950989|0.428980979|0.023129277|-47.1725036|-47.04056285|13.27640087|63.58796786|123.2912732|-0.030493391|-27.00168194|7.620766672|0.627751746|-1.311215832|63.57058627|0.483868192|450.71720610000006|889.4388375|-10.04713747|7.881746117|213.67365440000003|467.1194103|16.53002342|1.0|1.0|1.0|2.88|2.67|0.05|23.0|-8.07|80.76|1.72|1.0|0.0|1.0|-4.27|27.0|5.0|-6.41|0.0|0.0|1.0|-4.18|5.41e-05|6.56e-05|0.0234|0.0|3.01e-06|-0.06186|4.3838|4.19|-1179.209088|-1179.169527|607.15|1017.23|282.82|0.3789|282.82|0.44786|0.44786|0.3789|-0.17092|-0.23278|0.03956123|-1179.073189|0.7104|27.0|7.5686|7.5686
12u_a36|1|0|0.0|0|2|2|-0.054501792|-0.006461999|5.351858133|-0.0407717229999999|-0.407105926|-0.063855309|10.95266014|-0.010669561|1|0.005035022|0.055588998|-0.099596099|-0.163978382|-0.438988314|1|0.901715152|0.8101678720000001|0.080270195|0.855176759|0.860667615|0|-0.07260571|-0.0969881059999999|0.3765068079999999|0.017639065|-50.53295452|-67.50289394|12.27663887|86.1184622|109.8080843|-0.03452119|-46.98143813|8.544435884|0.77938748|-2.036750221|78.06218646|0.486156325|586.1833819|2455.7556010000003|-16.72220679|7.65672775|153.5444314|799.5563855|10.55929252|1.0|1.0|2.0|5.05|0.0|0.24|17.0|-7.38|69.2|2.66|2.0|0.0|1.0|-4.95|32.0|4.0|-6.19|0.0|1.0|1.0|-4.86|1.13e-05|1.39e-05|0.00589|0.0|1.7800000000000002e-05|-53.0|3.8847|4.21|-1350.8981130000002|-1350.865506|739.12|1254.5|337.37|0.4267|319.16|0.69258|0.70272|0.0176|-0.15109|-0.20409|0.03260752|-1350.638138|7.8877|16.0|7.7959|7.7959
13n_a6|1|0|0.0|0|0|0|0.030890422|-0.010884884|4.727387819|-0.135152403|-0.631323273|-0.06507689|10.95053349|-0.033224059|1|-0.00687003|0.100294804|-0.068956229|-0.118693789|-0.57091314|2|0.870730542|0.7767360059999999|-0.064779873|0.832753533|0.82642394|1|-0.100363599|-0.109392959|0.307384948|0.017758385|-68.88015714|-75.07706271|12.18768927|90.97854097|199.7822434|-0.038490115|-51.52585133|8.36448634|0.748967057|-2.078466222|88.73738138|0.47066442|486.5239262|2535.307313|-18.12946621|8.872063579|172.28545730000002|724.3873672999999|13.66031867|1.0|1.0|3.0|3.55|1.9|0.08|27.0|-9.67|122.47|0.81|1.0|0.0|1.0|-4.64|33.0|5.0|-7.23|0.0|0.0|1.0|-4.28|2.27e-05|5.24e-05|0.0228|0.0|9.35e-08|-0.07131|4.8185|4.27|-1423.765005|-1423.714738|727.69|1232.6|369.99|0.9117|257.31|0.55028|0.64027|0.1945|-0.13863|-0.20994|0.05026727|-1423.514154|10.1967|75.0|7.1249|7.1249
3o_a32|1|1|0.0|0|1|1|-0.022603806|-0.006253394|5.733341277|-0.014299905|-0.306416317|-0.117781901|10.3110027|-0.090297882|3|0.000243592|-0.117744493|-0.061774721|-0.11221537|-0.483580522|0|0.90022001|0.8214857240000001|-0.074509084|0.872498916|0.840991936|1|-0.073742105|-0.095457829|0.252703854|0.012519666|-42.51640563|-55.03672286|7.218280399|62.67187821|93.52833522|-0.031819276|-31.73171751|4.161738248|0.7850948190000001|-1.4318674340000002|62.56936516|0.455089918|483.0270239|2469.87467|-10.57723917|6.392329273|123.9047338|541.0877621000001|7.532642302|1.0|1.0|2.0|3.47|3.06|0.32|19.0|-7.27|122.97|1.58|1.0|0.0|1.0|-5.72|26.0|4.0|-6.17|0.0|0.0|1.0|-4.73|1.89e-06|1.87e-05|0.00714|0.0|2.04e-05|-0.05413|3.5333|2.35|-1805.504508|-1805.473626|620.56|1049.14|350.9|0.2851|350.9|0.70216|0.70216|0.2851|-0.14652|-0.20065|0.03088166|-1805.333039|5.8476|0.24|6.6198|6.6198
12ax_a36|1|0|0.0|0|2|2|-0.0943348109999999|-0.007681676|5.351858133|-0.040458296|-0.414810497|-0.057017299|10.958822|-0.034663063|1|-0.00097037|0.128253871|-0.101451485|-0.1716508239999999|-0.440372791|1|0.884841888|0.836170906|-0.0394369539999999|0.892249657|0.771220556|0|-0.073739612|-0.107815607|0.375647684|0.019128091|-49.32384393|-72.11700812|12.79462904|36.17982162|102.4490387|-0.038813619|-48.23849712|8.558226304|0.7648530440000001|-1.940680931|84.58859134|0.488501696|566.4430628|2471.295987|-17.36585896|7.563197245|157.28794140000002|661.6709012|12.47158322|1.0|1.0|2.0|4.74|0.0|0.14|17.0|-7.76|69.2|2.99|2.0|0.0|1.0|-5.08|31.0|4.0|-6.26|0.0|1.0|1.0|-5.18|8.27e-06|6.55e-06|0.00295|0.0|7.83e-06|-0.05596|5.2372|4.42|-2152.130959|-2152.100515|699.67|1182.31|318.82|0.5236|236.74|0.39564|0.69348|0.4167|-0.15728|-0.21324|0.03044421|-2151.971761|6.0402|12.0|7.9208|7.9208
8f_a12|0|1|0.0|0|1|1|0.110310585|-0.008295703|4.59511985|-0.062406088|-0.3981937339999999|0.028505422|10.31134658|-0.024023866|1|-0.00094279|-0.023769395|-0.070713228|-0.125424286|-0.560548116|1|0.902669729|0.7475224290000001|-0.13747286|0.80546986|0.8409290840000001|1|-0.072634742|-0.098932601|0.285353468|0.013287637|-41.27611074|-56.220383|7.550959323|83.13642146|73.97552223|-0.03822396|-31.9483307|4.290980116|0.8381234340000001|-1.6818542230000002|63.05721575|0.460344828|494.2940092|1448.568734|-12.34367323|7.016225129|91.98952021|524.0516742|6.836832748|1.0|1.0|1.0|4.09|3.26|0.1|21.0|-8.42|78.41|3.1|2.0|0.0|1.0|-5.7|27.0|4.0|-5.47|0.0|1.0|1.0|-5.24|1.99e-06|5.72e-06|0.00211|0.0|1.4e-06|-0.06179|4.1744|4.19|-1481.146454|-1481.115891|606.97|1020.81|339.35|312.0|297.01|0.59107|0.65098|0.2466|-0.15061|-0.2124|0.03056355|-1481.008909|1.4701|646.0|6.1898|6.1898
17a_a50|0|1|0.0|2|1|1|-0.186084687|-0.002225436|5.82008293|0.009691515|-0.133526134|-0.0979202769999999|10.94500663|-0.131632653|2|0.012893333|-0.178162528|-0.239713023|-0.3891730779999999|-0.220088198|1|0.762224122|0.784570118|-0.204032723|0.828062407|0.732114362|1|-0.045404408|-0.078525868|0.4062532579999999|0.013784807|-29.57096251|-51.14229199|8.977762705|10.03717565|50.14419437|-0.0280449529999999|-33.3079288|5.847033234|0.7899109000000001|-1.570517366|58.69900789|0.486855438|601.1353533|1799.721631|-11.89568886|8.087984548|136.82673369999998|719.3470265|7.556715901|1.0|1.0|0.0|3.95|3.29|0.29|20.0|-6.76|51.77|2.3|1.0|0.0|1.0|-3.99|30.0|4.0|-6.44|0.0|1.0|0.0|-4.44|0.000102|3.61e-05|0.0144|0.0|6.97e-05|-0.03196|4.2478|3.08|-1258.566007|-1258.540058|705.96|1204.79|306.31|0.1817|291.88|0.6244|0.66046|0.1754|-0.16724|-0.1992|0.02594911|-1258.322582|8.2991|85.0|7.0706|7.0706
12x_a30|0|0|0.0|0|2|2|0.044575215|-0.006008579|5.351858133|-0.0335688279999999|-0.3545061539999999|0.027312213|10.31162819|-0.1066694919999999|1|0.006346396|-0.104089964|-0.053700437|-0.0922059569999999|-0.458718546|1|0.842068099|0.782514704|-0.062251445|0.829606585|0.803183654|0|-0.071909912|-0.091725339|0.398925866|0.014757946|-47.48669555|-60.57208434|9.745611551|74.51844582|99.81775209|-0.035022402|-39.99960559|6.435648079|0.824674971|-1.926232129|68.52587215|0.4490846539999999|560.5459455|2374.777496|-15.27257668|7.794822643|115.7782842|754.3941655|7.953787804|1.0|1.0|1.0|4.86|0.0|0.21|17.0|-7.38|81.65|3.25|2.0|0.0|1.0|-6.04|31.0|4.0|-5.64|0.0|0.0|0.0|-5.46|9.14e-07|3.48e-06|0.00148|0.0|1.76e-05|-0.05093|3.4831|4.45|-1654.40976|-1654.3784|703.75|1211.79|355.95|0.1517|355.95|0.68589|0.68589|0.1517|-0.14783|-0.19876|0.03136007|-1654.183467|4.8197|22.0|7.6556|7.6556
2_a27|0|0|0.0|2|0|0|0.09890645|-0.0065894809999999|4.59511985|-0.0609613559999999|-0.276758209|0.11675125|10.93783218|0.017751479|1|0.00988756|-0.337316432|-0.21066171|-0.361571905|-0.475677812|2|0.639024713|0.796022385|0.137868605|0.8585302370000001|0.60904903|1|-0.058444848|-0.081513931|0.408120957|0.019809599|-29.42169804|-41.03489597|9.972342226|9.194894069|77.08713259|-0.029261411|-20.65736087|5.020172886|0.6684621829999999|-1.141195033|52.43208086|0.4424192289999999|426.3224749|1270.627585|-7.415462877|5.312170441|166.89932209999998|373.9912084|11.39718489|0.0|0.0|0.0|2.9|3.06|0.11|21.0|-5.84|65.6|2.42|0.0|0.0|2.0|-3.19|24.0|4.0|-6.69|0.0|1.0|1.0|-3.7|0.000644|0.0002009999999999|0.0638|0.0|0.0004599999999999|-0.04933|4.1624|4.32|-1043.821085|-1043.7984|538.57|906.48|297.87|0.3217|297.87|0.55857|0.55857|0.3217|-0.16769|-0.21702|0.02268519|-1043.715364|6.8854|13.0|7.8861|7.8861
8d_a32|1|1|0.0|0|0|0|0.143684876|-0.010604502|5.733341277|-0.089662873|-0.519620595|-0.044765977|10.31100269|-0.0682721729999999|3|-0.005162219|0.113030335|0.001558357|0.002805572|-0.629535754|0|0.825020753|0.825978584|-0.054095278|0.875986707|0.789198712|1|-0.109612139|-0.109968322|0.261692269|0.01593079|-68.88621406|-69.11005922|10.01177286|321.2496412|181.8092016|-0.03346862|-43.43251025|6.291941176|0.708567136|-1.539556512|81.54594837|0.47012654|446.6450457|2371.595484|-13.21859008|8.106843676|183.1522214|557.1050635|12.43588915|1.0|1.0|2.0|3.5|2.84|0.26|19.0|-7.26|154.03|1.1|1.0|0.0|1.0|-6.08|27.0|4.0|-6.47|1.0|0.0|1.0|-4.36|8.41e-07|4.36e-05|0.0173|0.0|2.19e-05|-0.0535|3.5588|4.26|-1880.773727|-1880.733071|671.71|111.16|348.39|0.3018|348.39|0.7026100000000001|0.7026100000000001|0.3018|-0.14765|-0.20115|0.04065536|-1880.602038|1873.0|8.0|8.0809|8.0809
2_a49|0|0|0.0|1|1|1|-0.084499704|-0.004112807|5.4161004020000005|-0.03981057|-0.189189114|-0.041202373|10.92973199|0.005918367|1|0.004580676|-0.170631119|0.032521855|0.055400364|-0.320124905|2|0.802447754|0.79056501|0.084099874|0.851413454|0.7701578720000001|1|-0.08647612|-0.079176085|0.41397907|0.01105681|-44.066695|-40.34672657|5.634353797999999|226.4450566|95.04720801|-0.028277173|-20.55997527|2.871166625|0.7154059890000001|-1.187641272|49.26352575|0.454163307|414.5350312|1550.010086|-7.34284831|5.667936413|145.02405359999997|439.9973344|8.91679918|0.0|1.0|1.0|3.09|2.5|0.15|21.0|-6.82|69.62|1.88|0.0|1.0|1.0|-3.53|25.0|3.0|-6.57|0.0|1.0|1.0|-3.89|0.000292|0.000129|0.0421|0.0|4.94e-05|-0.04372|5.4614|1.79|-1046.018455|-1045.981819|553.52|941.6|331.24|0.2988|227.02|0.34449|0.68172|0.0572|-0.1555099999999999|-0.19923|0.0366366999999999|-1045.8595810000002|6.7117|59.0|7.2291|7.2291
16_a15|0|0|0.0|0|0|0|0.072882981|-0.008593957|0.0|-0.463771194|-0.4898555739999999|-0.109386268|10.31928197|-0.011969556|0|-0.00379317|-0.006331105|-0.046871961|-0.0764246109999999|-0.528097878|2|0.787100127|0.729432583|0.080837546|0.77948108|0.72660548|0|-0.08870471|-0.101500719|0.7427725270000001|0.0070920509999999|-60.63825695|-69.38556779999999|4.848103252|53.93878231|188.9479321|-0.039472502|-47.4317527|3.31414791|0.868460507|-2.131515106|76.07332645|0.419910645|494.6488764|3014.308422|-18.44568161|6.798937229|89.91997762|728.353441|6.687758643|1.0|0.0|2.0|3.59|2.93|0.08|24.0|-9.21|115.58|1.72|2.0|0.0|1.0|-6.0|32.0|6.0|-6.27|1.0|0.0|1.0|-5.21|9.89e-07|6.14e-06|0.00274|0.0|2.72e-07|-0.04082|4.1731|8.26|-1770.509465|-1770.448668|716.79|1229.58|300.24|0.3809|297.1|0.6541100000000001|0.66615|0.1409|-0.16871|-0.20953|0.06079704|-1770.281427|11.7447|21.0|7.6778|7.6778
