molecula|NaaNH|n9FaRing|SssssC|NaasN|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|GeomRadius|PPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
2_a4|0|0|0.0|0|1|1|-0.072708147|-0.00708265|4.59511985|-0.103346554|-0.269140683|0.090707854|10.95268469|0.076479666|0|-0.0016168089999999|0.127695325|0.147657684|0.228655117|-0.3881618|1|0.930871261|0.802438682|0.11821091|0.847373823|0.912872667|0|-0.117395215|-0.105102755|0.442778552|0.006330673|-49.45826819|-44.27948986|2.667094277|166.102249|108.4760726|-0.0379537729999999|-18.65482233|1.123639184|0.843107708|-1.366335816|48.93681624|0.3961813179999999|312.82106489999995|910.3327882|-6.736463618999999|4.710383035|66.09827364|284.26458360000004|4.657326379|0.0|1.0|2.0|3.33|0.0|0.27|12.0|-4.83|45.15|1.63|0.0|0.0|2.0|-2.18|19.0|4.0|-6.69|0.0|1.0|0.0|-2.77|0.0066|0.00171|434.0|0.0|0.00374|-0.01612|5.8961|2.46|-819.9326497000001|-819.8996124|458.73|764.77|384.69|0.1315|210.28|0.4682|0.6885600000000001|0.0008|-0.14614|-0.16226|0.033037353|-819.8174190000001|3.0946|31.0|7.5086|7.5086
14_a15|0|0|0.0|0|0|0|-0.058775738|-0.006678826|0.0|-0.0455566929999999|-0.374014235|-0.053931584|10.9597359|-0.015736888|0|0.0034254209999999|-0.051908601|-0.120626133|-0.184255041|-0.3848940629999999|2|0.8310685940000001|0.719993769|-0.021648026|0.7651878809999999|0.7933685340000001|0|-0.063809873|-0.0917424269999999|0.7461324029999999|0.014672137|-40.89540491|-58.79722871|9.403293601|92.51564418|72.36402409|-0.032888795|-37.68282812|6.026520371|0.770309725|-1.743106111|68.59458198|0.406717767|568.5306056|2731.841165|-13.50893838|6.040010666000001|147.2072638|673.7288405|9.797353271|1.0|1.0|1.0|3.56|3.72|0.12|24.0|-9.82|56.27|2.87|2.0|0.0|1.0|-6.22|30.0|4.0|-4.97|1.0|0.0|1.0|-5.83|5.99e-07|1.47e-06|0.000584|0.0|5.99e-08|-0.0338199999999999|4.4518|5.16|-1281.105795|-1281.0669369999998|689.8|1177.14|342.41|0.3131|278.5|0.65079|0.7055899999999999|0.0054|-0.14997|-0.18379|0.03885834|-1280.87015|5.0894|0.03|7.5229|7.5229
16a_a10|0|0|0.0|1|1|1|-0.187414728|-0.00230615|5.4161004020000005|0.023926176|-0.152205915|0.014886502|10.92947902|-0.0048530629999999|1|0.011558506|-0.133979603|-0.162508526|-0.254024476|-0.1948324069999999|2|0.748039584|0.772481675|-0.068377262|0.813036304|0.72613292|1|-0.052574986|-0.076950669|0.3637074329999999|0.013872737|-36.408063|-53.28817038|9.606840334|77.68598956|58.06685151|-0.026063936|-36.90194151|6.652715932|0.7270593190000001|-1.615964058|63.53441386|0.4629532229999999|634.4309626|1823.310808|-12.4990447|8.531706024|189.0108247|879.8636987|10.24624348|1.0|1.0|0.0|4.11|4.46|0.3|21.0|-8.5|56.07|2.47|3.0|0.0|1.0|-5.22|33.0|5.0|-5.91|0.0|1.0|1.0|-5.17|6e-06|6.76e-06|0.00297|0.0|1.4e-06|-0.04647|5.6019|3.46|-1395.158387|-1395.13019|760.0|1310.44|320.22|0.3843|221.33|332.0|0.6852199999999999|0.0841|-0.1605|-0.20697|0.02819643|-1394.861824|4.6574|47.0|7.3279|7.3279
16c_a32|1|1|0.0|0|0|0|0.191088217|-0.01639019|5.733341277|-0.087497559|-0.770338913|-0.031087095|10.31100271|-0.036931818|3|-0.00369116|-0.057356214|-0.1260956869999999|-0.229450999|-0.697601261|0|0.809370315|0.8607827790000001|0.0482801729999999|0.915639476|0.764217655|1|-0.088841599|-0.119988297|0.367322508|0.025791147|-53.00702241|-71.59058881|15.38819548|102.2022233|135.41296|-0.038178095|-42.71426897|9.181311842|0.6846367059999999|-1.679836163|86.97970500000001|0.463897164|461.2334662|3143.196853|-13.59090376|6.313526111|188.1603823|513.9156315|15.38911619|1.0|1.0|2.0|3.5|3.08|0.22|19.0|-6.99|149.27|0.88|1.0|0.0|1.0|-6.04|27.0|5.0|-6.44|1.0|0.0|1.0|-4.41|9.17e-07|3.89e-05|0.0155|0.0|4.13e-05|-0.0505|3.6264|4.12|-1916.6792|-1916.651132|639.66|1069.28|341.89|0.2955|341.89|0.70198|0.70198|0.2955|-0.14997|-0.20047|0.02806787|-1916.536967|5.3459|5.0|8.3468|8.3468
18_a10|0|0|0.0|1|2|2|-0.182332901|-0.00309846|5.733341277|0.0307177839999999|-0.1859075939999999|-0.052165302|10.92966688|-0.0280813039999999|1|0.010573165|-0.144233311|-0.091730492|-0.143149563|-0.220292492|2|0.7155022459999999|0.785539083|0.048377088|0.832812971|0.6886547670000001|1|-0.0575419659999999|-0.076052353|0.656664457|0.019095409|-36.52271591|-48.27152552|12.12013168|40.99617452|72.64119073|-0.024889861|-30.63863373|7.692822451|0.641615544|-1.368942347|61.38857307|0.4670293179999999|562.0732377|2137.914113|-10.02718922|7.204851347999999|227.471785|713.2632062000001|13.11704755|0.0|1.0|0.0|4.07|3.41|0.32|21.0|-7.88|62.06|2.14|1.0|0.0|1.0|-4.48|31.0|5.0|-6.34|0.0|1.0|1.0|-4.77|3.34e-05|1.7100000000000002e-05|0.00705|0.0|5.44e-06|-0.0495699999999999|5.7687|2.65|-1336.433782|-1336.404041|687.19|1181.5|326.47|0.2962|214.93|0.37729|0.6866300000000001|0.1637|-0.15735|-0.20692|0.02974086|-1336.185978|5.9029|0.13|6.8861|6.8861
13e_a6|1|0|0.0|0|0|0|-0.089778965|-0.006882528|4.727387819|-0.008507023|-0.378539035|0.0266218529999999|10.95053349|-0.037793156|1|-0.001446486|0.032420935|-0.126749697|-0.223618825|-0.462344944|2|0.841211811|0.765593573|0.102257199|0.827254552|0.790249345|1|-0.074242826|-0.093298845|0.175643236|0.0183790889999999|-49.62570093|-62.36320497|12.28502792|66.59852278|92.4587065|-0.032929004|-41.68507499|8.211609879|0.722530518|-1.679379203|75.42629799|0.4442079679999999|575.965487|3457.565879|-14.71237941|7.973429837999999|185.4673146|676.2770877|13.06309302|1.0|1.0|2.0|3.51|2.79|0.08|27.0|-10.18|103.17|0.92|1.0|0.0|0.0|-5.11|32.0|5.0|-6.52|0.0|0.0|1.0|-4.78|7.74e-06|1.65e-05|0.00688|0.0|2.75e-08|-0.07534|5.9885|3.36|-1347.297639|-1347.25954|713.3|1202.5|381.78|0.8312|207.04|0.38609|0.7034199999999999|0.0104|-0.1327|-0.20804|0.03809808|-1347.074898|13.2999|12.0|7.9208|7.9208
14o_a23|0|1|-4.758526534|2|0|0|0.18835477|-0.014680137|5.351858133|-0.301504331|-0.807407518|-0.029012777|10.3132174|-0.049105045|2|-0.0004039459999999|0.416392114|-0.0962526|-0.2952674819999999|-0.653629157|2|0.598213287|0.802854174|0.000891427|0.861597051|0.575188253|1|-0.072435569|-0.094138958|0.328340215|0.018054548|-51.49843925|-66.92857564|12.835973699999998|110.3941788|68.19627862|-0.042454824|-47.58321438|9.125801389|0.800301554|-2.165196042|80.64694246|0.48945652|642.7588542000001|2297.392496|-21.45909668|9.016411722|141.97663490000002|676.4530574|13.71836682|0.0|0.0|1.0|3.55|3.62|0.09|26.0|-7.95|114.25|3.04|2.0|1.0|1.0|-6.89|35.0|8.0|-5.94|1.0|0.0|0.0|-6.0|1.29e-07|1e-06|0.0004969999999999|0.0|5.57e-06|-0.08059|3.6989|5.17|-2042.184285|-2042.161288|729.11|1236.72|335.19|385.0|335.19|0.58581|0.58581|385.0|-0.1517|-0.23229|0.02299729|-2042.000938|8.3591|3.0|8.4815|8.4815
7c_a10|0|0|0.0|1|1|1|-0.152261681|-0.00375251|5.4161004020000005|0.012145872|-0.206388032|-0.033792245|10.92926158|-0.066271289|1|0.0107756969999999|-0.176560297|-0.12177839|-0.191576261|-0.215874011|2|0.725146704|0.7928588059999999|-0.087063341|0.84177174|0.6952665379999999|1|-0.05074318|-0.0876410609999999|0.487148112|0.027436939|-29.66615908|-51.2378943|16.04055193|87.99694927|54.79389751|-0.0223398779999999|-29.95538587|9.377842892|0.52630639|-1.139333798|67.01436709|0.4675549639999999|529.8395322|1881.379304|-7.635686595|6.703148323|276.93712|611.4957509|15.7764728|1.0|1.0|0.0|3.48|3.49|0.26|21.0|-7.78|62.06|1.99|1.0|0.0|1.0|-4.44|29.0|5.0|-6.2|0.0|1.0|1.0|-4.69|3.59e-05|2.05e-05|0.00793|0.0|6.4e-06|-0.04004|5.4267|2.76|-1259.011598|-1258.985004|635.47|1102.43|323.24|0.4049|228.47|0.41348|0.68708|0.0921|-0.16055|-0.20059|0.02659395|-1258.801509|5.0714|3.81|5.4191|5.4191
12ad_a36|1|0|0.0|0|2|2|-0.040810025|-0.01083262|5.351858133|-0.073048351|-0.649957196|-0.0072527669999999|10.95445455|0.010723827|1|0.000906224|0.077659878|-0.136151085|-0.227404687|-0.478461478|1|0.817851296|0.832674224|0.1563642469999999|0.8846605|0.7767870459999999|0|-0.082404548|-0.107772644|0.423689705|0.030769062|-58.34300549|-76.30379737|21.78471426|94.12528108|169.7321223|-0.0365657189999999|-54.02363038|15.4237324|0.656407461|-2.047680239|96.81391944|0.477102332|538.2749789|2474.175727|-18.32944602|8.770308295|243.2659577|735.3783268|20.51012207|1.0|1.0|2.0|4.9|0.0|0.17|17.0|-6.62|95.5|1.89|1.0|0.0|1.0|-4.18|33.0|6.0|-7.18|0.0|0.0|0.0|-4.08|6.579999999999999e-05|8.36e-05|0.0367|0.0|0.000106|-0.05406|5733.0|4.5|-1460.8311199999998|-1460.794632|737.53|1236.64|321.93|0.6073|216.26|0.27316|0.67215|0.2532|-0.15638|-0.21044|0.03648828|-1460.610659|6.8996|17.0|7.7696|7.7696
8c_a12|0|0|0.0|0|1|1|0.1948786139999999|-0.0104125509999999|0.0|-0.055163114|-0.447739674|-0.036504737|10.95472932|-0.07003012|0|-0.00160589|-0.1876771789999999|-0.210669119|-0.370782022|-0.606245231|2|0.905486734|0.782864175|-0.10899871|0.8425863029999999|0.845077891|0|-0.067004282|-0.101988384|0.239216075|0.019604202|-34.19075142|-52.04233846|10.00357546|83.24714315|81.4415307|-0.038245644|-26.55601426|5.104595615|0.764449832|-1.529825767|61.66383178|0.472503372|428.8355831|1245.6132289999998|-9.958505349|5.670223821|120.19586|390.0159026|9.621493319|0.0|0.0|1.0|3.91|2.24|0.11|18.0|-7.14|63.06|2.02|0.0|0.0|1.0|-3.47|24.0|5.0|-6.44|0.0|1.0|1.0|-3.72|0.000339|0.0001899999999999|0.0598|0.0|2.28e-05|-0.06706|4.3598|2.76|-1022.77302|-1022.750382|551.66|909.19|323.37|466.0|284.38|0.53657|0.67318|0.1355|-0.15571|-0.2227699999999999|0.02263772|-1022.663298|2.4806|0.04|7.3979|7.3979
12m_a30|0|0|0.0|0|2|2|0.096631895|-0.01047558|5.351858133|0.024086432|-0.57615692|0.0488832779999999|10.31162838|-0.0547272029999999|1|0.0026474159999999|-0.236661357|-0.084317059|-0.152855196|-0.5409445629999999|1|0.817497287|0.832758813|-0.036924662|0.893689741|0.770326886|0|-0.085422479|-0.103359773|0.415971907|0.027352277|-57.96147772|-70.1324196|18.55926485|133.774348|147.06395700000002|-0.0405332439999999|-47.58675592|12.59296644|0.773732767|-2.067195455|83.3641853|0.44976016|531.4632661|2370.879718|-18.66147291|9.025816604|153.52847759999997|683.7405759|13.2317657|1.0|1.0|1.0|4.66|0.0|0.13|17.0|-6.42|114.67|2.06|2.0|1.0|1.0|-6.0|32.0|6.0|-6.22|0.0|0.0|0.0|-5.01|1.01e-06|9.71e-06|0.00427|0.0|0.000165|-57.0|5.0617|3.88|-1743.215323|-1743.174906|714.92|1204.39|349.29|255.0|244.95|0.33392|0.68404|0.1615|-0.15042|-0.20742|0.04041755|-1743.030004|5.1279|31.0|7.5114|7.5114
8h_a8|1|0|0.0|1|0|0|0.038482973|-0.010324979|4.844187086|-0.249095464|-0.485274006|-0.085125857|10.94341368|0.007079485|1|-0.007036544|0.021094825|0.09830823|0.254819201|-0.53822084|0|0.578166105|0.6971223040000001|0.111824921|0.751162751|0.56916135|0|-0.122706004|-0.11302328|0.273425421|0.0111998669999999|-72.14530885|-66.4523265|6.58499063|316.4918269|233.7669182|-0.048805507|-39.07081527|3.871662077|0.918315905|-2.147442322|70.94463092|0.451435543|354.18563860000006|2019.780061|-16.87148841|7.453557203|48.02637252|485.8626377000001|4.492304417|0.0|0.0|2.0|3.11|2.73|0.0|23.0|-7.95|80.88|4.11|2.0|0.0|1.0|-5.21|29.0|4.0|-5.98|0.0|0.0|0.0|-5.0|6.11e-06|1.01e-05|0.00395|0.0|4.43e-06|-0.06344|4801.0|7.71|-1361.651799|-1361.618499|608.39|1029.51|332.16|0.3011|258.25|0.56196|0.69844|272.0|-0.15475|-0.21819|0.03330037|-1361.5113789999998|4.4356|11.59|4.9359|4.9359
14_a4|0|0|0.0|1|1|1|-0.2248919089999999|-0.001935612|5.4161004020000005|-0.04986736|-0.069682036|-0.08389836|10.94612798|0.117232935|1|0.008943549|-0.031578333|-0.016862096|-0.039321879|-0.199315317|1|0.507307223|0.77505994|0.158051825|0.843811017|0.500893739|0|-0.065776751|-0.071074269|0.218112446|0.013047382|-29.91067393|-32.31961528|5.933038407000001|12.12963775|67.73740575|-0.03015272|-14.69670456|2.697931638|0.768457211|-0.995039765|39.49511556|0.40126838|386.9927769|1378.961008|-6.23496557|5.304461808|105.2894945|280.2639278|7.175500282000001|1.0|1.0|0.0|3.14|2.39|0.06|17.0|-5.71|30.71|2.82|0.0|0.0|2.0|-3.4|21.0|3.0|-5.8|0.0|1.0|1.0|-3.97|0.000396|0.000106|0.0295|0.0|0.000539|-0.03639|4.5233|3.22|-918.9507745|-918.9304744|475.32|794.51|293.02|0.1864|274.1|0.53298|0.55975|0.1067|-0.17381|-0.2102|0.020300099|-918.896242|3.3312|1.32|5.8794|5.8794
47l_a18|0|0|0.0|0|1|1|0.0340353029999999|-0.006400878|4.844187086|-0.0603838109999999|-0.428858819|-0.010426981|10.94702063|-0.056270425|0|0.000787517|-0.008768679|-0.103458566|-0.156998637|-0.4925232479999999|0|0.7452092359999999|0.7435044540000001|0.00676294|0.781148177|0.733228144|0|-0.08034939|-0.083884237|0.2820044969999999|0.009199889|-57.15119372|-59.6654726|6.543729374|11.54768766|139.7861865|-0.031456589|-42.43906517|4.654446622|0.796109347|-2.0132216990000003|68.83398609|0.4897655489999999|571.4972966|1427.032023|-15.91464944|9.423637134|145.02405359999997|931.8364349|9.168513486|1.0|1.0|3.0|4.17|0.0|0.25|18.0|-9.37|85.29|2.94|3.0|1.0|1.0|-5.26|34.0|3.0|-6.39|0.0|0.0|0.0|-4.84|5.44e-06|1.4499999999999998e-05|0.0066099999999999|0.0|1.93e-07|-0.0520399999999999|3.2026|7.71|-1455.5758039999998|-1455.5497369999998|764.74|1334.6|387.13|0.5019|387.13|0.69291|0.69291|0.5019|-0.1314|-0.18344|0.02606651|-1455.233431|3.3864|32.0|7.4949|7.4949
12s_a36|1|0|0.0|0|2|2|-0.057853364|-0.007059109|5.351858133|-0.045035034|-0.4023692|0.0056370119999999|10.95352614|-0.050363149|1|0.003962098|0.063448144|-0.104118159|-0.1763783589999999|-0.434472457|1|0.90414347|0.8060798779999999|-0.118671653|0.856677627|0.856274847|0|-0.07216709|-0.1000534719999999|0.4314309979999999|0.019457471|-46.58030248|-64.57958827|12.55883918|110.6090028|109.5085883|-0.035868226|-41.6829437|8.106112169|0.754198383|-1.901015959|76.34126108|0.4604765839999999|535.942162|2294.468358|-14.94294208|7.545963801|158.6528381|662.0530478999999|11.76167282|1.0|1.0|2.0|4.85|0.0|0.17|17.0|-6.97|69.2|2.24|1.0|0.0|1.0|-4.16|30.0|4.0|-6.55|0.0|1.0|0.0|-4.3|6.929999999999999e-05|5.05e-05|0.02|0.0|4.270000000000001e-05|-0.04908|3.8751|3.48|-1272.270833|-1272.236664|683.24|1150.67|329.71|0.4501|319.95|0.6843600000000001|0.6928|0.0002|-0.15559|-0.20467|0.03416928|-1272.061111|8.7738|9.0|8.0458|8.0458
19l_a38|1|0|0.0|0|2|2|-0.086107169|-0.007360265|5.351858133|-0.10490608|-0.426895387|-0.02967593|10.94917392|-0.032264281|1|0.000347207|0.217841852|-0.091460175|-0.191751024|-0.4224000739999999|1|0.723755855|0.839953955|-0.032569307|0.89459881|0.700181525|0|-0.079681862|-0.100870929|0.51306986|0.0219046379999999|-51.6277901|-65.35669452|14.19254029|133.9992534|129.8367176|-0.037359603|-42.34617024|9.195687319|0.7374102309999999|-2.017418574|79.04689476|0.430111845|518.0872716|2934.313773|-15.68376675|6.568874137999999|170.13821069999997|696.3887025|13.69020024|1.0|1.0|3.0|4.94|2.7|0.12|17.0|-7.28|81.23|2.75|2.0|0.0|1.0|-4.94|32.0|4.0|-6.39|0.0|0.0|1.0|-4.72|1.15e-05|1.89e-05|0.00807|0.0|2.25e-05|-0.0603299999999999|3.6709|4.08|-1409.5865199999998|-1409.557954|660.04|1164.34|369.66|0.2883|337.75|0.69413|0.7044|0.0233|-0.13977|-0.2001|0.02856649|-1409.37001|9026.0|14.0|7.8633|7.8633
7_a47|0|0|0.0|0|0|0|0.00763426|-0.008206422|0.0|-0.143650735|-0.3939082339999999|-0.085507035|10.93671034|-0.0781924059999999|0|-0.00794321|-0.262805289|-0.021071408|-0.04311702|-0.46105149|2|0.6995252890000001|0.817389583|-0.04402021|0.8755534909999999|0.671549194|1|-0.081264417|-0.095957591|0.427432212|0.008915606|-45.82735481|-54.113260200000006|5.027768049|103.5602725|86.09912617|-0.036250645|-30.51603217|2.8353037860000003|0.816979353|-1.631279045|61.47335819|0.405265781|477.8297898|1968.695833|-11.52827882|6.485224033|103.2106353|526.6144628999999|7.36009799|1.0|1.0|2.0|2.96|3.14|0.09|22.0|-9.45|58.04|3.69|2.0|0.0|1.0|-6.47|28.0|4.0|-4.8|1.0|0.0|1.0|-6.06|3.41e-07|8.75e-07|0.000345|0.0|1.3900000000000001e-07|-0.05297|3.7203|5.08|-1647.996662|-1647.963177|604.84|1043.33|333.26|0.2144|333.26|0.69314|0.69314|0.2144|-0.1544|-0.2073699999999999|0.03348545|-1647.841533|4.4255|25.0|7.6|7.6
8_a27|1|0|0.0|1|0|0|0.188762686|-0.008444078|4.59511985|-0.077396262|-0.329319041|0.093450172|10.93783465|0.067074515|1|0.004801929|-0.24946295|-0.106814855|-0.187486926|-0.535352745|2|0.6812785379999999|0.8000360390000001|0.141900468|0.8688656459999999|0.64927069|1|-0.078709803|-0.092265073|0.3608031339999999|0.021852066|-37.50265703|-43.96130162|10.41179748|122.0597403|106.5457267|-0.035880862|-20.94612822|4.960882344|0.751701834|-1.291711016|53.20197882|0.479730655|369.9216992|989.0070768|-8.145716531|5.016799703|118.305988|326.3351007|9.240677197|0.0|0.0|1.0|2.79|2.28|0.06|21.0|-6.28|76.46|2.19|0.0|0.0|1.0|-3.23|23.0|4.0|-6.73|0.0|1.0|1.0|-3.52|0.000586|0.000299|0.0907|0.0|0.000158|-0.05015|4.1276|3.96|-1004.515654|-1004.489001|507.76|848.58|300.38|0.2336|300.38|0.64893|0.64893|0.2336|-0.16958|-0.21973|0.02665292|-1004.432889|4.2899|6.0|8.2218|8.2218
21_a34|0|0|0.0|1|2|2|0.026135784|-0.012535886|5.860786223|-0.091664226|-0.7020096440000001|-0.004734657|10.94874873|-0.009996155|1|0.00130996|-0.201539853|-0.254686357|-0.407759867|-0.514364527|1|0.702772307|0.740092842|0.116926272|0.796991578|0.660871869|0|-0.09533089|-0.117789944|0.527371706|0.034163186|-63.96857813|-79.03896823|22.9240533|168.9671187|217.1470086|-0.041572921|-53.03643341|15.38241267|0.728260094|-2.120218984|95.12565978|0.4688149339999999|453.8692584|2429.6035|-18.7187412|7.253455092999999|182.341897|659.7484451|16.08669155|0.0|1.0|0.0|3.43|3.52|0.12|23.0|-7.68|86.55|1.72|1.0|1.0|1.0|-4.5|33.0|6.0|-6.83|0.0|0.0|0.0|-4.71|3.14e-05|1.94e-05|0.0085|0.0|9.06e-06|-0.07534|4.3011|7.78|-1483.3359380000002|-1483.305698|698.17|1182.6|401.11|0.2174|288.26|0.6893199999999999|0.69292|0.0002|-0.13338|-0.20872|0.03023936|-1483.12009|7.9399|3.36|5.4737|5.4737
11_a15|0|0|0.0|0|1|1|-0.1758968389999999|-0.0064953419999999|0.0|-0.029665252|-0.402711212|-0.0856783419999999|10.95979791|0.023543401|0|0.003766915|-0.056500144|-0.173728081|-0.272482143|-0.363940085|2|0.843715005|0.718800243|0.0234789439999999|0.76664841|0.796300317|0|-0.064429158|-0.0974577669999999|0.632319408|0.018519054|-44.15161868|-66.78526188|12.69062406|143.8088883|72.27026771|-0.033606127|-45.76619542|8.696553172|0.739315684|-1.949155337|79.1792768|0.470042906|613.0036107000001|2565.707165|-15.7814467|6.233494755|178.640152|830.7967967000001|12.39401492|1.0|0.0|1.0|4.1|4.25|0.07|24.0|-8.9|59.51|2.52|2.0|0.0|1.0|-6.32|34.0|4.0|-5.26|1.0|0.0|0.0|-6.1|4.77e-07|7.970000000000001e-07|0.000357|0.0|5.7e-07|-0.03877|4.7106|5.04|-1450.740771|-1450.705737|739.57|1284.85|418.94|0.2657|263.2|0.58935|0.70577|0.0011|-0.12134|-0.16011|0.03503399|-1450.457814|1.3581|739.0|6.1314|6.1314
19g_a38|1|0|0.0|0|2|2|-0.077355838|-0.008497058|5.351858133|-0.117921811|-0.458841138|-0.009881824|10.96052467|-0.046735135|1|-0.004358975|-0.096139701|-0.098027247|-0.250781298|-0.438254637|1|0.653741315|0.836170906|-0.063110203|0.892249657|0.632625562|0|-0.086314802|-0.114243258|0.5322242429999999|0.022953686|-54.62049927|-72.29378538|14.52522351|137.56612280000002|177.181631|-0.038842708|-45.74791999|9.191644336|0.719941993|-1.942135378|86.78105144|0.455443492|455.6240763999999|2506.378649|-15.5542928|6.327835378|177.2223055|593.6088758|14.48726605|1.0|1.0|3.0|4.82|2.52|0.14|17.0|-7.12|81.23|2.78|1.0|0.0|1.0|-4.25|31.0|5.0|-6.81|0.0|0.0|1.0|-4.33|5.68e-05|4.67e-05|0.0196|0.0|3.19e-05|-0.05479|5.2766|3.66|-1431.419426|-1431.386981|638.82|1104.29|336.12|0.2285|234.97|0.3937|0.69982|0.0962|-0.15269|-0.20748|0.03244515|-1431.244906|6.1765|42.0|7.3778|7.3778
13b_a5|1|0|0.0|0|1|1|-0.142746146|-0.004573365|5.209486153|0.011339656|-0.251535058|-0.104404004|10.94530329|-0.017963913|1|0.0066003869999999|-0.010368468|-0.055701188|-0.091464693|-0.357011244|2|0.6700114770000001|0.765309977|0.03431921|0.8184221559999999|0.653356347|0|-0.0694958329999999|-0.074710354|0.468748106|0.0138892369999999|-44.93506461|-48.3067033|8.980592802|14.41650822|108.9128108|-0.02636836|-31.23446039|5.806729729|0.654076389|-1.344786367|62.24204745|0.455921715|537.6736515|1177.571784|-11.0239272|8.427551282000001|223.6695238|638.8437454|13.93534415|0.0|1.0|1.0|2.97|2.64|0.17|23.0|-8.36|74.77|1.96|1.0|0.0|1.0|-4.24|30.0|4.0|-6.58|0.0|1.0|1.0|-4.43|5.69e-05|3.75e-05|0.0148|0.0|1.72e-06|-0.05177|4.6733|4.66|-1276.066049|-1276.030896|672.43|1138.73|296.66|0.5528|265.31|0.32779|0.57482|0.3064|-0.17274|-0.22451|0.035153|-1275.865034|4.7964|0.11|6.9586|6.9586
12a_a30|0|0|0.0|0|2|2|0.033691224|-0.006711725|5.351858133|-0.02919335|-0.3557214489999999|0.009586623|10.31162903|-0.094932667|1|0.005458948|-0.171649606|-0.053309522|-0.094526372|-0.454270252|1|0.8421237309999999|0.7885597609999999|-0.031179517|0.842671963|0.7961424690000001|0|-0.07699057|-0.097138462|0.337975309|0.016292604|-47.73588073|-60.22802588|10.10177981|85.47365107|101.5505506|-0.037665934|-37.34272719|6.263330101|0.805190202|-1.845630786|69.45678454|0.469799116|518.4718832|2256.680391|-14.47983299|7.362386058999999|120.786445|620.9195447000001|9.228758655|1.0|1.0|1.0|4.65|0.0|0.14|17.0|-6.64|81.65|2.82|2.0|0.0|1.0|-5.28|29.0|4.0|-5.98|0.0|0.0|0.0|-4.85|5.23e-06|1.4e-05|0.0056|0.0|9.21e-05|-0.05184|5045.0|3.82|-1575.7783980000002|-1575.745502|668.81|1122.01|355.41|0.1866|245.76|0.35338|0.68599|0.1511|-0.1481|-0.19994|0.03289568|-1575.597759|4.7368|11.0|7.9469|7.9469
13i_a6|1|0|0.0|0|1|1|0.0359494989999999|-0.0149593219999999|5.351858133|-0.154502515|-0.852681372|0.034304189|10.95129557|-0.032549318|1|-0.007703306|0.057038772|-0.045418125|-0.073507141|-0.560601136|1|0.8744720490000001|0.7771558909999999|0.145878803|0.8287956870000001|0.830577798|0|-0.120457274|-0.129526268|0.221116773|0.031178586|-80.75190740000001|-86.83156133|20.90143854|181.1128483|252.0312146|-0.046433945|-58.20996912|14.01186473|0.783597763|-2.460999087|100.2320567|0.429711323|418.3467934|2880.134143|-20.86772478|8.294136887|145.07130039999998|673.8038326000001|13.40049533|1.0|1.0|3.0|3.59|2.7|0.12|23.0|-8.5|115.15|1.18|1.0|0.0|1.0|-5.03|32.0|5.0|-6.81|0.0|0.0|1.0|-4.48|9.32e-06|3.28e-05|14.0|0.0|1.36e-06|-0.0481399999999999|3.6668|4.94|-1426.549926|-1426.518007|703.43|1196.21|348.14|0.2903|338.12|0.7004600000000001|0.70517|19.0|-0.1464|-0.19454|0.03191957|-1426.332492|10.1375|21.0|7.6778|7.6778
