molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nARing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC1i|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
3d_a49|0.0|0|0|0.0|0.0|1|1|2.089548665|-0.0960135969999999|-0.003398408|5.4161004020000005|-0.3456333889999999|0.036335697|1.775376197|-0.173318804|-0.00918253|-0.068390038|0.017871379|1|-0.004253844|-0.129666234|0.029549308|0.863438637|0.846953747|1|-0.094384452|0.009601398|-57.52001036|5.561916586000001|137.78978830000003|154.6267696|-0.036147237|0.0|-1.698920144|-33.32030276|-20.93944137|63.08192694|0.486368221|2809.9605100000003|424.6551631|-984.1537446|1660.7054380000002|0.243377955|6.612715522999999|12.87442833|0.946920034|6018.145364|140.9844521|27.67490257|0.018844179|-297.31302830000004|1300.720421|549.3593871|10.91609228|1.0|0.0|1.0|1.0|3.0|3.29|0.0|0.15|-6.15|0.72|1.07|1.0|111.41|0.0|4.0|-5.19|5.0|-6.58|392.45|0.0|1.0|0.00252|3.6200000000000006e-05|0.0142|2.98|7.1e-07|0.000278|-0.05766|3.8907|615.3|1044.19|318.67|455.47|0.3523699999999999|0.67215|-1594.380348|0.0931|-0.16147|2184.0|-1594.435881|2.3278|2.34|5.6308
33_a47|0.0|1|1|0.0|0.0|1|0|1.758479676|-0.229935275|-0.004263267|4.727387819|-0.085712613|0.034691358|1.688794654|-0.183320497|0.002212256|-0.033554816|0.0741098479999999|1|0.003634698|-0.338113214|0.1186944519999999|0.8913954909999999|0.607650682|1|-0.083739854|0.022346992|-32.1568697|11.96072985|30.94680001|96.50148984|-0.0272154529999999|0.0|-1.088618103|-17.2112484|-14.56646493|44.11759955|0.4607629339999999|2311.28828|438.726241|-582.6585971|787.797733|0.42318652|6.979305126|12.94292541|0.854471925|4889.09585|226.5011607|25.25333652|0.029580684|-82.22540944|1010.133461|388.178924|15.83240237|0.0|1.0|1.0|1.0|1.0|3.08|2.76|0.11|-7.08|2.96|1.52|0.0|94.28|0.0|3.0|-3.26|5.0|-6.78|334.35|1.0|1.0|183.0|0.000192|0.0643|2.19|8.339999999999999e-08|2.79e-05|-0.05462|4.1869|566.29|934.34|296.13|423.52|0.67508|0.67508|-1122.992964|0.2566|-0.15985|4.5647|-1123.04547|6.2284|4.0|8.4
14o_a23|0.0|1|1|0.0|-4.758526534|2|0|3.133942289|0.18835477|-0.014680137|5.351858133|-0.301504331|0.046090147|0.6669152279999999|-0.807407518|-0.002390707|-0.029012777|-0.049105045|2|-0.0004039459999999|-0.2952674819999999|-0.072078004|0.861597051|0.575188253|1|-0.094138958|0.018054548|-51.49843925|12.835973699999998|110.3941788|68.19627862|-0.042454824|0.8929505459999999|-2.165196042|-36.61307972|-30.18347529|64.33441296|0.48945652|3399.6213840000005|642.7588542000001|-1539.35724|2297.392496|0.199698446|9.016411722|17.66041891|0.958697036|7967.617129|141.97663490000002|37.71512766|0.019295686|-427.001863|1923.471511|676.4530574|13.71836682|0.0|0.0|0.0|1.0|1.0|3.55|3.62|0.09|-7.95|3.97|3.04|2.0|126.97|0.0|7.0|-6.89|8.0|-5.94|495.48|0.0|0.0|6.38e-05|1e-06|0.0004969999999999|4.76|1.12e-08|5.57e-06|-0.08059|3.6989|729.11|1236.72|335.19|582.89|0.58581|0.58581|-2041.934645|385.0|-0.1517|5.9294|-2042.000938|8.3591|3.0|8.4815
11_a33|0.0|1|1|3.221176304|0.0|0|0|0.0|-0.151505631|-0.008708023|5.6869753560000005|-0.039406316|0.034984568|1.979284901|-0.32219686|-0.003303432|0.143981643|-0.008908194|3|-0.00103193|-0.232296883|-0.014463304|0.921896958|0.781083337|1|-0.104881435|0.033701864|-34.4118011|16.37099833|45.43139569|69.3240686|-0.030847481|0.0|-1.048814353|-16.71585694|-14.98445481|50.78279943|0.4673066279999999|2220.315582|416.4353629|-509.4714637|979.349175|0.447121614|5.24049311|9.837729137|0.8772525659999999|4880.001461|217.193541|27.10262364|0.035341374|-51.37234937|921.4892038|335.4799765|17.16740584|1.0|1.0|1.0|1.0|1.0|3.19|2.31|0.13|-6.23|5.77|0.89|0.0|89.77|0.0|3.0|-5.48|4.0|-5.97|328.41|0.0|1.0|0.00109|4.13e-05|0.0136|3.28|5.92e-07|0.000194|-0.05806|3.5049|506.55|858.89|353.74|378.1|0.70381|0.70381|-1669.202327|0.5408|-0.14132|3.1406|-1669.251123|4.5998|5.0|8.3188
13_a15|0.0|0|0|0.0|0.0|0|1|0.0|-0.139434143|-0.006348913|0.0|-0.031457366|0.029206349|0.0|-0.393632585|0.001806571|-0.031047852|0.005149745|0|0.003766915|-0.272482143|0.009456191|0.7784213259999999|0.796300317|0|-0.098053528|0.016196467|-43.2365883|10.21906987|142.67217639999998|72.25096855|-0.033811561|0.0|-1.961070565|-27.279882500000003|-21.33321476|53.45565817|0.482317225|3028.485145|558.6934137000001|-1237.326456|3581.589629|0.244716567|5.21465994|10.07307988|0.931684902|7196.400881999999|154.4025434|28.24531009|0.01672103|-322.1392954|1638.227985|830.7967967000001|10.55004024|1.0|1.0|0.0|0.0|1.0|4.13|4.19|0.07|-8.9|4.33|2.52|2.0|138.24|0.0|6.0|-6.32|4.0|-5.26|448.52|0.0|0.0|0.000214|7.970000000000001e-07|0.000357|5.32|1.27e-09|5.7e-07|-0.03946|2.5721|674.36|1231.11|482.03|549.33|0.63827|0.70626|-1450.399387|0.0003|-0.11283|3.5479|-1450.462642|6.0429|6.0|8.2218
4_a27|0.0|0|0|0.0|0.0|2|0|3.294369174|0.082486268|-0.006181204|4.727387819|-0.058641975|0.0456410259999999|1.274166982|-0.278154179|0.00991794|0.13397347|-0.01660383|1|0.010329671|-0.341622797|-0.024800302|0.842039655|0.614205449|1|-0.078787867|0.0201467639999999|-29.89961815|10.43112657|8.590238252999999|76.31512503|-0.0281385239999999|58.27512057|-1.181818|-15.48073439|-14.56891559|40.33074472|0.444169714|2273.715366|441.4418013|-611.8944548999999|1213.060761|0.317514326|6.01592535|10.82331334|0.799110312|4988.6278600000005|164.3952417|21.34684457|0.020363697|-188.9664429|896.5674718|424.8821143|10.54344507|0.0|0.0|0.0|1.0|0.0|3.11|3.08|0.16|-6.22|2.94|2.66|0.0|97.55|0.0|2.0|-3.57|4.0|-6.51|331.37|1.0|1.0|0.0882|0.000102|0.0339|2.55|6.04e-07|0.0002|-0.0449899999999999|4.1288|555.75|946.77|300.29|445.65|0.36899|0.6089899999999999|-1082.963712|0.1741|-0.17034|2.7371|-1083.01571|3.9202|4.0|8.3979
9b_a31|0.0|0|0|3.338934004|0.0|0|1|0.0|0.010411229|-0.0141390689999999|5.733341277|-0.070525429|0.03995614|0.0|-0.706953442|-0.0050444109999999|0.014628521|-0.091236608|2|-0.001981487|-0.2345186269999999|-0.154083843|0.899394425|0.77051712|0|-0.131125311|0.034595809|-63.73317225|21.21368453|152.8702381|202.8908225|-0.039058603|552.0968813|-1.835754351|-39.08032306|-23.95020956|84.94685678|0.469546953|2534.356888|410.2957125|-1125.659849|1711.969694|0.310824817|8.097516252|15.2652837|0.88518099|5524.468603|190.5935925|34.75199071|0.025089192|-231.99935|1633.343563|524.0230338|15.38435497|1.0|1.0|1.0|1.0|2.0|3.58|2.76|0.32|-6.84|5.26|0.86|1.0|103.36|0.0|7.0|-4.76|5.0|-6.77|384.45|0.0|1.0|0.00675|0.000137|0.0527|2.64|1.44e-07|5.520000000000001e-05|-0.0422899999999999|3.8435|663.06|1091.21|322.58|562.68|0.41622|0.70102|-1578.604164|0.2627|-0.15907|5.2851|-1578.665571|6.8028|63.0|7.2007
18c_a30|0.0|0|0|0.0|0.0|0|2|0.0|0.12157783|-0.0109670669999999|5.351858133|-0.118776867|0.042560386|0.0|-0.625122815|-0.003436924|0.0119521719999999|-0.0351777|1|-0.002215642|0.006103754|-0.058608635|0.885516463|0.802578397|0|-0.1115683|0.019360263|-71.31647561|13.07260474|384.391404|191.0545887|-0.042101245|103.215593|-2.2313660090000003|-48.15493021|-28.4279687|84.38908035|0.448899917|3002.59061|484.1740985|-1506.682341|3094.729399|0.214007997|7.646050338999999|13.8741593|0.81455244|6685.737642|144.5043388|36.16826708|0.018410634|-386.2200097|1916.918155|713.7769663|12.43138832|1.0|0.0|1.0|0.0|2.0|4.85|0.0|0.13|-6.19|3.04|2.06|1.0|135.37|0.0|6.0|-5.01|5.0|-7.05|441.51|0.0|0.0|0.00427|5e-05|0.0221|2.74|6.520000000000001e-07|0.000288|-0.05575|3.4848|711.56|1209.11|355.78|543.46|0.69123|0.69123|-1744.2261030000002|0.3879|-0.14225|6.6462|-1744.28923|8.64|12.0|7.9208
12au_a36|-3.3109381210000004|0|0|3.422314661|0.0|0|2|0.0|0.074839187|-0.009897048|5.351858133|-0.351827031|0.044036281|0.0|-0.613616984|-0.006862238|-0.023640632|-0.03802163|1|-0.001160331|-0.261631709|-0.058671909|0.877827228|0.750657639|0|-0.110305773|0.021569487|-64.86748076|15.51748637|102.3999102|216.5471227|-0.038036474|26.04051569|-2.206115469|-46.66686194|-27.36414058|80.38496714|0.492871181|3484.987058|502.8713191000001|-1587.1201529999998|2384.109036|0.283941389|8.963940512999999|17.67586495|0.97188557|7239.100414|204.2726719|38.21494522|0.023021031|-310.873098|2216.466823|805.2286932|16.56175445|0.0|0.0|1.0|0.0|3.0|5.0|0.0|0.17|-6.87|1.28|0.84|1.0|142.02|0.0|7.0|-3.85|6.0|-8.03|474.54|0.0|0.0|0.0668|0.0001889999999999|0.0897|1.64|1.36e-07|6.45e-05|-0.0570899999999999|3.7105|752.27|1283.4|334.15|618.65|0.58518|0.70395|-1875.89525|0.0158|-0.15162|6.1367|-1875.960827|8.0814|47.0|7.3279
8b_a12|0.0|0|0|0.0|0.0|0|1|0.0|0.190292199|-0.012630509|0.0|-0.1676879319999999|0.03977208|0.0|-0.618894925|-0.010117477|-0.036536396|-0.1090955359999999|0|-0.007926474|0.006468729|-0.183648492|0.792160599|0.856390139|0|-0.116554734|0.011257065|-60.97837482|6.513753986|319.0086845|149.9096134|-0.045608374|76.80174559999999|-2.097985204|-35.28434152|-26.39069094|67.49212879999999|0.480938153|2388.888334|428.7273481000001|-1213.971783|1437.536303|0.111063646|6.373278096|12.27845608|0.926552694|5217.318476|64.26553043|29.68794201|0.009361504|-450.1059006|1365.645333|510.3677388|5.416912474|0.0|1.0|1.0|1.0|2.0|4.11|2.57|0.1|-7.45|3.11|2.23|1.0|110.58|0.0|4.0|-4.1|4.0|-6.51|355.39|0.0|0.0|28.0|9.74e-05|0.0346|2.76|3.56e-08|1.26e-05|-0.0589|3.7446|611.93|1020.47|331.1|460.08|0.53425|0.57773|-1159.188228|127.0|-0.15294|4.2554|-1159.2425119999998|6.1286|263.0|6.58
19_a31|0.0|0|0|3.2411335510000003|0.0|0|0|0.0|0.062492295|-0.01001901|5.351858133|-0.086654127|0.0427124179999999|0.0|-0.46087445|-0.005956522|-0.040386271|-0.081641954|2|-0.0038998559999999|-0.1751017789999999|-0.138769819|0.902130276|0.6427749970000001|0|-0.113333675|0.014675044|-53.25742146|8.596058678|75.32978176|157.414423|-0.036060715|67.42915967|-1.586671445|-31.1960848|-21.12293613|61.85348014|0.446100738|2265.6917350000003|428.3459076|-929.4091898|1992.2502|0.223788196|7.0760696020000005|12.77501178|0.805382437|4917.329034|131.0862475|27.21285095|0.0152483439999999|-323.5878356|1197.365442|460.3754405|8.931875058|1.0|1.0|1.0|1.0|2.0|3.44|2.62|0.28|-7.39|5.8|1.68|1.0|97.25|0.0|7.0|-4.67|4.0|-6.41|358.43|0.0|1.0|0.0076799999999999|0.0001199999999999|0.0431|2.93|4.08e-08|1.46e-05|-0.04308|3.9477|625.93|1028.58|314.06|537.66|0.5385300000000001|0.7005600000000001|-1489.323855|0.2271|-0.16367|1.7076|-1489.382077|2.4209|1.8|5.7447
34_a20|0.0|0|0|0.0|0.0|1|0|1.877209467|0.0305860929999999|-0.0057643419999999|4.727387819|-0.104520106|0.0396875|1.991704333|-0.328567476|0.003085806|-0.046356705|-0.054458882|1|0.003149352|0.057022334|-0.090732503|0.80310139|0.690530489|1|-0.085459595|0.0130295999999999|-57.31821177|8.766605631000001|297.5548445|136.81360859999998|-0.032248904|80.66541842|-1.709191893|-38.56497154|-21.69778179|66.0848174|0.462785432|2825.042137|536.0086996|-1149.982435|2319.742032|0.223585914|7.940146766|14.7802149|0.8614536140000001|6211.26199|150.43359099999998|27.94614651|0.01491516|-371.9551262|1481.145765|712.1606951|10.03525243|1.0|1.0|1.0|1.0|1.0|3.43|2.92|0.08|-9.18|4.5|2.47|2.0|125.0|0.0|5.0|-5.14|4.0|-6.28|419.48|0.0|1.0|0.00305|9.51e-06|0.00399|3.63|6.64e-10|2.780000000000001e-07|-0.05181|3.8699|711.19|1205.64|320.38|544.93|0.38519|0.68845|-1352.041015|0.0766|-0.16103|3.8519|-1352.102407|5.4994|61.0|7.2147
13p_a6|0.0|0|0|3.449535594|0.0|0|0|0.0|0.024837222|-0.010395243|4.727387819|-0.1144898999999999|0.042959184|1.633493259|-0.634109842|-0.008008339|-0.014153926|-0.072853186|1|-0.005708558|-0.116250572|-0.125636943|0.837659336|0.8244206940000001|1|-0.107371897|0.01730144|-70.52421289|12.27472016|80.30786544|194.0233618|-0.03767435|107.5669533|-2.14743793|-50.03427239|-26.72853188|82.79893305|0.412828992|3016.078786|515.4389679999999|-1523.526317|3833.042283|0.23994258|8.760340755|14.91957306|0.703081362|6590.216479|170.2302215|35.16646396|0.018322293|-369.0018868|2004.488446|794.5462391|12.99897644|1.0|1.0|1.0|1.0|3.0|3.64|2.34|0.12|-10.06|4.58|1.01|1.0|132.01|0.0|7.0|-5.09|5.0|-7.01|449.51|0.0|1.0|0.00365|2.79e-05|0.0125|2.86|8.73e-11|3.92e-08|-0.0746|2.9837|752.82|1283.98|415.53|573.39|0.47508|0.7056600000000001|-1462.740542|0.0029|-0.12251|9.0546|-1462.804694|12163.0|92.0|7.0362
12f_a30|0.0|0|0|0.0|-4.734662095|0|2|0.0|0.156569208|-0.015345198|5.351858133|-0.274237737|0.041555556|0.0|-0.874676289|-0.00695299|-0.008663584|-0.046588557|1|-0.004395528|-0.226973911|-0.071123509|0.876441789|0.593245722|0|-0.108935062|0.01570263|-63.81176255|11.07796031|101.2862703|115.8783181|-0.0452183279999999|1.45550709|-2.396571368|-45.01820228|-31.90082427|74.88972286|0.472521727|3305.792133|589.6060704|-1690.743686|2712.844784|0.184824668|8.366190175|15.86072943|0.8958126809999999|7634.176316|130.3909181|39.1336968|0.01752821|-444.7025522|2074.08593|696.6414817000001|12.36587885|1.0|0.0|1.0|0.0|1.0|4.73|0.0|0.17|-7.18|4.43|2.82|2.0|133.96|0.0|7.0|-6.7|8.0|-5.66|482.48|0.0|0.0|9.63e-05|1.2e-06|0.000579|5.05|6.61e-08|3.19e-05|-0.05464|3.5298|729.87|1225.63|351.25|574.31|0.32483|0.68471|-1987.782125|0.1596|-0.14958|3.6633|-1987.848015|4.6865|19.0|7.7144
18a_a22|0.0|0|0|0.0|0.0|1|0|1.854982521|-0.197348157|-0.003488994|4.727387819|-0.018344659|0.038167849|1.6891461019999998|-0.19538364|0.007066388|-0.021976395|-0.015194063|1|0.007079018|-0.147724859|-0.027029438|0.7881113679999999|0.722009212|1|-0.076119803|0.01713283|-34.36220678|11.62443251|29.59800426|49.84469832|-0.029276847|18.5219848|-1.5223960559999998|-23.31437056|-19.86401135|45.98663929|0.487405342|2898.068989|628.6440468999999|-1032.92859|2213.859172|0.289532802|7.037677899|13.72951861|0.950859191|6630.646100999999|196.4447473|27.95908297|0.0193879289999999|-285.5992506|1453.872315|730.9420477000001|13.15449139|1.0|1.0|1.0|1.0|1.0|3.49|3.17|0.08|-9.4|5.32|2.13|2.0|131.64|0.0|6.0|-5.59|4.0|-6.28|436.53|0.0|1.0|0.00113|6.98e-06|0.00305|3.78|3.95e-10|1.73e-07|-0.0706799999999999|3.4832|695.35|1211.84|355.95|531.16|0.35107|0.68577|-1691.036502|0.0354|-0.1408|3851.0|-1691.097989|5.3946|13.0|7.8861
11g_a5|0.0|0|0|2.9590700880000003|0.0|1|0|1.984996534|-0.204002571|-0.004593347|5.209486153|0.009272269|0.020943152|0.0|-0.252634073|0.00599982|-0.137618073|-0.007175378|2|0.006964153|-0.233590516|-0.01453517|0.8737292720000001|0.73551511|0|-0.076326887|0.023215707|-44.19305139|15.25675|68.77977167|106.4990972|-0.025442296|0.0|-1.297557078|-29.04250676|-16.72000506|59.4498014|0.485790997|2823.738452|550.6745046|-852.7202582999998|935.4227938|0.456418686|9.342496899|18.16867625|0.944734523|5817.569415|299.94631180000005|30.75897687|0.03204398|-57.28097817|1568.70782|648.1198739|21.05845771|1.0|1.0|1.0|1.0|1.0|3.17|2.34|0.08|-9.04|4.17|1.06|1.0|118.35|0.0|7.0|-4.12|5.0|-6.84|408.46|0.0|0.0|0.0312|4.88e-05|0.0199|2.75|9.229999999999999e-10|3.770000000000001e-07|-0.04322|4.2083|693.48|1180.25|294.62|542.13|0.56924|0.63081|-1329.927772|0.2403|-0.1714|3.2282|-1329.988893|4314.0|0.03|7.5229
3_a4|0.0|0|0|0.0|0.0|1|1|2.147369615|-0.241609351|-0.001141383|5.4161004020000005|0.03287721|0.033760684|2.180369373|-0.0502208409999999|0.011825591|-0.010537082|0.050638298|1|0.011276682|-0.08121207|0.0904255319999999|0.8367373309999999|0.623172012|1|-0.06572153|0.010568144|-25.5405205|5.133610255|12.23442244|38.95587796|-0.024645574|40.30885999|-0.985822953|-12.40663231|-11.97190059|30.67413075|0.430553837|2159.04913|446.8068266|-478.8760237|1602.411021|0.280312336|4.832514477|8.486341272999999|0.7560922609999999|4677.30755|136.1652785|16.63485592|0.015358792|-213.4321476|665.3942366|409.0289917|7.460728516|1.0|1.0|1.0|1.0|0.0|2.99|2.86|0.15|-7.19|4.02|2.44|0.0|95.12|0.0|2.0|-3.7|3.0|-5.99|312.37|1.0|1.0|0.0617|5.520000000000001e-05|0.0173|3.12|6.49e-08|2.03e-05|-0.04964|4.0639|535.44|905.23|305.09|350.36|0.58445|0.58615|-990.467184|0.0871|-0.17005|2681.0|-990.514888|3205.0|104.0|6983.0
11_a15|0.0|0|0|0.0|0.0|0|1|0.0|-0.1758968389999999|-0.0064953419999999|0.0|-0.029665252|0.02962963|0.0|-0.402711212|0.001806571|-0.0856783419999999|0.023543401|0|0.003766915|-0.272482143|0.0432314409999999|0.76664841|0.796300317|0|-0.0974577669999999|0.018519054|-44.15161868|12.69062406|143.8088883|72.27026771|-0.033606127|0.0|-1.949155337|-30.25595097|-23.02940065|56.84224275|0.470042906|3022.859488|613.0036107000001|-1335.705238|2565.707165|0.260684316|6.233494755|11.76226306|0.8869452090000001|7002.915718000001|178.640152|31.14961732|0.018086221|-327.9935744|1806.677804|830.7967967000001|12.39401492|1.0|1.0|0.0|0.0|1.0|4.1|4.25|0.07|-8.9|4.33|2.52|2.0|138.24|0.0|6.0|-6.32|4.0|-5.26|448.52|0.0|0.0|0.000214|7.970000000000001e-07|0.000357|5.32|1.27e-09|5.7e-07|-0.03877|2.9595|739.57|1284.85|418.94|568.22|0.58935|0.70577|-1450.39211|0.0011|-0.12134|812.0|-1450.457814|1.3581|739.0|6.1314
4a_a46|0.0|0|0|0.0|0.210988875|1|1|2.180332577|-0.214093513|-0.001042349|5.587248657999999|-0.008364558|0.0473245609999999|0.0|-0.051075084|0.012632881|-0.11172225|-0.0466186959999999|1|0.0120924389999999|-0.129430244|-0.06611606|0.8075680409999999|0.683616517|0|-0.067863141|0.00935578|-28.50561609|4.858713991|6.579492736000001|39.49069232|-0.022129285|55.05332552|-1.017947119|-14.80375017|-11.49234623|33.36433008|0.4289963579999999|2042.529911|479.8368017|-528.6479264|1427.844961|0.2573736219999999|5.613813876|9.831485239|0.751302315|4481.754309|133.66119809999998|15.47527339|0.011380391|-252.0050978|711.8625758999999|480.9500663|5.910149982|1.0|1.0|1.0|1.0|0.0|3.76|2.8|0.35|-6.82|4.18|2.35|0.0|96.74|0.0|2.0|-3.93|3.0|-5.87|318.42|1.0|1.0|0.0372|4.89e-05|0.0156|3.34|1.53e-07|4.86e-05|-0.02921|4.5454|560.87|967.0|272.77|467.4|0.6893600000000001|0.6893600000000001|-994.028172|0.1694|-0.19067|3.1825|-994.079365|3.7138|181.0|6.7423
14c_a22|0.0|0|0|0.0|0.0|1|0|1.596256692|-0.134137693|-0.005236206|4.727387819|-0.018518519|0.038137255|1.568396937|-0.298463715|0.003784292|-0.023927419|0.006275578|1|0.004362505|-0.160566657|0.010828071|0.8353837409999999|0.639264982|1|-0.080077573|0.024569649|-48.57709197|17.68831053|36.22825261|96.05497587|-0.030217952|78.22334636|-1.60155147|-34.9718749|-21.75466672|66.26540251|0.462147828|3079.4894480000003|623.8702703|-1152.997336|2092.7515510000003|0.33831271|8.626337592|16.03849168|0.8592469290000001|6882.45|243.5598613|32.87756477|0.024813755|-232.8055235|1742.5109329999998|731.8178649|17.86404838|0.0|1.0|1.0|1.0|1.0|3.49|2.85|0.08|-9.28|3.9|1.08|1.0|128.77|0.0|6.0|-4.86|6.0|-6.96|445.48|0.0|0.0|0.00618|2.4e-05|0.0107|2.9|5.269999999999997e-10|2.35e-07|-0.07399|3.6741|715.52|1241.55|337.45|575.8|0.3078|0.69113|-1460.324494|0.0694|-0.15408|7.3824|-1460.38772|9.04|153.0|6.8153
20_a31|0.0|1|1|3.3852303|0.0|0|0|0.0|0.0469387759999999|-0.009722467|5.733341277|-0.057200812|0.03995614|2.114008068|-0.476400874|-0.003484915|-0.020082435|-0.078213611|3|-0.001662219|-0.1534110109999999|-0.131662689|0.912372776|0.7507116140000001|1|-0.110195543|0.019334605|-53.79798102|12.1160662|64.42171513|128.1960117|-0.033537774|75.10345696|-1.542737604|-33.71260536|-21.01650877|65.91404723|0.464597945|2576.1287230000003|498.4558574|-966.7594033|1758.762093|0.289292958|8.289864307|15.48343758|0.86775525|5678.167489|181.2859728|29.5712685|0.019624081|-264.0799235|1360.278351|557.1050635|12.29746712|1.0|1.0|1.0|1.0|2.0|3.46|2.74|0.26|-7.65|6.49|1.1|1.0|110.47|1.0|7.0|-5.91|4.0|-6.39|397.52|0.0|1.0|0.000493|3.66e-05|0.0146|3.29|2.23e-08|8.86e-06|-0.06065|3.5381|666.67|1113.19|350.43|560.67|0.7036600000000001|0.7036600000000001|-1880.538664|0.2011|-0.1483|3.7403|-1880.599777|4.9218|8.0|8.0862
12q_a30|0.0|0|0|0.0|-4.76444841|0|2|0.0|0.144208934|-0.015322396|5.351858133|-0.27228842|0.0438779959999999|0.0|-0.873376576|-0.00695299|0.004165554|-0.021542639|1|-0.004395528|-0.226973911|-0.032887649|0.867367115|0.593245722|0|-0.115589613|0.014790072|-59.52322773|10.07866809|82.72757145|105.1162273|-0.045799658|0.732186841|-2.427381881|-40.56199584|-31.21009417|69.60189582|0.473741611|3305.289025|576.3319634|-1654.134991|2844.418547|0.179359278|7.346842839|13.96052394|0.900207238|7990.060758|122.2240555|38.03137394|0.016579022|-437.0000797|2015.662819|696.6414817000001|11.29774462|1.0|0.0|1.0|0.0|1.0|4.73|0.0|0.17|-7.18|4.43|2.82|2.0|133.96|0.0|7.0|-6.7|8.0|-5.66|482.48|0.0|0.0|9.63e-05|1.2e-06|0.000579|5.05|6.61e-08|3.19e-05|-0.05105|3.4834|713.16|1214.92|355.93|537.96|0.34138|0.68516|-1987.781386|0.1515|-0.14792|5.5755|-1987.847256|6.821000000000001|36.0|7.4449
12f_a40|0.0|0|0|0.0|0.0|1|0|1.768354671|-0.03356339|-0.006206277|5.4161004020000005|-0.015621373|0.040501792|0.807254372|-0.235838511|0.008525796|0.108909202|-0.172869148|2|0.006841832|-0.054891771|-0.271493213|0.841769186|0.605644757|1|-0.082198664|0.021549915|-37.02024147|11.90644165|62.72992556|49.72883796|-0.032879466|61.55859085|-1.150781297|-20.45387851|-18.16607804|48.92668311|0.490421149|2383.68369|502.7764322|-635.8127312999999|628.5604981|0.268555948|8.404802652999999|16.49362536|0.962404834|5326.217734000001|148.3785764|24.83590915|0.0201199619999999|-255.7481174|869.2568204|384.1423925|11.1163852|1.0|0.0|0.0|0.0|0.0|3.24|3.61|0.06|-7.32|5.35|3.99|2.0|98.25|0.0|3.0|-6.58|3.0|-4.76|376.26|0.0|1.0|0.0001|1.02e-06|0.0003819999999999|5.4|4.81e-08|1.8100000000000003e-05|-0.07761|2.8374|572.63|951.55|436.97|487.85|0.6679999999999999|0.7029|-2212.222254|0.3858|-0.11765|3.2818|-2212.275094|4.8562|0.38|6.4202
4k_a46|0.0|0|0|0.0|0.173180233|1|1|2.145043462|-0.050636784|-0.0049602|5.587248657999999|-0.088084767|0.0510113959999999|0.0|-0.252970193|0.006550513|-0.1149361969999999|-0.1032662209999999|1|0.006050983|0.012963356|-0.141706595|0.787615341|0.784722915|0|-0.086581945|0.007038271|-49.65634024|3.801175594|171.92614719999997|65.39662252|-0.0306644389999999|0.0|-1.471893066|-26.8180173|-16.56101615|53.45751583|0.417368922|2104.876032|474.67574630000007|-794.928775|1912.936687|0.126761926|5.726809252000001|9.829220349|0.7163519709999999|4685.0322320000005|68.46061366|18.96506421|0.006892404|-403.1511415|910.3230822|519.5743695|3.722397006000001|1.0|1.0|1.0|1.0|1.0|3.8|3.03|0.33|-6.61|4.26|2.84|1.0|100.96|0.0|2.0|-4.82|3.0|-5.46|333.43|1.0|1.0|5.0|1.4800000000000002e-05|0.0049299999999999|4.05|2.48e-07|8.28e-05|-0.01712|4.4485|582.84|1001.96|278.71|500.36|0.39943|0.68553|-1053.196897|0.1505|-0.18542|4.0015|-1053.249847|5.7714|0.08|7.0969
