molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nARing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC1i|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
12ah_a36|0.0|0|0|3.456839001|0.0|0|2|0.0|-0.050415481|-0.007648622|5.351858133|-0.043678703|0.043848238|0.0|-0.41302559|0.0005016269999999|-0.083956827|-0.050147748|1|0.0010871589999999|-0.177407665|-0.0861053359999999|0.8910146309999999|0.8065052890000001|0|-0.1059368909999999|0.0184777819999999|-49.0084977|11.93961081|82.70705743|110.8777131|-0.038137281|0.0|-1.906864035|-31.66734951|-24.6427998|60.9481085|0.468162246|2786.56479|535.2826672|-1232.13999|2334.380591|0.231093575|8.26712637|15.54445187|0.8802726820000001|6015.129321|149.3235124|32.04915319|0.017909528|-347.5133554|1602.457659|629.5017194000001|11.57242717|1.0|0.0|1.0|0.0|2.0|4.73|0.0|0.14|-7.18|3.35|2.51|1.0|128.76|0.0|5.0|-4.44|4.0|-6.49|415.88|1.0|1.0|0.0151|2.55e-05|0.0106|3.31|6.65e-08|2.77e-05|-0.05637|3.7792|682.21|1148.39|328.07|532.36|0.40051|0.6970000000000001|-1692.3109559999998|0.0485|-0.15434|5.4979|-1692.369929|7.6265|11.0|7.9586
14_a15|0.0|0|0|0.0|0.0|0|0|0.0|-0.058775738|-0.006678826|0.0|-0.0455566929999999|0.037073171|0.0|-0.374014235|0.001740635|-0.053931584|-0.015736888|0|0.0034254209999999|-0.184255041|-0.028227917|0.7651878809999999|0.7933685340000001|0|-0.0917424269999999|0.014672137|-40.89540491|9.403293601|92.51564418|72.36402409|-0.032888795|2.923143027|-1.743106111|-26.20964538|-21.0782518|50.29869851|0.406717767|2612.691478|568.5306056|-1117.1473460000002|2731.841165|0.229690275|6.040010666000001|10.18067005|0.685538423|5861.387612|147.2072638|27.36334635|0.015286995|-346.4801021|1450.257357|673.7288405|9.797353271|1.0|1.0|1.0|1.0|1.0|3.56|3.72|0.12|-9.82|5.32|2.87|2.0|119.95|0.0|6.0|-6.22|4.0|-4.97|397.47|0.0|1.0|0.0002379999999999|1.47e-06|0.000584|5.29|1.51e-10|5.99e-08|-0.0338199999999999|3.6209|689.8|1177.14|342.41|584.18|0.65079|0.7055899999999999|-1280.809256|0.0054|-0.14997|3.3596|-1280.87015|5.0894|0.03|7.5229
5e_a40|0.0|0|0|0.0|0.0|1|1|1.661964758|-0.091305805|-0.004925115|6.167516491000001|0.0601021459999999|0.044526749|0.7768055559999999|-0.162528785|0.009890343|0.158430496|0.029272031|2|0.008306061|0.010397494|0.0451110059999999|0.877722972|0.5087199929999999|1|-0.089724264|0.019851304|-36.56222854|9.440323938|170.7311133|64.47400829|-0.035889706|51.7148695|-1.076691165|-17.38723451|-17.06741495|46.00255248|0.47779156|1986.384601|411.0778166|-512.0224486000001|512.5703164|0.177640532|6.533857846|12.51197289|0.914944155|4158.984115|84.47727896|20.75420252|0.012921086|-306.597267|622.6260756|264.9899736|6.144645946|1.0|0.0|0.0|0.0|0.0|3.03|2.73|0.21|-4.65|4.3|2.37|1.0|79.16|0.0|3.0|-4.78|3.0|-5.66|303.77|1.0|1.0|0.00505|5.56e-05|0.0169|3.51|2.23e-05|0.00678|-0.07231|3.7138|493.19|802.38|333.85|390.33|0.69675|0.69675|-1637.115238|0.5262|-0.14786|7.87|-1637.162552|10282.0|25.0|7.6021
3q_a32|0.0|1|1|3.4364803|0.0|0|0|0.0|-0.017280695|-0.008072705|5.733341277|-0.04718311|0.03898374|2.120544848|-0.419780649|0.000773658|-0.022925245|-0.098400506|3|0.002487149|-0.295228244|-0.1585635|0.901790225|0.716172604|1|-0.097961799|0.018527744|-41.72706804|11.43581616|41.73511731|92.62226328|-0.027989085|53.27315741|-1.371465184|-25.7550561|-17.27560785|53.16288420000001|0.46136998|2649.276311|524.6043311000001|-846.5047848999999|3335.898591|0.365026099|6.428518903|11.93494358|0.856561949|6079.482066|225.3038157|27.20679986|0.022526037|-166.61896299999998|1333.133193|618.9134881|13.90366881|1.0|0.0|1.0|1.0|1.0|3.57|3.34|0.3|-7.31|6.43|1.33|1.0|115.37|0.0|7.0|-5.91|4.0|-6.35|411.54|0.0|1.0|0.000508|2.4100000000000003e-05|0.00992|3.47|4.88e-08|2.01e-05|-0.04968|3.6236|666.16|1136.46|342.16|549.78|0.70216|0.70216|-1919.821707|0.2897|-0.15001|4.1362|-1919.883144|5.2657|28.0|7.5528
11d_a31|0.0|0|0|3.39688681|0.0|0|1|0.0|0.064475882|-0.017317263|5.733341277|-0.116385886|0.0388738739999999|0.0|-0.848545873|-0.009496378|-0.092360393|-0.078235092|2|-0.006496772|-0.153894316|-0.13169885|0.868115289|0.78396996|0|-0.134048091|0.034417775|-82.05480081|21.07078977|296.2476128|253.9354598|-0.040797245|91.25756269|-1.87667327|-50.23449218|-24.97634343|103.1255906|0.4816588089999999|2532.447962|358.2711594|-1148.911798|2039.207676|0.318229459|7.885647873|15.21323794|0.929231204|5420.356537|194.8221811|36.63453013|0.027374162|-222.5622569|1685.188386|505.4234462|16.75864338|1.0|1.0|1.0|1.0|2.0|3.6|2.83|0.32|-6.23|5.43|1.26|1.0|102.13|0.0|7.0|-5.48|6.0|-6.4|385.44|0.0|1.0|0.00128|6.26e-05|0.0241|3.17|5.83e-07|0.000225|-0.03404|3.8009|650.64|1077.69|326.2|551.86|703.0|703.0|-1598.4848980000002|0.2642|-0.15822|3.1919|-1598.546288|4.6622|0.03|7.5229
12s_a36|0.0|0|0|3.486136149|0.0|0|2|0.0|-0.057853364|-0.007059109|5.351858133|-0.045035034|0.042804233|0.0|-0.4023692|0.002951176|0.0056370119999999|-0.050363149|1|0.003962098|-0.1763783589999999|-0.086791463|0.856677627|0.856274847|0|-0.1000534719999999|0.019457471|-46.58030248|12.55883918|110.6090028|109.5085883|-0.035868226|10.23927133|-1.901015959|-30.06529118|-23.15117315|59.13914165|0.4604765839999999|2710.355028|535.942162|-1227.012177|2294.468358|0.245801617|7.545963801|13.98635088|0.853487672|5890.905249|158.6528381|30.69639722|0.018222417|-328.1450742|1626.909053|662.0530478999999|11.76167282|1.0|0.0|1.0|0.0|2.0|4.85|0.0|0.17|-6.97|3.24|2.24|1.0|128.72|0.0|5.0|-4.16|4.0|-6.55|395.46|1.0|0.0|0.0274|5.05e-05|0.02|3.04|1.08e-07|4.270000000000001e-05|-0.04908|3.7604|683.24|1150.67|329.71|523.72|0.6843600000000001|0.6928|-1272.00109|0.0002|-0.15559|6.6068|-1272.061111|8.7738|9.0|8.0458
12aa_a30|0.0|0|0|0.0|0.0|0|2|0.0|-0.101407312|-0.008848121|5.351858133|-0.028524865|0.043854875|0.0|-0.539735362|0.003529389|0.059360681|-0.007369513|1|0.005111479|-0.207153446|-0.012535889|0.855880335|0.794193541|0|-0.101368383|0.030906491|-54.50378741|21.58471858|55.0567406|130.84205079999998|-0.033789461|0.0|-1.925999268|-38.06478415|-23.59814969|76.08850600000001|0.4659424379999999|3115.249471|567.5458219999999|-1345.094532|2455.130164|0.369240427|8.65813938|16.21199661|0.872457337|6944.511023|257.8730361|37.41227352|0.029670025|-182.6418006|2132.499591|792.3440337000001|20.72118575|1.0|0.0|1.0|1.0|1.0|4.86|0.0|0.21|-6.83|3.94|2.2|2.0|140.26|0.0|7.0|-5.61|6.0|-6.39|458.54|0.0|0.0|0.00113|9.94e-06|0.00456|3.81|1.47e-07|6.720000000000001e-05|-0.04966|3.4642|748.78|1275.73|357.9|605.07|0.30341|0.68642|-1804.516348|0.1506|-0.1472099999999999|5.8962|-1804.582558|6.4878|8.0|8.1135
12i_a36|0.0|0|0|3.27619957|-4.787087299|0|2|0.0|0.043792895|-0.016027043|5.351858133|-0.29543904|0.0438779959999999|0.0|-0.929568494|-0.011700732|0.128325344|-0.009876543|1|-0.007897954|-0.3344729369999999|-0.01509434|0.87043328|0.624142499|0|-0.117424873|0.01973953|-54.81607619|12.71877085|108.3973956|108.9148111|-0.045665229|0.52902639|-2.46592234|-35.3196406|-29.42347522|67.53484704|0.460246812|3231.030388|535.4151566|-1588.867662|2351.232652|0.230870141|7.549683919|13.98728916|0.8526986440000001|7707.634338|148.7565508|38.2555363|0.022430221|-346.8168661|2065.79896|672.4630346|14.45246358|1.0|0.0|1.0|0.0|2.0|4.8|0.0|0.17|-7.14|3.31|2.04|2.0|130.43|0.0|7.0|-5.2|8.0|-6.4|465.43|0.0|0.0|0.00291|8.6e-06|4.0|3.86|7.24e-08|3.37e-05|-0.05065|3.7496|666.79|1172.5|330.66|504.47|0.34255|0.70134|-1644.954647|0.1516|-0.1541|5.1836|-1645.017702|6.6124|12.0|7.9208
4S4l_a46|0.0|0|0|0.0|0.171853072|1|1|2.155247543|-0.058870177|-0.004736212|5.587248657999999|-0.075241716|0.049498645|0.0|-0.255755434|0.0066560469999999|-0.060895366|-0.161358058|1|0.006162668|0.010799648|-0.229089688|0.762625193|0.7936534740000001|0|-0.084663086|0.007140583|-49.45536962|3.888872426|178.19783940000002|57.30330315|-0.029881089|0.0|-1.523935543|-26.93416438|-16.27370639|53.34424204|0.469439238|2166.052483|487.3122681|-829.959026|1744.8220399999998|0.1220608659999999|5.668394116|10.68377935|0.884798257|4920.211524|66.47624804|18.5362581|0.006420439|-411.6630752|945.3491632|579.2365607|3.496670823|1.0|1.0|1.0|1.0|1.0|3.92|3.19|0.36|-7.0|4.64|3.06|1.0|105.77|0.0|3.0|-5.28|3.0|-5.23|347.45|1.0|1.0|0.00182|7.78e-06|0.0027|4.49|9.980000000000001e-08|3.47e-05|-0.02015|4.1414|583.76|1040.96|299.38|500.66|0.57885|0.6763600000000001|-1092.489558|0.0614|-0.17632|2.5083|-1092.543641|2.8473|261.0|6.5834
12n_a30|0.0|0|0|0.0|0.0|0|2|0.0|0.0304762079999999|-0.007311044|5.351858133|-0.064217094|0.040899471|0.0|-0.387485343|0.001139238|-0.037209579|-0.087019298|1|0.002064369|-0.120380857|-0.149451598|0.870930234|0.64876559|0|-0.10528124|0.017064818|-52.4873066|10.77573511|85.87072848|140.0890685|-0.038674741|0.0|-1.895062322|-33.14358793|-24.42151771|63.2630417|0.4701566479999999|2848.910641|491.3700419|-1196.654368|2349.172094|0.200596792|7.385790169|13.93957316|0.887350282|6353.890039|126.6686716|30.54968688|0.0153398069999999|-378.1217671|1496.934657|618.6004214|9.686460958|1.0|0.0|1.0|0.0|1.0|4.66|0.0|0.14|-6.9|4.25|3.2|2.0|127.24|0.0|5.0|-5.39|5.0|-6.02|416.47|0.0|0.0|0.00171|9.71e-06|0.00405|3.97|1.26e-07|5.260000000000001e-05|-0.05076|3.4859|669.57|1131.65|355.67|506.94|0.27009|0.6854|-1674.777231|0.1489|-148.0|5.3143|-1674.83759|6.32|0.01|7983.0
12t_a30|0.0|0|0|0.0|0.0|0|2|0.0|0.073057637|-0.007755575|5.351858133|-0.097216874|0.044197531|0.0|-0.411045472|-0.002544958|-0.0682882559999999|-0.04950715|1|-0.001131023|-0.145315868|-0.080971844|0.889479916|0.591758164|0|-0.1011561919999999|0.018862708|-58.89093185|12.26965165|88.42093081|197.4742794|-0.037159417|0.0|-1.82081145|-38.30686627|-24.17113783|71.1605835|0.445760296|2976.648597|452.99711|-1184.385754|2479.787504|0.254294117|7.957774504|14.358001500000002|0.804273481|6617.834146|165.4110479|32.41376848|0.020029588|-319.6492937|1588.274656|616.2856203|13.02867425|1.0|0.0|1.0|0.0|1.0|4.63|0.0|0.14|-7.16|4.67|3.58|2.0|127.19|0.0|5.0|-5.49|6.0|-6.06|434.46|0.0|0.0|0.00141|6.71e-06|0.00291|4.07|6.900000000000002e-08|3e-05|-0.05542|3.5457|677.85|1139.2|349.67|527.87|0.33647|0.6842600000000001|-1774.0165149999998|0.1561|-0.15029|2.6784|-1774.077985|3.2145|9.0|8.0496
12i _a30|0.0|0|0|0.0|0.0|0|2|0.0|0.04580336|-0.00691453|5.351858133|-0.030422458|0.043848238|0.0|-0.366470081|0.00372838|0.0109710489999999|-0.072247675|1|0.003603419|-0.090173435|-0.1240820219999999|0.888213143|0.7463962120000001|0|-0.096489393|0.015808432|-50.00086637|10.32233418|84.78576301|102.235113|-0.037414255|0.0|-1.833298476|-32.64875738|-24.43015511|60.32320054|0.479900127|2860.704198|550.7287204|-1197.077601|2280.31966|0.193700903|8.097008872|15.56818082|0.92270764|6362.153853|126.4796844|30.29912252|0.014680721|-400.0044646|1484.657003|652.8825454|9.585980094|1.0|0.0|1.0|0.0|1.0|4.62|0.0|0.14|-7.22|4.47|3.31|2.0|132.29|0.0|5.0|-5.93|4.0|-5.75|432.93|0.0|1.0|0.0005139999999999|3.61e-06|0.00156|4.49|6.03e-08|2.61e-05|-0.05465|3.5242|691.59|1167.27|351.81|542.74|0.43157|0.68497|-2035.141693|0.1577|-0.14945|2.5397|-2035.203042|3.0033|16.0|7.8013
4m_a46|0.0|0|0|0.0|0.16407746|1|1|2.12888511|-0.245599013|-0.000686578|5.587248657999999|0.051308728|0.041865079|0.0|-0.0329557579999999|0.011122528|-0.142061192|0.007901235|1|0.010359417|-0.029022201|0.011235955|0.7975218959999999|0.626578283|0|-0.0672468|0.010905551|-35.4774406|5.74716122|6.161736337000001|26.89046601|-0.0224155999999999|35.77391986|-1.008702005|-18.69640205|-11.81288911|41.22460182|0.463006576|2133.331634|500.1036387|-531.5800101|1639.260563|0.266763619|5.329061873000001|9.923886653|0.8622201970000001|4750.325312|140.5828543|16.11061509|0.012232753|-245.828396|724.9776792|486.9589609|6.446588969|1.0|0.0|1.0|1.0|0.0|3.59|2.9|0.29|-6.88|4.25|2.5|1.0|98.69|0.0|2.0|-4.52|3.0|-5.68|328.41|1.0|1.0|0.00981|2.68e-05|0.0088|3.69|1.31e-07|4.31e-05|-0.04808|4.3476|558.63|975.72|285.18|468.63|0.38389|0.68505|-1030.929791|0.1557|-0.18308|3.9226|-1030.980844|5.2326|1288.0|5.8901
12h_a30|0.0|0|0|0.0|0.0|0|2|0.0|0.046965756|-0.00737961|5.351858133|-0.06631353|0.043848238|0.0|-0.391119352|0.001139238|0.001698966|-0.072247675|1|0.002064369|-0.120380857|-0.1240820219999999|0.888213143|0.64876559|0|-0.09907575|0.017389133|-52.88851758|11.06352871|89.66095835|150.42542849999998|-0.038417127|0.0|-1.882439244|-33.64938551|-24.44221903|63.95204629|0.468446216|2848.98238|485.8069155|-1197.668733|2268.811589|0.202025127|8.066818026|15.1759206|0.881277172|6252.192213|128.5349203|30.63031164|0.015886049|-379.1625034|1500.88527|618.6004214|10.10721793|1.0|0.0|1.0|0.0|1.0|4.63|0.0|0.14|-6.9|4.25|3.2|2.0|127.24|0.0|5.0|-5.39|5.0|-6.02|416.47|0.0|0.0|0.00171|9.71e-06|0.00405|3.97|1.26e-07|5.260000000000001e-05|-0.05347|3.5101|672.54|1132.06|353.22|518.06|-0.26697|0.68543|-1674.777786|155.0|-0.14889|2.9684|-1674.838376|3.4138|9.0|8065.0
9a_a36|0.0|0|0|3.4090209280000003|0.0|0|2|0.0|-0.109305298|-0.007853595|5.351858133|-0.046964839|0.040166667|0.0|-0.41624054|0.0034852859999999|-0.078488872|-0.06502499|1|0.00484375|-0.202876718|-0.1177413269999999|0.842671963|0.79302567|0|-0.10869601|0.0236784079999999|-45.04449811|14.47407729|49.52042402|106.0201967|-0.039929147|0.0|-1.956528182|-27.53468726|-24.40778806|59.5185754|0.453098452|2682.572663|505.25728260000005|-1195.981615|2167.77208|0.236165413|7.546661564|13.79893984|0.828482664|5693.562367|144.36259840000002|31.95428497|0.019513779|-322.5522826|1565.759963|578.2841135|11.92833382|1.0|0.0|1.0|0.0|1.0|4.69|0.0|0.14|-6.28|3.04|2.02|1.0|120.94|0.0|5.0|-3.71|5.0|-6.74|382.42|1.0|0.0|0.0753|0.000102|0.0391|2.66|5.26e-07|0.0002009999999999|-0.05044|3.8677|648.41|1092.66|320.56|495.18|0.68682|0.68682|-1252.578886|0.4811|-0.15925|5.7274|-1252.636005|7.4992|13.0|7.8861
15d_a10|0.0|0|0|0.0|0.0|1|2|2.147544195|-0.233802395|-0.002831383|5.4161004020000005|0.0370874879999999|0.031742919|2.04092658|-0.184039927|0.010215823|-0.140487312|0.007032164|1|0.011249462|-0.280243276|0.0131101969999999|0.7857977740000001|0.71456262|1|-0.070612242|0.02281891|-38.80896881|15.37766538|67.59624856|83.49776405|-0.018829931|141.0919598|-1.129795872|-26.15336742|-12.68949225|54.18663419|0.473858537|2967.522813|590.402322|-761.3695352999999|2036.192049|0.5280998339999999|8.429169102000001|16.02072769|0.900629528|6511.656447|355.8865234|26.89020509|0.028735133|37.87296065|1613.412305|825.4425942|19.36460841|0.0|1.0|1.0|1.0|0.0|3.71|4.01|0.35|-7.82|4.14|1.54|1.0|131.43|0.0|6.0|-3.78|6.0|-7.04|441.52|1.0|0.0|0.0739|4.1200000000000005e-05|0.0182|2.75|1.5e-08|6.62e-06|-0.05002|3.8591|737.09|1266.87|321.28|565.91|0.3685|0.6814100000000001|-1430.733658|0.0856|-0.15916|3.3831|-1430.795367|3.8163|69.0|7.1612
19b_a38|0.0|0|0|3.26554965|0.0|0|2|0.0|-0.122009545|-0.008652352|5.351858133|-0.115864198|0.044392765|0.0|-0.467227005|-0.006877664|-0.1381849369999999|-0.0697981979999999|1|-0.004358975|-0.250781298|-0.114123934|0.8851623040000001|0.632625562|0|-0.11557289|0.0224393089999999|-53.38447032|13.92699891|120.3048789|168.00390359999997|-0.041606241|0.0|-2.0803120280000003|-33.13317155|-25.82299118|67.31146923|0.478948837|2897.652112|452.6479704|-1291.149559|2436.66785|0.240363041|7.159317935|13.74014387|0.91919733|6518.872269|149.181772|33.99385836|0.020570275|-322.28833010000005|1699.692918|593.6088758|12.76697997|1.0|0.0|1.0|0.0|3.0|4.82|2.37|0.14|-7.12|3.55|2.78|1.0|125.65|0.0|5.0|-4.25|5.0|-6.81|419.43|0.0|1.0|0.0238|4.67e-05|0.0196|2.88|7.599999999999999e-08|3.19e-05|-0.05031|3.7509|646.81|1111.29|330.55|485.64|0.38952|0.69411|-1431.18309|0.1945|-0.15414|5.5253|-1431.2418630000002|6.3396|12.0|7.9172
13h_a6|0.0|0|0|3.464247528|0.0|0|0|0.0|-0.094781725|-0.006619944|4.727387819|0.004767264|0.04393617|1.656132209|-0.3839567379999999|-0.002407131|-0.01698365|-0.090944829|1|-0.000644109|-0.215607882|-0.164411111|0.8391892870000001|0.789769968|1|-0.091977068|0.017441348|-51.85624128|12.1971464|77.20799814|92.37313621|-0.032362302|0.0|-1.747564296|-36.26429338|-22.63172141|64.05338768|0.461667017|2926.745635|606.9504647000001|-1222.112956|2829.19698|0.263081412|9.11292243|16.928040300000003|0.8575863490000001|6302.785260000001|183.9790404|30.71129129|0.017825256|-331.36552|1658.40973|744.1359788|12.4656221|1.0|1.0|1.0|1.0|2.0|3.64|3.03|0.12|-10.57|5.41|1.13|2.0|128.63|0.0|6.0|-5.56|5.0|-6.31|431.49|0.0|1.0|0.0012|8.8e-06|0.0038|3.7|2.67e-11|1.15e-08|-0.07435|3392.0|738.61|1253.92|365.52|591.53|0.50716|0.69001|-1386.302668|0.2121|-0.14097|7.2872|-1386.3651|10.0322|47.0|7.3279
4_a38 (LY-2157299)|0.0|0|0|0.0|0.0|1|1|2.0959524330000003|0.050460026|-0.00638266|5.4161004020000005|-0.080432741|0.041252955|1.721297609|-0.325515636|0.002865697|-0.159241692|-0.020954339|1|0.003107816|0.0481706809999999|-0.032369326|0.868207983|0.6848692759999999|1|-0.089446059|0.01243241|-52.90108631|7.104736984|260.7739337|140.40206619999998|-0.03235283|71.22674185|-1.520583011|-30.23133173|-18.48863993|60.00582329|0.487041509|2501.945802|431.0669496|-868.9660769|1686.693134|0.213882939|6.54753874|12.76426621|0.949475478|5566.495502000001|122.2274724|23.51893991|0.01379043|-327.0140711|1105.390176|542.7276591|7.880803302999999|0.0|1.0|1.0|1.0|1.0|3.27|2.6|0.18|-7.13|3.69|1.84|1.0|108.18|0.0|3.0|-3.85|4.0|-6.86|369.42|0.0|1.0|52.0|0.000102|0.0375|2.39|7.45e-08|2.75e-05|-0.06|3.78|617.61|1048.31|327.69|449.44|0.4|0.68|-1198.442536|0.06|-0.16|5.9043|-1198.49738|7.6529|69.0|7.1586
1_a6 (SB-431542)|0.0|0|0|3.3674017380000003|0.0|0|1|0.0|0.043282217|-0.015636898|5.351858133|-0.175408303|0.035620155|0.0|-0.766207981|-0.011639964|-0.029658865|-0.0492229479999999|1|-0.008385698|-0.033765606|-0.083341531|0.805877431|0.795744863|0|-0.122555709|0.033020439|-74.98172333|19.58668728|160.410387|240.8019609|-0.0462988229999999|105.3125675|-2.083447046|-44.47680367|-27.46300805|94.56841061|0.472445176|2678.823231|352.3666367|-1235.8353619999998|1890.228713|0.2468003389999999|7.523839331|14.26172029|0.895537592|5748.417262|146.3942108|36.46179023|0.02438148|-300.3801761|1640.78056|513.4628663999999|14.4623285|1.0|1.0|1.0|1.0|2.0|3.25|2.35|0.05|-7.69|4.04|1.54|1.0|106.85|0.0|4.0|-4.52|5.0|-6.73|384.39|0.0|1.0|0.0116|5.660000000000001e-05|0.0218|2.7|2.03e-08|7.81e-06|-0.05971|3295.0|619.92|1049.69|376.28|464.07|0.55256|0.69868|-1292.358966|0.3346|-0.13329|6.0113|-1292.41452|8.8611|1542.0|5.8119
10_a32|0.0|1|1|3.294952523|0.0|0|0|0.0|0.153272514|-0.016404762|5.733341277|-0.087497559|0.03995614|2.067772926|-0.771023817|-0.0064007569999999|-0.028431775|-0.047619048|3|-0.00369116|-0.229450999|-0.079818594|0.915639476|0.764217655|1|-0.1223816869999999|0.02575778|-54.55170955|15.91131724|57.97512956|146.8439966|-0.038939628|52.24660367|-1.7133436169999998|-33.69815077|-24.0541214|70.46302679|0.449853016|2649.882742|470.8845962|-1058.381342|2980.525719|0.305365257|7.079344111|12.86809583|0.81769605|5842.926058|188.6328503|34.62844557|0.025106509|-240.4628923|1523.651605|513.9156315|15.50900878|1.0|0.0|1.0|1.0|2.0|3.56|3.12|0.22|-6.99|5.64|0.88|1.0|107.14|1.0|7.0|-6.04|5.0|-6.44|399.49|0.0|1.0|0.000366|3.89e-05|0.0155|3.23|1.0300000000000001e-07|4.13e-05|-0.05434|3.6441|654.7|1086.09|340.24|533.89|0.70228|0.70228|-1916.460049|0.2983|-0.15088|2.4919|-1916.519894|3.2297|7.0|8.1427
13l_a6|0.0|0|0|3.433158672|0.0|0|1|0.0|0.03093879|-0.0143011819999999|5.351858133|-0.132667824|0.0408037829999999|0.0|-0.858070925|-0.009326562|-0.037558466|-0.086595185|1|-0.006280295|-0.073210645|-0.1470289659999999|0.84018367|0.827754203|0|-0.126521431|0.030012523|-82.24617981|20.90615311|182.8275745|248.6104661|-0.0451862259999999|118.3485042|-2.53042863|-57.29112645|-31.47586631|103.1523329|0.4257335779999999|2967.923804|447.9705372|-1762.648513|3127.831037|0.206328863|8.810095892|15.34147837|0.7413520309999999|6462.086665999999|143.7247666|39.65857501|0.018273048|-409.1314702|2220.880201|741.5222707|12.72865798|1.0|1.0|1.0|1.0|3.0|3.64|2.22|0.16|-8.89|4.55|1.39|1.0|124.98|0.0|7.0|-5.49|5.0|-6.59|441.48|0.0|1.0|0.00144|1.7100000000000002e-05|0.0075599999999999|3.39|1.29e-09|5.7e-07|-0.04885|3.5499|735.52|1249.13|349.26|578.91|0.7002|0.70515|-1465.560303|0.0165|-0.14562|7.2582|-1465.624566|8.9893|385.0|6.4145
12e_a31|0.0|0|0|3.483599061|0.0|0|1|0.0|0.052663358|-0.011519192|5.733341277|-0.044316064|0.037098765|0.0|-0.70267073|-0.002475146|-0.107630327|-0.015755876|2|-0.000231353|-0.142921555|-0.028502695|0.82100963|0.76012894|0|-0.1099563869999999|0.02665413|-68.32948993|19.38343763|166.1479229|202.5115275|-0.036652129|595.9853231000001|-2.089171358|-49.6906263|-26.65419063|87.71292755|0.474858042|3040.353774|524.7092721|-1519.288866|1899.851187|0.274879568|10.24381236|19.50674899|0.904247004|6557.418968999999|199.8981394|36.75829484|0.020841203|-327.4245209|2095.222806|798.7285626|15.15615632|1.0|1.0|1.0|1.0|2.0|3.87|3.72|0.24|-9.31|6.69|2.21|3.0|129.38|0.0|9.0|-6.66|5.0|-5.93|460.55|0.0|1.0|9.96e-05|3.83e-06|0.00176|4.48|4.93e-10|2.27e-07|-0.03445|3.8391|781.61|1308.13|322.95|640.03|0.55114|0.7006600000000001|-1809.581226|0.2627|-0.15934|2.6024|-1809.650069|3.4818|0.17|6.7696
16b_a32|-3.3094926630000003|1|1|3.2902303|0.0|0|0|0.0|0.0873104119999999|-0.008469352|5.733341277|-0.3723824429999999|0.041958333|2.033356859|-0.423467596|-0.008277865|-0.018753196|-0.0657820279999999|3|-0.00180101|-0.222700615|-0.098450203|0.907055332|0.6762731040000001|1|-0.1083060409999999|0.015808858|-56.84546999|10.12961779|53.96132589|162.40756509999997|-0.0345657579999999|9.827907321|-1.624590613|-36.42406481|-22.14820988|66.97508778|0.414997448|3037.795494|478.3482386|-1040.965864|3264.235184|0.252363732|6.466656381|11.05406524|0.709394251|6612.089615999999|161.7035261|29.62431176|0.017136832|-317.3487516|1392.342653|597.8890744|10.98052464|1.0|0.0|1.0|1.0|2.0|3.71|2.48|0.28|-7.6|5.4|0.41|1.0|114.43|1.0|7.0|-6.28|6.0|-6.72|433.57|0.0|1.0|0.000225|2.84e-05|0.0123|3.14|2.54e-08|1.1e-05|-0.05946|3.6211|676.92|1137.73|342.39|567.01|0.70233|0.70233|-2315.757928|0.2849|-0.14995|4.4055|-2315.819979|7.0093|17.0|7.7696
