molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|nARing|SaasN|SRW07|AATSC1s|n6HRing|MATS7i|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|MATS1i|AATSC1i|n6aHRing|MATS8s|MATS8d|SIC2|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
13c_a6|0.0|1|0|0|3.441255118|0.0|1|1|0.0|5.351858133|-0.0122495089999999|1|0.049627353|0.054910284|10.95129637|-0.0942387559999999|1|1|-0.106686991|-0.174259072|1|0.085414885|-0.167542194|0.8353837409999999|0.786809832|-0.093635525|-0.111231609|0.22875443|0.030547186|-75.71763296|157.60887419999997|0.213190168|145.12291069999998|-0.039875482|-51.54254258|14.15496611|-2.11340057|-43.38886312|84.53371376|0.466844407|2880.850692|535.5975578|-18.47751526|0.2279674589999999|15.07660437|0.875625075|6204.855629|155.1821156|0.018354398|-370.3562372|1863.438327|692.8471883999999|12.49421473|1.0|1.0|1.0|2.0|2.53|0.16|23.0|-9.4|5.38|95.85|1.5|2.0|121.6|6.0|-5.88|0.0|1.0|3.64|1.11e-06|0.000471|5.42e-06|0.00229|4.23|0.0|3.96e-10|1.68e-07|-0.05015|5.992000000000001|3.6519|-1389.39897|-1389.371325|719.8|1217.77|206.92|596.15|0.7008800000000001|-1389.122252|7.7129|-0.1999|0.0276450999999999|73.0|7.1367|7.1367
14ae_a23|0.0|0|1|1|0.0|0.0|0|0|3.338149829|5.351858133|-0.029948314|2|0.026913008|-0.0174992419999999|10.31321689|0.0289586779999999|2|2|-0.143336826|-0.253318853|2|0.107765697|0.0469453379999999|0.8356326820000001|0.872362051|-0.065169397|-0.087074783|0.202342743|0.03467374|-62.38566188|111.4422142|0.127637949|91.4475768|-0.0269140239999999|-44.69687612|17.79858399|-1.480271319|-33.45249142|71.53368511|0.479058976|3212.850883|625.0131414|-13.81539807|0.46959234|15.59484379|0.919603093|7308.981869|336.444465|0.034488074|-43.57178809|1999.511567|770.8206617000001|24.70935041|0.0|1.0|1.0|1.0|3.76|0.12|26.0|-7.6|3.48|123.48|2.42|2.0|133.27|7.0|-6.68|0.0|0.0|3.44|1.6e-06|0.000753|8.22e-06|0.0038799999999999|3.52|0.0|2.49e-08|1.17e-05|-0.07122|3.6036|3.6036|-1858.967022|-1858.952529|751.57|1285.52|344.06|627.57|0.58144|-1858.675325|7.0211|-0.21659|0.01449323|2.0|8.6038|8.6038
8k_a46|-3.737070812|0|0|0|0.0|0.1337610719999999|1|1|2.105349622|5.533389489|-0.380857136|2|-0.061030265|-0.114070359|10.31928125|-0.038125|1|1|-0.030019362|-0.050069565|2|0.095179795|-0.051289238|0.8341090329999999|0.7381768390000001|-0.08638304|-0.0863473759999999|0.400181795|0.009441365|-61.95565276|104.0919365|0.261823161|187.86239430000003|-0.033099828|-44.45419269|4.860695117|-1.985989657|-44.4725532|68.75557551|0.4938768979999999|3351.548891|529.6539372999999|-17.04077386|0.173430886|15.94634031|0.975803904|7352.280688|124.4394929|0.0112621819999999|-468.6373459|1723.969585|865.6610153999999|8.080799245|1.0|1.0|1.0|2.0|2.82|0.24|23.0|-8.66|2.94|124.17|1.86|1.0|132.47|5.0|-6.75|0.0|0.0|3.29|1.82e-06|0.000866|7.47e-06|0.00355|3.45|0.0|2.17e-09|1.03e-06|-0.0398699999999999|5.0379|4.1034|-1845.304274|-1845.257085|742.04|1302.56|246.1|642.39|0.5577300000000001|-1844.970617|3.4118|-0.20954|0.04718819|147.0|6.8327|6.8327
17a_a25|0.0|0|0|0|0.0|0.0|0|0|1.826085128|4.727387819|-0.036457743|2|-0.017081614|-0.0688716509999999|10.93106298|0.006360768|1|1|-0.047099434|-0.07654898|2|0.168247187|0.0114970419999999|0.8005589320000001|0.874586929|-0.06234901|-0.079378741|0.348821736|0.012665055|-56.61512986|93.75234138|0.125413071|89.44809639|-0.0297670279999999|-40.379488|6.442637379|-1.666953566|-31.71656603|53.50212109|0.468791604|2907.309477|623.7797651000001|-15.142307999999998|0.244019498|16.93624014|0.882500365|6250.571217000001|174.0415044|0.015373381|-365.1448527|1572.683056|781.7487682|10.96472369|1.0|1.0|1.0|1.0|3.47|0.11|27.0|-9.98|4.83|72.7|2.67|2.0|131.06|7.0|-6.18|0.0|1.0|4.04|7.5e-06|0.00325|7.44e-06|0.00323|3.9|0.0|1.05e-10|4.54e-08|-0.05255|5.2683|3.9347|-1391.625102|-1391.588873|747.06|1271.9|235.34|598.67|0.6722|-1391.321455|3.4677|-0.21559|0.0362293|25.0|7.6021|7.6021
12a_a36|0.0|1|0|0|3.4715209280000003|0.0|2|2|0.0|5.351858133|-0.0427777779999999|2|0.078063311|-0.070252245|10.96083376|-0.065913514|1|1|-0.1063550619999999|-0.183140926|1|-0.012112722|-0.119322074|0.846614758|0.820684627|-0.076154312|-0.104828755|0.436020272|0.019595485|-64.36949846|109.9069212|0.179315373|110.1075804|-0.037738352|-39.52572284|7.388485123|-1.886917597|-28.71401279|58.79461567|0.470444928|2647.835699|503.9367075|-14.22926022|0.244684566|12.464492300000002|0.888377722|5710.355735|150.24716030000002|0.019102103|-313.5499672|1533.996157|598.1535763999999|11.72953701|1.0|0.0|0.0|2.0|0.0|0.14|17.0|-6.59|2.72|69.2|2.02|1.0|123.75|5.0|-6.72|1.0|0.0|1.86|0.000164|0.0625|0.000101|0.0384|2.68|0.0|2.56e-07|9.78e-05|-0.04946|3.8343|3.6682|-1232.951968|-1232.916523|653.94|1096.31|323.35|481.98|0.6997|-1232.707754|6.3637|-0.20139|0.03544528|13.0|7.8861|7.8861
12b_a32|0.0|1|1|1|3.477905329|0.0|0|0|0.0|5.733341277|-0.055500132|0|-0.044307211|-0.031446256|10.31100269|-0.053480599|3|3|-0.0852122769999999|-0.1534110109999999|0|-0.0533240309999999|-0.090027803|0.8887585240000001|0.782593|-0.081450418|-0.097525366|0.2996018789999999|0.016282332|-60.93328667|90.57560878|0.217407|135.83463989999998|-0.027561517|-38.07076621|6.356098747000001|-1.267829764|-31.79562339|61.06285882|0.430631506|2573.006963|488.9595947|-10.75912958|0.39579391|12.42841652|0.756331814|5653.268811|247.2897528|0.025166975|-130.2147289|1311.0306890000002|557.1050635|15.72418067|1.0|1.0|1.0|2.0|2.9|0.26|19.0|-7.65|6.49|140.04|1.1|1.0|110.47|7.0|-6.4|0.0|1.0|3.59|1.27e-06|0.000505|3.72e-05|0.0148|3.28|0.0|2.23e-08|8.86e-06|-0.05173|3.5703|3.5703|-1880.770588|-1880.732075|663.89|1109.93|347.27|541.49|0.70258|-1880.537231|3208.0|-0.19976|0.0385132|26.0|7585.0|7585.0
8e_a12|0.0|0|1|1|0.0|0.0|1|1|1.873617728|4.727387819|-0.049397555|2|0.0661362779999999|-0.087658302|10.94458094|-0.0309579439999999|1|1|-0.079913108|-0.136145064|1|-0.036433876|-0.051240735|0.815412281|0.939627917|-0.05202522|-0.087795345|0.001151979|0.0155147339999999|-50.273571200000006|51.38557748|0.060372083|34.57040021|-0.031094185|-28.78776717|5.0872236|-1.492520871|-17.05887601|38.67488258|0.45384745|2548.979738|538.051884|-10.19566754|0.2887421289999999|11.80358346|0.830990262|5490.975165|165.34017769999997|0.019545275|-241.94192880000003|1201.604574|561.9859171|11.19206011|1.0|1.0|1.0|1.0|3.01|0.14|21.0|-7.93|3.34|55.1|3.05|2.0|117.04|3.0|-6.03|1.0|1.0|3.12|4.25e-05|0.0156|2.03e-05|0.00744|3.53|0.0|1.19e-08|4.34e-06|-0.05739|5.247999999999999|3.3044|-1177.619013|-1177.593205|612.59|1048.44|236.25|481.04|0.6954899999999999|-1177.380602|1.0295|-0.19338|0.02580783|588.0|6.2306|6.2306
7s_a46|0.0|0|0|0|0.0|0.218897825|1|1|2.117265684|5.533389489|-0.076841616|1|-0.210750635|-0.005405515|10.94651358|-0.020953253|1|1|0.012197837|0.018964141|1|-0.036284605|-0.030371026|0.8182543959999999|0.858788462|-0.096723151|-0.083011849|0.249893305|0.008871171|-41.72189594|166.3052939|0.141211538|70.97315818|-0.031623562|-20.9694955|2.240932895|-1.3281895890000002|-24.43308641|53.07188519|0.433822088|1982.695462|431.6285339|-7.988379237|0.1801125439999999|9.829721631|0.7662292690000001|4245.390306|90.5248694|0.01122216|-321.55195330000004|814.1975221|409.9543818|5.640276426000001|0.0|0.0|1.0|1.0|2.33|0.26|17.0|-6.08|3.65|50.94|2.39|0.0|91.19|2.0|-5.81|1.0|1.0|3.12|8.590000000000001e-05|0.0262|5.76e-05|0.0176|3.32|0.0|8.39e-07|0.000256|-0.02024|5.2972|4293.0|-974.8067569|-974.7707066|539.99|916.7|234.06|446.63|0.69976|-974.615216|2.4286|-0.19947|0.036050328|1985.0|5.7022|5.7022
38_a18|0.0|0|0|0|0.0|0.0|2|2|0.0|4.844187086|-0.009006798|1|-0.066676644|-0.020056674|10.94702086|-0.003893067|0|0|-0.074661643|-0.11123356|0|-0.03302891|-0.007310849|0.751875124|0.8310704529999999|-0.076974444|-0.082256123|0.423402315|0.00838904|-65.45657441|100.7046282|0.1689295469999999|134.4282836|-0.0322355079999999|-52.08807522|5.3122971560000005|-2.385427574|-48.74349112|67.92930461|0.4666657999999999|3162.36475|661.3370874|-20.41289434|0.119072105|20.5922319|0.874996952|7261.130718|94.75345803|0.007165119|-606.2584549|2154.819559|1228.492038|5.701753365|1.0|0.0|1.0|3.0|0.0|0.34|18.0|-10.33|4.94|85.29|3.7|3.0|160.66|10.0|-5.55|0.0|1.0|3.64|1.05e-07|5.36e-05|7.85e-07|0.000399|5.43|0.0|4.68e-11|2.38e-08|-0.0483699999999999|3.2241|3.2241|-1611.630281|-1611.60375|861.93|1515.64|384.55|734.93|0.69235|-1611.133158|1.9877|-0.18066|0.02653109|91.0|7041.0|7041.0
1l_a5|0.0|1|0|0|2.964063799|0.0|0|0|0.0|4.59511985|-0.0052651969999999|2|-0.111303801|-0.019865028|10.94421389|-0.05139414|1|1|0.0271820189999999|0.043915678|2|-0.174469948|-0.091849662|0.818803517|0.890289002|-0.068685233|-0.067755283|0.357062421|0.0078543119999999|-38.27406105|167.86839980000002|0.109710998|61.974288|-0.026512937|-21.62050954|2.506287665|-1.219595099|-21.91725365|43.23617395|0.47265823|2227.730859|502.9124512|-8.460199385|0.230593886|14.03493287|0.896303416|4665.793689|130.25942849999998|0.013054186|-304.3678822|895.4089219|518.5792364|7.374136537999999|1.0|0.0|1.0|1.0|2.67|0.14|23.0|-8.83|5.56|54.46|2.57|1.0|105.07|4.0|-5.4|1.0|1.0|4.06|9.06e-06|0.00308|1.04e-05|0.00356|4.19|0.0|1.4800000000000003e-09|5.02e-07|-0.04149|4.6403|4.3664|-1069.261615|-1069.229786|609.85|1033.47|267.19|486.81|0.57392|-1069.047151|2.1987|-0.21939|0.03182983|32.0|7.4949|7.4949
15_a3|0.0|0|0|0|0.0|0.0|1|1|0.0|4.727387819|-0.092127078|3|-0.182934001|0.126641951|10.33806279|0.021805556|0|0|-0.022386155|-0.039798975|3|-0.103599654|0.036380489|0.866559772|0.7789088340000001|-0.092342351|-0.107619999|0.451058529|0.007901554|-55.08588323|315.5421792|0.221091166|113.1667185|-0.037667|-28.19600959|2.070175472|-1.50667999|-24.19332693|51.31038923|0.461565365|2116.88728|398.6887321|-9.868603355|0.149672503|9.975434973|0.85723565|4617.470007|76.61068671|0.010200078|-358.6340772|906.9474625|402.781061|5.220965278|1.0|0.0|1.0|1.0|0.0|0.24|16.0|-5.78|2.21|89.99|0.96|0.0|94.29|2.0|-7.35|0.0|0.0|1.2|0.0017|547.0|0.000951|306.0|1.28|0.0|1.66e-06|0.000535|-0.06319|6.0077|3.7072|-1328.688126|-1328.665275|553.81|916.07|206.37|398.12|0.67902|-1328.531138|1.9539|-0.22079|0.0228507|25.0|7.6021|7.6021
12b_a36 (EW-7197)|0.0|1|0|0|3.3685352889999995|0.0|2|2|0.0|5.351858133|-0.082283951|2|0.027495626|-0.098032695|10.96052467|-0.056994595|1|1|-0.101303149|-0.217394466|1|-0.001567914|-0.097861598|0.8741648479999999|0.7635183720000001|-0.081357853|-0.10866747|0.458627252|0.021439664|-67.98756422|81.63796416|0.236481628|147.9542111|-0.039120289|-42.53627024|8.392238798|-1.956014468|-31.84632538|64.31504105|0.45988432|2772.832013|477.6935927|-15.31305729|0.253252648|12.52485821|0.851455231|6096.459089|158.4469629|0.020730147|-308.7538779|1638.808832|595.8790650000001|12.96977113|||||||||||||||||||||||||||-0.04975|3.8475|3.7725|-1332.180029|-1332.147999|659.48|1104.61|322.25|486.64|0.69991|-1331.9479310000002|5432.0|-0.20546|0.03202977|7.0|8.1549|8.1549
1o_a5|0.0|1|0|0|2.923171926|0.0|0|0|0.0|4.59511985|0.033105871|2|-0.033273504|-0.102739602|10.94518594|-0.008511304|1|1|0.038275248|0.06759341|2|-0.003561205|-0.016408975|0.85693939|0.88430372|-0.079346457|-0.072886362|0.447318682|0.01325562|-39.1638643|167.3051756|0.11569628|62.16682117|-0.028770932|-21.04383087|3.827177229|-1.093295425|-22.90899675|49.75766514|0.470590799|2238.291862|475.1609233|-8.306775343|0.300086449|14.20898333|0.8888980340000001|4572.818263|161.2447749|0.020380352|-214.8381946|839.3293197999999|393.5487205|10.95092849|1.0|1.0|1.0|1.0|2.2|0.0|23.0|-8.11|4.48|78.25|1.23|0.0|95.2|3.0|-6.3|0.0|1.0|2.95|8.329999999999999e-05|0.0269|8.340000000000001e-05|27.0|2.78|0.0|7.85e-09|2.54e-06|-0.07037|4.5011|4.1692|-1043.577386|-1043.536121|561.04|938.37|275.45|443.88|0.5492100000000001|-1043.422345|4.7435|-0.23973|0.04126499|35.0|7.4559|7.4559
17_a47|0.0|1|1|1|3.011740664|0.0|0|0|0.0|4.59511985|-0.019259259|3|-0.105849578|0.075303828|10.9385382|-0.006331624|1|1|-0.0184347939999999|-0.031505291|3|-0.034891905|-0.010871607|0.814790949|0.852282407|-0.07185129|-0.082994667|0.522140199|0.01291694|-50.62550618|68.64478326|0.147717593|90.10552332|-0.02987808|-30.88080199|4.806157636|-1.493904005|-26.73455447|51.70735256|0.46147021|2672.497352|519.8795281|-11.11708872|0.2542482339999999|13.10144249|0.8569074879999999|5854.9736840000005|155.087622|0.0159160889999999|-299.80980739999995|1221.9335609999998|630.8611986000001|9.708576558|1.0|0.0|1.0|2.0|2.39|0.08|27.0|-10.1|5.12|79.38|2.26|2.0|119.83|4.0|-5.83|0.0|1.0|3.85|3.98e-06|0.00156|6.11e-06|0.0024|4.03|0.0|7.96e-11|3.12e-08|-0.04873|4.2784|4.2784|-1254.985125|-1254.943823|656.78|1127.7|289.79|477.67|0.6844100000000001|-1254.737546|3.4454|-0.22479|0.04130125|5.0|8.3|8.3
13j_a6|0.0|1|0|0|3.409065702|0.0|1|1|0.0|5.351858133|-0.154502515|1|0.07522656|-0.0951246069999999|10.95129557|-0.047513534|1|1|-0.045418125|-0.073507141|1|-0.063948098|-0.079161042|0.8353837409999999|0.6229641429999999|-0.120219472|-0.129511589|0.205764388|0.03111288|-86.54032868|180.6709018|0.377035857|251.937353|-0.046428683|-57.82670518|13.89184843|-2.460720196|-53.67779048|101.1210779|0.433600896|2907.3053210000003|416.2679342|-20.73032827|0.215833159|15.43329684|0.765539515|6276.316063|144.22085800000002|0.0199201689999999|-379.7635712|2096.832152|673.8038326000001|13.31076198|1.0|1.0|1.0|3.0|2.26|0.12|23.0|-8.5|4.16|115.15|1.18|1.0|120.17|6.0|-6.81|0.0|1.0|2.82|9.32e-06|0.00398|3.28e-05|14.0|2.95|0.0|3.18e-09|1.36e-06|-0.0488899999999999|3.6504|3.5599|-1426.5532050000002|-1426.520775|712.52|1196.6|339.64|555.0|0.7045100000000001|-1426.272674|8.3187|-0.19491|0.03242949|262.0|6.5817|6.5817
46_a18|0.0|0|0|0|0.0|0.0|2|2|0.0|4.844187086|-0.018808538|1|-0.046124025|-0.0669031009999999|10.94680484|-0.052591109|0|0|-0.1483628609999999|-0.224171123|0|-0.015124585|-0.090469229|0.76616843|0.8265445990000001|-0.069742249|-0.076485888|0.30524999|0.008975181|-54.33831169|0.946462387|0.173455401|123.2289237|-0.029244604|-38.60388092|4.5299444310000005|-1.988633091|-35.20023815|55.92367899|0.4548138479999999|3052.94234|587.2068577|-14.76030741|0.217767252|16.47206875|0.8342358790000001|7150.333139|154.7096476|0.013181412|-401.0164861|1806.107079|1056.535856|9.36454702|0.0|0.0|1.0|2.0|0.0|0.3|18.0|-8.82|3.68|76.5|3.33|2.0|151.14|7.0|-6.14|1.0|0.0|2.93|2.08e-06|0.000999|3.35e-06|0.00161|4.36|0.0|1.51e-09|7.27e-07|-0.04995|3225.0|3225.0|-1532.992457|-1532.968527|765.33|1380.79|384.45|635.89|0.69181|-1532.493789|2656.0|-0.18219|0.0239301|186.0|6.7305|6.7305
12p_a36|0.0|1|0|0|3.392386149|0.0|2|2|0.0|5.351858133|-0.084341564|2|0.114716581|-0.084846674|10.96052769|-0.0433009009999999|1|1|-0.101303149|-0.217394466|1|-0.035871448|-0.074349074|0.8839272779999999|0.748438833|-0.082569108|-0.108380023|0.315548061|0.020202133|-68.22905781|83.24921731|0.251561167|158.3666517|-0.039016808|-42.95260501|8.006403882999999|-1.950840419|-32.72335782|64.698131|0.475504684|2774.926334|471.1687161|-15.4629378|0.240873847|14.3885803|0.906594718|5922.775161|151.63860559999998|0.019344052|-326.2581567|1617.811526|595.8790650000001|12.17776516|1.0|0.0|0.0|2.0|0.0|0.14|17.0|-6.86|3.13|69.2|2.4|1.0|123.71|5.0|-6.76|1.0|0.0|2.15|0.000129|0.0515|6.96e-05|0.0278|2.78|0.0|1.4e-07|5.58e-05|-0.0552299999999999|5.3413|3.8372|-1332.182868|-1332.148901|660.71|1113.05|232.12|506.89|0.66559|-1331.947748|4.8805|-0.21131|0.03396697|9.0|8.0458|8.0458
3c_a12|0.0|0|0|0|0.0|0.0|1|1|0.0|4.59511985|-0.058516436|2|-0.14679559|-0.008931246|10.3117069|-0.056537396|1|1|-0.116098308|-0.211367878|1|-0.0461654159999999|-0.10295082|0.888353608|0.843855494|-0.071719601|-0.099327724|0.242114395|0.013219706|-50.25579322|73.9854678|0.156144506|79.00277721|-0.033980537|-25.42738988|3.384177297|-1.291260406|-18.35985151|42.97583906|0.427357986|2186.344105|426.9566009|-8.698843907999999|0.2944757839999999|10.88288188|0.746291708|4629.005722|148.9927848|0.02155815|-207.9738085|926.0140155|380.2468615|10.90754815|1.0|1.0|1.0|1.0|2.78|0.12|17.0|-6.78|4.01|78.41|1.82|0.0|98.16|3.0|-6.18|0.0|1.0|2.76|6.06e-05|0.0194|9.940000000000002e-05|0.0318|2.91|0.0|1.67e-07|5.3200000000000006e-05|-0.07463|3.9848|3.5862|-1327.498519|-1327.471862|544.65|894.36|311.14|399.38|0.68067|-1327.351991|1.6035|-0.22035|0.02665687|0.02|7699.0|7699.0
12z_a30|0.0|0|0|0|0.0|0.0|2|2|0.0|5.351858133|-0.026703371|2|0.034848862|0.018796341|10.31162784|-0.045463448|1|1|-0.12254489|-0.207153446|1|-0.02232319|-0.077335468|0.855880335|0.832920077|-0.071429418|-0.107776943|0.315493739|0.030875938|-74.96232552|54.40462246|0.167079923|116.2094523|-0.034034824|-52.13870496|14.93669572|-1.939984979|-34.55504699|71.1566605|0.48740649|3112.622632|579.3226647000001|-16.464854199999998|0.3691601439999999|15.74641625|0.950863559|7074.004131999999|256.7627363|0.029109145|-182.00664430000003|2138.929312|792.3440337000001|20.24634493|1.0|1.0|1.0|1.0|0.0|0.21|17.0|-6.83|3.94|100.11|2.2|2.0|140.26|7.0|-6.39|0.0|0.0|2.52|2.47e-06|0.00113|9.94e-06|0.00456|3.81|0.0|1.47e-07|6.720000000000001e-05|-0.04679|4.8063|3.4438|-1804.814868|-1804.785911|739.33|1266.9|257.96|580.6|0.6853199999999999|-1804.51674|7.0446|-0.19279|0.02895763|44.0|7.3615|7.3615
47c_a18|0.0|0|0|0|0.0|0.0|1|1|0.0|4.844187086|-0.048726885|0|0.047739847|-0.058748345|10.94702285|0.028947131|0|0|-0.212991596|-0.320309303|0|-0.027873485|0.050944273|0.7912974190000001|0.8128616409999999|-0.0715759629999999|-0.094000037|0.246894346|0.015864085|-75.57063623|67.68084951|0.1871383589999999|150.4485025|-0.0321917939999999|-60.75445536|10.25333491|-2.350000928|-46.26124419|70.29678191|0.489290189|3228.879782|653.4941186000001|-20.80632033|0.251001849|18.73268473|0.958059115|7527.530240999999|201.7910841|0.016406766|-400.3604527|2522.390613|1167.054827|13.19009806|1.0|0.0|1.0|3.0|0.0|0.3|18.0|-9.18|2.84|97.76|2.41|3.0|154.77|12.0|-6.61|0.0|0.0|2.42|1.84e-06|0.000947|8.12e-06|0.00417|3.98|1.0|6.67e-10|3.42e-07|-0.0449|3.1096|3.1096|-1664.753129|-1664.721977|850.89|1505.09|398.71|790.07|0.6983199999999999|-1664.201034|3.3075|-0.17331|0.03115159|3.0|8.5229|8.5229
12aj_a36|0.0|1|0|0|3.482902101|0.0|2|2|0.0|5.351858133|-0.045035034|2|0.064171987|-0.103202936|10.95354213|-0.042227364|1|1|-0.104118159|-0.1763783589999999|1|0.091113865|-0.072770961|0.8632656809999999|0.8269863129999999|-0.073002742|-0.10279655|0.251263868|0.018305468|-65.89100364|82.34300699|0.173013687|110.89910559999998|-0.0368515929999999|-42.23511741|7.521007149|-1.953134451|-29.99399664|58.52715472|0.47532973|2710.647462|530.0854761|-15.14089115|0.22507266|15.35536375|0.905958957|5763.333098|144.26810480000003|0.016684569|-352.4483722|1615.543812|662.0530478999999|10.69455126|1.0|0.0|0.0|2.0|0.0|0.17|17.0|-6.97|3.24|69.2|2.24|1.0|128.72|5.0|-6.55|1.0|0.0|2.14|6.929999999999999e-05|0.0274|5.05e-05|0.02|3.04|0.0|1.08e-07|4.270000000000001e-05|-0.05275|5.2301|3.6017|-1272.27339|-1272.241135|682.84|1157.64|237.06|539.55|0.70423|-1271.9998859999998|5.8554|-0.20093|0.03225532|17.0|7.7696|7.7696
9_a47|0.0|0|0|0|0.0|0.0|0|0|0.0|0.0|-0.1789147139999999|2|-0.043270202|0.022031244|10.93671087|0.045804989|0|0|-0.021556658|-0.045757939|2|0.046690958|0.075092937|0.853035126|0.805149969|-0.084368438|-0.0969292319999999|0.492394184|0.009540986|-50.70744657|107.3271659|0.194850031|101.9336202|-0.036925422|-26.52703503|2.611122094|-1.550867715|-23.08946904|49.12766732|0.482896681|2292.652212|421.2052248|-10.10553715|0.209348023|10.93281031|0.93384951|5212.504394|109.5180831|0.015793737|-304.1026787|1026.1394|442.7664664|8.262317504|1.0|0.0|1.0|2.0|2.78|0.05|22.0|-8.47|4.61|58.04|2.99|1.0|101.46|3.0|-5.26|0.0|1.0|4.09|4.29e-06|0.00148|6.3e-06|0.00218|4.43|0.0|3.4000000000000003e-09|1.17e-06|-0.05037|5.7429|3.7183|-1149.090086|-1149.055456|566.1|959.59|215.89|406.35|0.69084|-1148.896866|2.2966|-0.20488|0.03463008|25.0|7.6|7.6
12bi_a36|0.0|1|0|0|3.466222049|0.0|2|2|0.0|5.351858133|-0.043740597|2|0.03474497|-0.067142264|10.95958518|0.041834838|1|1|-0.176729938|-0.289604649|1|0.0997949019999999|0.071329141|0.858971809|0.7850011179999999|-0.082914301|-0.107613368|0.382000949|0.034602166|-75.1419557|129.685076|0.214998882|150.12481100000002|-0.027831043|-52.46851415|16.87080604|-1.614200516|-40.42611289999999|82.05687954|0.461975362|3044.149713|548.1337538|-13.56944331|0.500339677|15.71382803|0.85865094|6572.410403|349.3664649|0.037590587|0.474365004|2255.791153|766.4854363|26.24794923|1.0|0.0|1.0|2.0|0.0|0.21|17.0|-6.79|2.83|87.66|1.42|1.0|136.74|7.0|-7.13|0.0|0.0|1.75|7.75e-05|0.0342|7.13e-05|0.0315|2.62|0.0|1.6100000000000005e-07|7.11e-05|-0.0510199999999999|3.8855|3.6851|-1461.997992|-1461.966152|742.94|1256.37|319.1|603.92|0.69207|-1461.69263|7.0514|-0.2018|0.0318395999999999|14.0|7.8539|7.8539
19k_a38|0.0|1|0|0|3.218103741|0.0|2|2|0.0|5.351858133|-0.17467835|2|0.098947776|0.016990252|10.95446448|-0.0184136539999999|1|1|-0.060668296|-0.128079012|1|0.04833864|-0.029357143|0.908591797|0.658700057|-0.112748779|-0.126936513|0.389096157|0.0232707939999999|-80.54577161|157.4834779|0.341299943|216.567059|-0.044662847|-51.10918191|9.369654226|-2.411793744|-45.3966925|86.30929885|0.4769127179999999|3055.355167|417.968819|-17.9828603|0.24035311|12.89431427|0.911726848|7091.215492|152.51267140000002|0.021802691|-329.5105352|2014.5803|686.8472757999999|13.8345897|0.0|0.0|0.0|4.0|2.2|0.13|17.0|-6.41|2.34|124.32|1.65|1.0|133.79|6.0|-7.84|0.0|0.0|1.9|0.000134|0.0594|0.0002399999999999|107.0|1.65|0.0|3.94e-07|0.000175|-0.05534|5.1869|3.5378|-1500.8984380000002|-1500.852284|677.64|1172.22|239.03|502.43|0.70327|-1500.618667|9.1508|-0.20102|0.04615409|11.0|7.9666|7.9666
12ah_a36|0.0|1|0|0|3.456839001|0.0|2|2|0.0|5.351858133|-0.043678703|2|0.078459408|-0.083956827|10.95983779|-0.050147748|1|1|-0.103922055|-0.177407665|1|0.011674455|-0.0861053359999999|0.8910146309999999|0.828405275|-0.0758457179999999|-0.1059368909999999|0.271553945|0.0184777819999999|-68.45222166|82.70705743|0.171594725|110.8777131|-0.038137281|-44.23111357|7.714903458999999|-1.906864035|-31.66734951|60.9481085|0.468162246|2786.56479|535.2826672|-15.92320089|0.231093575|15.54445187|0.8802726820000001|6015.129321|149.3235124|0.017909528|-347.5133554|1602.457659|629.5017194000001|11.57242717|1.0|0.0|0.0|2.0|0.0|0.14|17.0|-7.18|3.35|69.2|2.51|1.0|128.76|5.0|-6.49|1.0|1.0|2.34|3.64e-05|0.0151|2.55e-05|0.0106|3.31|0.0|6.65e-08|2.77e-05|-0.05637|5.2259|3.7792|-1692.545871|-1692.512868|682.21|1148.39|237.25|532.36|0.6970000000000001|-1692.3109559999998|5.4979|-0.2107099999999999|0.03300341|11.0|7.9586|7.9586
