molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|nARing|SaasN|SRW07|AATSC1s|n6HRing|MATS7i|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|MATS1i|AATSC1i|n6aHRing|MATS8s|MATS8d|SIC2|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
19b_a38|0.0|1|0|0|3.26554965|0.0|2|2|0.0|5.351858133|-0.115864198|2|0.013765516|-0.1381849369999999|10.96052467|-0.0697981979999999|1|1|-0.098027247|-0.250781298|1|0.019437461|-0.114123934|0.8851623040000001|0.7293105670000001|-0.086013549|-0.11557289|0.336505882|0.0224393089999999|-71.73053105|120.3048789|0.270689433|168.00390359999997|-0.041606241|-44.51968852|8.643817972|-2.0803120280000003|-33.13317155|67.31146923|0.478948837|2897.652112|452.6479704|-16.02708787|0.240363041|13.74014387|0.91919733|6518.872269|149.181772|0.020570275|-322.28833010000005|1699.692918|593.6088758|12.76697997|1.0|1.0|0.0|3.0|2.37|0.14|17.0|-7.12|3.55|81.23|2.78|1.0|125.65|5.0|-6.81|0.0|1.0|2.94|5.68e-05|0.0238|4.67e-05|0.0196|2.88|0.0|7.599999999999999e-08|3.19e-05|-0.05031|5363.0|3.7509|-1431.414099|-1431.38073|646.81|1111.29|231.18|485.64|0.69411|-1431.18309|5.5253|-0.20445|0.03336932|12.0|7.9172|7.9172
11a_a50|0.0|0|1|1|0.0|0.0|1|1|4.088412042|5.82008293|-0.014702942|1|-0.04339705|-0.108592708|10.94500606|-0.129547471|2|2|-0.162848233|-0.277408878|1|-0.158172459|-0.200986578|0.8535780190000001|0.917127112|-0.048213112|-0.071180382|0.2931724189999999|0.01848869|-37.63057389|7.53108119|0.0828728879999999|43.81199235|-0.025421565|-19.89396594|5.167341939|-1.067705728|-13.47492066|35.26290548|0.463749257|2286.226222|484.8529701000001|-7.104987834|0.345638567|11.123941699999998|0.864799282|4858.670497|182.7270002|0.020887781|-163.21096210000002|862.6098364|439.9973344|11.04263807|0.0|1.0|1.0|0.0|2.8|0.15|20.0|-5.87|3.09|48.53|2.25|0.0|99.65|2.0|-6.24|1.0|1.0|2.95|0.000263|0.0862|6.97e-05|0.0228|2.9|0.0|1.35e-06|0.000441|-0.03284|4.0636|4.0636|-1045.978598|-1045.954278|574.01|963.2|305.11|437.9|0.65485|-1045.794689|5.4342|-0.2005299999999999|0.02431947|59.0|7.2291|7.2291
8d_a32|0.0|1|1|1|3.474433107|0.0|0|0|0.0|5.733341277|-0.089662873|0|0.062782795|-0.044765977|10.31100269|-0.0682721729999999|3|3|0.001558357|0.002805572|0|-0.054095278|-0.11492754|0.875986707|0.7107041559999999|-0.109612139|-0.109968322|0.261692269|0.01593079|-69.11005922|321.2496412|0.2892958439999999|181.8092016|-0.03346862|-43.43251025|6.291941176|-1.539556512|-43.2918338|78.89798692|0.47012654|2556.198518|446.6450457|-13.21859008|0.2914328639999999|15.29958432|0.887243042|5523.492436|183.1522214|0.019788058|-262.14980440000005|1365.489282|557.1050635|12.43588915|1.0|1.0|1.0|2.0|2.84|0.26|19.0|-7.26|6.42|154.03|1.1|1.0|110.38|7.0|-6.47|0.0|1.0|3.57|8.41e-07|0.000334|4.36e-05|0.0173|3.17|0.0|5.51e-08|2.19e-05|-0.0535|3.5588|3.5588|-1880.773727|-1880.733071|671.71|111.16|348.39|540.98|0.7026100000000001|-1880.540067|1.0269|-0.20115|0.04065536|8.0|8.0809|8.0809
8a_a8|0.0|1|0|0|3.150966553|0.0|1|1|1.4114120369999998|5.4161004020000005|-0.1950388569999999|1|0.027531877|0.010118884|10.94671414|-0.0298924089999999|1|1|0.055198015|0.089375589|1|0.089031731|-0.048064085|0.8220300859999999|0.550829475|-0.131795179|-0.118763303|0.22299265|0.034374791|-71.12928513|170.9592896|0.449170525|269.0155755|-0.049054408|-42.60049244|12.33026525|-2.256502762|-47.27503672|99.52191337|0.481294455|2802.374154|329.9007832|-17.59585557|0.23579367|14.52342059|0.927876056|6193.891189|141.2206861|0.025786572|-316.4749864|1768.444416|529.053307|15.44399996|0.0|1.0|0.0|2.0|2.64|0.05|23.0|-6.76|3.13|112.23|1.9|1.0|109.21|4.0|-7.04|0.0|0.0|2.56|3.99e-05|16.0|7.28e-05|0.0292|2.4|0.0|1.74e-07|6.96e-05|-0.06922|4.6017|3.1039|-1367.776863|-1367.744724|620.68|1061.5|269.43|476.69|0.7036899999999999|-1367.539526|5.4201|-0.19937|0.03213899|11.34|4.9454|4.9454
14a_a3|0.0|0|0|0|0.0|0.0|0|0|0.0|4.727387819|-0.1160619169999999|3|-0.143740653|-0.039177314|10.3116301|-0.172643335|1|1|-0.050943323|-0.094863591|3|0.164994144|-0.287221775|0.822587422|0.790894937|-0.091731577|-0.094609848|0.21389849|0.0140376889999999|-46.53709886|256.5548327|0.209105063|102.8554977|-0.036792719|-22.89086827|3.396421044|-1.324537874|-22.1944701|52.02624107|0.481997259|2160.698862|389.0288018|-8.902004327|0.239123122|10.24853699|0.930491715|4716.423352000001|117.6209094|0.0189212089999999|-256.6424807|856.2743893999999|358.3503513|9.307045698|0.0|1.0|1.0|1.0|2.2|0.06|21.0|-6.89|4.28|105.82|1.04|0.0|93.25|2.0|-6.42|0.0|1.0|2.76|3.54e-05|0.0113|0.000103|0.0327|2.58|0.0|1.28e-07|4.08e-05|-0.06736|3.2363|3.2363|-1327.513792|-1327.485188|528.91|822.33|383.1|373.85|0.69708|-1327.354384|3.5358|-0.19946|0.02860456|0.03|7.5229|7.5229
3n_a32|0.0|1|1|1|3.616639267|0.0|1|1|0.0|5.733341277|-0.01504795|1|-0.056907012|-0.1006122119999999|10.3110027|-0.0711168609999999|3|3|-0.086764744|-0.153506065|0|-0.018016496|-0.121627423|0.868826775|0.840041782|-0.074507943|-0.092745182|0.287402381|0.01889769|-53.32184118|121.6040686|0.159958218|91.96452611|-0.027401986|-30.65624207|6.246493173999999|-1.205687365|-24.62805609|53.70155314|0.456693072|2526.071154|482.963897|-9.057526067|0.351066886|11.72372261|0.840580248|5553.014016|201.8383309|0.0210408339999999|-171.25176130000003|1068.190111|522.1674161999999|12.0969734|1.0|1.0|1.0|1.0|3.29|0.32|19.0|-6.96|6.71|120.17|1.58|2.0|106.44|3.0|-5.98|0.0|1.0|4.07|1.11e-06|0.000424|1.23e-05|0.0047|3.74|0.0|1.1e-07|4.19e-05|-0.05535|3.5459|3.5459|-1825.378576|-1825.349557|614.67|1036.75|349.65|464.67|0.7028399999999999|-1825.163542|3.5849|-0.20256|0.02901944|21.0|7.6778|7.6778
17c_a50|0.0|0|1|1|0.0|0.0|2|2|4.349159921|5.82008293|0.024219848|2|0.021572081|-0.144763835|10.94500663|-0.120904775|2|2|-0.233451925|-0.373205592|1|-0.139943634|-0.212611846|0.816442883|0.89719894|-0.051905615|-0.073693343|0.446454378|0.021675174|-50.69922125|133.46240020000002|0.10280106|70.72462009999998|-0.021745577|-34.87982686|10.25908547|-1.32648017|-24.567468100000003|50.6217864|0.49503436|2951.495914|617.2509739|-10.29240792|0.430249571|16.45688922|0.98033276|6438.380804|296.00120400000003|0.0232952879999999|-95.97318605|1601.729346|849.1345426000001|16.02658985|0.0|1.0|1.0|0.0|3.61|0.35|20.0|-6.79|3.59|61.0|1.91|1.0|134.28|6.0|-6.96|1.0|0.0|3.1|0.000158|0.0698|3.75e-05|0.0165|2.86|0.0|1.6100000000000005e-07|7.08e-05|-0.03121|4.2397|4.0432|-1411.187392|-1411.157813|746.5|1289.05|292.44|596.23|0.66213|-1410.838844|6.3989|-0.19818|0.02957871|69.0|7.1612|7.1612
14j_a23|0.0|0|1|1|0.0|0.0|0|0|3.278390512|5.351858133|-0.071396109|2|0.037350515|-0.026319216|10.31321824|-0.055708465|2|2|-0.073945564|-0.17267308|2|0.143567854|-0.091426449|0.864845456|0.8454521620000001|-0.062203032|-0.082226482|0.226990358|0.020485263|-53.34139172|40.38957571|0.154547838|100.2571987|-0.034989992|-34.60325668|8.620784882999999|-1.644529644|-26.17681598|53.64097592|0.497137467|2943.385528|548.455847|-14.72479008|0.226032829|15.57933561|0.988615047|6597.039681|146.63044480000002|0.017787992|-355.4521561|1378.388999|599.5697147999999|11.53930239|0.0|1.0|1.0|1.0|3.41|0.05|26.0|-7.67|3.78|105.02|3.4|2.0|120.24|5.0|-6.31|0.0|0.0|3.77|2.66e-06|0.00114|7.73e-06|0.00332|3.68|0.0|2.14e-08|9.18e-06|-0.07581|3.6671|3.6671|-1729.15999|-1729.1379190000002|670.6|1142.37|338.1|528.18|0.65128|-1728.9293280000002|5.8037|-0.2239699999999999|0.02207124|4.0|8.3883|8.3883
3d_a12|0.0|0|0|0|0.0|0.0|1|1|0.0|0.0|-0.053022041|3|-0.166233441|-0.002185753|10.95472859|-0.058191686|0|0|-0.1394967999999999|-0.237203828|2|-0.097468573|-0.108208213|0.82682708|0.8547246829999999|-0.066850425|-0.0958414059999999|0.2443206489999999|0.011128076|-49.24083018|74.39425719|0.145275317|74.63869204|-0.035063929|-25.2986621|2.9374091630000003|-1.437621096|-17.64609244|40.06333231|0.472404561|2148.979792|439.1353855|-9.255608086|0.22571647|10.96674758|0.89539167|4509.417998|115.96727140000002|0.01611886|-281.8395348|953.9302134|410.9162081|8.281452338|1.0|1.0|1.0|1.0|2.71|0.11|18.0|-7.51|3.37|50.17|2.26|0.0|100.28|3.0|-6.22|1.0|1.0|2.67|0.000302|0.0945|0.000123|0.0385|2.81|0.0|3.08e-08|9.64e-06|-0.06842|4.2114|3.7719|-1006.727999|-1006.704001|548.21|918.3|294.4|411.35|0.6572100000000001|-1006.556654|2.2068|-0.22229|0.02399772|25.0|7.6021|7.6021
13h_a6|0.0|1|0|0|3.464247528|0.0|0|0|0.0|4.727387819|0.004767264|2|0.060987639|-0.01698365|10.95053423|-0.090944829|1|1|-0.12414699|-0.215607882|2|-0.0256002129999999|-0.164411111|0.8391892870000001|0.867910741|-0.074151997|-0.091977068|0.300800177|0.017441348|-64.32173453|77.20799814|0.132089259|92.37313621|-0.032362302|-44.98170701|8.529752344|-1.747564296|-36.26429338|64.05338768|0.461667017|2926.745635|606.9504647000001|-15.82689691|0.263081412|16.928040300000003|0.8575863490000001|6302.785260000001|183.9790404|0.017825256|-331.36552|1658.40973|744.1359788|12.4656221|1.0|1.0|1.0|2.0|3.03|0.12|27.0|-10.57|5.41|103.17|1.13|2.0|128.63|6.0|-6.31|0.0|1.0|3.61|2.77e-06|0.0012|8.8e-06|0.0038|3.7|0.0|2.67e-11|1.15e-08|-0.07435|4.8701|3392.0|-1386.613707|-1386.569017|738.61|1253.92|254.58|591.53|0.69001|-1386.302668|7.2872|-0.2153199999999999|0.04469058|47.0|7.3279|7.3279
11_a27|0.0|1|0|0|2.680511093|0.0|1|2|0.0|5.4161004020000005|-0.003527607|2|-0.080272515|-0.0864111069999999|10.93910312|-0.027287578|0|0|-0.041662169|-0.067428705|2|-0.0357410779999999|-0.043616687|0.8629676709999999|0.7645505|-0.079921166|-0.094820973|0.349764196|0.016171515|-50.15555389|143.3238715|0.2354494999999999|124.5410133|-0.034296948|-26.52978026|4.524597532|-1.611956546|-22.36099135|50.82822357|0.4528656239999999|2339.465471|404.4089873|-9.595877966|0.1911041289999999|9.562117063|0.82770457|5186.240841|101.0845293|0.012694323|-326.780942|1054.084273|504.209846|6.714661907000001|1.0|0.0|0.0|1.0|0.0|0.35|16.0|-6.09|2.72|61.88|3.06|0.0|106.33|2.0|-6.47|1.0|0.0|2.04|0.000207|0.0716|9.45e-05|0.0326|2.73|0.0|8.2e-07|0.000283|-0.05985|3.3426|2.4836|-1122.456105|-1122.433411|571.4|974.29|370.92|415.32|0.59222|-1122.190727|3.1278|-0.16205|0.0226944|5.0|8301.0|8301.0
8f_a12|0.0|0|1|1|0.0|0.0|1|1|0.0|4.59511985|-0.062406088|2|-0.013400998|0.028505422|10.31134658|-0.024023866|1|1|-0.070713228|-0.125424286|1|-0.13747286|-0.042014638|0.80546986|0.869823177|-0.072634742|-0.098932601|0.285353468|0.013287637|-56.220383|83.13642146|0.130176823|73.97552223|-0.03822396|-31.9483307|4.290980116|-1.6818542230000002|-23.45595611|48.82707007|0.460344828|2541.921472|494.2940092|-12.34367323|0.161876566|13.00131176|0.853035146|5481.952981|91.98952021|0.012030968|-384.290491|1140.340995|524.0516742|6.836832748|1.0|1.0|1.0|1.0|3.26|0.1|21.0|-8.42|4.99|78.41|3.1|2.0|115.66|3.0|-5.47|1.0|1.0|3.82|1.99e-06|0.000735|5.72e-06|0.00211|4.34|0.0|3.79e-09|1.4e-06|-0.06179|4.1744|3.6536|-1481.146454|-1481.115891|606.97|1020.81|297.01|441.97|0.65098|-1480.955408|0.9092|-0.2124|0.03056355|646.0|6.1898|6.1898
43_a18|0.0|0|0|0|0.0|0.0|2|2|0.0|4.844187086|-0.01369899|1|-0.05314954|0.031746165|10.94702053|-0.032429984|0|0|-0.140532044|-0.2093696189999999|0|-0.023109314|-0.0579590709999999|0.7458234990000001|0.852344887|-0.070166168|-0.0822489459999999|0.3439906129999999|0.006890688|-63.87648583|0.66443384|0.147655113|114.6724699|-0.0311212229999999|-49.60799696|4.156080507|-2.302970476|-42.32033664|59.84418608|0.481954273|3172.923606|661.9512957999999|-18.77059344|0.125626651|19.33108376|0.930331529|7428.282915000001|97.56464265|0.007193089|-581.4944803999999|2045.512486|1228.492038|5.5863235410000005|0.0|0.0|1.0|2.0|0.0|0.34|18.0|-9.6|4.5|76.5|3.7|3.0|160.76|9.0|-5.78|0.0|0.0|3.48|3.55e-07|0.00018|1.09e-06|0.000554|5.1|0.0|2.52e-10|1.28e-07|-0.04949|3.2233|3.2233|-1611.621186|-1611.598032|843.1|1493.25|384.65|702.4|0.6926800000000001|-1611.126246|3.0482|-0.18145|0.02315412|625.0|6.2041|6.2041
14k_a23|0.0|0|1|1|0.0|0.0|0|0|3.358995671|5.351858133|-0.024758731|2|0.04479394|-0.055500851|10.31321813|-0.055708465|2|2|-0.071484865|-0.13187015|2|0.140087361|-0.091426449|0.864845456|0.922397728|-0.0562483359999999|-0.079899943|0.226547411|0.018829201|-53.17069631|38.76597615|0.077602272|51.64167457|-0.033999976|-35.38329134|8.338417622|-1.597998852|-24.9092952|49.96154892|0.486654314|2955.4566170000003|613.8243395|-15.05671972|0.216437606|15.99703938|0.948005074|6715.186162999999|144.0318708|0.016348271|-377.4022725|1357.152837|633.3278634|10.87921891|0.0|1.0|1.0|1.0|3.56|0.05|26.0|-7.99|4.0|105.02|3.51|2.0|125.29|5.0|-6.03|0.0|0.0|3.99|7.49e-07|0.000334|2.83e-06|0.00126|4.21|0.0|1.02e-08|4.55e-06|-0.07933|3.6421|3.6421|-2089.524497|-2089.501786|691.9|1179.17|340.42|552.65|0.63765|-2089.293765|5.8718|-0.2271699999999999|0.02271117|4.0|8.4123|8.4123
17a_a6|0.0|1|0|0|3.3685510360000004|0.0|1|1|0.0|5.351858133|-0.0265090529999999|1|0.04129257|0.078798543|10.94948984|-0.060774312|1|1|-0.10896749|-0.180339002|1|0.08716369|-0.106323149|0.8299950709999999|0.753082653|-0.096082495|-0.109388399|0.350977745|0.031147305|-71.75703418|157.13173490000003|0.2469173469999999|161.9738174|-0.041567592|-47.07146289|13.40315088|-2.078379577|-41.34573382|83.46070738|0.483320982|2816.084228|494.010135|-17.887155899999996|0.22806502|16.13665395|0.935437602|5996.580489|149.60699319999998|0.019808023|-356.769966|1766.18975|627.4287311|12.99374518|1.0|1.0|1.0|2.0|2.88|0.12|23.0|-9.01|4.98|95.85|1.7|2.0|116.79|5.0|-5.89|0.0|1.0|3.59|1.56e-06|0.000637|6.69e-06|0.00274|4.09|0.0|9.77e-10|4e-07|-0.05753|3.5421|2.9753|-1350.102634|-1350.078838|696.96|1167.16|350.03|574.02|0.7024|-1349.830672|4.1627|-0.18178|0.02379552|24.0|7.6198|7.6198
12c_a36|0.0|1|0|0|3.447900368|0.0|2|2|0.0|5.351858133|-0.04162109|2|0.085843909|-0.0621599059999999|10.95982545|-0.056994595|1|1|-0.103922055|-0.177407665|1|-0.033217921|-0.097861598|0.8741648479999999|0.840733512|-0.073370864|-0.105624703|0.462597812|0.019582215|-67.84435546|60.79111287|0.159266488|102.2992907|-0.038024893|-43.57746274|8.079011794|-1.901244658|-30.27053327|59.70517794|0.473610011|2785.47514|540.0159387|-15.68788659|0.24499026|12.86584957|0.899732176|6256.172329|157.3609748|0.019278991|-327.5932797|1617.460455|629.5017194000001|12.38318928|1.0|0.0|0.0|2.0|0.0|0.14|17.0|-7.18|3.35|69.2|2.51|1.0|128.76|5.0|-6.49|1.0|1.0|2.34|3.64e-05|0.0151|2.55e-05|0.0106|3.31|0.0|6.65e-08|2.77e-05|-0.04992|3.8436|3.8436|-1692.540795|-1692.511019|672.74|1137.55|322.58|509.61|0.68913|-1692.312906|4.9812|-0.2082699999999999|0.02977602|9.0|8.0458|8.0458
17b_a6|0.0|1|0|0|3.375166525|0.0|1|1|0.0|5.351858133|-0.0265090529999999|1|0.139594234|-0.0385646|10.949638|-0.0791229359999999|1|1|-0.10896749|-0.180339002|1|0.002947625|-0.138423611|0.8370824240000001|0.753949098|-0.095450984|-0.109195656|0.318652397|0.03122461|-71.65078895|155.8689396|0.246050902|161.4509401|-0.041494349|-47.0150166|13.44399246|-2.074717455|-41.0971443|83.12058064|0.4548818979999999|2816.0632920000003|494.7179214|-17.86570631|0.229332826|16.46390151|0.834464855|5985.963521|150.48105900000002|0.019915748|-355.2067434|1766.4758989999998|627.4287311|13.06809384|1.0|1.0|1.0|2.0|2.89|0.12|23.0|-9.01|4.98|95.85|1.7|2.0|116.79|5.0|-5.89|0.0|1.0|3.6|1.56e-06|0.000637|6.69e-06|0.00274|4.09|0.0|9.77e-10|4e-07|-0.05736|3.5444|2.9964|-1350.102764|-1350.078181|690.98|1168.62|349.8|575.2|0.7016100000000001|-1349.830814|5.3385|-0.18281|0.02458322|153.0|6.8153|6.8153
19a_a38|0.0|1|0|0|3.3685352889999995|0.0|2|2|0.0|5.351858133|-0.082283951|2|0.054257043|-0.122385526|10.96083376|-0.077535135|1|1|-0.101303149|-0.217394466|1|0.031696119|-0.133130383|0.8741648479999999|0.747152898|-0.08593151|-0.108300308|0.298938581|0.022142322|-64.73159672|137.2318698|0.252847102|151.1278869|-0.038988111|-38.69037594|7.910363161|-1.949405536|-30.69910427|64.59623135|0.465829126|2774.129458|446.57675660000007|-13.92853534|0.255203463|12.96056449|0.872060139|6115.030149|152.5362948|0.020873781|-292.6320538|1564.412135|595.8790650000001|12.47635608|1.0|1.0|1.0|3.0|2.56|0.14|17.0|-6.86|3.13|81.23|2.4|1.0|125.69|5.0|-6.77|0.0|1.0|2.68|7.209999999999999e-05|29.0|6.77e-05|0.0272|2.78|0.0|1.4e-07|5.610000000000001e-05|-0.05271|3.9212|3.6504|-1332.186327|-1332.1529369999998|628.65|1092.25|316.19|466.55|0.68835|-1331.94466|4.7986|-0.20379|0.03338983|0.01|8.0106|8.0106
A7701_a51|0.0|1|0|0|2.9690728930000003|0.0|0|0|0.0|4.59511985|-0.0162614089999999|2|0.070581466|0.058290286|10.93031118|-0.0299823629999999|1|1|0.036217274|0.061434294|2|0.00552665|-0.0533751959999999|0.8092075540000001|0.865114773|-0.071384149|-0.078131694|0.514530959|0.007404204|-36.09660744|146.2104641|0.134885227|62.31656919|-0.030384547|-16.67652408|1.580362387|-1.09384371|-15.23632002|36.39998243|0.420350923|1959.582581|399.6804233|-6.485314917999999|0.200953608|8.863149921|0.7251817340000001|4153.310077|92.83996262|0.012504214|-276.3170672|632.4445105000001|332.8814548|5.776909381|1.0|0.0|1.0|1.0|2.05|0.06|21.0|-7.58|4.46|54.46|1.98|0.0|87.52|2.0|-5.82|1.0|1.0|3.12|0.000111|0.0319|6.790000000000001e-05|0.0195|3.14|0.0|2.62e-08|7.5e-06|||||||||||||||25.0|7.6021|7.6021
14d_a23|0.0|0|1|1|0.0|0.0|0|0|3.405551724|5.351858133|-0.026530366|2|0.03253552|-0.019307114|10.313217800000002|-0.054430189|2|2|-0.074441567|-0.136106024|2|0.006563565|-0.088996384|0.829764975|0.921694462|-0.053736319|-0.078282292|0.213597535|0.018596017|-51.58357156|39.26987634|0.078305538|51.59888942|-0.032878563|-33.99063559|8.074501042|-1.6439281280000002|-23.33262837|47.66288948|0.454495683|2878.955374|607.3441532|-14.27606695|0.209653392|14.358677900000002|0.833166062|6459.554383|138.1496441|0.015037275|-382.6437544|1370.607518|666.0036144999999|9.908707432|0.0|1.0|1.0|1.0|3.62|0.09|26.0|-7.78|3.88|105.02|3.24|2.0|125.25|5.0|-6.1|0.0|0.0|3.8|1.43e-06|0.000608|5.61e-06|0.0023899999999999|3.94|0.0|1.65e-08|7.03e-06|-0.0725799999999999|3688.0|8.1555|-1669.24571|-1669.224874|696.21|1186.17|336.18|554.84|8.1555|-1668.983743|5.6156|-0.22152|0.02083626|4.0|8.4001|8.4001
16g_a32|0.0|1|1|1|3.363965155|0.0|0|0|0.0|5.733341277|-0.0429252429999999|0|-0.049658216|-0.029193403|10.31100263|0.004735761|3|3|-0.117577419|-0.202656848|0|-0.026098259|0.008494733|0.8821580379999999|0.8206422409999999|-0.078387439|-0.105500574|0.542303725|0.023959586|-77.75914881|90.88837862|0.1793577589999999|132.1955522|-0.033839807|-57.31234426|13.01585399|-1.79350976|-42.58335004|75.43482709|0.3972359179999999|2833.521937|604.8539801|-18.38320476|0.313667656|15.58880229|0.65902387|6372.261243999999|231.1885989|0.02276861|-274.67233460000006|1926.042887|701.9321161|16.78159325|1.0|1.0|1.0|2.0|3.42|0.33|19.0|-8.16|6.81|149.27|1.57|3.0|121.56|10.0|-5.69|0.0|1.0|4.37|3.08e-08|1.36e-05|4.83e-06|0.00213|4.65|0.0|6.890000000000001e-09|3.04e-06|-0.05|3.6161|3.6161|-2034.621991|-2034.593036|752.29|1245.25|342.86|639.49|0.70222|-2034.342619|3.7346|-0.19968|0.02895494|11.0|7.9586|7.9586
8m_a46|0.0|0|0|0|0.0|0.2148468989999999|1|1|2.126524943|5.533389489|-0.085284636|1|-0.134230003|-0.120972269|10.94650201|-0.064176245|1|1|0.010184776|0.015631887|1|-0.084989948|-0.090247845|0.8142050040000001|0.876210355|-0.0911455|-0.085204935|0.280198209|0.007059399|-45.17474201|166.8508795|0.123789645|65.63194084|-0.032188531|-23.9511632|1.984401749|-1.448483903|-25.62105988|52.0671834|0.425802465|2045.330306|464.5573228999999|-9.04821721|0.114510313|9.899611044|0.7415609409999999|4439.758321|60.71213839999999|0.006689855|-408.7649869|867.2835213999999|463.1469765|3.546889545|0.0|0.0|1.0|1.0|2.92|0.3|17.0|-6.46|4.16|50.94|2.62|1.0|96.16|2.0|-5.61|1.0|1.0|3.53|3.3e-05|0.0105|2.78e-05|0.0088799999999999|3.72|0.0|3.5e-07|0.000112|-0.01818|5.3062|4.2881|-1014.126693|-1014.091966|570.72|970.82|233.66|489.57|0.6997800000000001|-1013.91158|2.0174|-0.19715|0.03472717|229.0|6.6402|6.6402
7g_a8|0.0|1|0|0|3.095238804|0.0|1|1|1.336155045|5.4161004020000005|-0.067360394|0|-0.030968098|-0.027838247|10.9431888|-0.027717137|1|1|0.021974492|0.046246982|0|0.098510683|-0.044866536|0.79995525|0.699376143|-0.107714754|-0.1122315669999999|0.306360885|0.031841955|-67.26263865|144.290464|0.300623857|180.1699331|-0.045912914|-40.31185423|11.43714084|-2.020168201|-38.68948451|83.63914665|0.470618047|2802.2242920000003|419.1502102|-16.4912131|0.193261535|14.3346384|0.8889952590000001|6293.364606|115.825531|0.018613449|-367.6690814|1500.768277|509.2753308|11.15541466|1.0|1.0|0.0|1.0|3.32|0.04|23.0|-7.91|4.94|80.04|3.4|2.0|108.0|3.0|-5.63|0.0|1.0|4.14|1.67e-06|0.000667|3.59e-06|0.00143|4.38|0.0|1.23e-08|4.92e-06|-0.06621|3.7874|3.7874|-1374.493069|-1374.4533210000002|620.67|1053.9|327.36|507.78|0.62073|-1374.291597|10.1546|-0.22129|0.03974865|21.03|4.6772|4.6772
12aq_a36|0.0|1|0|0|3.427017327|0.0|2|2|0.0|5.351858133|-0.135770278|2|0.076517478|-0.1031859869999999|10.95447882|-0.028591187|1|1|-0.052743904|-0.090926893|1|-0.0606936879999999|-0.047695595|0.89459881|0.681470612|-0.1093001919999999|-0.122078233|0.162384515|0.021389734|-81.56528598|86.6958382|0.318529388|212.8220574|-0.042953452|-54.49698711|9.548598682|-2.319486422|-48.79273723|87.31909781|0.426481765|2932.54604|455.31741460000006|-19.17486584|0.238023252|14.98931431|0.743623723|6296.75201|159.03272990000002|0.020701483|-350.0740123|2033.842158|689.2886595|13.83147784|0.0|0.0|0.0|3.0|0.0|0.13|17.0|-6.14|1.92|112.29|1.28|1.0|131.85|6.0|-7.79|0.0|0.0|1.15|0.000304|129.0|0.000359|152.0|1.55|0.0|7.19e-07|0.000305|-0.06059|3.9049|3.3759|-1401.669694|-1401.637414|703.04|1190.22|317.51|534.96|0.7058300000000001|-1401.391057|6.7649|-0.19967|0.03228003|55.0|7.2596|7.2596
12u_a36|0.0|1|0|0|3.508898495|0.0|2|2|0.0|5.351858133|-0.0407717229999999|2|0.033763276|-0.063855309|10.95266014|-0.010669561|1|1|-0.099596099|-0.163978382|1|0.080270195|-0.018047007|0.855176759|0.842227829|-0.07260571|-0.0969881059999999|0.3765068079999999|0.017639065|-67.50289394|86.1184622|0.157772171|109.8080843|-0.03452119|-46.98143813|8.544435884|-2.036750221|-35.17050511|62.80959338|0.486156325|2831.106839|586.1833819|-16.72220679|0.22061252|14.90088936|0.946117173|6127.402572|153.5444314|0.015171583|-388.9026034|1818.813889|799.5563855|10.55929252|1.0|1.0|1.0|2.0|0.0|0.24|17.0|-7.38|3.85|69.2|2.66|2.0|138.33|6.0|-6.19|1.0|1.0|2.66|1.13e-05|0.0047799999999999|1.39e-05|0.00589|3.8|0.0|4.2e-08|1.7800000000000002e-05|-53.0|3.8847|3675.0|-1350.8981130000002|-1350.865506|739.12|1254.5|319.16|590.18|0.70272|-1350.575382|5.8702|-0.20409|0.03260752|16.0|7.7959|7.7959
