molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|n6aHRing|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|pIC50|pIC50
12ab_a30|0.0|0|0|0.0|0.0|0|2|0.604983638|0.0|-0.008528077|5.351858133|-0.030346359|0.043854875|0.0|-0.520212725|0.003529389|0.038312857|10.31162784|0.01563558|1|1|0.005111479|-0.12254489|1|0.026596859|0.855880335|0.794193541|0|0.7997534890000001|0.4605456229999999|-58.23149599999999|-71.0035788|22.23130678|119.79740259999998|0.200246511|140.93076580000002|-0.031859359|0.603952976|-1.815983471|-40.9825333|-22.42218278|3118.431712|562.8556061|-1278.064418|2618.234172|0.3960470239999999|8.44310703|0.856003642|6918.884105|-899.4843201|37.1257096|2116.165447|792.3440337000001|21.48976996|0.0|1.0|1.0|1.0|4.87|17.0|3.94|2.2|2.0|140.26|0.0|1.0|7.0|-5.61|6.0|0.0|-5.0|0.00113|0.00456|3.81|0.0|0.0|1.47e-07|6.720000000000001e-05|-49.0|3.4919|-1804.824495|-1804.79081|753.75|1275.19|355.06|0.1957|258.2|613.7|0.46561|0.68324|-1804.523449|6.9089|-0.19672|7.7825|7.7825
11b_a50|0.0|1|1|0.0|0.0|2|1|1.3979498330000002|4.071188272|-0.002908227|5.82008293|-0.014702942|0.038040936|2.114272566|-0.13377846|0.011959339|-0.218953127|10.94500697|-0.133073229|2|2|0.012037198|-0.162848233|1|-0.20645662|0.862408925|0.667956827|1|0.931316325|0.229754094|-23.23499995|-36.43643854|10.1501574|7.949039772000001|0.068683675|35.832562100000004|-0.02494328|0.642051995|-1.047617742|-12.12179711|-13.01301376|2286.724895|485.8716402|-546.5465781|1650.235214|0.357948005|5.697537591000001|0.751545111|4884.730303|-285.1356465|20.26785036|851.2497152000001|439.9973344|11.28530137|0.0|1.0|1.0|0.0|3.44|20.0|3.09|2.25|0.0|99.65|0.0|2.0|2.0|-3.58|3.0|1.0|-4.16|0.0862|0.0228|2.9|0.0|0.0|1.35e-06|0.000441|-0.02817|3.9863|-1045.98235|-1045.961211|560.06|955.4|311.03|195.0|266.8|431.63|0.53885|0.64477|-1045.798634|2.7805|-0.19501|5.7696|5.7696
17a_a10|0.0|0|0|0.0|0.0|1|2|1.3438501040000002|2.118111229|-0.004333189|5.4161004020000005|0.021150127|0.036545455|1.863045777|-0.2946568739999999|0.009206558|-0.093735748|10.92970797|0.031632653|1|1|0.01029375|-0.225935253|2|0.054069767|0.8044827790000001|0.673253555|1|0.8538249840000001|0.463842217|-39.18491085|-58.46202420000001|14.20303963|51.96456548|0.146175016|103.34686|-0.023625536|0.564726042|-1.488408763|-27.70403316|-16.70343549|3154.628148|603.6608262999999|-1052.3164359999998|1855.293376|0.4352739579999999|8.621193279|0.967815851|7078.918870999999|-743.9958084|29.57794442|1863.410498|911.2106544|18.02431251|1.0|1.0|1.0|0.0|3.8|21.0|3.31|1.29|1.0|142.16|0.0|1.0|6.0|-3.68|6.0|1.0|-4.32|0.0986|0.0222|2.43|0.0|0.0|4.74e-08|2.22e-05|-0.04641|3.9887|-1524.557372|-1524.52012|767.6|1326.24|310.84|0.2142|224.26|603.73|0.32889|0.67671|-1524.187115|4.1012|-0.21203|7.3098|7.3098
6_a1|0.0|0|0|0.0|0.0|1|1|1.3488280769999998|2.325221088|-0.005477033|5.4161004020000005|0.021203156|0.039635417|0.0|-0.230035376|0.005054086|-0.00983397|10.95180041|-0.0538497079999999|1|1|0.006851583|-0.230322048|1|-0.095907969|0.8524898329999999|0.741035199|0|0.8782596159999999|0.212044989|-27.63847818|-37.41011914|10.15161645|64.63457366|0.121740384|58.82435931|-0.0238222729999999|0.576759436|-0.929068634|-13.35477777|-11.51080589|1956.144556|424.3707604|-448.9214297|1383.161829|0.423240564|5.555887839|0.7295841470000001|4061.042516|-216.916644|19.95772445|778.3512535|359.9965854|12.20110458|1.0|0.0|1.0|0.0|2.94|17.0|3.61|1.75|0.0|86.31|0.0|1.0|3.0|-3.12|3.0|1.0|-3.68|221.0|0.0613|2.63|0.0|0.0|9.51e-07|0.000277|-0.02214|4.0635|-935.5024827|-935.4750982|527.41|875.29|305.12|0.3399|305.12|405.23|0.69818|0.69818|-935.330989|5.8386|-0.1899799999999999|5.2924|5.2924
1h_a5|0.0|0|0|2.9516097130000003|0.0|0|0|1.427564094|0.0|-0.001978474|4.59511985|-0.009075016|0.026339869|0.0|-0.085074391|0.008031558|-0.1197834419999999|10.94466758|-0.044117647|1|1|0.007357977|0.034752304|2|-0.082079343|0.8436458929999999|0.6977404359999999|0|0.8806402259999999|0.39793593|-35.25675213|-36.2462047|4.588992214|160.0744187|0.119359774|62.25239147|-0.027798699|0.7450549759999999|-1.111947978|-18.38824808|-14.49848188|2107.271793|459.3001331|-579.9392753|819.6979313999999|0.2549450239999999|6.711386288|0.958891501|4334.547353|-302.4687931|19.45961351|778.3845404|409.0289917|8.268552715|1.0|0.0|1.0|1.0|2.8|23.0|4.99|2.13|0.0|95.45|0.0|1.0|3.0|-4.25|3.0|1.0|-4.45|0.0174|0.0111|3.43|0.0|0.0|3.87e-09|1.21e-06|-0.04124|4.3651|-990.6346565|-990.6032645|556.57|934.7|284.03|0.3333|266.52|430.83|0.4112699999999999|0.57155|-990.472129|2.2396|-0.21921|7.5528|7.5528
4c_a49|0.0|0|0|0.0|0.0|1|1|1.343847672|2.102052126|-0.0057600559999999|5.4161004020000005|-0.044371138|0.03583878|1.78683516|-0.339843311|0.001379959|-0.102999091|10.92777281|0.006194124|1|1|0.00202792|-0.001005604|2|0.010868461|0.826523164|0.752601535|1|0.76159824|0.407675441|-56.5385923|-55.59622798|7.782541015|82.02101639|0.23840176|153.60017230000005|-0.029809452|0.724053828|-1.639519861|-36.42732137|-19.20596967|2719.702873|490.6910965|-1056.328332|1683.872161|0.275946172|8.474369008|0.898629005|6046.668361|-680.5831211|26.5256103|1458.908567|707.2397315000001|11.182784300000002|1.0|1.0|1.0|2.0|3.49|21.0|3.55|1.47|1.0|120.43|0.0|1.0|7.0|-3.5|5.0|0.0|-3.58|0.13|109.0|1.81|0.0|0.0|1.07e-08|4.4e-06|-0.0623299999999999|3.8067|-1332.647233|-1332.607539|705.55|1199.04|325.7|0.2411|216.0|533.87|0.4164199999999999|0.67789|-1332.336755|3.4931|-0.22158|6.5935|6.5935
4R4k_a46|0.0|0|0|0.0|0.173180233|1|1|1.134637098|2.145043462|-0.0049602|5.587248657999999|-0.088084767|0.0510113959999999|0.0|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|-0.1032662209999999|1|1|0.006050983|0.008544799|1|-0.141706595|0.787615341|0.784722915|0|0.890625164|0.237621572|-47.73036108|-45.72566346|4.194771739|173.3171354|0.109374836|58.20005971|-0.030434186|0.866681099|-1.4608409080000002|-25.39807111|-16.19450581|2105.035168|473.9155694|-777.3362788|1767.850427|0.133318901|5.522208638|0.871222588|4711.736397|-413.632783|18.68565706|896.9115391|519.5743695|3.857266463|1.0|0.0|1.0|1.0|3.8|17.0|4.26|2.84|1.0|100.96|0.0|1.0|2.0|-4.82|3.0|1.0|-4.83|5.0|0.0049299999999999|4.05|0.0|0.0|2.48e-07|8.28e-05|-0.02045|4.1392|-1053.439174|-1053.413412|565.94|994.13|299.53|0.2896|234.09|490.83|0.54119|0.68404|-1053.202129|1.8559|-0.19529|7.0132|7.0132
12b_a36 (EW-7197)|0.0|0|0|3.3685352889999995|0.0|0|2|1.2970445309999998|0.0|-0.008137593|5.351858133|-0.082283951|0.040899471|0.0|-0.439429998|-0.002526241|-0.098032695|10.96052467|-0.056994595|1|1|-0.000673716|-0.101303149|1|-0.097861598|0.8741648479999999|0.698414933|0|0.7635183720000001|0.458627252|-50.90136206|-67.98756422|13.41367899|81.63796416|0.236481628|147.9542111|-0.039120289|0.746747352|-1.956014468|-31.84632538|-24.47552312|2772.832013|477.6935927|-1223.776156|2338.370858|0.253252648|6.764872303|0.851455231|6096.459089|-765.6528642999999|32.77617664|1638.808832|595.8790650000001|12.96977113|||||||||||||||||||||||||-0.04975|3.7725|-1332.180029|-1332.147999|659.48|1104.61|328.66|0.4491|322.25|486.64|0.6824899999999999|0.69991|-1331.9479310000002|5432.0|-0.20546|8.1549|8.1549
14aa_a23|0.0|1|1|0.0|0.0|2|0|1.19796312|3.4143268310000003|-0.005050361|5.351858133|-0.026892547|0.046678487|0.758549568|-0.287870566|0.013012022|-0.029037128|10.313217300000002|-0.044957534|2|2|0.012103325|-0.074579388|2|-0.070471939|0.8072028240000001|0.693959193|1|0.924108042|0.204831806|-35.51947393|-51.83122853|12.26959478|40.49537336|0.075891958|51.68445972|-0.03159178|0.796659447|-1.6743643259999998|-24.18971469|-21.51484958|2941.302235|629.3423691|-1140.287028|2263.821505|0.203340553|8.000512184|0.972590939|6651.23042|-776.5660584|27.00633206|1431.335599|733.3886349999999|9.388663605|0.0|1.0|1.0|1.0|3.63|26.0|4.4|3.45|2.0|130.22|0.0|1.0|5.0|-6.23|4.0|0.0|-5.55|0.000259|0.00123|4.31|0.0|0.0|6.9799999999999995e-09|3.07e-06|-0.0708299999999999|3.5934|-1708.5626|-1708.5422620000002|715.57|1231.11|345.03|0.4157|345.03|588.45|0.6805899999999999|0.6805899999999999|-1708.276011|5.8286|-0.21573|8451.0|8451.0
12bc_a36|0.0|0|0|3.43846811|0.0|0|2|1.284647662|0.0|-0.007661816|5.351858133|-0.042515909|0.04625323|0.0|-0.413738077|-0.001012333|-0.079009683|10.95883416|-0.027636036|1|1|-0.00097037|-0.101451485|1|-0.045186455|0.892249657|0.771220556|0|0.834305498|0.326764696|-51.87437401|-71.97763346|12.2593899|83.35308244|0.165694502|111.3483497|-0.038558877|0.77146807|-1.927943855|-34.8600941|-25.91194805|2927.476132|560.6615736|-1295.597402|2623.395239|0.22853193|8.273766079|0.878447423|6587.689277|-870.6543108999999|33.5878425|1679.392125|661.6709012|11.99358509|0.0|1.0|0.0|2.0|4.73|17.0|3.99|2.99|2.0|133.77|0.0|1.0|5.0|-5.08|4.0|1.0|-5.18|0.00372|0.00295|3.93|0.0|0.0|1.74e-08|7.83e-06|-0.05828|3.8696|-2152.134749|-2152.100551|705.12|1188.37|320.4|0.7456|237.57|563.76|0.35775|0.69094|-2151.9100780000003|6.5854|-0.21499|8.0969|8.0969
12e_a36|0.0|0|0|3.490984269|0.0|0|2|1.29704412|0.0|-0.007100632|5.351858133|-0.043085717|0.040899471|0.0|-0.404736007|0.002951176|-0.0586405829999999|10.95346131|-0.084051264|1|1|0.003962098|-0.104118159|1|-0.144846626|0.847602953|0.856274847|0|0.838086387|0.4347714629999999|-44.83739063|-64.2330904|12.12502373|65.27404529|0.161913613|102.9838531|-0.036203518|0.7610764190000001|-1.918786459|-28.51846223|-23.02695694|2709.877204|533.058116|-1220.428718|2309.239105|0.238923581|6.767371321000001|0.875194483|5929.071389|-776.2438847|30.25577504|1603.556077|662.0530478999999|11.26845175|0.0|0.0|0.0|2.0|4.85|17.0|3.24|2.24|1.0|128.72|0.0|1.0|5.0|-4.16|4.0|1.0|-4.3|0.0274|0.02|3.04|0.0|0.0|1.08e-07|4.270000000000001e-05|-0.04962|3.6699|-1272.2668210000002|-1272.23645|673.57|1142.19|337.84|0.4537|323.18|507.03|0.6814600000000001|0.70007|-1271.999945|6.5974|-0.20151|7.8539|7.8539
13p_a6|0.0|0|0|3.449535594|0.0|0|0|1.424099253|0.0|-0.010395243|4.727387819|-0.1144898999999999|0.042959184|1.633493259|-0.634109842|-0.008008339|-0.014153926|10.95053423|-0.072853186|1|1|-0.005708558|-0.068532678|2|-0.125636943|0.837659336|0.8244206940000001|1|0.7265205579999999|0.196002517|-70.52421289|-76.17631587|12.27472016|80.30786544|0.273479442|194.0233618|-0.03767435|0.76005742|-2.14743793|-50.03427239|-26.72853188|3016.078786|515.4389679999999|-1523.526317|3833.042283|0.23994258|8.760340755|0.703081362|6590.216479|-1080.8845310000002|35.16646396|2004.488446|794.5462391|12.99897644|1.0|1.0|1.0|3.0|3.64|27.0|4.58|1.01|1.0|132.01|0.0|0.0|7.0|-5.09|5.0|0.0|-4.55|0.00365|0.0125|2.86|0.0|0.0|8.73e-11|3.92e-08|-0.0746|2.9837|-1463.08132|-1463.0432449999998|752.82|1283.98|415.53|0.4132|258.45|573.39|0.47508|0.7056600000000001|-1462.740542|9.0546|-0.1971099999999999|7.0362|7.0362
8_a47|0.0|0|0|0.0|0.0|0|0|1.24688044|0.0|-0.007835945|5.476463552|-0.099564745|0.0363475179999999|1.335354131|-0.391797226|-0.008756|-0.153669322|10.93671024|-0.14203855|0|0|-0.007648516|-0.00158075|2|-0.223459904|0.842571655|0.659210804|1|0.8497568740000001|0.517797505|-44.09728708|-53.11155658|5.043798869|90.32612351|0.150243126|87.2263982|-0.035797309|0.819702033|-1.646676195|-25.60148752|-20.78278301|2621.772106|493.3419136|-956.0080185|2217.264922|0.180297967|6.492934319|0.707366287|6219.278078|-555.0279614|25.35407034|1166.287236|559.4973856|7.509972037000001|1.0|0.0|1.0|2.0|3.02|22.0|5.67|3.9|2.0|113.97|0.0|1.0|4.0|-6.59|4.0|0.0|-6.19|0.000104|0.000263|5.61|0.0|0.0|5.62e-10|2.28e-07|-0.05495|3.6696|-1686.068471|-1686.0356350000002|621.06|1071.62|337.87|0.2249|337.87|433.38|0.6877800000000001|0.6877800000000001|-1685.8518170000002|3585.0|-0.2085199999999999|7.3|7.3
AKLKII_a46|0.0|0|0|2.917217813|0.0|0|0|1.4316666480000002|0.0|-0.003417504|4.59511985|-0.030657|0.0386379929999999|1.744747103|-0.129865138|0.006821053|0.156485495|10.96959256|0.036226415|1|1|0.006731579|-0.037291767|3|0.064690027|0.8264237520000001|0.687139108|1|0.837641394|0.271156366|-34.061229|-42.37969553|4.924591245|160.85204040000002|0.162358606|76.99187522|-0.033194303|0.7721395329999999|-1.161800612|-16.15213359|-15.74102977|2000.353437|397.2168972|-550.9360419|792.7439217|0.2278604669999999|5.83938898|0.92307023|4110.764451|-261.2587041|20.38625028|713.5187596|314.0966684|7.390123534|1.0|0.0|1.0|1.0|2.81|21.0|3.9|1.18|0.0|85.32|0.0|1.0|2.0|-3.24|4.0|1.0|-3.58|166.0|0.0764|2.19|0.0|0.0|6.18e-08|1.7800000000000002e-05||||||||||||||||6.7423|6.7423
14ac_a23|0.0|1|1|0.0|-9.994971573|2|0|1.1979507740000002|2.7104403130000003|-0.011656739|5.351858133|-0.4422550999999999|0.048351548|0.544211741|-0.66443411|-0.0066006519999999|0.0518788009999999|10.3132169|0.043387326|2|2|-0.004445662|-0.069765112|2|0.054652466|0.834426845|0.537271445|1|0.931143634|0.300389872|-66.72452104|-73.32014595|12.70997824|57.45545019|0.068856366|51.99287907|-0.043970249|0.8077820920000001|-2.330423202|-50.3831402|-33.20157553|3695.344378|703.0989434999999|-1759.6835030000002|3417.45156|0.192217908|8.122941134|0.95751094|9203.543798|-1328.722623|41.10214358|2178.41361|718.3324686000001|14.43896921|0.0|1.0|1.0|1.0|3.69|26.0|5.52|4.6|2.0|130.29|0.0|1.0|7.0|-7.31|10.0|0.0|-6.65|2.69e-05|0.000123|5.35|0.0|2.0|9.25e-10|5.06e-07|-0.08813|3.6325|-2304.001319|-2303.9786940000004|751.54|1285.58|341.32|0.3209|309.85|627.76|0.6408|0.69962|-2303.749331|6.3004|-0.23868|8.3851|8.3851
47l_a18|0.0|0|0|0.0|0.0|0|1|1.251176792|0.0|-0.006400878|4.844187086|-0.0603838109999999|0.035308642|0.0|-0.428858819|-0.00046896|-0.010426981|10.94702063|-0.056270425|0|0|0.000787517|-0.103458566|0|-0.0973326269999999|0.781148177|0.733228144|0|0.803473313|0.2820044969999999|-57.15119372|-59.6654726|6.543729374|11.54768766|0.196526687|139.7861865|-0.031456589|0.796109347|-2.0132216990000003|-40.65070014|-22.37455223|2852.093627|571.4972966|-1431.971342|1427.032023|0.203890653|9.423637134|0.959883341|6572.90106|-1018.537564|28.10487315|1798.711882|931.8364349|9.168513486|1.0|0.0|1.0|3.0|4.17|18.0|3.69|2.94|3.0|139.63|0.0|1.0|9.0|-5.26|3.0|0.0|-4.84|0.00247|0.0066099999999999|3.78|0.0|0.0|4.26e-10|1.93e-07|-0.0520399999999999|3.2026|-1455.5758039999998|-1455.5497369999998|764.74|1334.6|387.13|0.5019|387.13|667.5|0.69291|0.69291|-1455.165122|2.4594|-0.18344|7.4949|7.4949
12ae_a36|-3.3501500230000003|0|0|3.412870974|0.0|0|2|0.299253957|0.0|-0.009867085|5.351858133|-0.351827031|0.041555556|0.0|-0.611759277|-0.006862238|-0.083959343|10.31810353|0.006615826|1|1|-0.001160331|-0.15024383|1|0.010209009|0.8837136859999999|0.750657639|0|0.7162413209999999|0.439268891|-63.96145017|-78.71102033|17.78605328|96.60079598|0.2837586789999999|211.4077529|-0.036430555|0.6849975640000001|-2.11297219|-47.65297933|-27.14173115|3486.122819|533.6188092|-1574.220407|2634.745208|0.315002436|8.676756505|0.870019385|7331.209763|-1172.836017|39.62310606|2298.140152|805.2286932|19.05051961|0.0|0.0|0.0|3.0|5.03|17.0|1.28|0.84|1.0|142.02|0.0|1.0|7.0|-3.85|6.0|0.0|-3.72|0.0668|0.0897|1.64|0.0|0.0|1.36e-07|6.45e-05|-0.0548899999999999|3.8664|-1876.203168|-1876.152311|754.15|1281.69|320.67|0.4832|236.84|615.71|0.40141|0.68591|-1875.897072|6.7458|-0.21149|7.8239|7.8239
12ab_a36|0.0|0|0|3.458948649|0.0|0|2|1.297042596|0.0|-0.007034881|5.351858133|0.000258844|0.039951691|0.0|-0.408023082|0.000939229|-0.032623802|10.9540584|-0.029080933|1|1|0.002112069|-0.096853381|1|-0.051707317|0.888163057|0.8196353679999999|0|0.8410557559999999|0.452078227|-54.63243106|-65.54680623|16.62527454|116.6804416|0.158944244|109.6369437|-0.033434841|0.679025324|-1.805481415|-37.68448987|-23.06276515|2902.39241|580.1454645|-1245.389318|2390.849902|0.320974676|7.821826146|0.941700118|6314.697413|-859.0476432|33.96451406|1834.083759|708.5476357999999|16.81984117|0.0|0.0|0.0|2.0|4.86|17.0|3.14|1.59|1.0|133.27|0.0|1.0|6.0|-3.92|5.0|0.0|-3.91|0.0503|0.0515|2.33|0.0|0.0|8.95e-08|3.76e-05|-0.0523799999999999|3.8845|-1364.509957|-1364.468283|712.73|1201.64|319.17|0.4451|319.17|564.58|0.69294|0.69294|-1364.236757|3.6976|-0.2093699999999999|7.9586|7.9586
22_a20|0.0|0|0|0.0|0.0|1|0|1.4170330269999998|1.915285809|-0.00147607|4.727387819|0.023539095|0.0388043479999999|2.041494094|-0.079707783|0.009265667|-0.066832578|10.93106272|-0.038668966|1|1|0.008780074|-0.036258691|2|-0.067650395|0.809440795|0.607038752|1|0.946515026|0.425968568|-39.00017609|-44.14650378|8.001165067999999|9.022387025|0.053484974|34.8271111|-0.027118811|0.77063827|-1.3559405430000002|-25.39523478|-17.65860151|2738.108259|616.3298149|-882.9300756000001|2396.806062|0.22936173|7.408914181|0.913422548|5924.626340999999|-574.9260339|22.91425458|1145.712729|664.4562602999999|8.759421782|1.0|1.0|1.0|0.0|3.36|27.0|5.33|2.61|2.0|121.62|0.0|1.0|4.0|-5.6|4.0|0.0|-5.53|0.000997|0.0012|4.47|0.0|0.0|2.04e-10|8.199999999999999e-08|-0.0568|3.9732|-1275.84854|-1275.816275|694.15|1181.95|312.05|0.2636|223.03|563.43|0.38233|0.66063|-1275.598059|4.8308|-0.21856|6.6364|6.6364
8m_a46|0.0|0|0|0.0|0.2148468989999999|1|1|1.160371261|2.126524943|-0.00517896|5.533389489|-0.085284636|0.047345679|0.0|-0.248590088|0.0063680119999999|-0.120972269|10.94650201|-0.064176245|1|1|0.005865049|0.010184776|1|-0.090247845|0.8142050040000001|0.77612204|0|0.876210355|0.280198209|-48.32436573|-45.17474201|3.742817678|166.8508795|0.123789645|65.63194084|-0.032188531|0.8854896870000001|-1.448483903|-25.62105988|-17.06601365|2045.330306|464.5573228999999|-767.9706141|1913.813025|0.114510313|5.684332261000001|0.7415609409999999|4439.758321|-407.1697745|19.27296714|867.2835213999999|463.1469765|3.546889545|1.0|0.0|1.0|1.0|3.24|17.0|4.16|2.62|1.0|96.16|0.0|1.0|2.0|-4.48|3.0|1.0|-4.56|0.0105|0.0088799999999999|3.72|0.0|0.0|3.5e-07|0.000112|-0.01818|4.2881|-1014.126693|-1014.091966|570.72|970.82|289.14|0.3905|233.66|489.57|0.43001|0.6997800000000001|-1013.91158|2.0174|-0.19715|6.6402|6.6402
4r_a46|0.0|0|0|0.0|-0.03033057|1|1|1.13129629|2.051582577|-0.002826188|5.587248657999999|-0.074041799|0.044728682|0.0|-0.141309389|0.006236535|-0.1129698999999999|10.96363493|-0.048758575|1|1|0.0061041|-0.055572881|2|-0.070397185|0.8549242340000001|0.76719475|0|0.8478197820000001|0.261414008|-42.06465252|-43.14814202|6.071841742999999|176.18445569999997|0.152180218|80.72661483|-0.0259595379999999|0.7146312779999999|-1.220098292|-22.31391864|-13.77068362|2137.47734|449.7405899|-647.2221302999999|1451.6122289999998|0.285368722|5.81085807|0.839885604|4775.760774|-343.3301143|19.26963463|905.6728276|496.0386301|8.076584289|1.0|0.0|1.0|1.0|3.82|17.0|3.56|1.52|0.0|97.9|0.0|1.0|3.0|-3.09|4.0|1.0|-3.55|271.0|0.0933|2.12|0.0|0.0|5.64e-07|0.000188|-0.03073|4.5209|-1069.447946|-1069.419677|571.75|986.04|274.25|0.1404|274.25|467.85|0.69085|0.69085|-1069.231407|2.6630000000000003|-0.2207199999999999|5.8499|5.8499
47o_a18|0.0|0|0|0.0|0.0|0|1|1.251177005|0.0|-0.006476544|4.844187086|-0.055408687|0.037484277|0.0|-0.4339284229999999|-0.00046896|0.011121222|10.94702017|-0.038296569|0|0|0.000787517|-0.103458566|0|-0.066242713|0.781148177|0.733228144|0|0.806872998|0.261785105|-56.13142962|-64.2280736|6.313168526|77.37089184|0.193127002|140.2610102|-0.034545459|0.872753077|-2.210909375|-40.76618466|-25.08909125|2857.120021|586.0020642999999|-1605.70184|1393.529823|0.127246923|9.808930716|0.972958142|6462.6049570000005|-1166.161955|28.74706708|1839.812293|931.8364349|6.002832126|1.0|0.0|1.0|3.0|4.17|18.0|3.69|2.94|3.0|139.63|0.0|1.0|9.0|-5.66|3.0|0.0|-5.08|0.000996|0.00381|4.16|0.0|0.0|4.26e-10|1.93e-07|-0.0502|3.22|-1455.574672|-1455.547304|783.22|1352.29|385.04|0.5065|385.04|706.49|0.69248|0.69248|-1455.162559|2.2316|-0.18223|7.3279|7.3279
1b_a5|0.0|0|0|2.881451247|0.0|0|0|1.4258024619999998|0.0|-0.00279809|4.59511985|-0.061874543|0.0248765429999999|0.0|-0.111923619|0.003886035|0.001241264|10.94890233|-0.028797464|1|1|0.003708988|0.019611905|2|-0.054153474|0.827319059|0.558485747|0|0.808828623|0.341795323|-39.38248661|-38.87394276|5.438378717999999|168.30518769999998|0.191171377|96.23685048|-0.031306145|0.7324812509999999|-1.158327367|-19.82538668|-15.75970652|2171.716467|407.1693177|-583.1091414|919.9167129|0.267518749|6.11909445|0.90275317|4577.125071|-293.5407385|21.51550842|796.0738116|357.34245360000006|9.680212283|1.0|0.0|1.0|1.0|2.75|23.0|4.88|2.29|0.0|90.44|0.0|1.0|3.0|-3.97|4.0|1.0|-4.3|0.0336|0.0157|3.16|0.0|0.0|4.99e-09|1.58e-06|-0.04135|4.6481|-1050.538976|-1050.506509|536.59|892.61|266.74|0.3101|258.89|388.58|0.5153800000000001|0.43728|-1050.413506|2891.0|-0.23055|7.2291|7.2291
7l_a46|0.0|0|0|0.0|0.256706467|1|1|1.160371354|2.1525548|-0.00090473|5.533389489|0.017668261|0.04006734|0.0|-0.038903382|0.013150047|-0.074511843|10.9642261|0.050638298|1|1|0.0125870169999999|-0.087877164|2|0.076724694|0.825629852|0.6539666829999999|0|0.907148114|0.253138137|-27.30136533|-30.34397256|5.5935102720000005|8.13531199|0.092851886|44.79605077|-0.022013621|0.67467081|-0.880544835|-13.17144326|-10.620390400000002|1920.310099|437.65027010000006|-424.8156159|1246.417766|0.32532919|5.273701985|0.863142947|4046.614178|-204.9507309|15.74158869|629.6635476|375.721552|7.878766604|1.0|0.0|1.0|0.0|3.04|17.0|3.59|1.89|0.0|86.96|0.0|1.0|2.0|-3.18|3.0|1.0|-3.72|0.1939999999999999|0.0548|2.61|0.0|0.0|5.19e-07|0.000151|-0.03324|4.5464|-915.6081232|-915.5830363|517.29|879.87|272.71|0.2024|272.71|414.82|0.68834|0.68834|-915.446686|3.3119|-0.2231699999999999|5.7122|5.7122
12i _a30|0.0|0|0|0.0|0.0|0|2|0.604984133|0.0|-0.00691453|5.351858133|-0.030422458|0.043848238|0.0|-0.366470081|0.00372838|0.0109710489999999|10.31162888|-0.072247675|1|1|0.003603419|-0.051371057|1|-0.1240820219999999|0.888213143|0.7463962120000001|0|0.8434291340000001|0.356921662|-50.00086637|-63.00408424|10.32233418|84.78576301|0.156570866|102.235113|-0.037414255|0.806299097|-1.833298476|-32.64875738|-24.43015511|2860.704198|550.7287204|-1197.077601|2280.31966|0.193700903|8.097008872|0.92270764|6362.153853|-781.648379|30.29912252|1484.657003|652.8825454|9.585980094|0.0|1.0|0.0|1.0|4.62|17.0|4.47|3.31|2.0|132.29|0.0|1.0|5.0|-5.93|4.0|0.0|-5.44|0.0005139999999999|0.00156|4.49|0.0|0.0|6.03e-08|2.61e-05|-0.05465|3.5242|-2035.373964|-2035.339603|691.59|1167.27|351.81|0.2384|246.2|542.74|0.43157|0.68497|-2035.141693|2.5397|-0.2041|7.8013|7.8013
