molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|n6aHRing|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|pIC50|pIC50
12ak_a36|0.0|0|0|3.501132553|0.0|0|2|1.270373882|0.0|-0.006465433|5.351858133|-0.0407717229999999|0.041728395|0.0|-0.407322296|0.0042553209999999|-0.116440196|10.95268014|-0.015708652|1|1|0.005035022|-0.099596099|1|-0.0265703679999999|0.860939187|0.860667615|0|0.848705143|0.537460657|-49.87483724|-66.15829243|14.3700664|113.186508|0.151294857|109.0807368|-0.032660864|0.737439195|-1.926990997|-35.95881638|-23.5478668|2830.816014|611.9003905000001|-1389.324141|2735.7986920000003|0.262560805|7.98672125|0.735576751|6240.396899|-1001.676485|31.93194362|1883.984673|799.5563855|13.01738243|0.0|1.0|1.0|2.0|5.05|17.0|3.85|2.66|2.0|138.33|0.0|1.0|6.0|-4.95|4.0|1.0|-4.86|0.0047799999999999|0.00589|3.8|0.0|0.0|4.2e-08|1.7800000000000002e-05|-0.04929|3.6895|-1350.900117|-1350.865407|730.3|1247.89|336.05|0.4514|320.09|584.05|0.69463|0.7034699999999999|-1350.57563|6.3682|-0.20204|7.3372|7.3372
12b_a32|0.0|1|1|3.477905329|0.0|0|0|0.609420757|0.0|-0.009432679|5.733341277|-0.055500132|0.0388738739999999|2.153718992|-0.462201267|-0.003484915|-0.031446256|10.31100269|-0.053480599|3|3|-0.001662219|-0.0852122769999999|0|-0.090027803|0.8887585240000001|0.7507116140000001|1|0.782593|0.2996018789999999|-50.88975159|-60.93328667|10.17310723|90.57560878|0.217407|135.83463989999998|-0.027561517|0.60420609|-1.267829764|-31.79562339|-17.22027667|2573.006963|488.9595947|-792.1327267000001|3148.185476|0.39579391|7.076348793999999|0.756331814|5653.268811|-494.9199607|28.50066715|1311.0306890000002|557.1050635|15.72418067|1.0|1.0|1.0|2.0|3.47|19.0|6.49|1.1|1.0|110.47|1.0|1.0|7.0|-5.9|4.0|0.0|-4.43|0.000505|0.0148|3.28|0.0|0.0|2.23e-08|8.86e-06|-0.05173|3.5703|-1880.770588|-1880.732075|663.89|1109.93|347.27|0.2865|347.27|541.49|0.70258|0.70258|-1880.537231|3208.0|-0.19976|7585.0|7585.0
12be_a36|0.0|0|0|3.466734143|0.0|0|2|1.297042758|0.0|-0.009368126|5.351858133|-0.0419484829999999|0.043854875|0.0|-0.580823835|0.000482522|-0.08981965|10.95957887|0.00430921|1|1|0.002872872|-0.176729938|1|0.00734728|0.858971809|0.8350231859999999|0|0.798015877|0.330453338|-54.15309606|-75.59805505|23.42501577|63.31681179|0.201984123|140.1361326|-0.031937334|0.5660743979999999|-1.852365352|-37.57129686|-22.15805062|3039.9167260000004|553.6616295|-1285.166936|2552.721046|0.433925602|8.773114043|0.839796323|6592.168374|-891.645944|39.14335412|2270.314539|766.4854363|24.02799032|0.0|0.0|1.0|2.0|4.96|17.0|2.83|1.42|1.0|136.74|0.0|1.0|7.0|-4.11|6.0|0.0|-4.15|0.0342|0.0315|2.62|1.0|0.0|1.6100000000000005e-07|7.11e-05|-0.0518799999999999|3.3487|-1462.0007349999998|-1461.968283|739.48|1256.67|370.25|0.7034|237.59|594.44|0.40844|0.70465|-1461.68274|7.7861|-0.18969|7.3565|7.3565
14ab_a23|0.0|1|1|0.0|0.0|2|0|1.197962873|3.4171257980000003|-0.0050415|5.351858133|-0.028841865|0.04314059|0.7586471459999999|-0.287365522|0.013012022|0.010803172|10.313217300000002|-0.03821899|2|2|0.012103325|-0.074579388|2|-0.05990912|0.8072028240000001|0.693959193|1|0.92422233|0.20155691|-35.59605095|-52.21744789|12.31039874|40.23721489|0.07577767|51.89838547|-0.031648261|0.797837067|-1.677357849|-24.37891748|-21.67516705|2941.47118|632.9786397|-1148.783854|2332.352369|0.202162933|7.83369055|0.885272615|6654.62616|-786.7756682999999|27.16741043|1439.872753|733.3886349999999|9.389964491|0.0|1.0|1.0|1.0|3.63|26.0|4.4|3.45|2.0|130.22|0.0|1.0|5.0|-6.23|4.0|0.0|-5.55|0.000259|0.00123|4.31|0.0|0.0|6.9799999999999995e-09|3.07e-06|-0.07146|3.6587|-1708.563399|-1708.543268|719.66|1238.27|338.88|0.3893|338.88|595.23|0.66532|0.66532|-1708.277193|5.9624|-0.21924|8.4012|8.4012
13d_a6|0.0|0|0|3.447870607|0.0|0|1|1.424214188|0.0|-0.010665225|5.351858133|-0.0122495089999999|0.041728395|0.0|-0.607917822|-0.003346018|-0.042531782|10.95129636|-0.10528143|1|1|-0.000899678|-0.106686991|1|-0.187174391|0.841971795|0.7995080809999999|0|0.78862121|0.19992155|-63.04181168|-75.40072983|20.96853949|156.67194009999997|0.21137879|143.9350986|-0.039696112|0.769432845|-2.103893962|-42.92734103|-27.03045032|2882.382522|536.999346|-1432.613867|3075.022992|0.230567155|9.086171078|0.703203572|6185.117192000001|-975.5161277|35.13035671|1861.908905|692.8471883999999|12.62632467|1.0|1.0|1.0|2.0|3.64|23.0|5.38|1.5|2.0|121.6|0.0|1.0|6.0|-5.95|5.0|0.0|-5.27|0.000471|0.00229|4.23|0.0|0.0|3.96e-10|1.68e-07|-0.05252|3.6298|-1389.403308|-1389.374844|723.61|1219.11|341.57|0.7905|255.64|598.06|0.58381|0.7007399999999999|-1389.125098|11.0994|-0.20146|6.4437|6.4437
7b_a10|0.0|0|0|0.0|0.0|0|2|1.186434511|0.0|-0.001621737|5.4161004020000005|0.037541178|0.037804233|2.079721225|-0.07459988|0.011041815|-0.01808249|10.93274506|0.039221939|0|0|0.010068964|-0.051052176|2|0.065705128|0.8200487120000001|0.586354126|1|0.92441666|0.5113525529999999|-30.71062112|-37.45675757|5.061217187|13.37827368|0.07558334|39.29815915|-0.027444463|0.781045839|-1.152667458|-15.96741933|-14.26924098|2290.380138|480.6333417|-599.3081212000001|2150.375871|0.218954161|4.854451707|0.8069307729999999|5212.568172|-311.5991709|18.26940272|767.3149142000001|459.0250226|6.46179973|0.0|1.0|0.0|0.0|3.9|16.0|4.34|3.04|1.0|105.44|0.0|1.0|2.0|-5.28|3.0|1.0|-5.28|0.00183|0.00182|4.68|0.0|0.0|1.0200000000000001e-07|3.54e-05|-0.05377|3.6426|-1450.09312|-1450.06366|562.31|951.55|340.37|0.1488|205.85|400.65|0.4195399999999999|0.66228|-1450.075119|4.2068|-0.21225|4.7033|4.7033
12b_a30|0.0|0|0|0.0|0.0|0|2|0.604984682|0.0|-0.007353271|5.351858133|-0.06631353|0.042804233|0.0|-0.3897233479999999|0.001139238|-0.037209579|10.31162898|-0.072247675|1|1|0.002064369|-0.0541804029999999|1|-0.1240820219999999|0.880943609|0.64876559|0|0.764737577|0.383979687|-53.05077947|-62.96700664|11.01246349|86.84905288|0.235262423|149.39744040000002|-0.038448551|0.798520682|-1.883979001|-33.68855323|-24.41577808|2849.095245|485.6272203|-1196.373126|2347.979099|0.201479318|7.393647884|0.878381889|6275.380072|-759.7264385|30.57626261|1498.236868|618.6004214|10.06212472|0.0|1.0|0.0|1.0|4.63|17.0|4.25|3.2|2.0|127.24|0.0|1.0|5.0|-5.39|5.0|0.0|-5.01|0.00171|0.00405|3.97|0.0|0.0|1.26e-07|5.260000000000001e-05|-0.05351|3.5207|-1675.0107779999998|-1674.977262|673.18|1130.68|352.16|0.2079|245.19|516.78|0.3159099999999999|0.68496|-1674.7778119999998|3.7327|-0.20289|8.1543|8.1543
47s_a18|0.0|0|0|0.0|0.0|0|1|1.251176205|0.0|-0.0054038509999999|4.844187086|-0.045792331|0.035632184|0.0|-0.394481152|0.002573931|0.0134295589999999|10.94702059|-0.031515152|0|0|0.003686393|-0.168728915|0|-0.0540701129999999|0.745196689|0.716761234|0|0.84543779|0.306379663|-53.18668656|-61.36410696|6.394119331000001|10.92659868|0.15456221|117.0051929|-0.030108416|0.820470855|-2.107589125|-40.26287221|-22.79238258|2992.734821|640.0051571|-1595.466781|1529.863965|0.179529145|9.811856136|0.901192009|6968.705069|-1207.784866|27.77963709|1944.574596|1093.725912|7.934268528|1.0|0.0|1.0|2.0|4.41|18.0|4.06|3.33|3.0|149.34|0.0|1.0|10.0|-5.95|3.0|1.0|-5.45|0.000539|0.0017|4.62|0.0|0.0|3.8199999999999997e-10|1.84e-07|-0.0491399999999999|3218.0|-1534.196027|-1534.174077|809.4|1435.42|385.29|0.5203|385.29|736.36|0.6926800000000001|0.6926800000000001|-1533.737579|2.3134|-0.18109|6.2104|6.2104
17a_a25|0.0|0|0|0.0|0.0|1|0|1.373200859|1.826085128|-0.004137083|4.727387819|-0.036457743|0.043274232|2.008884939|-0.248224991|0.0063846319999999|-0.0688716509999999|10.93106298|0.006360768|1|1|0.006423059|-0.047099434|2|0.0114970419999999|0.8005589320000001|0.659740852|1|0.874586929|0.348821736|-44.46905084|-56.61512986|9.033070252|93.75234138|0.125413071|89.44809639|-0.0297670279999999|0.755980502|-1.666953566|-31.71656603|-21.2306737|2907.309477|623.7797651000001|-1188.917727|2432.071525|0.244019498|8.996672966|0.882500365|6250.571217000001|-847.969248|28.08362601|1572.683056|781.7487682|10.96472369|1.0|1.0|1.0|1.0|3.48|27.0|4.83|2.67|2.0|131.06|0.0|1.0|7.0|-5.12|4.0|0.0|-5.13|0.00325|0.00323|3.9|0.0|0.0|1.05e-10|4.54e-08|-0.05255|3.9347|-1391.625102|-1391.588873|747.06|1271.9|315.11|0.4076|235.34|598.67|0.35172|0.6722|-1391.321455|3.4677|-0.21559|7.6021|7.6021
12e_a30|0.0|0|0|0.0|0.0|0|2|0.604984231|0.0|-0.0077937519999999|5.351858133|-0.029595542|0.041767677|0.0|-0.444243861|0.0043261129999999|0.005418617|10.31162844|-0.055954785|1|1|0.0053380919999999|-0.089279071|1|-0.097868612|0.876441789|0.7933543279999999|0|0.816703705|0.407218612|-52.50202674|-65.04681137|16.08914569|106.2790684|0.183296295|121.5880081|-0.035153347|0.7071208529999999|-1.863127413|-34.82676424|-23.31866823|2920.484542|541.7533217|-1235.889416|2392.685958|0.292879147|8.069355055|0.8767337279999999|6421.289402|-819.8165288|32.97692061|1747.776792|704.0353382000001|15.05551106|0.0|1.0|1.0|1.0|4.72|17.0|3.89|2.51|2.0|133.77|0.0|1.0|6.0|-5.44|5.0|0.0|-4.93|0.00154|0.0050799999999999|3.84|0.0|0.0|1.84e-07|7.87e-05|-0.05044|3.4747|-1690.3021629999998|-1690.2687170000002|709.98|1201.05|356.82|0.2055|245.94|562.76|0.3304|0.68605|-1690.030824|5551.0|-0.19804|7.9431|7.9431
4p_a46|0.0|0|0|0.0|0.122217892|1|1|1.134636977|2.102855253|-0.004413243|5.587248657999999|-0.038295755|0.046533816|0.0|-0.233901882|0.005152176|-0.205494852|10.93681929|-0.120823841|1|1|0.004453195|0.066453878|0|-0.1623103719999999|0.7911509609999999|0.751334374|0|0.905966489|0.3352802039999999|-56.55658053|-47.22779946|4.195717966|175.10295019999998|0.094033511|53.32991189|-0.029978645|0.87420565|-1.498932241|-32.07534663|-17.00200781|2257.769185|513.8073925|-850.1003902999998|2219.4587530000003|0.12579435|5.828038618|0.734640605|5167.091582|-482.1236438|19.44852199|972.4260993|585.8536976|3.822678404|0.0|1.0|0.0|1.0|3.89|17.0|4.85|3.2|2.0|107.89|0.0|1.0|2.0|-5.8|3.0|1.0|-5.4|0.000567|0.00144|4.77|0.0|0.0|8.95e-08|3.2e-05|-0.0393|3.9958|-1129.65844|-1129.618646|598.19|1058.54|310.28|0.2363|226.26|537.47|0.43709|0.70138|-1129.3914619999998|3.6961|-0.20749|6.4672|6.4672
11g_a5|0.0|0|0|2.9590700880000003|0.0|1|0|1.388236041|1.984996534|-0.004593347|5.209486153|0.009272269|0.020943152|0.0|-0.252634073|0.00599982|-0.137618073|10.94877951|-0.007175378|2|2|0.006964153|-0.137739838|2|-0.01453517|0.8737292720000001|0.73551511|0|0.837943738|0.396049407|-44.19305139|-50.16001519|15.25675|68.77977167|0.1620562619999999|106.4990972|-0.025442296|0.543581314|-1.297557078|-29.04250676|-16.72000506|2823.738452|550.6745046|-852.7202582999998|935.4227938|0.456418686|9.342496899|0.944734523|5817.569415|-560.3852433999999|30.75897687|1568.70782|648.1198739|21.05845771|1.0|1.0|1.0|1.0|3.17|28.0|4.17|1.06|1.0|118.35|0.0|1.0|7.0|-4.12|5.0|0.0|-4.31|0.0312|0.0199|2.75|0.0|0.0|9.229999999999999e-10|3.770000000000001e-07|-0.04322|4.2083|-1330.189793|-1330.144218|693.48|1180.25|294.62|0.4609|274.87|542.13|0.56924|0.63081|-1329.927772|3.2282|-0.2146199999999999|7.5229|7.5229
17a_a22|0.0|0|0|0.0|0.0|1|0|1.2689202|1.866510299|-0.005149751|4.727387819|-0.092107225|0.043274232|1.67348685|-0.314134834|0.00220634|-0.094996254|10.94643739|-0.005724389|1|1|0.0027615779999999|-0.076790454|2|-0.010355535|0.805071997|0.7994946709999999|1|0.8594770140000001|0.345497724|-49.30541729|-60.0620365|9.597299109|286.3611391|0.140522986|96.01444244|-0.030843667|0.710958975|-1.758088991|-33.68866751|-21.07439877|2910.035347|587.2505892999999|-1201.24073|1934.881271|0.289041025|8.549622191000001|0.945313306|6343.687177000001|-820.7657853999999|29.64221498|1689.6062539999998|784.2697099|13.19906822|1.0|0.0|1.0|1.0|4.02|27.0|3.93|2.01|2.0|128.29|0.0|1.0|7.0|-4.75|5.0|1.0|-4.96|0.0078099999999999|0.00473|3.62|0.0|0.0|7.41e-10|3.23e-07|-0.15124|1.3971|-1408.300966|-1408.279257|731.19|1253.39|887.46|185.0|255.63|577.52|0.46268|0.71303|-1407.8711|3.0156|-0.21338|7.0862|7.0862
16a_a32|0.0|1|1|3.357452523|0.0|0|0|0.6094207620000001|0.0|-0.014399612|5.733341277|-0.0848387459999999|0.03995614|2.095743605|-0.6911813920000001|-0.008098765|-0.062610718|10.31100271|-0.058518519|3|3|-0.005552127|-0.107321286|0|-0.098258706|0.909908319|0.81143469|1|0.756542831|0.283324612|-56.2527503|-74.35152328|12.86051026|92.00611646|0.2434571689999999|151.5123947|-0.037168908|0.6968200370000001|-1.6726008419999998|-35.00816569|-23.13158502|2615.514164|470.82456669999993|-1040.921326|2992.60858|0.303179963|7.183246604|0.8211379000000001|5746.082161|-647.803815|33.19592405|1493.816582|532.685565|14.6095244|0.0|1.0|1.0|3.0|3.53|19.0|5.32|0.88|1.0|108.86|1.0|1.0|7.0|-5.49|4.0|0.0|-4.04|0.00128|0.0364|2.65|0.0|0.0|5.04e-08|2.01e-05|-0.0567299999999999|3.6314|-1896.81177|-1896.770883|664.67|1096.48|341.42|0.2859|341.42|535.63|0.70245|0.70245|-1896.589348|1.3736|-0.20718|7.9586|7.9586
12b_a50|0.0|1|1|0.0|0.0|2|1|1.397986833|4.058595679|-0.002929899|5.82008293|-0.0016330379999999|0.034845679|2.112397566|-0.125985651|0.01164808|-0.101728189|10.94501743|-0.115659308|2|2|0.011790103|-0.168032508|1|-0.189976035|0.8718949979999999|0.660148928|1|0.925916085|0.24516882|-22.92589265|-33.25880166|10.80329197|8.07905572|0.074083915|37.24447201|-0.0237482779999999|0.5731907470000001|-0.926182858|-11.52561607|-11.93905701|2224.116359|465.4891075000001|-465.6232233|1446.231761|0.4268092529999999|5.7232816060000005|0.756824707|4672.843578|-234.0844297|20.82911679|812.3355548|388.171611|13.86849326|1.0|0.0|1.0|0.0|3.31|20.0|2.59|2.02|0.0|94.69|0.0|2.0|2.0|-3.16|3.0|1.0|-3.84|215.0|45.0|2.5|0.0|0.0|3.22e-06|0.00101|-0.02974|3.9305|-1006.664619|-1006.641541|539.15|909.8|315.44|0.2425|263.3|401.64|0.6016199999999999|0.6581|-1006.501585|4.0567|-0.19425|5.3242|5.3242
27_a47|0.0|1|1|0.0|0.0|1|1|1.216250059|2.041063341|-0.003631596|4.727387819|0.006768957|0.0304347829999999|1.807806182|-0.207000956|0.001861676|0.0427469459999999|10.95005714|0.013336016|1|1|0.002350172|-0.077485193|2|0.023325573|0.8517043879999999|0.634406338|1|0.846469886|0.337815064|-40.35526807|-50.87821306|10.56549582|20.73428323|0.153530114|98.27436776|-0.028494622|0.700732763|-1.510214943|-25.8313393|-18.2393594|2804.020752|541.8239522999999|-966.6860481|2181.236691|0.299267237|7.083168776|0.906398657|6433.288104|-618.7741154|26.02898047|1379.535965|682.9868225|12.14264461|1.0|0.0|1.0|2.0|3.37|21.0|4.18|3.11|2.0|125.17|0.0|1.0|5.0|-4.81|5.0|0.0|-5.05|0.00674|0.0038799999999999|3.7|0.0|0.0|1.5e-09|6.55e-07|-0.05814|3.8125|-1778.1049670000002|-1778.078632|673.27|1165.54|325.21|0.4007|251.19|517.82|0.40976|0.69381|-1777.830739|4.0365|-0.21594|5.6|5.6
8d_a32|0.0|1|1|3.474433107|0.0|0|0|0.609420756|0.0|-0.010604502|5.733341277|-0.089662873|0.0388738739999999|2.146260246|-0.519620595|-0.006974711|-0.044765977|10.31100269|-0.0682721729999999|3|3|-0.005162219|0.001558357|0|-0.11492754|0.875986707|0.789198712|1|0.7107041559999999|0.261692269|-68.88621406|-69.11005922|10.01177286|321.2496412|0.2892958439999999|181.8092016|-0.03346862|0.708567136|-1.539556512|-43.2918338|-21.03349629|2556.198518|446.6450457|-967.5408291|2371.595484|0.2914328639999999|8.106843676|0.887243042|5523.492436|-608.0551435|29.684549600000004|1365.489282|557.1050635|12.43588915|0.0|1.0|1.0|2.0|3.5|19.0|6.42|1.1|1.0|110.38|1.0|1.0|7.0|-6.08|4.0|0.0|-4.36|0.000334|0.0173|3.17|0.0|0.0|5.51e-08|2.19e-05|-0.0535|3.5588|-1880.773727|-1880.733071|671.71|111.16|348.39|0.3018|348.39|540.98|0.7026100000000001|0.7026100000000001|-1880.540067|1.0269|-0.20115|8.0809|8.0809
36_a18|0.0|0|0|0.0|0.0|0|2|1.25117638|0.0|-0.006407141|4.844187086|-0.020339784|0.036625514|0.0|-0.442092758|-0.000451777|-0.0077246719999999|10.94702093|0.003321395|0|0|0.000825855|-0.079721028|0|0.0059061|0.780206307|0.721836103|0|0.804293867|0.3847791889999999|-55.38202488|-56.82615305|6.722004572|110.8288932|0.195706133|139.3536816|-0.031922305|0.812056067|-2.074949798|-39.43509046|-22.73046122|2979.013751|572.70209|-1477.479979|1547.485543|0.187943933|9.560644525|0.905426346|6799.65027|-1052.048147|27.99124609|1819.430996|975.4099618|8.767974776|1.0|0.0|1.0|3.0|4.19|18.0|3.73|3.13|2.0|146.24|0.0|1.0|7.0|-5.68|3.0|0.0|-5.28|0.000975|0.00242|4.18|0.0|0.0|6.87e-10|3.210000000000001e-07|-0.04991|3.1908|-1493.686737|-1493.661092|769.73|1350.57|388.57|0.4674|388.57|636.33|0.69372|0.69372|-1493.266344|1.9944|-0.18124|7.4949|7.4949
4e_a49|0.0|0|0|0.0|0.0|1|1|1.343847746|2.085628989|-0.006602016|5.4161004020000005|-0.074495823|0.036555556|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|10.92777282|0.018857363|1|1|0.000660956|-0.037142108|2|0.032396301|0.856023531|0.731643066|1|0.757062331|0.433385455|-57.79309816|-53.89448633|10.51443916|313.22432680000003|0.242937669|149.0098632|-0.029288891|0.650328475|-1.493733437|-35.44835874|-17.96482878|2675.626006|464.3567821|-916.2062675|1647.641653|0.349671525|7.934910277|0.892633982|5950.361470000001|-561.9703647000001|27.6242383|1408.836153|620.5697596|14.48911428|1.0|1.0|1.0|2.0|3.35|21.0|3.4|1.25|1.0|114.08|0.0|1.0|6.0|-3.28|5.0|0.0|-3.52|211.0|122.0|1.71|0.0|0.0|4.35e-08|1.74e-05|-0.06461|3.7876|-1313.199448|-1313.158118|660.22|1128.64|327.34|0.2273|216.37|504.63|0.4078199999999999|0.68043|-1312.924353|3.9718|-0.2231199999999999|7.4685|7.4685
20_a47|0.0|1|1|0.0|0.0|1|0|1.408721455|1.1934608|-0.011237762|4.727387819|-0.161476442|0.039520202|1.010373001|-0.505699304|-0.009220816|-0.052370531|10.95058273|0.071506228|1|1|-0.006342241|-0.108236785|2|0.113432542|0.8575369009999999|0.59534794|1|0.6888286020000001|0.213977589|-45.68149289|-50.14789824|12.85623208|43.63174229999999|0.311171398|169.6050003|-0.032859105|0.595234209|-1.38008239|-24.89884887|-17.90996366|2630.63609|375.4483088|-752.2184736|1219.306754|0.404765791|7.022502229|0.86659377|5896.060936|-409.9991682|30.08893541|1263.735287|428.5826478|18.94506718|1.0|1.0|1.0|2.0|3.19|21.0|2.56|2.75|1.0|99.68|0.0|1.0|5.0|-4.06|6.0|0.0|-4.08|0.0332|0.0316|2.63|0.0|0.0|4.89e-08|1.86e-05|-0.06357|3.9808|-1335.742176|-1335.708279|557.84|964.94|311.45|0.2807|311.45|426.08|0.68219|0.68219|-1335.566785|3.1747|-0.22734|8.6|8.6
12s_a30|0.0|0|0|0.0|0.0|0|2|0.604984545|0.0|-0.007621736|5.351858133|-0.095120438|0.04625323|0.0|-0.403952011|-0.002544958|-0.035768573|10.31162892|-0.04950715|1|1|-0.001131023|-0.0546637159999999|1|-0.080971844|0.889479916|0.591758164|0|0.706713791|0.404041243|-58.75255278|-67.11451776|12.51292194|89.91581294|0.2932862089999999|189.9114627|-0.040189672|0.790481833|-1.969293912|-38.04400919|-26.02399668|2977.11642|457.6180044|-1275.175837|2368.4646620000003|0.209518167|8.066744794|0.877516163|6639.7334200000005|-825.7139305|32.92168852|1613.162737|616.2856203|11.26623|0.0|1.0|0.0|1.0|4.63|17.0|4.67|3.58|2.0|127.19|0.0|1.0|5.0|-5.49|6.0|0.0|-5.17|0.00141|0.00291|4.07|0.0|0.0|6.900000000000002e-08|3e-05|-0.0551|3.5348|-1774.236634|-1774.202623|677.35|1140.1|350.75|0.2148|245.81|526.07|0.43338|0.68458|-1774.01033|3.0335|-0.20495|8129.0|8129.0
14q_a23|0.0|1|1|0.0|0.0|2|0|1.19796338|3.292130907|-0.0101981219999999|5.351858133|-0.130330047|0.044138322|0.720966302|-0.5608967029999999|0.002243702|-0.058543701|10.31321757|-0.056324491|2|2|0.002496501|-0.017918675|2|-0.089657283|0.871119857|0.7333675390000001|1|0.773194598|0.227948491|-61.51997721|-66.16349731|14.81701129|350.836102|0.226805402|155.7136729|-0.039682061|0.777340899|-2.023785094|-42.23665548|-27.24379301|3097.399651|530.8381985000001|-1389.433443|2213.1193780000003|0.222659101|8.732265278|0.893957277|6982.066379000001|-953.9181308|35.04742005|1787.418422|693.3423458|13.26616596|0.0|1.0|0.0|2.0|3.52|26.0|2.57|2.28|1.0|128.38|1.0|1.0|6.0|-5.21|5.0|0.0|-4.39|0.00278|0.0183|2.46|0.0|0.0|1.11e-07|5.03e-05|-0.08159|3.6431|-1798.645459|-1798.6108739999995|714.22|1222.17|340.33|0.4943|340.33|554.59|0.5949|0.5949|-1798.3704079999998|8375.0|-0.23013|7.8069|7.8069
4k_a46|0.0|0|0|0.0|0.173180233|1|1|1.134637098|2.145043462|-0.0049602|5.587248657999999|-0.088084767|0.0510113959999999|0.0|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|-0.1032662209999999|1|1|0.006050983|0.008544799|1|-0.141706595|0.787615341|0.784722915|0|0.8789113709999999|0.260665072|-49.65634024|-46.76051618|3.801175594|171.92614719999997|0.121088629|65.39662252|-0.0306644389999999|0.8732380740000001|-1.471893066|-26.8180173|-16.56101615|2104.876032|474.67574630000007|-794.928775|1912.936687|0.126761926|5.726809252000001|0.7163519709999999|4685.0322320000005|-429.3190666|18.96506421|910.3230822|519.5743695|3.722397006000001|1.0|0.0|1.0|1.0|3.8|17.0|4.26|2.84|1.0|100.96|0.0|1.0|2.0|-4.82|3.0|1.0|-4.83|5.0|0.0049299999999999|4.05|0.0|0.0|2.48e-07|8.28e-05|-0.01712|4.4485|-1053.433249|-1053.396715|582.84|1001.96|278.71|0.2259|228.63|500.36|0.39943|0.68553|-1053.196897|4.0015|-0.20254|7.0969|7.0969
13n_a6|0.0|0|0|3.425442623|0.0|0|0|1.4290206230000002|0.0|-0.010884884|4.727387819|-0.135152403|0.04393617|1.628408574|-0.631323273|-0.0093684169999999|-0.06507689|10.95053349|-0.033224059|1|1|-0.00687003|-0.068956229|2|-0.056293641|0.832753533|0.82642394|1|0.70890216|0.307384948|-68.88015714|-75.07706271|12.18768927|90.97854097|0.29109784|199.7822434|-0.038490115|0.748967057|-2.078466222|-47.27287681|-26.41600355|2952.259627|486.5239262|-1426.464192|2535.307313|0.251032943|8.872063579|0.889160748|6386.381394|-978.9911754|35.2699138|1904.575345|724.3873672999999|13.66031867|1.0|1.0|1.0|3.0|3.55|27.0|4.19|0.81|1.0|127.2|0.0|1.0|6.0|-4.64|5.0|0.0|-4.28|0.00987|0.0228|2.43|0.0|0.0|2.1499999999999998e-10|9.35e-08|-0.07131|3.3510000000000004|-1423.765005|-1423.714738|727.69|1232.6|369.99|0.9117|257.31|548.09|0.55028|0.64027|-1423.451366|7.1946|-0.20994|7.1249|7.1249
1_a6 (SB-431542)|0.0|0|0|3.3674017380000003|0.0|0|1|1.430935835|0.0|-0.015636898|5.351858133|-0.175408303|0.035620155|0.0|-0.766207981|-0.011639964|-0.029658865|10.94959842|-0.0492229479999999|1|1|-0.008385698|-0.020716495|1|-0.083341531|0.805877431|0.795744863|0|0.5940412860000001|0.210050443|-74.98172333|-72.69619778|19.58668728|160.410387|0.405958714|240.8019609|-0.0462988229999999|0.7531996609999999|-2.083447046|-44.47680367|-27.46300805|2678.823231|352.3666367|-1235.8353619999998|1890.228713|0.2468003389999999|7.523839331|0.895537592|5748.417262|-733.0587287000001|36.46179023|1640.78056|513.4628663999999|14.4623285|1.0|1.0|1.0|2.0|3.25|23.0|4.04|1.54|1.0|106.85|0.0|1.0|4.0|-4.52|5.0|0.0|-4.25|0.0116|0.0218|2.7|0.0|0.0|2.03e-08|7.81e-06|-0.05971|3295.0|-1292.588032|-1292.553086|619.92|1049.69|376.28|0.5765|324.5|464.07|0.55256|0.69868|-1292.358966|6.0113|-193.0|5.8119|5.8119
