molecula|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|BCUTs-1l|E solv. Water  (Hartree)|MATS2c|SIC2|RASA|PBF|FNSA4|FNSA2|GRAVp|WNSA2|Mor01p|CYP2C19 inhibitor|P-gp substrate|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|pIC50
4p_a46|-1129.3914619999998|0.0763|1.134636977|0.03979459|-0.060700883|0.7911509609999999|0.905966489|0.3352802039999999|-0.029978645|-1.498932241|2257.769185|-482.1236438|585.8536976|1.0|1.0|4.85|3.2|2.0|-5.8|3.0|-5.09|357.45|1.0|1.59e-06|4.77|3.2e-05|-0.0393|6.4672
12s_a30|-1774.01033|0.1576|0.604984545|0.03401064|-0.00019297|0.889479916|0.706713791|0.404041243|-0.040189672|-1.969293912|2977.11642|-825.7139305|616.2856203|1.0|1.0|4.67|3.58|2.0|-5.49|6.0|-6.06|434.46|0.0|3.24e-06|4.07|3e-05|-0.0551|8129.0
12s_a36|-1272.00109|0.0002|1.297044029|0.03416928|-0.057853364|0.856677627|0.8303378090000001|0.4314309979999999|-0.035868226|-1.901015959|2710.355028|-791.9759303|662.0530478999999|1.0|1.0|3.24|2.24|1.0|-4.16|4.0|-6.55|395.46|1.0|6.929999999999999e-05|3.04|4.270000000000001e-05|-0.04908|8.0458
9i_a24|-945.174716|0.0029|1.4281889280000002|0.0239838|-0.113620183|0.898194715|0.8260893640000001|0.379687415|-0.024639839|-0.837754515|2061.729154|-187.2109987|295.8603625|1.0|1.0|2.42|0.67|0.0|-2.6|4.0|-7.01|288.31|1.0|0.00248|1.48|0.000258|-0.0473899999999999|7.0555
9a_a36|-1252.578886|0.4811|1.297044807|0.02701893|-0.109305298|0.842671963|0.826559623|0.204819754|-0.039929147|-1.956528182|2682.572663|-731.0766269999999|578.2841135|1.0|1.0|3.04|2.02|1.0|-3.71|5.0|-6.74|382.42|1.0|0.000197|2.66|0.0002009999999999|-0.05044|7.8861
7b_a10|-1450.075119|0.0899|1.186434511|0.02946054|-0.170920618|0.8200487120000001|0.92441666|0.5113525529999999|-0.027444463|-1.152667458|2290.380138|-311.5991709|459.0250226|1.0|1.0|4.34|3.04|1.0|-5.28|3.0|-5.09|346.81|1.0|5.29e-06|4.68|3.54e-05|-0.05377|4.7033
3_a47|-1469.969304|0.2182|1.304465159|0.03619487|0.013076203|0.780628097|0.854727481|0.4661246329999999|-0.036461577|-1.422001494|2243.894237|-391.0345195|418.022895|1.0|1.0|4.32|2.88|1.0|-5.54|3.0|-5.16|347.8|1.0|2.86e-06|4.6|1.33e-06|-0.05717|6.5
13b_a30|-1744.2179010000002|0.1415|0.604984129|0.0455651|0.112353041|0.892104517|0.694101802|0.3529073379999999|-0.042850934|-2.271099499|3002.926824|-1035.363967|713.7769663|1.0|1.0|3.04|2.06|1.0|-5.01|5.0|-7.05|441.51|0.0|9.68e-06|2.74|0.000288|-0.05434|7.5901
3m_a32|-1863.279862|0.2952|0.609420748|0.0339106999999999|0.013867955|0.872498916|0.798023273|0.317009723|-0.027127559|-1.220740175|2588.590536|-436.4914018999999|554.9424306|1.0|1.0|7.02|1.74|2.0|-5.94|4.0|-6.17|394.51|0.0|1.14e-06|3.57|1.65e-05|-0.05731|7.6383
14s_a23|-2089.2914530000003|0.3669|1.197958333|0.02112956|0.020458621|0.846632079|0.92763624|0.2387634619999999|-0.034255504|-1.610008704|2954.0751370000003|-662.5696522999999|633.3278634|0.0|0.0|4.0|3.51|2.0|-6.13|4.0|-6.03|445.93|0.0|7.49e-07|4.21|4.55e-06|-0.07783|8.5482
12z_a30|-1804.51674|0.1441|0.604983642|0.02895763|-0.1155022219999999|0.855880335|0.832920077|0.315493739|-0.034034824|-1.939984979|3112.622632|-938.4966892|792.3440337000001|1.0|1.0|3.94|2.2|2.0|-5.61|6.0|-6.39|458.54|0.0|2.47e-06|3.81|6.720000000000001e-05|-0.04679|7.3615
8b_a50|-967.212701|121.0|1.398299046|0.036701907|-0.115740384|0.8836675340000001|0.845349082|0.267094693|-0.030360051|-1.092961836|2143.807599|-250.8020475|339.5806858|1.0|1.0|3.14|1.79|0.0|-3.44|3.0|-6.32|299.33|1.0|0.000359|2.55|0.000347|-0.02903|7.1675
9b_a31|-1578.604164|0.2627|0.610136326|0.03769117|0.010411229|0.899394425|0.669120552|0.241728566|-0.039058603|-1.835754351|2534.356888|-690.2394625|524.0230338|1.0|1.0|5.26|0.86|1.0|-4.76|5.0|-6.77|384.45|0.0|1.76e-05|2.64|5.520000000000001e-05|-0.0422899999999999|7.2007
5a_a50|-1029.734933|0.1156|1.3972442980000002|0.02452028|-0.203248487|0.847812674|0.969892876|0.2814514|-0.022747617|-0.978147545|2246.106104|-278.5298849|462.1867149|1.0|1.0|3.66|2.62|0.0|-3.89|2.0|-5.83|326.39|1.0|0.000129|3.46|0.000186|-0.02487|5.3872
12c_a5|-1316.244961|105.0|1.236775191|0.02242648|-0.212798523|0.8446264459999999|0.841092921|0.450827114|-0.022421317|-1.25559373|2697.345008|-543.3459436|735.3048881|0.0|1.0|5.03|1.57|1.0|-4.09|5.0|-6.79|411.5|0.0|8.159999999999999e-05|2.84|2.03e-07|-0.04565|7.3279
12ae_a36|-1875.897072|0.3366|0.299253957|0.0508577|0.069118289|0.8837136859999999|0.7162413209999999|0.439268891|-0.036430555|-2.11297219|3486.122819|-1172.836017|805.2286932|0.0|1.0|1.28|0.84|1.0|-3.85|6.0|-8.03|474.54|0.0|0.0001409999999999|1.64|6.45e-05|-0.0548899999999999|7.8239
4_a47|-1509.262887|0.2221|1.304464196|0.03342033|0.004633887|0.84420422|0.874200878|0.444849947|-0.03525955|-1.48090111|2306.463316|-438.3470487|471.7712484|1.0|1.0|4.83|3.1|2.0|-5.92|3.0|-4.99|361.82|0.0|1.21e-06|4.96|5.81e-07|-0.05606|7.5
3k_a32|-1749.957584|0.3082|0.609420759|0.02654958|-0.001009768|0.8306695270000001|0.8777482409999999|0.31016741|-0.029575784|-1.271758703|2392.3436100000004|-404.2701347|506.658189|1.0|1.0|7.12|2.41|2.0|-7.04|3.0|-5.01|366.5|0.0|9.16e-08|4.97|2.15e-05|-0.05321|8.0605
11_a1|-1312.241032|0.3201|1.430935838|0.03413353|0.033732316|0.8086124090000001|0.5955245029999999|0.2027328789999999|-0.048723884|-2.143850877|2697.640232|-745.3349875|495.0560271000001|1.0|1.0|4.28|1.95|1.0|-5.07|6.0|-6.27|385.37|0.0|8.48e-06|3.35|1.29e-05|-0.06546|6.7696
11b_a50|-1045.798634|0.0711|1.3979498330000002|0.02113855|-0.154649459|0.862408925|0.931316325|0.229754094|-0.02494328|-1.047617742|2286.724895|-285.1356465|439.9973344|0.0|1.0|3.09|2.25|0.0|-3.58|3.0|-6.24|327.38|1.0|0.000263|2.9|0.000441|-0.02817|5.7696
12p_a30|-1614.830085|0.1527|0.604984421|0.03198743|0.038440292|0.8371763179999999|0.843381594|0.371591982|-0.0364888379999999|-1.897419563|2783.628159|-775.6774321|686.039456|1.0|1.0|4.35|3.04|2.0|-5.66|4.0|-5.81|412.51|0.0|2.21e-06|4.23|4.02e-05|-0.05169|7.7721
11f_a5|-1391.444853|0.1834|1.370797007|0.03804804|-0.251797205|0.800575032|0.847356138|0.368815548|-0.022252743|-1.268406334|2853.401015|-614.3924972|753.9168511|0.0|1.0|4.61|1.03|1.0|-3.95|6.0|-6.99|427.5|1.0|0.000112|2.7|9.06e-07|-0.03862|7.9208
14c_a22|-1460.324494|0.0694|1.42291727|0.03150011|-0.134137693|0.8353837409999999|0.866576459|0.6160012029999999|-0.030217952|-1.60155147|3079.4894480000003|-830.0718911|731.8178649|0.0|1.0|3.9|1.08|1.0|-4.86|6.0|-6.96|445.48|0.0|1.39e-05|2.9|2.35e-07|-0.07399|6.8153
33_a20|-1275.602977|0.0463|1.4175014119999998|0.02957286|-0.188733405|0.802353442|0.9493896|0.399354817|-0.0265385579999999|-1.326927921|2737.8873550000003|-568.84864|664.4562602999999|1.0|1.0|5.33|2.61|2.0|-5.6|4.0|-5.58|401.46|0.0|2.48e-06|4.47|8.199999999999999e-08|-0.0582899999999999|7.4685
13_a15|-1450.399387|0.0003|1.4356889940000002|0.02844037|-0.139434143|0.7784213259999999|0.8854875790000001|0.708462114|-0.033811561|-1.961070565|3028.485145|-780.6841766|830.7967967000001|1.0|0.0|4.33|2.52|2.0|-6.32|4.0|-5.26|448.52|0.0|4.77e-07|5.32|5.7e-07|-0.03946|8.2218
15_a47|-1527.265523|0.0759|1.304329657|0.03425526|-0.164258919|0.897881853|0.791753677|0.429825305|-0.033307714|-1.265693121|2327.320914|-362.1927541|383.4213189|1.0|1.0|4.69|2.83|2.0|-4.89|4.0|-5.76|353.78|0.0|1.29e-05|3.8|1.14e-06|-0.0591799999999999|7.8
13b_a5|-1275.806761|0.3064|1.338814635|0.035153|-0.142746146|0.8184221559999999|0.831557236|0.468748106|-0.02636836|-1.344786367|2661.597781|-562.2202871000001|638.8437454|0.0|1.0|4.64|1.96|1.0|-4.24|4.0|-6.58|395.46|1.0|5.69e-05|3.01|1.72e-06|-0.05177|6.9586
14p_a23|-1721.933314|0.3802|1.197963748|0.02935511|0.044380583|0.8683808959999999|0.923455749|0.223758613|-0.033660197|-1.615689464|3010.721939|-735.4165088|646.2584547|0.0|1.0|3.4|2.39|1.0|-5.68|5.0|-6.62|436.49|0.0|2.09e-06|3.3|1.4800000000000002e-05|-0.09046|8.5302
14o_a23|-2041.934645|385.0|1.197958066|0.02299729|0.18835477|0.861597051|0.904077943|0.328340215|-0.042454824|-2.165196042|3399.6213840000005|-1094.413931|676.4530574|0.0|0.0|3.97|3.04|2.0|-6.89|8.0|-5.94|495.48|0.0|1.29e-07|4.76|5.57e-06|-0.08059|8.4815
13d_a6|-1389.125098|0.2513|1.424214188|0.02846332|-0.045686501|0.841971795|0.78862121|0.19992155|-0.039696112|-2.103893962|2882.382522|-975.5161277|692.8471883999999|1.0|1.0|5.38|1.5|2.0|-5.95|5.0|-5.88|423.47|0.0|1.11e-06|4.23|1.68e-07|-0.05252|6.4437
3c_a32|-1633.297494|0.5017|0.6094207970000001|0.02415856|0.025890116|0.901864778|0.888766719|0.216289509|-0.0288417079999999|-1.038301506|2152.627425|-274.3961469|370.5811396|1.0|1.0|6.61|1.7|1.0|-6.18|3.0|-5.35|326.44|0.0|6.65e-07|4.14|4.18e-05|-0.05487|8.0458
13_a10|-1065.68351|0.1514|1.343837907|0.0346535|-0.059862024|0.84680169|0.818027691|0.4676169839999999|-0.030119651|-1.234905671|2261.82488|-315.62515|422.96706330000006|1.0|1.0|3.52|1.88|0.0|-3.76|4.0|-6.34|328.37|1.0|0.000176|2.76|8.170000000000001e-05|-0.05022|6.7959
12an_a36|-1670.182102|0.0644|0.6294007110000001|0.0345115999999999|-0.05423417|0.885733922|0.836440154|0.270501913|-0.036995649|-1.997765039|2881.978785|-912.0652916|725.9470896|1.0|1.0|3.33|2.51|1.0|-4.85|4.0|-6.64|427.52|0.0|1.4300000000000002e-05|3.19|3.83e-05|-0.05561|7.3979
9g_a40|-1332.31775|0.3563|0.604992427|0.01134289|-0.058811055|0.821935848|0.90454157|0.002717414|-0.031197254|-1.185495647|2169.234651|-329.0394499|384.6422631|0.0|1.0|2.91|0.64|0.0|-2.49|4.0|-7.17|302.33|1.0|0.00323|1.37|0.000113|-0.0624|5.45
3j_a32|-1671.351322|0.3005|0.609420782|0.02833407|0.0053427669999999|0.8884057059999999|0.865101945|0.27811778|-0.030815085|-1.140158136|2282.569698|-321.5956102|398.2788055|1.0|1.0|6.68|1.94|1.0|-5.92|3.0|-5.6|338.45|0.0|1.21e-06|3.89|6.86e-05|-0.05361|8.0969
4_a27|-1082.963712|0.1741|1.4008954130000002|0.01877181|0.082486268|0.842039655|0.852604338|0.3485918529999999|-0.0281385239999999|-1.181818|2273.715366|-316.8125922|424.8821143|0.0|0.0|2.94|2.66|0.0|-3.57|4.0|-6.51|331.37|1.0|0.000266|2.55|0.0002|-0.0449899999999999|8.3979
12e_a31|-1809.581226|0.2627|0.610134116|0.04614662|0.052663358|0.82100963|0.721526766|0.2642991189999999|-0.036652129|-2.089171358|3040.353774|-1104.858464|798.7285626|1.0|1.0|6.69|2.21|3.0|-6.66|5.0|-5.93|460.55|0.0|2.16e-07|4.48|2.27e-07|-0.03445|6.7696
11a_a5|-1339.493223|0.1838|1.212363224|0.03340977|-0.165418719|0.773417838|0.89343434|0.369563711|-0.026223112|-1.573386716|2727.027899|-803.2329738|835.912531|0.0|1.0|6.38|3.05|2.0|-7.25|4.0|-4.54|424.54|0.0|5.63e-08|6.13|5.019999999999999e-08|-0.03694|7.0915
1_a3|-1273.1763970000002|0.0096|0.6195934120000001|0.02599563|0.079857077|0.8457792829999999|0.7762512779999999|0.521474118|-0.034105115|-1.295994381|2012.9704|-273.7513925|373.1494221|1.0|1.0|2.28|1.52|0.0|-3.07|4.0|-6.87|306.38|0.0|0.0008529999999999|1.83|0.000518|-53.0|6.1403
12n_a36|-1875.89723|0.0155|0.299253841|0.03261661|0.039596635|0.869718963|0.720111143|0.239018516|-0.039955874|-2.317440678|3482.18259|-1061.639417|805.2286932|0.0|1.0|1.28|0.84|1.0|-3.85|6.0|-8.03|474.54|0.0|0.0001409999999999|1.64|6.45e-05|-0.05056|7.8239
14_a15|-1280.809256|0.0054|1.43568901|0.03885834|-0.058775738|0.7651878809999999|0.8870890459999999|0.7461324029999999|-0.032888795|-1.743106111|2612.691478|-715.9737342999999|673.7288405|1.0|1.0|5.32|2.87|2.0|-6.22|4.0|-4.97|397.47|0.0|5.99e-07|5.29|5.99e-08|-0.0338199999999999|7.5229
1g_a5|-1065.675316|0.0504|1.4275159730000002|0.02730461|-0.203595168|0.8393686990000001|0.8659209659999999|0.39389953|-0.027205531|-1.11542677|2243.103668|-320.82484500000004|422.96706330000006|1.0|1.0|4.5|1.57|0.0|-4.03|4.0|-6.15|328.37|1.0|9.27e-05|3.03|2.36e-06|-0.0393|6.9393
19_a4|-1446.760398|0.3806|0.29641517|0.02985188|-0.121320311|0.834377354|0.820765063|0.285282038|-0.028945757|-1.215721775|2558.336814|-368.3935819|450.6848883|1.0|0.0|2.97|2.16|1.0|-3.81|4.0|-6.58|351.42|1.0|0.000156|2.62|0.0002839999999999|-0.05294|4.71
4R4l_a46|-1092.4898449999998|0.0851|1.134637095|0.02589231|-0.058870177|0.762625193|0.896653672|0.208818132|-0.02989332|-1.524559305|2165.83681|-449.0673625|579.2365607|1.0|1.0|4.64|3.06|1.0|-5.28|3.0|-5.23|347.45|1.0|5.25e-06|4.49|3.47e-05|-0.0212699999999999|6.8633
IN1233_a59|-1352.073755|0.2011|1.400923654|0.02473496|0.1160337319999999|0.80310139|0.7613246490000001|0.356444983|-0.035929742|-1.904276352|2809.840422|-843.3505049|712.1606951|1.0|1.0|5.54|2.06|2.0|-5.59|4.0|-6.13|419.48|0.0|2.54e-06|3.85|4.17e-08|-0.05605|7.4685
12ac_a36|-1385.3211789999998|0.0249|1.297043188|0.03998989|-0.050997272|0.863165958|0.779673368|0.4712820929999999|-0.036062573|-1.98344149|2902.588755|-956.1407834|716.9974499|1.0|1.0|3.16|1.59|1.0|-3.81|5.0|-7.21|423.47|0.0|0.000154|2.36|5.4600000000000006e-05|-0.0527399999999999|7.8861
12k_a36|-1310.072976|0.0908|1.297043952|0.03274587|-0.076124222|0.8647233590000001|0.8427704640000001|0.367754573|-0.037758075|-2.038936068|2792.202559|-884.5687799000001|698.847203|1.0|1.0|3.62|2.38|1.0|-4.58|4.0|-6.34|407.47|1.0|2.6e-05|3.45|3.94e-05|-0.0497|7.8539
GW6604_a52|||1.427583999||-0.277102285|0.7550228990000001|0.87346455|0.38374044|-0.029217264|-1.081038779|2044.612273|-264.17863140000003|359.1060668|1.0|1.0|4.49|1.91|0.0|-3.87|3.0|-5.95|298.34|1.0|0.000135|3.06|2.78e-06||6.9706
14e_a25|-1520.701142|0.0007|1.4200152069999998|0.04875868|0.039261746|0.8322445820000001|0.7240504329999999|0.448918026|-0.038772226|-2.2100168680000003|3126.080106|-1183.53898|811.3237836|1.0|1.0|3.65|1.69|1.0|-5.14|5.0|-6.96|462.5|0.0|7.29e-06|3.04|3.38e-07|-0.0538|7.1249
19g_a38|-1431.186566|0.0962|1.297044182|0.03244515|-0.077355838|0.892249657|0.7200062690000001|0.5322242429999999|-0.038842708|-1.942135378|2897.384301|-777.7146399000001|593.6088758|1.0|1.0|3.55|2.78|1.0|-4.25|5.0|-6.81|419.43|0.0|5.68e-05|2.88|3.19e-05|-0.05479|7.3778
19f_a38|-1331.945195|0.0019|1.297044434|0.02936908|-0.036714749|0.8741648479999999|0.750875987|0.488059925|-0.037844587|-1.892229356|2776.145209|-772.2291966|595.8790650000001|1.0|1.0|3.13|2.4|1.0|-4.14|4.0|-6.77|401.44|0.0|7.209999999999999e-05|2.78|5.610000000000001e-05|-0.05735|7.1397
5_a27|-1082.967639|0.2448|1.4026035369999998|0.01903872|0.126882432|0.8149212259999999|0.8531787759999999|0.333977277|-0.030385206|-1.276178645|2273.906133|-354.41560810000004|424.8821143|0.0|0.0|2.94|2.66|0.0|-3.61|4.0|-6.49|331.37|1.0|0.000248|2.58|0.0002|-0.04554|8.5229
14t_a23|-1668.980578|0.0003|1.197962538|0.02135191|0.04919958|0.820002545|0.920956836|0.361071229|-0.033286443|-1.6643221380000002|2878.4071670000003|-706.8834616|666.0036144999999|0.0|1.0|3.88|3.24|2.0|-5.85|4.0|-6.1|425.51|0.0|1.43e-06|3.94|7.03e-06|-0.06666|8.3979
4d_a49|-1293.049085|0.0879|1.343847746|0.0395418|-0.06085453|0.834151595|0.752634646|0.410804214|-0.0281044679999999|-1.461432343|2658.242991|-554.5177292999999|641.1445234|0.0|1.0|3.16|1.25|1.0|-3.13|5.0|-7.7|398.46|0.0|0.000743|1.45|1.05e-05|-0.06309|7.7447
7b_a8|-1330.392289|139.0|1.395658671|0.0273745|-0.119760914|0.8453887859999999|0.7223476129999999|0.282366236|-0.041332642|-1.901301524|2776.185773|-682.1319788|545.9267515|0.0|1.0|4.48|2.23|2.0|-5.25|5.0|-6.15|396.4|0.0|5.64e-06|3.61|8.94e-06|-0.06833|4.8687
8a_a32|-1880.536478|0.4315|0.609420757|0.03498398|-0.0755556459999999|0.8966299409999999|0.814553726|0.221908108|-0.035678106|-1.641192863|2574.085885|-645.4586397|557.1050635|1.0|1.0|6.49|1.37|2.0|-6.82|4.0|-5.76|397.52|0.0|1.5199999999999998e-07|4.17|8.86e-06|-0.06166|7.3468
12u_a36|-1350.575382|0.0176|1.270259304|0.03260752|-0.054501792|0.855176759|0.842227829|0.3765068079999999|-0.03452119|-2.036750221|2831.106839|-986.6102007|799.5563855|1.0|1.0|3.85|2.66|2.0|-4.95|4.0|-6.19|423.51|1.0|1.13e-05|3.8|1.7800000000000002e-05|-53.0|7.7959
8e_a12|-1177.380602|0.2252|1.283834633|0.02580783|0.050021617|0.815412281|0.939627917|0.001151979|-0.031094185|-1.492520871|2548.979738|-489.392042|561.9859171|1.0|1.0|3.34|3.05|2.0|-4.37|4.0|-6.03|366.42|1.0|4.25e-05|3.53|4.34e-06|-0.05739|6.2306
10_a15|-1280.804272|0.0042|1.4356889780000002|0.02738146|-0.137104477|0.7585998270000001|0.933136945|0.640780603|-0.036384844|-1.928396745|2605.82709|-652.8924702|673.7288405|1.0|1.0|5.32|2.87|2.0|-6.22|4.0|-4.97|397.47|0.0|5.99e-07|5.29|5.99e-08|-0.03581|8.1549
4g_a49|-2147.217543|0.0265|1.343847279|0.05838924|-0.087219006|0.81242269|0.8601878270000001|0.736530693|-0.0250032489999999|-2.000259924|4706.348867000001|-1986.186746|1714.878736|0.0|1.0|6.09|2.87|2.0|-7.47|7.0|-6.6|663.73|0.0|3.3700000000000004e-08|5.28|1.4199999999999998e-11|-0.06458|6.9747
9s_a24|-1270.738032|0.0839|1.4275963180000002|0.03640642|-0.222173285|0.8327425070000001|0.8833498320000001|0.483170382|-0.019465646|-0.953816666|2747.809842|-367.7851412|604.8829955|0.0|1.0|3.15|0.81|1.0|-3.36|4.0|-7.2|393.44|0.0|0.000434|2.11|3.04e-06|-0.03597|7.4949
12c_a31|-1617.888981|0.2625|0.6101358029999999|0.04023903|0.046986783|0.8856644770000001|0.665463503|0.343619017|-0.036326291|-1.816314565|2592.4503010000003|-731.5771879|583.9691392000001|1.0|1.0|5.64|1.08|2.0|-5.23|5.0|-6.53|398.48|0.0|5.85e-06|3.1|2.31e-05|-0.0338399999999999|6.4202
14ae_a23|-1858.675325|0.3205|1.1979624290000002|0.01449323|-0.033049777|0.8356326820000001|0.872362051|0.202342743|-0.0269140239999999|-1.480271319|3212.850883|-759.846894|770.8206617000001|0.0|1.0|3.48|2.42|2.0|-5.8|6.0|-6.68|471.53|0.0|1.6e-06|3.52|1.17e-05|-0.07122|8.6038
10_a1|-1222.969096|0.6754|1.435871163|0.03426532|0.0883621719999999|0.783467165|0.669963758|0.126889306|-0.045402319|-1.861495069|2432.447088|-595.4602985|433.2550452|1.0|1.0|4.86|2.78|2.0|-4.98|5.0|-5.91|359.35|0.0|1.04e-05|3.64|3.42e-06|-0.06802|5.8239
12bc_a36|-2151.9100780000003|0.3478|1.284647662|0.03419831|-0.058020733|0.892249657|0.834305498|0.326764696|-0.038558877|-1.927943855|2927.476132|-870.6543108999999|661.6709012|1.0|1.0|3.99|2.99|2.0|-5.08|4.0|-6.26|450.32|1.0|8.27e-06|3.93|7.83e-06|-0.05828|8.0969
47l_a18|-1455.165122|0.5019|1.251176792|0.02606651|0.0340353029999999|0.781148177|0.803473313|0.2820044969999999|-0.031456589|-2.0132216990000003|2852.093627|-1018.537564|931.8364349|1.0|1.0|3.69|2.94|3.0|-5.26|3.0|-6.39|454.56|0.0|5.44e-06|3.78|1.93e-07|-0.0520399999999999|7.4949
12j_a36|-1670.184251|98.0|0.6293514410000001|0.02793415|-0.084183025|0.87043328|0.852586292|0.362692602|-0.037113558|-2.004132137|2881.20453|-874.1588982999999|725.9470896|1.0|1.0|3.33|2.51|1.0|-4.85|4.0|-6.64|427.52|0.0|1.4300000000000002e-05|3.19|3.83e-05|-0.05098|8.0
12af_a36|-1440.675702|0.0035|1.29704271|0.02886569|0.04293386|0.8631180940000001|0.755275519|0.154396546|-0.035153522|-2.003750775|3013.98446|-966.3646141|757.7532208|0.0|1.0|2.38|1.49|1.0|-3.54|5.0|-7.66|438.48|0.0|0.000292|1.85|5.18e-05|-0.05882|7.8239
28_a20|-1368.085242|0.0153|1.417203216|0.03534166|-0.013841559|0.812553182|0.7817507370000001|0.3962228229999999|-0.035068957|-1.823585765|2865.917291|-812.3457521|684.5377542|0.0|1.0|3.93|1.73|1.0|-4.42|5.0|-6.96|420.47|0.0|3.77e-05|2.68|6.590000000000001e-07|-0.06242|6.5935
25c_a34|-1426.421463|0.2239999999999999|1.377881974|0.03817361|0.024837617|0.844690266|0.683231623|0.478421157|-0.031498055|-1.7008949569999998|2884.104654|-756.6428589|648.0187526000001|0.0|1.0|2.18|1.0|1.0|-2.81|6.0|-7.95|421.45|0.0|0.00156|1.3|0.0008289999999999|-0.03272|5.7496
14d_a23|-1668.983743|336.18|1.197963465|0.02083626|0.058368697|0.829764975|0.921694462|0.213597535|-0.032878563|-1.6439281280000002|2878.955374|-713.8033475|666.0036144999999|0.0|1.0|3.88|3.24|2.0|-5.85|4.0|-6.1|425.51|0.0|1.43e-06|3.94|7.03e-06|-0.0725799999999999|8.4001
35_a18|-1532.557542|0.4981|1.251175948|0.02600607|0.068150325|0.774007861|0.800765945|0.3888901179999999|-0.033440195|-2.273933228|3038.429834|-1235.110287|1056.535856|1.0|1.0|4.13|3.33|3.0|-6.06|3.0|-6.0|480.6|0.0|8.629999999999999e-07|4.55|1.35e-07|-0.04879|7.6198
11_a47|-1395.922861|0.2321|1.381898438|0.03959805|0.035230036|0.770028429|0.796863393|0.572646116|-0.035945973|-1.833244617|2842.168734|-687.9851765999999|670.2339441|1.0|1.0|5.58|3.0|2.0|-6.29|5.0|-5.28|422.45|0.0|5.110000000000001e-07|5.06|1.19e-08|-0.05094|7.4
16i_a32|-1995.055356|0.2857|0.6094207429999999|0.02810109|0.175604846|0.8829894|0.801494708|0.5368697929999999|-0.036726892|-1.836344582|2770.767996|-784.3813651|636.0251562999999|1.0|1.0|6.25|1.34|3.0|-7.03|5.0|-5.93|427.54|0.0|9.25e-08|4.19|1.7100000000000002e-05|-0.05044|8.2596
12az_a36|-1461.686269|0.0146|1.297042831|0.02800521|-0.196183836|0.858971809|0.819163613|0.411597359|-0.033474609|-1.941527339|3039.528467|-953.3573311|766.4854363|1.0|1.0|2.83|1.42|1.0|-4.11|6.0|-7.13|441.49|0.0|7.75e-05|2.62|7.11e-05|-0.04967|7.2366
16f_a32|-1995.054457|0.2931|0.609420741|0.02889673|0.1767304639999999|0.899839182|0.8072754790000001|0.522247991|-0.035568666|-1.778433296|2772.212354|-851.7509977|636.0251562999999|1.0|1.0|6.42|1.34|3.0|-6.95|5.0|-5.99|427.54|0.0|1.12e-07|4.11|7.26e-06|-0.04997|8041.0
21_a34|-1483.057743|0.0002|1.425532331|0.03023936|0.026135784|0.796991578|0.676390843|0.527371706|-0.041572921|-2.120218984|3115.110331|-954.6558014|659.7484451|0.0|1.0|3.64|1.72|1.0|-4.5|6.0|-6.83|438.43|0.0|3.14e-05|3.02|9.06e-06|-0.07534|5.4737
18_a10|-1336.126835|0.1637|1.243178376|0.02974086|-0.182332901|0.832812971|0.885552955|0.656664457|-0.024889861|-1.368942347|2788.499133|-551.4954071000001|713.2632062000001|0.0|1.0|4.65|2.14|1.0|-4.48|5.0|-6.34|412.48|1.0|3.34e-05|3.49|5.44e-06|-0.0495699999999999|6.8861
3e_a32|-1672.576776|0.2914|0.609420788|0.02588637|0.015619823|0.85921771|0.8681696109999999|0.290874543|-0.030786645|-1.200679139|2212.661182|-348.70626539999995|421.3548777|1.0|1.0|6.8|1.94|1.0|-6.52|3.0|-5.2|340.47|0.0|3.02e-07|4.47|4.13e-05|-0.0534399999999999|8.0862
2_a1|-920.078239|0.2991|1.348828131|0.024658671|-0.049975995|0.8571146190000001|0.808210065|0.220315042|-0.026492726|-0.927245426|1884.85038|-192.096651|299.6692382|1.0|1.0|4.0|2.49|0.0|-3.06|3.0|-6.04|279.31|1.0|0.000871|2.76|0.000185|-0.02966|5.2366
7_a15|-1184.168094|0.0169|1.419941457|0.01827873|-0.2269896539999999|0.740089344|0.841400327|0.403524276|-0.026500274|-1.2190126140000002|2330.667514|-375.5215702|474.9756287|1.0|0.0|3.38|1.74|2.0|-4.83|5.0|-5.72|352.38|1.0|1.46e-05|3.84|2.26e-05|-0.0284899999999999|6644.0
1d_a5|-1288.201219|0.0982|1.217311475|0.03392008|-0.133500214|0.821309592|0.8965037640000001|0.6271150670000001|-0.036640804|-1.465632167|2481.822293|-427.8712868|403.396385|1.0|1.0|5.48|2.73|2.0|-4.79|6.0|-5.73|366.34|0.0|1.6100000000000002e-05|3.95|4.86e-07|-0.04528|5.03
10_a32|-1916.460049|0.2983|0.6094207629999999|0.03701539|0.153272514|0.915639476|0.7622839570000001|0.266552538|-0.038939628|-1.7133436169999998|2649.882742|-653.7924168|513.9156315|1.0|1.0|5.64|0.88|1.0|-6.04|5.0|-6.44|399.49|0.0|9.17e-07|3.23|4.13e-05|-0.05434|8.1427
