molecula|SddssS|n9FaHRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WNSA3|DPSA5|DPSA3|GRAVp|PNSA2|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|pIC50|pIC50
13m_a6|0.0|0|0.0|0|6.842683282|0|1.429020166|0.0|0.031719435|-0.010840005|4.727387819|2|-0.628720289|0.054340057|10.9505335|-0.018628955|1|-0.00687003|0.037052986|-0.118693789|2|0.870730542|0.7767360059999999|0.156982046|-0.031564227|0.832753533|1|0.715612461|-0.107644789|0.429009107|0.01858251|-68.97140339|-75.05944278|12.95736535|91.22689385|0.2843875389999999|-0.0378750189999999|-52.33806464|-48.09294654|89.65257305|81.92876874|2951.567781|-1426.129413|-18.41524497|0.263701|8.435961541000001|0.926594475|35.8683143|0.020928405|-329.5370141|1936.888972|724.3873672999999|14.59313027|1.0|1.0|1.0|3.0|3.59|2.18|27.0|3.76|122.47|0.81|1.0|0.0|0.0|1.0|-4.64|5.0|-7.23|0.0|1.0|2.67|-4.28|5.24e-05|2.43|0.0|9.35e-08|-0.07137|3.9127|4.27|-1423.762467|726.28|371.67|275.0|316.88|546.69|0.66475|0.64753|-1423.448957|-0.13817|4.2913|-1423.511471|8.0|8.0
11_a4|0.0|0|0.0|1|7.535296702|1|0.626711769|2.159635561|-0.20567828|-0.001098364|5.4161004020000005|2|-0.056016567|-0.073554945|10.33765061|-0.0043410079999999|1|0.010782511|-0.030003079|-0.046906237|2|0.6575743310000001|0.820318166|-0.163623353|-0.007574475|0.875868891|1|0.930113409|-0.06530408|0.4523305489999999|0.009336075|-31.35942689|-37.74083422|5.395547437|12.88007087|0.069886591|-0.023620625|-21.81135655|-18.12338426|44.63993001|36.75497433|2452.527871|-641.5941818|-7.889214068999999|0.243908684|6.850305797000001|0.924411925|18.0546182|0.011937709|-296.0029432|848.5670554999999|575.2252237|6.89909579|1.0|1.0|1.0|0.0|3.31|3.49|21.0|5.22|68.9|3.15|2.0|0.0|0.0|1.0|-5.14|3.0|-5.74|0.0|1.0|4.16|-4.97|1.06e-05|3.99|0.0|3.31e-06|-0.05582|4907.0|3.2|-1467.463842|630.04|328.0|151.0|252.67|479.99|0.4444|0.65942|-1467.20045|-0.15885|4187.0|-1467.255521|6.9586|6.9586
3o_a32|0.0|1|0.0|0|7.773594467000001|1|0.609420753|0.0|-0.022603806|-0.006253394|5.733341277|1|-0.306416317|-0.117781901|10.3110027|-0.090297882|3|0.000243592|-0.117744493|-0.11221537|0|0.90022001|0.8214857240000001|-0.074509084|-0.154436834|0.872498916|1|0.8377808240000001|-0.095457829|0.252703854|0.012519666|-42.51640563|-55.03672286|7.218280399|62.67187821|0.162219176|-0.031819276|-31.73171751|-24.51306152|62.56936516|49.73468603|2488.133192|-825.5508427999999|-10.57723917|0.214905181|6.392329273|0.835165165|23.36733582|0.0130649069999999|-328.7458915|1051.530112|541.0877621000001|7.532642302|1.0|1.0|1.0|2.0|3.47|3.06|19.0|4.2|122.97|1.58|1.0|0.0|0.0|1.0|-5.72|4.0|-6.17|0.0|1.0|3.74|-4.73|1.87e-05|3.46|0.0|2.04e-05|-0.05413|3.5333|2.35|-1805.504508|620.56|350.9|0.2851|350.9|464.85|0.70216|0.70216|-1805.277864|-0.14652|3.2729|-1805.333039|6.6198|6.6198
20a_a10|0.0|0|0.0|1|7.535296702|1|1.343837243|2.113798134|-0.0774974029999999|-0.0034618129999999|5.4161004020000005|2|-0.197323337|-0.010695558|10.9296614|0.011011878|1|0.008297595|-0.058994157|-0.081587712|2|0.661219642|0.755429696|0.036092601|0.019448804|0.817646497|1|0.913681336|-0.072821454|0.591835899|0.013618456|-43.19189039|-47.37850712|8.860330345|66.52185003|0.086318664|-0.028008251|-30.82502228|-28.10115947|58.1398225|52.05222074|2998.608651|-947.5701424|-11.8557778|0.266548108|8.419180593|0.826159649|24.84485067|0.016540298|-303.7731758|1291.932235|719.5272609|10.76131538|1.0|1.0|1.0|0.0|3.48|3.63|27.0|5.77|76.62|2.53|2.0|0.0|0.0|1.0|-5.68|5.0|-5.82|0.0|1.0|4.27|-5.59|2.56e-06|4.36|0.0|1.55e-07|-0.06611|4.7841|3.98|-1389.164302|696.63|323.62|0.2738|259.16|524.02|0.50193|0.6864600000000001|-1388.897416|-0.1613099999999999|2.9429|-1388.957848|5.9208|5.9208
4g_a46|0.0|0|0.171759574|1|7.825245291|1|1.134637064|2.156712018|-0.153373738|-0.001702489|5.587248657999999|2|-0.088529411|-0.055084605|10.96333695|-0.138341481|1|0.010608122|-0.144064904|-0.121452903|2|0.662386484|0.74106323|-0.200628401|-0.193115055|0.7796270059999999|0|0.946829733|-0.070153728|0.318162858|0.00801562|-32.64186634|-40.24987057|4.598866947|7.38470955|0.053170267|-0.024339048|-23.0928866|-18.72788427|44.72726697|37.24073329|2242.010126|-684.2477996|-8.0118178|0.1731389069999999|5.8466355000000005|0.8131148579999999|16.88825479|0.007803902|-375.0653627|827.5244845|568.1534007|4.477396402|1.0|1.0|1.0|0.0|3.9|3.61|17.0|5.37|43.6|3.06|2.0|1.0|0.0|1.0|-5.38|3.0|-5.18|0.0|1.0|4.39|-5.38|4.16e-06|4.73|0.0|5.75e-06|-0.03985|4.4163|4.65|-1493.154666|615.33|280.74|0.1294|280.74|530.39|0.6983199999999999|0.6983199999999999|-1492.923098|-0.18602|3.5526|-1492.979142|5.5615|5.5615
17_a15|0.0|0|0.0|0|0.0|0|1.43568899|0.0|-0.046866421|-0.0071363569999999|0.0|2|-0.442454151|-0.032903349|10.9544604|-0.0141953639999999|0|0.0032452509999999|-0.052628162|-0.263401148|2|0.769376831|0.721188086|0.001376853|-0.023779626|0.76362781|0|0.880459235|-0.079844675|0.605886597|0.012890299|-40.50376584|-61.17023228|9.875456386|34.35335309|0.119540765|-0.027065991|-46.86345493|-31.03055741|77.82445248|50.37922222|2852.085573|-1223.4046460000002|-15.88591693|0.346792631|7.967418828|0.90173781|31.74439379|0.0217385279999999|-234.74904|1872.919233|822.8625688|16.654220199999997|1.0|1.0|1.0|1.0|3.63|3.99|24.0|6.0|67.35|2.53|2.0|0.0|0.0|1.0|-5.93|4.0|-5.58|1.0|1.0|4.44|-5.65|2.26e-06|4.78|0.0|8.43e-08|-0.03936|4.1461|6.89|-1413.897695|752.08|326.22|0.7247|299.04|663.81|0.68787|0.7045100000000001|-1413.559128|-0.15573|5.1268|-1413.624817|7.9208|7.9208
14c_a23|0.0|1|0.0|2|7.423568444|0|1.197962449|3.349976042|0.06596946|-0.005822256|5.351858133|2|-0.296935034|-0.047853455|10.31321813|-0.047410593|2|0.009263715|0.077009731|-0.13187015|2|0.722187957|0.793551289|0.1114214519999999|-0.077808321|0.857184548|1|0.922935039|-0.0800086929999999|0.2273163289999999|0.018842596|-37.73933093|-53.17009158|12.52192141|38.43627129|0.077064961|-0.034046252|-35.33439343|-25.07982076|64.05912299|50.26125234|2955.304496|-1063.401832|-15.0359121|0.2165924689999999|7.832948614|0.8505592829999999|28.88097191|0.016385474|-376.6791777|1357.40568|633.3278634|10.88903141|0.0|1.0|1.0|1.0|3.4|3.6|26.0|4.67|105.02|3.51|2.0|1.0|0.0|1.0|-6.13|4.0|-6.03|0.0|0.0|4.0|-5.55|2.83e-06|4.21|0.0|4.55e-06|-0.0795299999999999|3.7031|4.1|-2089.523959|693.64|334.81|356.0|334.81|549.86|0.56781|0.56781|-2089.293299|-0.15143|7.2704|-2089.354057|8.6253|8.6253
14ad_a23|0.0|1|0.0|2|7.423568444|0|1.197962774|3.3437482860000003|-0.1101542319999999|-0.00790478|5.351858133|2|-0.4663820279999999|-0.05348283|10.31321689|-0.031279567|2|0.009675528|0.2086248289999999|-0.253318853|2|0.7763406840000001|0.7830067820000001|0.165157698|-0.050707765|0.8356326820000001|1|0.887131635|-0.085840335|0.224009311|0.033831691|-42.29008971|-61.35364811|24.18091285|52.63180108|0.112868365|-0.029653934|-43.85199724|-30.226481300000003|85.20135045|66.47100256|3209.330728|-1165.7193140000002|-15.14887177|0.424119041|8.661363236|0.8866211979999999|36.80430179|0.033365494|-108.4705382|2024.236598|770.8206617000001|23.84770234|0.0|1.0|1.0|1.0|3.73|3.49|26.0|4.03|123.48|2.42|2.0|1.0|0.0|1.0|-5.8|6.0|-6.68|0.0|0.0|3.39|-5.08|8.22e-06|3.52|0.0|1.17e-05|-0.06925|3.3867|2.99|-1858.957788|747.83|366.09|0.4106|366.09|618.01|0.6956600000000001|0.6956600000000001|-1858.668058|-0.13734|5.2331|-1858.733603|8.3595|8.3595
27b_a34|0.0|0|0.0|1|7.412764017000001|1|1.4335271040000002|2.013418486|-0.056026127|-0.010183855|5.351858133|1|-0.549928192|-0.029622037|10.95430634|-0.027175221|1|0.001228116|-0.175834895|-0.322091086|1|0.820914556|0.7722228729999999|0.00102838|-0.047542374|0.8299950709999999|0|0.783431788|-0.109683855|0.3307451819999999|0.031021066|-57.66200309|-72.21552354|20.42417736|150.83624440000003|0.2165682119999999|-0.037292511|-47.54648562|-37.9644911|87.24055613|78.08618045|2835.31543|-1227.6639|-16.16580511|0.287687241|9.124440695|0.687123753|34.46979951|0.022820627|-279.5721769|1723.489976|627.4287311|15.02503259|1.0|1.0|1.0|1.0|3.54|3.66|23.0|4.11|84.99|1.83|2.0|0.0|0.0|1.0|-5.23|5.0|-6.14|0.0|1.0|3.46|-4.96|1.1e-05|3.75|0.0|2.67e-06|-0.04121|4.8168|4.33|-1350.055377|691.97|302.88|0.3621|257.4|577.39|0.47412|0.70001|-1349.811401|-0.1652799999999999|11.8546|-1349.873325|6.1871|6.1871
12an_a36|0.0|0|0.0|0|7.412764017000001|2|0.6294007110000001|0.0|-0.05423417|-0.0070293469999999|5.351858133|2|-0.407702102|-0.131674913|10.33556631|-0.031635802|1|0.003710345|0.170355752|-0.133106642|1|0.906423012|0.8344566859999999|-0.009636347|-0.055405405|0.885733922|0|0.836440154|-0.105145528|0.270501913|0.0173118669999999|-49.67568778|-71.0446809|11.69727417|82.43567331|0.163559846|-0.036995649|-48.0034364|-33.56484523|81.70091433|61.37296195|2881.978785|-1349.848937|-16.89009799|0.216487385|8.773001855|0.8042935809999999|31.9040205|0.015771136|-383.1273396|1722.817107|725.9470896|10.65623343|1.0|1.0|1.0|2.0|4.85|0.0|17.0|2.61|94.5|2.51|1.0|0.0|0.0|1.0|-4.85|4.0|-6.64|0.0|0.0|2.33|-4.51|3.09e-05|3.19|0.0|3.83e-05|-0.05561|5.1771|3.37|-1670.452238|718.98|327.38|0.6702|239.49|571.76|0.44822|0.69094|-1670.182102|-0.15474|4.3963|-1670.244686|7.3979|7.3979
28_a20|0.0|0|0.0|1|6.842683282|0|1.417203216|1.837209467|-0.013841559|-0.006492092|4.727387819|3|-0.363557127|0.0313932529999999|10.94963925|-0.039965901|1|0.002695258|0.155263557|-0.028782305|3|0.715067047|0.755701837|-0.104458316|-0.06654421|0.812553182|1|0.7817507370000001|-0.091179288|0.3962228229999999|0.014682607|-57.59898971|-60.85602167|9.799649234|318.7453661|0.218249263|-0.035068957|-40.6172876|-38.44343857|71.98460956|67.39863895|2865.917291|-1217.120433|-15.62203369|0.226358273|7.587188177000001|0.8826648009999999|30.25452396|0.016673728|-365.2747728|1573.2352460000002|684.5377542|11.12858789|0.0|1.0|1.0|1.0|3.45|2.86|27.0|4.01|99.58|1.73|1.0|0.0|0.0|1.0|-4.42|5.0|-6.96|0.0|1.0|3.04|-4.43|3.72e-05|2.68|0.0|6.590000000000001e-07|-0.06242|4.7905|4.64|-1368.363151|704.42|346.35|0.2354|258.81|531.85|0.50352|0.4701899999999999|-1368.085242|-0.15572|3.5284|-1368.146882|6.5935|6.5935
17a_a22|0.0|0|0.0|1|6.842683282|0|1.2689202|1.866510299|-0.0422459529999999|-0.005149751|4.727387819|2|-0.314134834|-0.094996254|10.94643739|-0.005724389|1|0.0027615779999999|-0.089641194|-0.126659773|2|0.830653242|0.7562495659999999|0.155547571|-0.010355535|0.805071997|1|0.8594770140000001|-0.08790445|0.345497724|0.0140462319999999|-49.30541729|-60.0620365|9.597299109|286.3611391|0.140522986|-0.030843667|-41.03828927|-33.68866751|73.26110471|58.9027164|2910.035347|-1201.24073|-14.39939974|0.289041025|8.549622191000001|0.945313306|29.64221498|0.01931764|-288.28178110000005|1689.6062539999998|784.2697099|13.19906822|1.0|0.0|1.0|1.0|4.02|-3.24|27.0|4.93|68.52|2.01|2.0|1.0|0.0|1.0|-4.75|5.0|-6.39|0.0|0.0|2.25|-4.96|1.09e-05|3.62|0.0|3.23e-07|-0.15124|4.8502|5.13|-1408.300966|731.19|887.46|185.0|255.63|577.52|0.46268|0.71303|-1407.8711|-0.06214|3.0156|-1407.935792|7.0862|7.0862
13a_a30|0.0|0|0.0|0|7.412764017000001|2|0.604984129|0.0|0.113424769|-0.011002918|5.351858133|2|-0.627166322|0.0317047379999999|10.31162842|-0.0351777|1|-0.002215642|-0.065043716|0.006103754|1|0.841060094|0.8303425640000001|0.019603815|-0.058608635|0.885516463|0|0.6963945559999999|-0.113507021|0.478381813|0.01856512|-74.02777574|-76.60916637|12.53013554|381.9643801|0.303605444|-0.042832838|-51.70573895|-49.96348386|88.22659517|86.55791128|3002.811441|-1532.183327|-19.5115996|0.2001375339999999|8.066980235|0.873126469|36.14261279|0.017212819|-404.771677|1915.558478|713.7769663|11.6174288|1.0|0.0|0.0|2.0|4.76|0.0|17.0|1.72|124.74|2.06|1.0|0.0|0.0|1.0|-5.01|5.0|-7.05|0.0|0.0|1.91|-4.3|5e-05|2.74|0.0|0.000288|-0.0555|5.0535|4.54|-1744.491614|721.66|351.35|0.1788|245.34|541.59|0.26119|0.6845600000000001|-1744.217986|-0.14953|0.7158|-1744.281248|7.8665|7.8665
16e_a32|0.0|1|0.0|0|7.765993078999999|0|0.609420752|0.0|0.180914799|-0.0154404319999999|5.733341277|0|-0.772021601|-0.070351839|10.31100268|-0.01320745|3|-0.002310082|-0.079817994|-0.219947482|0|0.804503712|0.86370575|0.096017785|-0.022651598|0.91471624|1|0.7903051590000001|-0.117338144|0.504569498|0.024145309|-55.957388|-75.36830928|15.50894749|105.4021155|0.209694841|-0.037448344|-48.41036206|-35.94239328|90.34923861|71.46633549|2710.157931|-1130.524639|-15.45011555|0.297773438|6.573687662|0.848279482|34.2534974|0.023323257|-259.78720209999994|1609.914378|573.3529948|14.98092934|1.0|1.0|1.0|2.0|3.64|3.36|19.0|4.6|149.27|1.12|3.0|0.0|1.0|1.0|-6.59|5.0|-6.15|1.0|1.0|3.77|-4.75|1.7899999999999998e-05|3.76|0.0|1.73e-05|-0.0505899999999999|3.6214|4.59|-1955.993572|677.82|342.37|0.2858|342.37|552.79|0.7022|0.7022|-1955.766505|-0.14991|3.2372|-1955.827194|8.1367|8.1367
11_a15|0.0|0|0.0|0|0.0|1|1.435688956|0.0|-0.1758968389999999|-0.0064953419999999|0.0|3|-0.402711212|-0.0856783419999999|10.95979791|0.023543401|0|0.003766915|-0.056500144|-0.272482143|2|0.843715005|0.718800243|0.0234789439999999|0.0432314409999999|0.76664841|0|0.8945381259999999|-0.0974577669999999|0.632319408|0.018519054|-44.15161868|-66.78526188|12.69062406|143.8088883|0.105461874|-0.033606127|-45.76619542|-30.25595097|79.1792768|56.84224275|3022.859488|-1335.705238|-15.7814467|0.260684316|6.233494755|0.8869452090000001|31.14961732|0.018086221|-327.9935744|1806.677804|830.7967967000001|12.39401492|1.0|1.0|0.0|1.0|4.1|4.25|24.0|6.69|59.51|2.52|2.0|0.0|0.0|1.0|-6.32|4.0|-5.26|1.0|0.0|4.62|-6.1|7.970000000000001e-07|5.32|0.0|5.7e-07|-0.03877|4.7106|5.04|-1450.740771|739.57|418.94|0.2657|263.2|568.22|0.58935|0.70577|-1450.39211|-0.12134|812.0|-1450.457814|6.1314|6.1314
7e_a8|0.0|0|0.0|1|7.05012252|0|1.394799915|1.3496955309999998|-0.150447714|-0.006027596|4.844187086|0|-0.289324602|-0.11032771|10.94332434|-0.0446343779999999|1|0.002669179|-0.075638618|0.07125309|0|0.5897105770000001|0.732001738|-0.023521398|-0.072307692|0.790500031|0|0.8291560379999999|-0.0886889709999999|0.286669793|0.0215993429999999|-51.4880895|-53.04282692|12.91806855|86.03149870000001|0.170843962|-0.037446454|-31.72369068|-30.79383811|64.23177694|64.40615805|2605.914474|-1007.813711|-13.39444718|0.223998448|7.70387217|0.902163597|28.86058693|0.018708212|-330.14031780000005|1298.726412|519.5762494|11.18895001|1.0|1.0|0.0|1.0|3.2|3.38|23.0|4.94|70.81|3.54|2.0|0.0|0.0|1.0|-5.75|4.0|-5.43|0.0|1.0|4.31|-5.41|3.87e-06|4.54|0.0|1.95e-06|-0.0697|3.8142|6.32|-1300.495519|622.23|383.1|0.3461|325.06|544.55|0.6998300000000001|0.70177|-1300.271093|-0.13577|9.0006|-1300.327213|4.4547|4.4547
12n_a36|-3.404662145|0|0.0|0|7.412764017000001|2|0.299253841|0.0|0.039596635|-0.0099988159999999|5.351858133|2|-0.619926573|-0.035989956|10.31810354|-0.000273044|1|-0.001160331|0.048110172|-0.261631709|1|0.8183043390000001|0.81793955|0.162338703|-0.000421339|0.869718963|0|0.720111143|-0.115872034|0.239018516|0.0211044289999999|-60.42525197|-78.42650015|14.28426215|67.52548352|0.279888857|-0.039955874|-53.08197085|-40.89805687|92.79755725|74.70951411|3482.18259|-1568.530003|-18.30412788|0.258248547|6.863551112000001|0.833176363|36.45914091|0.021232665|-327.25274110000004|2114.630173|805.2286932|14.3710571|0.0|0.0|0.0|3.0|5.03|0.0|17.0|2.15|123.75|0.84|1.0|0.0|0.0|1.0|-3.85|6.0|-8.03|0.0|0.0|1.18|-3.72|0.0001889999999999|1.64|0.0|6.45e-05|-0.05056|5.3573|6.24|-1876.201464|714.14|340.78|0.3921|231.43|566.87|0.32172|0.7046600000000001|-1875.89723|-0.14928|10.8395|-1875.961945|7.8239|7.8239
17_a4|0.0|0|-4.533317957|1|7.535296702|1|1.219995452|1.690442177|-0.188642713|-0.006491052|5.4161004020000005|1|-0.25315101|-0.3948966229999999|10.94611837|-0.094767116|1|0.002155864|-0.073733221|-0.07155304|1|0.49887819|0.772721853|0.0147116789999999|-0.12969185|0.8347553529999999|0|0.888791225|-0.08932566|0.332034943|0.01061251|-45.75108579|-46.06264282|5.472562628|17.08736223|0.111208775|-0.042181562|-23.75316417|-23.59250328|52.67753395|51.22364842|2351.601697|-783.0649279|-11.21677197|0.138303414|5.923504372999999|0.798764653|25.24299609|0.012827738|-373.0328031|908.7478594|319.5521911|6.61489113|1.0|0.0|0.0|0.0|3.31|2.94|17.0|6.26|30.71|3.66|1.0|0.0|0.0|1.0|-4.36|6.0|-5.56|1.0|1.0|4.29|-4.81|1.5399999999999998e-05|4.01|0.0|9.44e-05|-0.04186|4.3363|4.44|-1255.994721|527.39|285.92|0.2045|285.92|413.28|0.47353|0.47353|-1255.881628|-0.17559|4.8197|-1255.932407|6057.0|6057.0
1i_a5|0.0|0|-4.358943904|0|6.605297921|0|1.219028472|0.0|-0.145964178|-0.006494891|4.59511985|2|-0.279280326|-0.174016111|10.94550053|-0.003198529|1|-0.000700145|0.059972925|0.004923698|2|0.525406088|0.780175595|-0.058385936|-0.00496377|0.8436458929999999|0|0.8876055620000001|-0.084018635|0.4729402929999999|0.008291428|-50.81756452|-46.82694838|4.621144795|201.1526326|0.112394438|-0.03570792|-26.09853285|-28.32266298|57.78921354|55.43870932|2482.831286|-796.0581225|-11.09187646|0.240540403|7.314842247|0.8858245220000001|26.20475553|0.0196689|-289.21443910000005|1048.190221|403.396385|10.96226516|1.0|0.0|1.0|1.0|2.83|2.04|23.0|6.37|54.46|2.73|2.0|0.0|0.0|1.0|-4.79|6.0|-5.73|1.0|1.0|4.12|-4.97|1.0800000000000002e-05|3.95|0.0|4.86e-07|-0.05729|4.7243|3.58|-1288.356212|569.42|283.08|0.7585|262.44|443.05|0.4571199999999999|0.50107|-1288.210207|-0.17945|2.6336|-1288.264271|7.6198|7.6198
12p_a30|0.0|0|0.0|0|7.412764017000001|2|0.604984421|0.0|0.038440292|-0.0063403159999999|5.351858133|2|-0.3550576729999999|0.000321545|10.31162861|-0.128484994|1|0.005965451|-0.109773594|-0.09353607|1|0.8414737059999999|0.7867133140000001|-0.051402518|-0.2210072669999999|0.8371763179999999|0|0.843381594|-0.094870978|0.371591982|0.015107947|-47.54197452|-60.65858419|9.659715461|75.21136863|0.156618406|-0.0364888379999999|-38.78387161|-30.39737673|68.98315679|57.20168999|2783.628159|-1213.171684|-14.91687369|0.180044528|7.392482526|0.886732486|28.4530386|0.0130197619999999|-409.146112|1479.558007|686.039456|8.3245726|1.0|1.0|0.0|1.0|4.76|0.0|17.0|2.93|81.65|3.04|2.0|0.0|0.0|1.0|-5.66|4.0|-5.81|0.0|1.0|2.91|-5.15|7.05e-06|4.23|0.0|4.02e-05|-0.05169|5.1922|4.14|-1615.094336|685.08|354.69|0.1768|238.79|526.91|0.33929|0.68561|-1614.830085|-0.14823|4.0456|-1614.890598|7.7721|7.7721
16_a4|0.0|0|0.0|1|7.535296702|1|1.398650725|1.843196334|-0.219944434|-0.00228637|5.4161004020000005|1|-0.089168424|-0.148022089|10.94592242|0.019290123|1|0.006466406|0.020218035|-0.0513920109999999|1|0.490768328|0.774455255|-0.0894138519999999|0.0293772029999999|0.8366279120000001|0|0.7898461090000001|-0.080093659|0.292255386|0.013727656|-36.11951685|-39.44800181|6.761192037000001|13.51923899|0.210153891|-0.033372358|-19.42906425|-17.789707500000002|45.11883447|42.88070889|2101.6948030000003|-591.7200271|-8.095443438|0.167538305|5.548106463|0.837568182|19.74465314|0.0115138339999999|-327.4903335|710.807513|322.8922084|5.67083266|1.0|0.0|0.0|0.0|3.26|3.08|17.0|4.96|30.71|3.44|1.0|0.0|0.0|1.0|-3.92|4.0|-5.64|0.0|1.0|3.91|-4.43|3.68e-05|3.59|0.0|0.000134|-0.03965|4511.0|4.05|-1057.494456|515.68|293.41|0.2213|274.85|407.99|0.51149|0.54061|-1057.3808390000002|-0.17375|1863.0|-1057.429593|6.4647|6.4647
9b_a36|0.0|0|0.0|0|7.412764017000001|2|0.62670079|0.0|-0.053019801|-0.0058276019999999|5.351858133|2|-0.308862918|-0.077361324|10.33767255|-0.06502499|1|0.005458948|0.146828453|-0.094526372|1|0.8421237309999999|0.7885597609999999|-0.034830997|-0.1177413269999999|0.842671963|0|0.8453794609999999|-0.098301686|0.2602997|0.017007854|-46.58565720000001|-61.73294817|10.68084402|67.12293326|0.154620539|-0.036110824|-38.76797062|-29.25555061|71.70079424|57.26650122|2715.020034|-1111.193067|-14.24129533|0.21757783|7.549264797|0.828997331|28.98359786|0.015872498|-354.7193098|1420.196295|620.9195447000001|9.967846072|1.0|1.0|0.0|1.0|4.73|0.0|17.0|2.76|82.47|2.82|1.0|0.0|0.0|1.0|-4.6|4.0|-6.46|0.0|0.0|2.48|-4.43|3.71e-05|3.2|0.0|9.21e-05|-0.05146|3.8535|3.82|-1575.7800140000002|666.01|321.74|0.5392|321.74|514.45|0.69763|0.69763|-1575.557248|-0.15833|6.2846|-1575.616432|7.6778|7.6778
12s_a36|0.0|0|0.0|0|7.412764017000001|2|1.297044029|0.0|-0.057853364|-0.007059109|5.351858133|2|-0.4023692|0.0056370119999999|10.95352614|-0.050363149|1|0.003962098|0.063448144|-0.1763783589999999|1|0.90414347|0.8060798779999999|-0.118671653|-0.086791463|0.856677627|0|0.8303378090000001|-0.1000534719999999|0.4314309979999999|0.019457471|-46.58030248|-64.57958827|12.55883918|110.6090028|0.169662191|-0.035868226|-41.6829437|-30.06529118|76.34126108|59.13914165|2710.355028|-1227.012177|-14.94294208|0.245801617|7.545963801|0.853487672|30.69639722|0.018222417|-328.1450742|1626.909053|662.0530478999999|11.76167282|1.0|0.0|0.0|2.0|4.85|0.0|17.0|2.19|69.2|2.24|1.0|0.0|0.0|1.0|-4.16|4.0|-6.55|0.0|0.0|2.14|-4.3|5.05e-05|3.04|0.0|4.270000000000001e-05|-0.04908|3.8751|3.48|-1272.270833|683.24|329.71|0.4501|319.95|523.72|0.6843600000000001|0.6928|-1272.00109|-0.15559|6.6068|-1272.061111|8.0458|8.0458
18_a20|0.0|0|0.0|0|6.842683282|0|1.400923654|0.0|0.1160337319999999|-0.008841844|4.727387819|2|-0.5039851160000001|-0.011236836|10.93301779|-0.054458882|1|-0.004071701|0.268927191|0.003282792|2|0.809917509|0.7602869659999999|-0.107446431|-0.090732503|0.8162774979999999|1|0.76136176|-0.095227339|0.356461863|0.0108136339999999|-61.73239771|-63.36348363|7.195302872999999|318.5587088|0.23863824|-0.035934845|-42.1615378|-41.07622672|72.31812218|68.92770059|2809.844943|-1267.269673|-15.91001426|0.1890889589999999|8.011174137000001|0.936740671|29.4862782|0.013457694|-413.7552685|1562.772745|712.1606951|8.954638548|1.0|1.0|1.0|2.0|3.48|2.76|27.0|4.69|97.55|2.06|2.0|0.0|0.0|0.0|-5.59|4.0|-6.13|0.0|1.0|3.78|-5.16|6.91e-06|3.85|0.0|4.17e-08|-0.05604|5.9778|5.35|-1352.364724|703.24|350.69|0.2991|207.41|531.11|0.31154|0.6953699999999999|-1352.073755|-0.14685|5.3978|-1352.135304|7.4685|7.4685
