molecula|SddssS|n9FaHRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WNSA3|DPSA5|DPSA3|GRAVp|PNSA2|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|pIC50|pIC50
1f_a5|0.0|0|-4.398485453999999|0|6.605297921|0|1.218960329|0.0|-0.139907335|-0.00645569|4.59511985|2|-0.277594656|-0.174016111|10.94527671|-0.000625|1|-0.000700145|-0.389011185|0.004923698|2|0.525406088|0.771487328|-0.060528915|-0.000969932|0.834250802|0|0.888073448|-0.083857856|0.45528118|0.008403353|-50.98614411|-46.77243802|4.687041957|201.7057715|0.111926552|-0.035639589|-26.08772825|-28.43795894|57.83835135|55.67318607|2482.949545|-795.1314464|-11.0872845|0.242477611|7.117418022000001|0.8764524309999999|26.24118632|0.01983997|-287.2706403|1049.647453|403.396385|11.06591332|1.0|0.0|1.0|1.0|2.9|2.61|23.0|6.37|54.46|2.73|2.0|0.0|0.0|1.0|-4.79|6.0|-5.73|1.0|1.0|4.23|-4.97|1.0800000000000002e-05|3.95|0.0|4.86e-07|-0.05346|4.7485|3.58|-1288.353339|577.11|270.96|0.6959|261.1|442.04|0.47267|0.42446|-1288.209882|-0.18224|3.7852|-1288.263745|6.6198|6.6198
6_a27|0.0|0|0.0|1|6.823286122000001|0|1.404458667|1.7996617540000002|0.1718757239999999|-0.007874167|4.727387819|2|-0.330715016|0.075248207|10.93737136|0.081320966|1|0.0058042269999999|-0.406859288|-0.179319226|2|0.678057835|0.787663648|-0.1322552659999999|0.1272522519999999|0.849515128|1|0.785047616|-0.090025109|0.344065059|0.020552125|-38.92545695|-44.56839492|10.17466399|125.8234721|0.214952384|-0.034625042|-22.06430895|-19.27068071|52.66373343|49.10012093|2196.1151210000003|-668.5259238|-8.486272674|0.2251796019999999|5.010042219|0.896201262|22.12343713|0.01635203|-272.1086175|862.8140479|373.9912084|8.095338503999999|0.0|0.0|0.0|1.0|3.0|2.49|21.0|2.79|76.46|2.42|0.0|0.0|0.0|1.0|-3.62|4.0|-6.55|0.0|1.0|2.71|-3.82|0.000153|2.37|0.0|6.86e-05|-0.04793|5.5447|4.27|-1043.831559|526.9|299.55|0.1915|223.61|401.49|0.3366099999999999|0.61083|-1043.678244|-0.17007|2.7521|-1043.728133|9.0|9.0
4n_a46|0.0|0|0.126268818|1|7.825245291|1|1.13463699|2.093595994|-0.061148449|-0.004696854|5.587248657999999|0|-0.234842682|-0.144852516|10.94021058|-0.064683066|1|0.0042595609999999|-0.349865095|0.109017734|0|0.741742667|0.722331115|-0.06655165|-0.088858764|0.7681452190000001|0|0.903145407|-0.085838139|0.371438024|0.008424451|-56.80797266|-47.16810275|4.629240193|172.8490949|0.096854593|-0.031047837|-25.91889741|-31.21601103|51.4039205|61.43721285|2195.786424|-801.8577467|-9.374920341|0.136796337|5.666371466|0.750996215|19.76451658|0.0077084869999999|-399.1612105|928.9322794|525.8291956999999|4.235817757|1.0|1.0|1.0|1.0|3.75|2.84|17.0|4.94|61.84|2.99|1.0|0.0|0.0|1.0|-5.43|3.0|-5.26|0.0|1.0|3.9|-5.1|7.95e-06|4.41|0.0|7.340000000000001e-05|-0.04044|5.7448|4.57|-1090.343872|578.83|313.65|253.0|215.82|502.02|0.41625|0.7025|-1090.098769|-0.16641|6.2318|-1090.151267|5.2845|5.2845
1c_a5|0.0|0|0.0|0|6.605297921|0|1.424607938|0.0|-0.268536978|-0.001983746|4.59511985|2|-0.085301064|-0.228971551|10.9433337|-0.058823529|1|0.007357977|-0.133677441|0.0578378779999999|2|0.71274658|0.7595197290000001|0.128385959|-0.109439124|0.821309592|0|0.88631419|-0.070346332|0.436308619|0.008349498|-34.82350689|-35.99212225|4.27195187|160.5407184|0.11368581|-0.0281385329999999|-18.41507338|-17.81716094|43.86175561|39.09545876|2105.8969850000003|-575.8739559999999|-7.366029352999999|0.246972732|6.063350238|0.909902834|19.11862892|0.0153811389999999|-258.918642|764.7451566000001|409.0289917|7.869633359|1.0|0.0|1.0|1.0|2.78|2.09|23.0|4.51|54.46|2.13|0.0|0.0|0.0|1.0|-4.25|3.0|-5.77|0.0|1.0|3.43|-4.45|3.5600000000000005e-05|3.43|0.0|1.21e-06|-0.03965|4.8783|3.17|-990.6223073|556.84|274.99|271.0|254.15|410.52|0.4444899999999999|0.53838|-990.467026|-0.18719|1.7105|-990.516371|5.4|5.4
12i _a30|0.0|0|0.0|0|7.412764017000001|2|0.604984133|0.0|0.04580336|-0.00691453|5.351858133|2|-0.366470081|0.0109710489999999|10.31162888|-0.072247675|1|0.003603419|-0.172434349|-0.090173435|1|0.8264832879999999|0.831176513|-0.029080032|-0.1240820219999999|0.888213143|0|0.8434291340000001|-0.096489393|0.356921662|0.015808432|-50.00086637|-63.00408424|10.32233418|84.78576301|0.156570866|-0.037414255|-41.13938837|-32.64875738|72.59006433|60.32320054|2860.704198|-1197.077601|-15.95200773|0.193700903|8.097008872|0.92270764|30.29912252|0.014680721|-400.0044646|1484.657003|652.8825454|9.585980094|1.0|1.0|0.0|1.0|4.62|0.0|17.0|3.27|81.65|3.31|2.0|0.0|0.0|1.0|-5.93|4.0|-5.75|0.0|1.0|3.11|-5.44|3.61e-06|4.49|0.0|2.61e-05|-0.05465|5.0358|4.45|-2035.373964|691.59|351.81|0.2384|246.2|542.74|0.43157|0.68497|-2035.141693|-0.14945|2.5397|-2035.203042|7.8013|7.8013
20_a31|0.0|1|0.0|0|7.765993078999999|0|0.609420757|0.0|0.0469387759999999|-0.009722467|5.733341277|0|-0.476400874|-0.020082435|10.31100269|-0.078213611|3|-0.001662219|-0.023477148|-0.1534110109999999|0|0.788133615|0.8602874540000001|0.028036914|-0.131662689|0.912372776|1|0.7954270659999999|-0.110195543|0.246878555|0.019334605|-53.79798102|-69.0542431|12.1160662|64.42171513|0.2045729339999999|-0.033537774|-43.27297051|-33.71260536|81.35171021|65.91404723|2576.1287230000003|-966.7594033|-13.1700345|0.289292958|8.289864307|0.86775525|29.5712685|0.019624081|-264.0799235|1360.278351|557.1050635|12.29746712|1.0|1.0|1.0|2.0|3.46|2.74|19.0|4.38|140.04|1.1|1.0|0.0|1.0|1.0|-5.91|4.0|-6.39|1.0|1.0|3.6|-4.44|3.66e-05|3.29|0.0|8.86e-06|-0.06065|3.5381|4.78|-1880.768349|666.67|350.43|0.2011|350.43|560.67|0.7036600000000001|0.7036600000000001|-1880.538664|-0.1483|3.7403|-1880.599777|8.0862|8.0862
11a_a50|0.0|1|0.0|2|7.927685046000001|1|1.397733996|4.088412042|-0.156121881|-0.002914262|5.82008293|1|-0.134056065|-0.108592708|10.94500606|-0.129547471|2|0.012037198|-0.0739260509999999|-0.277408878|1|0.701976536|0.792574879|-0.158172459|-0.200986578|0.8535780190000001|1|0.917127112|-0.071180382|0.2931724189999999|0.01848869|-25.48858279|-37.63057389|9.774322692|7.53108119|0.0828728879999999|-0.025421565|-19.89396594|-13.47492066|48.67321197|35.26290548|2286.226222|-564.4586084|-7.104987834|0.345638567|5.965221997|0.864799282|20.53832944|0.020887781|-163.21096210000002|862.6098364|439.9973344|11.04263807|0.0|1.0|1.0|0.0|3.44|2.8|20.0|3.73|48.53|2.25|0.0|0.0|0.0|2.0|-3.58|3.0|-6.24|0.0|1.0|2.95|-4.16|6.97e-05|2.9|0.0|0.000441|-0.03284|4.0636|3.05|-1045.978598|574.01|305.11|0.1761|305.11|437.9|0.65485|0.65485|-1045.794689|-0.16769|5.4342|-1045.84627|7.2291|7.2291
9_a10|0.0|0|0.0|1|7.535296702|1|1.377786667|1.998759814|-0.096384071|-0.004530817|5.4161004020000005|2|-0.285441469|-0.1189611519999999|10.92721632|-0.1048161059999999|1|0.007847998|-0.079150788|-0.239634564|2|0.7141481129999999|0.791322552|-0.000865755|-0.169389445|0.837889476|1|0.8694452140000001|-0.084348428|0.6816795959999999|0.013842683|-40.90513782|-59.80726117|9.815155744|86.66800495|0.130554786|-0.028592687|-42.40634438|-29.00379197|71.07688871|50.72029356|2904.874289|-1196.145223|-14.37503199|0.26870822|8.765421221|0.827876677|27.72306267|0.015893979|-327.9949188|1635.660698|816.3832816|11.26962754|1.0|1.0|1.0|1.0|4.0|3.2|21.0|3.68|75.94|1.81|1.0|0.0|0.0|1.0|-4.23|5.0|-6.87|0.0|0.0|3.07|-4.44|3.64e-05|2.97|0.0|5.14e-06|-0.06118|5.5668|4.51|-1410.041793|740.24|332.32|0.4138|222.72|631.5|0.2242|0.68962|-1409.69933|-0.15045|2.9927|-1409.764013|6.7144|6.7144
A7701_a51|0.0|0|0.0|0|6.605297921|0|1.390164251|0.0|-0.221071791|-0.002377784|4.59511985|2|-0.0927335619999999|0.058290286|10.93031118|-0.0299823629999999|1|0.00740235|0.119725261|0.061434294|2|0.7078647990000001|0.7451039290000001|0.00552665|-0.0533751959999999|0.8092075540000001|1|0.865114773|-0.078131694|0.514530959|0.007404204|-32.97926236|-36.09660744|3.420720075|146.2104641|0.134885227|-0.030384547|-16.67652408|-15.23632002|41.87351682|36.39998243|1959.582581|-505.3525041|-6.485314917999999|0.200953608|5.137516673|0.7251817340000001|17.56790307|0.012504214|-276.3170672|632.4445105000001|332.8814548|5.776909381|1.0|0.0|1.0|1.0|2.66|2.05|21.0|4.0|54.46|1.98|0.0|0.0|0.0|1.0|-3.95|3.0|-5.82|0.0|1.0|3.12|-4.17|6.790000000000001e-05|3.14|0.0|7.5e-06||||||||||||||||7.6021|7.6021
4_a47|0.0|0|0.0|0|0.0|0|1.304464196|0.0|0.004633887|-0.008204735|0.0|2|-0.3692130839999999|0.0687047279999999|10.93671044|0.011775922|0|-0.006506051|-0.247195952|-0.027355932|2|0.893350891|0.783871003|-0.095209424|0.019305509|0.84420422|1|0.874200878|-0.092556319|0.444849947|0.007772995|-42.46254967|-50.35610033|4.22896799|96.20929041|0.1257991219999999|-0.03525955|-27.39669054|-23.10213311|57.78603076|46.69151766|2306.463316|-805.6976052|-10.43683449|0.193395607|6.468023748999999|0.67265584|23.78275706|0.013656479|-333.62177030000004|998.8757964|471.7712484|7.429930428|1.0|0.0|1.0|2.0|2.75|3.01|22.0|5.71|58.04|3.1|2.0|0.0|0.0|1.0|-5.92|3.0|-4.99|0.0|1.0|4.32|-5.64|2.31e-06|4.96|0.0|5.81e-07|-0.05606|5.7708|4.44|-1509.453558|576.9|332.4|0.2304|214.85|432.89|0.45947|0.69157|-1509.262887|-0.1547|4.2607|-1509.3147789999998|7.5|7.5
27_a47|0.0|1|0.0|1|6.842683282|1|1.216250059|2.041063341|-0.160399235|-0.003631596|4.727387819|3|-0.207000956|0.0427469459999999|10.95005714|0.013336016|1|0.002350172|-0.137440913|-0.157688306|2|0.6636125860000001|0.804224077|0.0436226579999999|0.023325573|0.8517043879999999|1|0.846469886|-0.079484997|0.337815064|0.016506051|-40.35526807|-50.87821306|10.56549582|20.73428323|0.153530114|-0.028494622|-32.56705871|-25.8313393|63.02085767|50.9207639|2804.020752|-966.6860481|-11.67498331|0.299267237|7.083168776|0.906398657|26.02898047|0.018969968|-256.9774086|1379.535965|682.9868225|12.14264461|1.0|0.0|1.0|2.0|3.37|3.52|21.0|5.07|67.66|3.11|2.0|0.0|0.0|1.0|-4.81|5.0|-6.34|0.0|1.0|3.91|-5.05|8.89e-06|3.7|0.0|6.55e-07|-0.05814|4.9358|2.97|-1778.1049670000002|673.27|325.21|0.4007|251.19|517.82|0.40976|0.69381|-1777.830739|-0.1578|4.0365|-1777.891054|5.6|5.6
4o_a46|0.0|0|0.160026534|1|7.825245291|1|1.13463699|2.138144369|-0.24479566|-0.000627744|5.587248657999999|1|-0.032014955|-0.203025042|10.93828256|-0.06855792|1|0.010144781|-0.376106593|-0.028735607|1|0.626333846|0.7699448320000001|-0.121466731|-0.09492635|0.8176134690000001|0|0.950732618|-0.06570509|0.372146122|0.00972341|-35.54402423|-36.03345669|5.332434441|5.821925821000001|0.049267382|-0.021901697|-19.76117845|-19.49276784|42.00638612|40.87645867|2195.436986|-576.535307|-6.587059484|0.248979351|5.527567399|0.855222204|15.99310518|0.0108913189999999|-275.3254498|767.6690487000001|544.7877262000001|5.972929428|1.0|1.0|1.0|0.0|3.73|3.12|17.0|4.94|54.5|2.72|1.0|0.0|0.0|1.0|-4.91|3.0|-5.51|0.0|1.0|3.92|-4.87|1.34e-05|4.06|0.0|1.88e-05|-0.04627|4.3255|3.76|-1070.456878|581.59|286.64|0.1598|286.64|501.08|0.6843|0.6843|-1070.223416|-0.18282|3.4494|-1070.276387|6.7905|6.7905
4i_a46|0.0|0|0.19654443|1|7.825245291|1|1.1346370959999998|2.184105962|-0.167244168|-0.002360192|5.587248657999999|1|-0.127450387|-0.160741899|10.94638684|-0.125773054|1|0.011931187|-0.133434195|-0.091288438|1|0.7204791309999999|0.749522825|-0.0656636|-0.17856753|0.786754478|0|0.940780437|-0.075208437|0.263514985|0.015663081|-33.08099617|-42.48203383|8.847405392999999|67.51603424|0.0592195629999999|-0.025069479|-23.99628633|-18.68604171|49.04951810000001|41.92840157|2200.19132|-722.1945751000001|-7.998762108999999|0.2361682219999999|6.218233741000001|0.685288314|18.53900079|0.011626803|-298.0546045|945.4890404|579.2365607|6.567484272000001|1.0|1.0|1.0|0.0|3.88|3.5|17.0|5.07|39.94|3.06|1.0|0.0|0.0|1.0|-4.94|3.0|-5.31|0.0|1.0|4.16|-5.04|9.13e-06|4.38|0.0|1.75e-05|-0.01646|5.3987|4.46|-1092.730494|611.74|280.31|0.2805|229.66|546.24|0.41877|0.69035|-1092.473422|-0.18438|2.8538|-1092.528145|6.2132|6.2132
6a_a31|0.0|0|0.0|0|7.703007682000001|1|0.610184884|0.0|0.038376178|-0.01694403|5.6869753560000005|0|-0.779425376|-0.0225412779999999|10.31170939|-0.026103465|2|-0.010591881|0.1533239019999999|0.001117583|0|0.848282918|0.784022685|-0.07385392|-0.0436046509999999|0.848080284|0|0.57216168|-0.126430958|0.259133072|0.034212524|-77.60012959|-74.23718620000001|20.08876284|157.9971748|0.42783832|-0.045153913|-43.59027182|-45.56491046|92.52963742|97.68889243|2713.694431|-1113.557793|-15.56795422|0.307253701|7.516549303|0.916923952|38.27271371|0.031153284|-226.3518866|1607.453976|479.200937|18.29245122|1.0|1.0|1.0|2.0|3.42|2.51|22.0|3.69|131.36|1.13|1.0|0.0|0.0|1.0|-5.22|5.0|-6.69|0.0|1.0|2.96|-4.34|4.55e-05|2.8|0.0|4.3200000000000007e-05|-0.05563|3.5428|4.03|-1613.34153|607.79|349.96|0.6404|349.96|447.66|0.70416|0.70416|-1613.1416|-0.1428|7.7514|-1613.198178|5.9586|5.9586
10_a3|0.0|0|0.0|0|6.823286122000001|0|0.605017375|0.0|0.190318474|-0.010609861|4.727387819|3|-0.381954986|0.018484177|10.31162304|0.043342516|1|-0.005959152|0.033279122|-0.0947326669999999|3|0.8947911009999999|0.743072638|-0.140523767|0.078405316|0.8136572320000001|1|0.747406318|-0.0989320009999999|0.518341632|0.014615264|-46.64544572|-45.8148076|6.768239856|248.0820067|0.252593682|-0.0359752729999999|-21.21655855|-21.60122201|56.68388955|53.41368558|2098.79955|-549.7776912|-7.715112198|0.293370676|5.031169383|0.701266803|23.57661855|0.023470578|-191.3775649|778.0284121000001|311.6695405|10.86908195|0.0|0.0|1.0|1.0|3.02|1.78|21.0|3.41|105.82|1.2|0.0|0.0|0.0|1.0|-4.3|4.0|-6.44|0.0|1.0|2.52|-3.84|0.000145|2.43|0.0|9.35e-05|-0.06238|5375.0|1.64|-1288.190838|498.67|362.35|0.2124|230.67|323.26|0.41894|0.68995|-1288.050987|-0.15011|6.7458|-1288.097561|5.1|5.1
12bf_a36|0.0|0|0.0|0|7.412764017000001|2|1.297043948|0.0|-0.024689509|-0.00832865|5.351858133|2|-0.4497470879999999|-0.096665166|10.96022305|-0.0206090089999999|1|-0.004358975|0.359635716|-0.250781298|1|0.653741315|0.836170906|-0.0480253509999999|-0.033696875|0.892249657|0|0.6791406640000001|-0.110255801|0.356652646|0.0217611939999999|-58.26326838|-71.01192632|14.01562806|87.14111344|0.320859336|-0.037486972|-45.73631152|-37.52534442|86.28460578|72.27889645|2902.591295|-1207.2027480000002|-15.55034592|0.294529031|7.546900716000001|0.904134124|34.22402339|0.02371294|-264.6734075|1711.2011699999998|593.6088758|15.27267945|1.0|0.0|0.0|2.0|4.72|0.0|17.0|3.0|69.2|2.78|1.0|0.0|0.0|1.0|-3.99|6.0|-6.8|0.0|0.0|2.44|-4.32|4.81e-05|2.88|0.0|3.17e-05|-0.0571299999999999|5.2319|3.66|-1431.413697|670.85|320.04|0.4518|236.98|517.66|0.40663|0.69292|-1431.187555|-0.15677|5.4787|-1431.246893|8.2218|8.2218
8f_a8|0.0|0|0.0|1|7.05012252|0|1.394802091|1.241306689|0.024051247|-0.01032134|4.844187086|0|-0.485102985|-0.08540947|10.94343488|0.007079485|1|-0.007036544|0.152294451|0.254819201|0|0.578166105|0.6971223040000001|-0.016217844|0.010682683|0.751162751|0|0.5968139689999999|-0.1064257719999999|0.308621017|0.013566221|-71.22071405|-62.06002501|7.91086576|317.0847898|0.403186031|-0.048375351|-36.18904175|-41.53091131|67.4402386|79.13157981|2622.044457|-1241.2005|-16.44956443|0.09422952|7.504290616|0.8416059290000001|31.14376424|0.009226445|-473.23361|1370.325626|485.8626377000001|5.380213594|0.0|0.0|0.0|2.0|3.14|2.85|23.0|4.72|80.88|4.11|2.0|0.0|0.0|1.0|-5.21|4.0|-5.98|0.0|0.0|4.04|-5.0|1.01e-05|3.82|0.0|4.43e-06|-0.0675299999999999|4.7027|7.71|-1361.658484|602.63|355.5|0.3188|263.65|477.92|0.55661|0.69925|-1361.455053|-0.14532|5.8283|-1361.510739|4.6428|4.6428
2_a3|0.0|0|0.0|0|6.823286122000001|0|0.605017347|0.0|0.176032668|-0.008422099|4.727387819|2|-0.311617665|0.09933632|10.31162302|0.036301827|1|-0.0045709459999999|-0.18746945|0.032450556|2|0.899733837|0.769486995|-0.192034735|0.065162907|0.8401405609999999|1|0.750206578|-0.09392632|0.4551292289999999|0.011938463|-49.07072207|-44.07280196|5.601853871|228.178656|0.249793422|-0.033150466|-20.68016573|-23.02532673|53.05538527|54.67257594|2056.399995|-528.8736235|-7.298882022000001|0.272015731|4.88513521|0.845708123|21.36736636|0.019143348|-213.9529255|726.4904564|330.4083896|8.982583312000001|1.0|1.0|1.0|1.0|2.97|2.22|21.0|4.01|92.93|1.6|0.0|0.0|0.0|1.0|-4.75|3.0|-5.93|0.0|1.0|3.06|-4.27|5.33e-05|3.13|0.0|3.9500000000000005e-05|-0.06423|5.4397|1.97|-1272.143337|503.34|371.73|0.1824|227.92|340.69|0.37284|0.69543|-1272.001389|-0.14605|4.0121|-1272.04778|5.4|5.4
12a_a36|0.0|0|0.0|0|7.412764017000001|2|1.297044783|0.0|-0.0632801509999999|-0.007471648|5.351858133|2|-0.403468978|-0.070252245|10.96083376|-0.065913514|1|0.003199301|0.134423193|-0.183140926|1|0.907322874|0.7934042040000001|-0.012112722|-0.119322074|0.846614758|0|0.820684627|-0.104828755|0.436020272|0.019595485|-46.76212019|-64.36949846|12.03249549|109.9069212|0.179315373|-0.037738352|-39.52572284|-28.71401279|76.09903547|58.79461567|2647.835699|-1158.650972|-14.22926022|0.244684566|6.600635115|0.888377722|30.67992313|0.019102103|-313.5499672|1533.996157|598.1535763999999|11.72953701|1.0|0.0|0.0|2.0|4.75|0.0|17.0|1.88|69.2|2.02|1.0|0.0|0.0|1.0|-3.79|4.0|-6.72|0.0|0.0|1.86|-4.0|0.000101|2.68|0.0|9.78e-05|-0.04946|3.8343|3.16|-1232.951968|653.94|338.0|0.4435|323.35|481.98|0.67869|0.6997|-1232.707754|-0.1519299999999999|6.3637|-1232.764108|7.8861|7.8861
47d_a18|0.0|0|0.0|0|7.03438793|1|1.251175994|0.0|-0.017398129|-0.006087337|4.844187086|0|-0.480899596|-0.07722825|10.94702255|0.016324953|0|0.005144085|0.104380139|-0.406388629|0|0.7640994990000001|0.7430748709999999|-0.002494715|0.027971797|0.773981237|0|0.836999127|-0.087315963|0.445704576|0.015270278|-52.14267013|-71.20388424|12.45251265|64.92967228|0.163000873|-0.028722356|-58.06490563|-42.52098397|86.29525584|64.59518279|3304.705347|-1780.097106|-19.1002979|0.30185619|9.940531282|0.927940864|33.54943497|0.018506261|-323.1621908|2549.757058|1255.618298|15.0913716|1.0|0.0|1.0|2.0|4.73|0.0|18.0|3.21|88.97|2.6|3.0|2.0|1.0|1.0|-5.74|4.0|-6.57|0.0|0.0|2.56|-5.28|5.23e-06|4.16|1.0|7.790000000000001e-07|-0.04561|3.1079|8.08|-1704.061013|875.6|398.94|0.5820000000000001|398.94|817.06|0.69905|0.69905|-1703.545539|-0.12844|3.7605|-1703.622959|8.0969|8.0969
3a_a12|0.0|0|0.0|0|0.0|1|1.28383802|0.0|0.13714555|-0.007671441|0.0|2|-0.322200517|-0.062973953|10.95455336|-0.0161799839999999|0|-0.001011111|-0.205054123|-0.1213636769999999|1|0.943290857|0.7038021990000001|-0.021522321|-0.032466697|0.759068438|0|0.871985494|-0.090803706|0.241900756|0.009433302|-34.84701355|-44.430225|4.615711776|71.11710277|0.128014506|-0.034924502|-21.73969523|-17.05063286|52.21461165|39.46272532|2045.857684|-666.453375|-8.361421244|0.2189499039999999|5.924949067000001|0.859002624|21.87893986|0.015909241|-275.0354486|853.2786545|381.0058252|7.784386645|1.0|1.0|1.0|1.0|3.84|2.74|18.0|2.49|37.28|3.09|0.0|0.0|0.0|1.0|-3.6|3.0|-5.88|0.0|1.0|2.98|-4.06|8.8e-05|3.15|0.0|9.33e-06|-0.06829|4.2336|3.33|-951.3711872|528.84|332.36|0.3201|292.86|383.08|-0.34688|0.66895|-951.217594|-0.15328|1.3824|-951.264072|6.7122|6.7122
9i_a40|0.0|0|0.0|1|7.515889085|0|0.604992808|1.841293462|0.074116257|-0.0071562119999999|5.4161004020000005|0|-0.279092262|0.201624407|10.31197226|-0.1788455119999999|2|0.004019925|0.333430103|0.187399127|0|0.831946443|0.762774506|-0.154977678|-0.28972973|0.824009442|1|0.830980762|-0.088485615|0.006324687|0.011010661|-46.80087537|-44.58600513|5.548036224|213.7117392|0.169019238|-0.036869006|-22.46593254|-23.58195819|49.81256531|52.34891159|2056.370683|-668.7900768999999|-9.360805225|0.140977546|7.700852478|0.91433781|21.62632891|0.010372658|-361.8074422|778.5478408|351.4600612|5.226560183|1.0|1.0|1.0|1.0|3.25|2.9|20.0|4.02|84.45|2.99|1.0|1.0|0.0|1.0|-5.32|2.0|-5.44|0.0|1.0|3.52|-4.71|1.97e-05|3.85|0.0|0.000285|-0.05989|4.3611|3.2|-1273.334714|534.44|428.48|0.5012|284.3|417.75|0.56118|0.70339|-1273.167389|-0.11967|2.0895|-1273.217301|5.9031|5.9031
19_a15|-3.694652026|0|0.0|0|0.0|0|0.300209223|0.0|0.156105985|-0.009832375|0.0|1|-0.4621216379999999|-0.04003124|10.31928434|-0.032407407|0|-0.00534669|0.060683674|-0.045543362|1|0.7981860159999999|0.722297906|0.042424078|-0.048611111|0.770451673|0|0.691069123|-0.112106433|0.355677322|0.00527267|-54.70558911|-64.78818183|3.04716388|61.63983265|0.308930877|-0.042351319|-37.44217335|-31.61527447|68.10965742|57.75275299|2625.952212|-1101.399091|-14.14482104|0.077864438|6.10227122|0.681885245|26.54223128|0.005747326|-487.9183964|1194.400408|490.1808545|3.321475588|1.0|1.0|1.0|2.0|2.99|2.17|18.0|4.96|102.69|1.64|1.0|0.0|0.0|1.0|-5.12|5.0|-6.22|0.0|1.0|2.88|-4.39|4.1200000000000005e-05|3.29|0.0|2.69e-05|-0.0372399999999999|4.1742|7.53|-1523.404372|601.23|297.03|0.4895|297.03|519.04|0.68945|0.68945|-1523.196562|-0.17018|6.7515|-1523.254714|7.1427|7.1427
4e_a46|-3.742323661|0|0.092094405|1|7.825245291|1|0.300205548|2.12386814|0.1369980459999999|-0.005995748|5.587248657999999|2|-0.4017151029999999|-0.058626723|10.31928077|-0.05803828|1|0.002688298|-0.135489528|-0.049530834|2|0.738134189|0.77019676|0.075271624|-0.076733489|0.8146060740000001|0|0.753715041|-0.084780904|0.68427144|0.010671173|-63.39469142|-64.33855433|8.098142567|105.0139519|0.246284959|-0.030951758|-48.825259|-48.10898007|73.87174786|71.49283399|3411.457836|-1479.78675|-17.82509456|0.204892146|7.906917146|0.905854609|29.54149986|0.0125621839999999|-447.9030518999999|1861.114491|942.2127953|9.533193534|1.0|0.0|1.0|2.0|4.5|2.68|23.0|5.93|124.17|2.06|2.0|0.0|0.0|1.0|-6.08|6.0|-6.6|1.0|0.0|3.5|-5.41|3.92e-06|3.78|0.0|7.64e-07|-0.03893|4.2446|8.03|-1884.613031|757.1|296.81|0.4814|292.1|655.69|0.5745600000000001|0.56481|-1884.255802|-0.17112|1.9941|-1884.324182|6.8125|6.8125
18c_a25|0.0|0|0.0|1|6.842683282|0|1.193723817|1.959418462|-0.087958541|-0.002704524|4.727387819|2|-0.162271435|-0.038865826|10.31285373|0.006360768|1|0.007488918|0.01222181|-0.064145547|2|0.7644072209999999|0.748718056|0.084188427|0.0114970419999999|0.8005589320000001|1|0.94801724|-0.0719340379999999|0.385593349|0.009585904|-31.96445203|-47.27625541|6.300016824|26.54367263|0.05198276|-0.026975264|-31.07074762|-21.00757374|56.83666555|38.26446885|2917.369488|-992.8013635|-11.65153036|0.2520795489999999|7.553051762000001|0.940731034|23.70385212|0.014546814|-325.8749539|1327.415719|831.3429628|9.560410146|1.0|1.0|1.0|1.0|3.58|3.89|27.0|6.11|87.72|3.08|2.0|1.0|0.0|0.0|-6.05|3.0|-5.85|1.0|1.0|4.77|-5.6|2.51e-06|4.49|0.0|3.0499999999999995e-08|-0.0622|5.4858|4.75|-1714.597797|698.86|371.26|0.3558|226.01|547.87|0.31993|0.70516|-1714.280779|-0.13312|6.1775|-1714.342386|7.0555|7.0555
