molecula|NaaNH|n9FaHRing|n9FaRing|NaasN|SRW09|BCUTs-1|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
46_a18|0|0|0|0|7.03438793|1.251088279|-0.005378956|4.844187086|-0.018808538|0.03531746|-0.046124025|0.002300582|-0.0669031009999999|10.94680484|-0.052591109|0|0|0.003512954|-0.069691797|0.729629263|-0.015124585|0.76616843|0.699483099|0|-0.069742249|-0.076485888|0.008975181|-49.54738918|-54.33831169|6.376289807000001|0.946462387|0.173455401|123.2289237|4.5299444310000005|58.66827342|0.782232748|-1.988633091|63.70285871|-20.77641329|0.4548138479999999|3052.94234|587.2068577|-1412.796104|-14.76030741|0.217767252|16.47206875|7150.333139|-1003.700904|26.56039822|-401.0164861|1806.107079|9.36454702|0.0|1.0|0.0|2.0|4.27|0.3|18.0|3.68|3.3|76.5|2.0|1.0|151.14|0.0|1.0|7.0|36.0|0.0|0.0|2.93|-5.47|2.08e-06|0.000999|3.35e-06|4.36|0.0|7.27e-07|3225.0|8.11|3225.0|-1532.992457|765.33|1380.79|384.45|384.45|0.69181|0.69181|-0.18219|0.0239301|-1532.562476|3.2533|6.7305|6.7305
16a_a23|0|1|1|2|7.423568444|1.197962324|-0.0054940769999999|5.351858133|-0.013055633|0.046283951|0.062601621|0.012426121|-0.088255625|10.31321796|-0.071458049|2|2|0.01226642|0.115499047|0.8323974470000001|0.154144584|0.890165467|0.7199622309999999|1|-0.041095401|-0.07288672|0.021379172|-26.53751114|-47.06687604|13.80568132|9.922436905|0.0651629059999999|42.07919382|8.915071155|91.92609822|0.585920722|-1.311960953|65.21027197|-16.6118386|0.49525751|2924.629647|603.6746046|-847.2037686000001|-10.72715788|0.414079278|15.89802615|6552.801739|-547.0850515999999|28.35168303|-110.9672657|1445.935835|18.14339594|1.0|0.0|0.0|1.0|3.94|0.14|20.0|2.03|2.52|108.26|1.0|1.0|125.79|0.0|2.0|5.0|31.0|0.0|0.0|1.85|-4.31|2.6e-05|0.0111|4.86e-05|2.66|0.0|0.0023|1.6239|2.49|1.6239|-1685.913359|670.04|1172.0|763.49|763.49|0.96307|0.96307|-0.12645|0.03391189|-1685.6419010000002|18.4446|7.4037|7.4037
18a_a30|0|0|0|0|7.412764017000001|0.604987543|-0.006673169|5.351858133|-0.02919335|0.040166667|-0.041327798|0.005050384|-0.01286191|10.31163887|-0.094932667|1|1|0.005458948|-0.073280844|0.7885597609999999|0.003991162|0.842671963|0.7961424690000001|0|-0.072474599|-0.095397479|0.017060045|-45.11907802|-59.38972262|10.62073502|79.18861306|0.14081879|87.66676984|6.611941026|0.0|0.7904991659999999|-1.812552105|69.35818061|-23.02866795|0.445995681|2721.874248|534.88346|-1128.40473|-14.33650253|0.209500834|12.72666325|5942.293347|-702.4886239|29.1318055|-361.7006453|1427.458469|9.968457988|1.0|0.0|1.0|1.0|4.75|0.14|17.0|3.84|2.62|81.65|2.0|0.0|127.28|0.0|1.0|5.0|29.0|0.0|0.0|2.63|-4.85|5.23e-06|0.00208|1.4e-05|3.87|0.0|9.21e-05|3.4712|3.82|3.4712|-1575.786909|665.12|1120.46|357.18|357.18|0.69033|0.69033|-0.19785|0.03180853|-1575.604922|5.2813|7.6108|7.6108
8c_a32|1|1|1|0|7.765993078999999|0.609420757|-0.0093793719999999|5.733341277|-0.04699673|0.036711712|-0.026467635|-0.003484915|-0.026048985|10.31100269|-0.0682721729999999|3|3|-0.001662219|-0.047650724|0.845443342|-0.024032462|0.8966299409999999|0.7507116140000001|1|-0.076876481|-0.097480366|0.016240436|-46.47597924|-58.93213925|9.818219446|126.6561213|0.198252488|119.85432240000002|5.935643221|78.19443734|0.600684883|-1.267244762|74.36515033|-16.654735000000002|0.447542891|2571.62241|484.6996147|-766.1178102000001|-10.06868562|0.399315117|12.81496717|5773.240734|-463.1595384|27.72624296|-121.7388847|1275.407176|15.43301109|1.0|1.0|1.0|2.0|3.46|0.26|19.0|6.49|4.19|140.04|1.0|0.0|110.47|1.0|1.0|7.0|27.0|1.0|1.0|3.56|-4.39|1.5e-06|0.000597|4.11e-05|3.21|0.0|8.86e-06|3.5673|4.28|3.5673|-1880.764533|646.97|1090.0|347.56|347.56|0.70135|0.70135|-0.18873|0.03115673|-1880.597039|10.2656|7.4318|7.4318
4c_a49|0|0|0|1|7.535296702|1.343847672|-0.0057600559999999|5.4161004020000005|-0.044371138|0.03583878|-0.099764463|0.001379959|-0.102999091|10.92777281|0.006194124|1|1|0.00202792|-0.163476035|0.7796063109999999|-0.052237757|0.826523164|0.752601535|1|-0.087753156|-0.086290519|0.012079228|-56.5385923|-55.59622798|7.782541015|82.02101639|0.23840176|153.60017230000005|5.014223225|59.70585149|0.724053828|-1.639519861|66.77901229|-19.20596967|0.473304159|2719.702873|490.6910965|-1056.328332|-12.37423857|0.275946172|16.089682800000002|6046.668361|-680.5831211|26.5256103|-288.71184960000005|1458.908567|11.182784300000002|1.0|1.0|1.0|2.0|3.49|0.25|21.0|3.55|3.19|98.72|1.0|0.0|120.43|0.0|1.0|7.0|31.0|0.0|1.0|2.6|-3.58|0.000314|0.13|0.000265|1.81|0.0|4.4e-06|5.74|3.04|3.8067|-1332.647233|705.55|1199.04|325.7|216.0|0.4164199999999999|0.67789|-0.22158|0.03969431|-1332.398001|4.9358|6.5935|6.5935
8_a47|0|0|0|0|7.252053952000001|1.24688044|-0.007835945|5.476463552|-0.099564745|0.0363475179999999|-0.087101663|-0.008756|-0.153669322|10.93671024|-0.14203855|0|0|-0.007648516|-0.177626636|0.7847248109999999|-0.035681436|0.842571655|0.659210804|1|-0.075955381|-0.091482011|0.008687692|-44.09728708|-53.11155658|5.043798869|90.32612351|0.150243126|87.2263982|2.928269795|0.0|0.819702033|-1.646676195|60.62152862|-20.78278301|0.414302597|2621.772106|493.3419136|-956.0080185|-12.06582525|0.180297967|11.08581716|6219.278078|-555.0279614|25.35407034|-371.2177396|1166.287236|7.509972037000001|1.0|1.0|0.0|2.0|3.02|0.13|22.0|5.67|6.77|58.04|2.0|0.0|113.97|0.0|1.0|4.0|29.0|1.0|1.0|5.03|-6.19|2.56e-07|0.000104|6.490000000000001e-07|5.61|0.0|2.28e-07|3.6696|4.91|3.6696|-1686.068471|621.06|1071.62|337.87|337.87|0.6877800000000001|0.6877800000000001|-0.2085199999999999|0.03283575|-1685.908004|4.6281|7.3|7.3
12x_a36|1|0|0|0|7.412764017000001|0.629399587|-0.007008724|5.351858133|-0.046532211|0.041767677|0.021670322|0.00285431|-0.054184069|10.33556641|-0.023932402|1|1|0.003710345|0.038200407|0.828393514|0.056034339|0.8792981679999999|0.855081905|0|-0.0737521679999999|-0.104368092|0.017625524|-49.60929169|-70.20305027|11.85578416|81.81168174|0.163597165|110.0434027|7.974776509|0.8295471390000001|0.7768535409999999|-1.982993755|81.1499815|-24.70107324|0.458792701|2884.428214|562.6051882|-1333.8579550000002|-16.61514211|0.223146459|16.20591229|6193.10485|-897.2176739|31.79630645|-372.4502879|1717.000548|10.94693123|1.0|0.0|1.0|2.0|4.87|0.17|17.0|3.33|2.61|94.5|1.0|0.0|135.47|0.0|1.0|6.0|31.0|0.0|0.0|2.33|-4.51|1.4300000000000002e-05|0.0061|3.09e-05|3.19|0.0|3.83e-05|3.8776|3.37|3.7364|-1670.452834|719.63|1209.23|331.83|319.74|0.6853600000000001|0.68112|-0.2048199999999999|0.03331471|-1670.244307|7.2812|8.1549|8.1549
13b_a30|0|0|0|0|7.412764017000001|0.604984129|-0.011016128|5.351858133|-0.118776867|0.041728395|-0.035340334|-0.003436924|0.042845487|10.31162842|-0.0463169629999999|1|1|-0.002215642|-0.062905093|0.836520136|-0.045844862|0.892104517|0.802578397|0|-0.109962789|-0.113554975|0.018555474|-74.24619275|-76.67161447|12.52854078|385.2420923|0.305898198|206.54056530000005|8.459192992|105.341977|0.800290866|-2.271099499|88.26741491|-28.93268471|0.454574838|3002.926824|468.6532296|-1533.432289|-19.53516918|0.1997091339999999|16.1428924|6627.406474|-1035.363967|36.15271139|-405.5090587|1916.093704|11.59580043|1.0|0.0|0.0|2.0|4.76|0.13|17.0|3.04|1.72|124.74|1.0|0.0|135.37|0.0|1.0|6.0|32.0|0.0|0.0|1.91|-4.3|9.68e-06|0.00427|5e-05|2.74|0.0|0.000288|5.0501|4.54|3.5056|-1744.492044|721.48|1210.94|353.68|245.51|0.32563|0.6862699999999999|-0.20313|0.0455651|-1744.281763|5.3762|7.5901|7.5901
10_a32|1|1|1|0|7.765993078999999|0.6094207629999999|-0.016404762|5.733341277|-0.087497559|0.03995614|-0.020186906|-0.0064007569999999|-0.028431775|10.31100271|-0.047619048|3|3|-0.00369116|-0.03673326|0.8607827790000001|0.012125768|0.915639476|0.764217655|1|-0.088310158|-0.1223816869999999|0.02575778|-54.55170955|-75.59866726|15.91131724|57.97512956|0.237716043|146.8439966|9.828875607|52.24660367|0.6946347429999999|-1.7133436169999998|91.10767604|-24.0541214|0.449853016|2649.882742|470.8845962|-1058.381342|-14.85891856|0.305365257|12.86809583|5842.926058|-653.7924168|34.62844557|-240.4628923|1523.651605|15.50900878|1.0|0.0|1.0|2.0|3.56|0.22|19.0|5.64|4.21|149.27|1.0|0.0|107.14|1.0|1.0|7.0|27.0|1.0|1.0|3.42|-4.41|9.17e-07|0.000366|3.89e-05|3.23|0.0|4.13e-05|3.6441|4.12|3.6441|-1916.668776|654.7|1086.09|340.24|340.24|0.70228|0.70228|-0.2052199999999999|0.03701539|-1916.519894|3.2297|8.1427|8.1427
9r_a24|1|0|0|0|6.605297921|1.353642494|-0.004640179|4.59511985|0.013567512|0.024179894|-0.17821765|0.007861194|0.064425793|10.96129392|-0.043274854|1|1|0.008722018|-0.29065818|0.7958149290000001|-0.120617935|0.841805128|0.7526889940000001|0|-0.0618978309999999|-0.082022572|0.015557618|-41.49802275|-54.99020696|10.4302588|71.31566881|0.158284162|106.1180928|6.992734796000001|89.36724924|0.6152148279999999|-1.394383716|70.79264457|-17.31173182|0.473403843|2644.462265|564.3096436000001|-934.8335183|-11.60626518|0.384785172|18.36822555|5501.824326|-626.7383196000001|28.13932796|-154.486433|1519.52371|15.80243761|1.0|1.0|1.0|1.0|3.53|0.22|23.0|4.23|3.93|79.82|2.0|0.0|116.9|0.0|1.0|8.0|30.0|0.0|0.0|2.98|-4.06|9.58e-05|0.0383|8.77e-05|2.69|0.0|8.84e-07|4.4722|1.82|4.2877|-1294.486221|713.25|1199.71|289.16|277.23|0.3398|0.6204|-0.21074|0.03426339|-1294.263358|3.0322|7.9586|7.9586
13_a15|0|0|0|0|0.0|1.4356889940000002|-0.006348913|0.0|-0.031457366|0.029206349|-0.006938727|0.001806571|-0.031047852|10.95980212|0.005149745|0|0|0.003766915|-0.010882979|0.729838386|0.008210506|0.7784213259999999|0.796300317|0|-0.068526782|-0.098053528|0.016196467|-43.2365883|-61.86632281|10.21906987|142.67217639999998|0.114512421|72.25096855|6.447664726|0.0|0.755283433|-1.961070565|72.41636305|-21.33321476|0.482317225|3028.485145|558.6934137000001|-1237.326456|-13.46007201|0.244716567|10.07307988|7196.400881999999|-780.6841766|28.24531009|-322.1392954|1638.227985|10.55004024|1.0|1.0|1.0|1.0|4.13|0.07|24.0|4.33|6.69|59.51|2.0|0.0|138.24|0.0|1.0|6.0|34.0|1.0|0.0|4.61|-6.1|4.77e-07|0.000214|7.970000000000001e-07|5.32|0.0|5.7e-07|3942.0|5.04|2.5721|-1450.756042|674.36|1231.11|482.03|314.52|0.63827|0.70626|-0.15229|0.02844037|-1450.462642|6.0429|8.2218|8.2218
3b_a12|0|0|0|0|0.0|1.283824445|-0.007916598|0.0|-0.043495794|0.0375|-0.1215705419999999|-0.004028952|-0.065558712|10.9540388|-0.003968827|0|0|-0.003019113|-0.19952566|0.768772928|-0.008328578|0.82914101|0.802482465|0|-0.064393592|-0.088443201|0.0103611969999999|-33.57216667|-46.11064215|5.401901357000001|41.13468455|0.096795301|50.46508298|2.816328871|0.0|0.7688221909999999|-1.326648015|54.77629766|-17.73486237|0.390744506|2186.64676|470.8937285|-691.6596323|-9.246226764|0.2311778089999999|10.88757628|4665.346939|-360.6028438|23.06757345|-280.3056362|899.6353646|8.665655511|1.0|1.0|1.0|1.0|3.82|0.05|18.0|4.05|3.14|37.28|1.0|0.0|102.53|0.0|1.0|3.0|24.0|0.0|1.0|3.59|-4.64|5.539999999999999e-05|0.0184|2.28e-05|3.78|0.0|2.63e-06|4.2092|3.96|3.7741|-1410.971864|548.05|915.37|328.51|294.55|0.53738|0.6654800000000001|-0.2232|0.02444371|-1410.8759220000002|8.5678|7.3098|7.3098
12j_a36|1|0|0|0|7.412764017000001|0.6293514410000001|-0.007086381|5.351858133|-0.0446165029999999|0.039061728|0.091496219|0.00285431|0.039869055|10.33556498|-0.051080247|1|1|0.003710345|0.161289379|0.820041835|-0.1241793309999999|0.87043328|0.855081905|0|-0.069970795|-0.105480639|0.018160631|-46.2113679|-69.66341599|11.99396966|26.39145693|0.147413708|97.35760604|7.921272637|2.098786266|0.7758129420000001|-2.004132137|80.59149538|-24.51120192|0.457280037|2881.20453|563.0803357000001|-1323.6049039999998|-16.18812775|0.224187058|13.78874575|6352.018345|-874.1588982999999|31.59421634|-364.314663|1706.0876829999995|10.92807939|1.0|0.0|1.0|2.0|4.86|0.17|17.0|3.33|2.61|94.5|1.0|0.0|135.47|0.0|1.0|6.0|31.0|0.0|0.0|2.33|-4.51|1.4300000000000002e-05|0.0061|3.09e-05|3.19|0.0|3.83e-05|5.2072|3.37|3.7807|-1670.448063|694.28|1198.96|327.94|238.1|0.37116|0.69967|-0.20593|0.02793415|-1670.245584|8.5953|8.0|8.0
12q_a36|1|0|0|0|7.412764017000001|1.29701394|-0.00761082|5.351858133|-0.043678703|0.042804233|0.068040097|0.0005016269999999|-0.0651906459999999|10.9598352|-0.0433009009999999|1|1|0.0010871589999999|0.1161527719999999|0.828371596|-0.017640538|0.8839272779999999|0.8065052890000001|0|-0.07607684|-0.1060430969999999|0.018562763|-49.18227989|-68.5549152|12.00048565|82.68142965|0.17088073|110.4712541|7.758093617|0.0|0.768692389|-1.908775752|80.15866795|-24.67976947|0.486620426|2786.514757|536.0103834|-1233.988474|-15.95501778|0.231307611|14.69971555|6040.52496|-797.7508892000001|32.10617123|-347.4093916|1605.308562|11.60375275|1.0|0.0|0.0|2.0|4.74|0.14|17.0|3.35|2.54|69.2|1.0|0.0|128.76|0.0|1.0|5.0|30.0|0.0|1.0|2.34|-4.59|3.64e-05|0.0151|2.55e-05|3.31|0.0|2.77e-05|5.2375|3.79|3.8653|-1692.544456|683.51|1148.35|320.77|236.72|0.39919|0.6863199999999999|-0.2126199999999999|0.03415678|-1692.370918|6.4226|8.2218|8.2218
7_a47|0|0|0|0|0.0|1.304326965|-0.008206422|0.0|-0.143650735|0.04030303|-0.128433676|-0.0091074509999999|-0.085507035|10.93671034|-0.0781924059999999|0|0|-0.00794321|-0.262805289|0.817389583|-0.04402021|0.8755534909999999|0.671549194|1|-0.081264417|-0.095957591|0.008915606|-45.82735481|-54.113260200000006|5.027768049|103.5602725|0.152677268|86.09912617|2.8353037860000003|0.0|0.816979353|-1.631279045|61.47335819|-20.44278719|0.405265781|2491.885862|477.8297898|-919.9254234|-11.52827882|0.1830206469999999|10.90440708|5958.904826|-518.7725468|25.02240371|-357.5076454|1126.008167|7.36009799|1.0|1.0|0.0|2.0|2.96|0.09|22.0|5.63|6.52|58.04|2.0|0.0|111.28|0.0|1.0|4.0|28.0|1.0|1.0|4.89|-6.06|3.41e-07|0.000134|8.75e-07|5.49|0.0|1.3900000000000001e-07|3.7203|5.08|3.7203|-1647.996662|604.84|1043.33|333.26|333.26|0.69314|0.69314|-0.2073699999999999|0.03348545|-1647.841533|4.4255|7.6|7.6
13c_a6|1|0|0|0|7.412764017000001|1.424213869|-0.010619065|5.351858133|-0.0122495089999999|0.040821256|0.049627353|-0.003346018|0.054910284|10.95129637|-0.0942387559999999|1|1|-0.000899678|0.081059709|0.780680481|0.085414885|0.8353837409999999|0.7995080809999999|0|-0.093635525|-0.111231609|0.030547186|-63.73961873|-75.71763296|20.79409503|157.60887419999997|0.213190168|145.12291069999998|14.15496611|567.1031411|0.772032541|-2.11340057|88.21184769|-27.1440571|0.466844407|2880.850692|535.5975578|-1438.635026|-18.47751526|0.2279674589999999|15.07660437|6204.855629|-979.308309|35.15921372|-370.3562372|1863.438327|12.49421473|1.0|1.0|1.0|2.0|3.61|0.16|23.0|5.38|4.57|95.85|2.0|0.0|121.6|0.0|1.0|6.0|32.0|0.0|1.0|3.64|-5.27|1.11e-06|0.000471|5.42e-06|4.23|0.0|1.68e-07|5.992000000000001|4.5|3.6519|-1389.39897|719.8|1217.77|339.5|206.92|0.48478|0.7008800000000001|-0.1999|0.0276450999999999|-1389.184603|9.2467|7.1367|7.1367
47s_a18|0|0|0|0|7.03438793|1.251176205|-0.0054038509999999|4.844187086|-0.045792331|0.035632184|-0.026883417|0.002573931|0.0134295589999999|10.94702059|-0.031515152|0|0|0.003686393|-0.040169986|0.712629555|0.0109557919999999|0.745196689|0.716761234|0|-0.070258863|-0.08106112|0.008446541|-53.18668656|-61.36410696|6.394119331000001|10.92659868|0.15456221|117.0051929|4.840414512|51.05656345|0.820470855|-2.107589125|69.29837549|-22.79238258|0.4740142|2992.734821|640.0051571|-1595.466781|-17.25406952|0.179529145|18.65422248|6968.705069|-1207.784866|27.77963709|-485.1995077|1944.574596|7.934268528|1.0|1.0|0.0|2.0|4.41|0.3|18.0|4.06|3.93|76.5|3.0|1.0|149.34|0.0|1.0|10.0|36.0|0.0|0.0|3.19|-5.45|1.12e-06|0.000539|3.53e-06|4.62|0.0|1.84e-07|3218.0|8.41|3218.0|-1534.196027|809.4|1435.42|385.29|385.29|0.6926800000000001|0.6926800000000001|-0.18109|0.02195039|-1533.809351|2.9991|6.2104|6.2104
12p_a30|0|0|0|0|7.412764017000001|0.604984421|-0.0063403159999999|5.351858133|-0.031328052|0.040899471|-0.062956958|0.005613018|0.000321545|10.31162861|-0.128484994|1|1|0.005965451|-0.109773594|0.7867133140000001|-0.051402518|0.8371763179999999|0.7991060659999999|0|-0.074356395|-0.094870978|0.015107947|-47.54197452|-60.65858419|9.659715461|75.21136863|0.156618406|100.1386407|6.176226649|0.0|0.8199554720000001|-1.897419563|68.98315679|-23.33022469|0.469983155|2783.628159|539.2411292|-1213.171684|-14.91687369|0.180044528|13.94763694|6166.812731|-775.6774321|28.4530386|-409.146112|1479.558007|8.3245726|1.0|0.0|1.0|1.0|4.76|0.17|17.0|4.35|2.93|81.65|2.0|0.0|132.24|0.0|1.0|5.0|30.0|0.0|1.0|2.91|-5.15|2.21e-06|0.0009119999999999|7.05e-06|4.23|0.0|4.02e-05|5.1922|4.14|3.4955|-1615.094336|685.08|1167.16|354.69|238.79|0.33929|0.68561|-0.19992|0.03198743|-1614.890598|4.6103|7.7721|7.7721
38_a18|0|0|0|0|7.03438793|1.251175383|-0.00575311|4.844187086|-0.009006798|0.035478927|-0.066676644|0.000520558|-0.020056674|10.94702086|-0.003893067|0|0|0.001602741|-0.0993372269999999|0.719168079|-0.03302891|0.751875124|0.7400818459999999|0|-0.076974444|-0.082256123|0.00838904|-61.25359673|-65.45657441|6.675707878|100.7046282|0.1689295469999999|134.4282836|5.3122971560000005|74.46052717|0.880927895|-2.385427574|71.15832778|-25.65190078|0.4666657999999999|3162.36475|661.3370874|-1898.240658|-20.41289434|0.119072105|20.5922319|7261.130718|-1510.554181|29.11918324|-606.2584549|2154.819559|5.701753365|1.0|1.0|0.0|3.0|4.53|0.34|18.0|4.94|4.13|85.29|3.0|1.0|160.66|0.0|0.0|10.0|38.0|0.0|1.0|3.64|-6.11|1.05e-07|5.36e-05|7.85e-07|5.43|0.0|2.38e-08|3.2241|8.95|3.2241|-1611.630281|861.93|1515.64|384.55|384.55|0.69235|0.69235|-0.18066|0.02653109|-1611.206669|2.7244|7041.0|7041.0
17f_a50|0|1|1|2|7.934155233999999|1.349854916|-0.002205848|5.82008293|0.022892513|0.03135101|-0.167275895|0.012475826|-0.028989535|10.94501702|-0.132773563|2|2|0.0129274519999999|-0.275290802|0.7851209440000001|-0.132153434|0.8314734309999999|0.7241275009999999|1|-0.047333916|-0.074859564|0.016414675|-29.10566644|-46.03121141|10.09339793|6.382846132999999|0.088541266|54.44410182|6.206439227000001|82.90209608|0.721122105|-1.422331714|55.9791334|-16.50175503|0.472769049|2582.272632|560.4567739|-874.5930167000001|-10.14694362|0.278877895|13.65716648|5579.97966|-537.7880119|22.88344084|-271.9363523|1212.822364|9.947921993|1.0|1.0|1.0|0.0|3.81|0.26|20.0|2.87|3.83|51.77|1.0|0.0|116.81|0.0|1.0|6.0|29.0|0.0|1.0|2.92|-4.12|0.000266|102.0|7.57e-05|2.83|0.0|0.00016|4.0664|2.5|4.0664|-1219.2481369999998|653.63|1146.22|304.9|304.9|0.6573899999999999|0.6573899999999999|-0.20148|0.0276719|-1219.02507|8.312999999999999|6.4001|6.4001
19_a47|0|1|1|1|6.842683282|1.402889494|-0.00973456|4.727387819|-0.227538423|0.032764858|0.027033021|-0.013020816|-0.064557784|10.95058274|0.0604168609999999|1|1|-0.010153352|0.074201869|0.823945134|-0.024256505|0.8873627890000001|0.614975047|1|-0.105205489|-0.104459947|0.026805875|-58.28861174|-57.87554797|14.85167037|335.10989930000005|0.360357109|199.6541807|8.228498913|66.13355777|0.637832605|-1.566899206|76.13237258|-20.66983856|0.463378097|2612.978054|354.3911695|-868.1332196000001|-11.45202794|0.362167395|13.17443625|5846.960345|-480.9851737|32.40636867|-152.7310283|1361.067484|18.25682461|0.0|1.0|1.0|2.0|3.13|0.05|21.0|2.49|3.84|98.72|1.0|0.0|99.2|0.0|1.0|5.0|28.0|0.0|1.0|2.34|-3.66|0.000214|0.0816|0.000217|1.97|0.0|4.59e-05|3.8423|3.51|3.8423|-1335.75742|571.23|974.59|322.68|322.68|0.68924|0.68924|-0.2117099999999999|0.03178118|-1335.634976|6.3247|7.3|7.3
6b_a40|0|0|0|1|8.421342866|0.604892326|-0.014861289|6.401917197|-0.069975812|0.039863946|-0.137534783|-0.003851208|0.0986825569999999|10.30179924|-0.226457281|2|2|-0.004728928|-0.248560671|0.842573207|0.003163118|0.90571269|0.6462648870000001|1|-0.107699967|-0.118488624|0.014588568|-72.13527644|-79.36130196|9.771129787|176.8246355|0.246568426|165.1465831|6.544506614|34.43877986|0.878140798|-2.132795227|87.29061302|-33.22101012|0.442509019|3214.047452|504.6333458|-1428.503435|-22.2507658|0.1218592019999999|12.51342818|8482.600495|-956.7829293|37.83107469|-506.5422338|1626.736212|7.929311055|1.0|0.0|1.0|1.0|4.02|0.21|14.0|5.67|4.38|173.43|2.0|2.0|130.16|1.0|2.0|5.0|31.0|1.0|1.0|4.21|-6.18|3.86e-09|1.98e-06|6.55e-07|5.03|1.0|0.00318|3.1026|8.98|3.1026|-3290.775349|687.2|1183.07|399.62|399.62|0.69429|0.69429|-0.21904|0.03026498|-3290.648012|11.3203|7.5229|7.5229
11_a4|0|0|0|1|7.535296702|0.626711769|-0.001098364|5.4161004020000005|0.032861655|0.03617284|-0.017835936|0.011277653|-0.073554945|10.33765061|-0.0043410079999999|1|1|0.010782511|-0.030003079|0.820318166|-0.163623353|0.875868891|0.647727179|1|-0.054262142|-0.06530408|0.009336075|-31.35942689|-37.74083422|5.395547437|12.88007087|0.069886591|40.38918044|3.118219598|59.55648883|0.7560913159999999|-1.110169356|44.63993001|-13.65094004|0.480360734|2452.527871|537.5354202000001|-641.5941818|-7.889214068999999|0.243908684|13.18281017|5425.1341090000005|-370.7930613|18.0546182|-296.0029432|848.5670554999999|6.89909579|1.0|1.0|1.0|0.0|3.31|0.23|21.0|4.97|5.22|68.9|2.0|0.0|111.64|0.0|1.0|4.0|27.0|0.0|1.0|4.16|-4.97|7.27e-06|0.00271|1.06e-05|3.99|0.0|3.31e-06|4907.0|3.2|3.78|-1467.463842|630.04|1071.03|328.0|252.67|0.4444|0.65942|-0.2146699999999999|0.02336674|-1467.255521|5.3012|6.9586|6.9586
14b_a25|0|0|0|1|6.842683282|1.420015222|-0.004720915|4.727387819|-0.0166120069999999|0.038137255|0.001683506|0.004725325|-0.012989126|10.93106299|0.0009956189999999|1|1|0.004892038|0.0028569959999999|0.7723870909999999|-0.085205646|0.8333962429999999|0.632638761|1|-0.076156512|-0.084160084|0.016003559|-52.75064158|-58.29440389|11.08504021|112.49583529999998|0.140371985|97.23019209|7.678174472999999|57.85340824|0.772789587|-1.767361771|69.2012501|-22.67004596|0.490638154|3038.600508|595.4307570000001|-1224.182482|-15.70265555|0.227210413|17.06102567|6760.594953|-847.9433995999999|29.33534086|-377.9013888|1584.108407|10.90684621|1.0|1.0|1.0|1.0|3.51|0.07|27.0|4.48|4.79|96.49|2.0|0.0|130.97|0.0|1.0|6.0|34.0|0.0|1.0|3.63|-5.23|2.49e-06|0.0011099999999999|5.86e-06|3.88|0.0|9.93e-08|5.4239|5.61|4069.0|-1444.544749|716.14|1257.11|304.7|228.59|0.34735|0.64983|-0.22149|0.03876374|-1444.330251|3.2784|7.6576|7.6576
