molecula|NaaNH|n9FaHRing|n9FaRing|NaasN|SRW09|BCUTs-1|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
1f_a5|1|0|0|0|6.605297921|1.218960329|-0.00645569|4.59511985|-0.31059482|0.029105691|-0.118028278|-0.0012491689999999|-0.174016111|10.94527671|-0.000625|1|1|-0.000700145|-0.389011185|0.771487328|-0.060528915|0.834250802|0.513260607|0|-0.091412569|-0.083857856|0.008403353|-50.98614411|-46.77243802|4.687041957|201.7057715|0.111926552|62.42799372|2.614237829|0.21377016|0.757522389|-1.425583552|57.83835135|-19.87828616|0.4670794829999999|2482.949545|495.3305784|-795.1314464|-11.0872845|0.242477611|13.35549635|5474.331675|-443.4913802|26.24118632|-287.2706403|1049.647453|11.06591332|1.0|1.0|0.0|1.0|2.9|0.05|23.0|5.48|6.37|54.46|2.0|0.0|95.49|0.0|1.0|4.0|27.0|1.0|1.0|4.23|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|3.95|0.0|4.86e-07|4.7485|3.58|4.5758|-1288.353339|577.11|958.06|270.96|261.1|0.47267|0.42446|-0.2357|0.03370206|-1288.263745|4.9879|6.6198|6.6198
14m_a23|0|1|1|2|7.423568444|1.197955072|-0.008929306|5.351858133|-0.272389934|0.0431917209999999|0.028217372|0.001027627|-0.034213923|10.3132176|-0.050626415|2|2|0.001951778|0.0879380709999999|0.798384929|0.0266555739999999|0.8581143859999999|0.5415996160000001|1|-0.072795329|-0.089285878|0.017992415|-50.63012925|-62.09952738|12.51396625|47.23604193|0.0741882|51.59888942|8.703631619|0.0|0.7958339090000001|-1.964289314|74.61692699|-27.32379205|0.476833897|3255.247038|643.9145427|-1366.189602|-19.00406438|0.204166091|16.42895711|7588.823133|-950.2032192|34.33353583|-411.5129154|1716.6767920000002|12.51739962|1.0|0.0|1.0|1.0|3.51|0.09|26.0|4.42|6.19|105.02|2.0|1.0|125.29|0.0|1.0|6.0|34.0|1.0|0.0|4.41|-5.79|4.1200000000000004e-07|0.000198|1.61e-06|4.46|0.0|2.85e-06|3.6774|4.2|3.6774|-1966.968005|707.56|1209.21|337.15|337.15|0.65552|0.65552|-0.23555|0.02296475|-1966.785519|8.5477|8.5171|8.5171
3a_a32|1|1|1|0|7.678326357|0.6094208210000001|-0.007588088|5.6869753560000005|-0.045659995|0.03382716|-0.014365682|-0.002794182|0.102212031|10.31100283|0.125185185|3|3|-0.001223394|-0.028290955|0.844272053|-0.045516432|0.921812162|0.7757299320000001|1|-0.080607266|-0.0970820759999999|0.0224684379999999|-37.30101542|-44.92473442|10.39727075|87.55216606|0.182929032|84.65041685|4.811337463|0.0|0.6723099029999999|-0.970820756|55.87310101|-14.97491147|0.461044711|2028.93875|378.0996237|-449.2473442|-6.929640892|0.327690097|10.67859439|4249.04624|-207.8892268|22.27382254|-159.4728294|668.2146761|10.9483666|0.0|1.0|1.0|1.0|2.96|0.07|19.0|5.77|4.12|110.94|0.0|0.0|83.28|0.0|1.0|2.0|20.0|0.0|1.0|3.32|-4.35|4.83e-06|0.00144|4.51e-05|3.31|0.0|0.0002279999999999|3.6308|2.17|3.6308|-1554.796165|492.91|801.12|341.48|341.48|0.70229|0.70229|-0.20638|0.02744024|-1554.748543|5.7916|8.5686|8.5686
3o_a32|1|1|1|0|7.773594467000001|0.609420753|-0.006253394|5.733341277|-0.014299905|0.035643275|-0.064818511|-0.001411347|-0.117781901|10.3110027|-0.090297882|3|3|0.000243592|-0.117744493|0.8214857240000001|-0.074509084|0.872498916|0.840991936|1|-0.073742105|-0.095457829|0.012519666|-42.51640563|-55.03672286|7.218280399|62.67187821|0.162219176|93.52833522|4.161738248|0.0|0.7850948190000001|-1.4318674340000002|62.56936516|-18.34557429|0.455089918|2488.133192|483.0270239|-825.5508427999999|-10.57723917|0.214905181|11.73098001|5488.777096|-475.9757626|23.36733582|-328.7458915|1051.530112|7.532642302|1.0|1.0|1.0|2.0|3.47|0.32|19.0|6.39|4.2|122.97|1.0|0.0|112.07|0.0|1.0|3.0|26.0|0.0|1.0|3.74|-4.73|1.89e-06|0.00072|1.87e-05|3.46|0.0|2.04e-05|3.5333|2.35|3.5333|-1805.504508|620.56|1049.14|350.9|350.9|0.70216|0.70216|-0.20065|0.03088166|-1805.333039|5.8476|6.6198|6.6198
4j_a46|0|0|0|1|7.825245291|1.134637093|-0.002284836|5.587248657999999|-0.012405467|0.048126615|-0.0529855709999999|0.011968098|-0.1051618459999999|10.94638774|-0.176133068|1|1|0.011684396|-0.078783783|0.7298040140000001|-0.061823242|0.763724435|0.728293097|0|-0.05924408|-0.074417476|0.01492164|-34.99059698|-43.95227197|8.812983129|70.56141095|0.0501066629999999|29.59387777|5.205103062|71.98911503|0.776932317|-1.339514565|50.26191521|-14.65075732|0.402450715|2260.870095|561.0237355|-791.1408955|-8.652995323999999|0.223067683|10.49957018|5077.124695|-467.2617475|18.85718615|-327.122208|1018.288052|6.30964324|0.0|1.0|1.0|0.0|4.0|0.39|17.0|5.18|5.33|39.94|2.0|0.0|110.24|0.0|1.0|4.0|27.0|0.0|1.0|4.5|-5.31|4.16e-06|0.0015|4.86e-06|4.81|0.0|7.33e-06|5.3949|4.93|4.4093|-1132.043677|646.67|1112.13|281.19|229.82|0.37853|0.69413|-0.20071|0.02491327|-1131.817578|3.8105|6.0942|6.0942
19l_a38|1|0|0|0|7.412764017000001|1.297043246|-0.007360265|5.351858133|-0.10490608|0.04391253|0.103904811|-0.001197042|-0.02967593|10.94917392|-0.032264281|1|1|0.000347207|0.217841852|0.839953955|-0.032569307|0.89459881|0.700181525|0|-0.079681862|-0.100870929|0.0219046379999999|-51.6277901|-65.35669452|14.19254029|133.9992534|0.200388811|129.8367176|9.195687319|19.55998015|0.7374102309999999|-2.017418574|79.04689476|-24.20618316|0.430111845|2921.048554|518.0872716|-1307.13389|-15.68376675|0.262589769|11.52660233|6705.993411|-846.9234048000001|32.82593886|-307.64756780000005|1772.6006989999998|13.69020024|1.0|0.0|1.0|3.0|4.94|0.12|17.0|4.03|3.09|81.23|2.0|0.0|135.78|0.0|1.0|6.0|32.0|0.0|1.0|3.22|-4.72|1.15e-05|0.0049|1.89e-05|3.55|0.0|2.25e-05|3.6709|4.08|3354.0|-1409.5865199999998|660.04|1164.34|369.66|337.75|0.69413|0.7044|-0.2001|0.02856649|-1409.37001|9026.0|7.8633|7.8633
12e_a31|1|0|0|0|7.765993078999999|0.610134116|-0.011519192|5.733341277|-0.044316064|0.037098765|0.0113193469999999|-0.002475146|-0.107630327|10.3116965|-0.015755876|2|2|-0.000231353|0.01824365|0.7761616020000001|-0.039273975|0.82100963|0.76012894|0|-0.0939597569999999|-0.1099563869999999|0.02665413|-68.32948993|-79.96257188|19.38343763|166.1479229|0.2784732339999999|202.5115275|14.09603901|595.9853231000001|0.725120432|-2.089171358|95.1187282|-26.65419063|0.474858042|3040.353774|524.7092721|-1519.288866|-19.38348182|0.274879568|19.50674899|6557.418968999999|-1104.858464|36.75829484|-327.4245209|2095.222806|15.15615632|1.0|1.0|1.0|2.0|3.87|0.24|22.0|6.69|5.4|117.37|3.0|0.0|129.38|0.0|1.0|9.0|33.0|0.0|1.0|4.5|-5.42|2.16e-07|9.96e-05|3.83e-06|4.48|0.0|2.27e-07|5.3264|6.33|3.8391|-1809.899887|781.61|1308.13|322.95|232.77|0.55114|0.7006600000000001|-0.19379|0.04614662|-1809.650069|3.4818|6.7696|6.7696
14l_a23|0|1|1|2|7.423568444|1.1979636809999998|-0.005344736|5.351858133|-0.026530366|0.046283951|0.042748013|0.01269616|-0.060692376|10.313217800000002|-0.061788679|2|2|0.01180744|0.07815878|0.778602826|0.156652778|0.836852328|0.6906097959999999|1|-0.053549434|-0.078204688|0.018669073|-35.3275485|-51.59307331|12.31633167|40.34135162|0.078732333|51.94117061|8.125310915|81.90812552|0.7896261940000001|-1.642298442|61.54673359|-21.66909079|0.492922575|2879.181064|607.777253|-1083.45454|-14.29549842|0.210373806|15.78926563|6444.7098240000005|-714.7749208|27.44221375|-382.1434717|1372.110688|9.953660282|0.0|0.0|1.0|1.0|3.51|0.09|26.0|3.88|4.33|105.02|2.0|1.0|125.25|0.0|1.0|5.0|31.0|0.0|0.0|3.78|-5.25|1.43e-06|0.000608|5.61e-06|3.94|0.0|7.03e-06|3.6274|3.79|3.6274|-1669.2363289999998|694.65|1185.79|341.8|341.8|0.67242|0.67242|-0.2183|0.01168219|-1669.04569|8.2422|8.1798|8.1798
12ag_a36|1|0|0|0|7.412764017000001|1.297044434|-0.008085448|5.351858133|-0.084341564|0.043848238|0.063109409|-0.002526241|0.0070889269999999|10.96052849|-0.050147748|1|1|-0.000673716|0.135431487|0.835013502|0.124298337|0.8910146309999999|0.698414933|0|-0.082492792|-0.1081585809999999|0.020136392|-52.02834065|-68.21579593|12.70005599|85.84609192|0.253169906|159.6746787|8.009946323|0.0|0.758897371|-1.946854457|80.40643223|-24.55768654|0.481286668|2773.9654530000003|471.0269757|-1227.884327|-15.48857353|0.2411026289999999|15.13240062|5906.879919|-774.4286762999999|32.35969377|-326.5740008|1617.984688|12.1906363|1.0|0.0|0.0|2.0|4.72|0.14|17.0|3.13|2.44|69.2|1.0|0.0|123.71|0.0|1.0|5.0|30.0|0.0|0.0|2.15|-4.16|0.000129|0.0515|6.96e-05|2.78|0.0|5.58e-05|3.8893|3.41|3.7117|-1332.185403|658.68|1112.68|334.04|318.79|0.69204|0.7024699999999999|-0.20713|0.03415856|-1332.003616|7.5405|7.7696|7.7696
12h_a30|0|0|0|0|7.412764017000001|0.604984682|-0.00737961|5.351858133|-0.06631353|0.043848238|-0.074988669|0.001139238|0.001698966|10.31162898|-0.072247675|1|1|0.002064369|-0.166613751|0.831176513|0.008644634|0.888213143|0.64876559|0|-0.083127678|-0.09907575|0.017389133|-52.88851758|-63.03519645|11.06352871|89.66095835|0.236431596|150.42542849999998|7.038974807000001|0.0|0.7979748729999999|-1.882439244|73.14241438|-24.44221903|0.468446216|2848.98238|485.8069155|-1197.668733|-15.55093031|0.202025127|15.1759206|6252.192213|-761.9955851|30.63031164|-379.1625034|1500.88527|10.10721793|1.0|0.0|1.0|1.0|4.63|0.14|17.0|4.25|3.18|81.65|2.0|0.0|127.24|0.0|1.0|5.0|30.0|0.0|0.0|2.92|-5.01|4.12e-06|0.00171|9.71e-06|3.97|0.0|5.260000000000001e-05|5.0289|4.07|3.5101|-1675.011389|672.54|1132.06|353.22|246.54|-0.26697|0.68543|-0.2023599999999999|0.03372393|-1674.838376|3.4138|8065.0|8065.0
15_a15|0|0|0|0|0.0|1.435688991|-0.006378587|0.0|-0.031457366|0.029814815|-0.063032481|0.001806571|0.000676845|10.95980315|0.0020555079999999|0|0|0.003766915|-0.098862691|0.724319314|0.007958332|0.7725348679999999|0.796300317|0|-0.061884697|-0.091075463|0.020649569|-41.11675625|-60.51136736|13.71976186|142.8140301|0.102793952|68.29723829999999|9.115534766|4.306196778|0.702544178|-1.821509261|73.99578515|-20.86598874|0.435723718|3027.719888|596.1118717|-1210.227347|-13.86355301|0.297455822|11.8273735|7039.747576999999|-804.0860746000001|29.700607300000005|-269.1443943|1722.635223|13.48441779|1.0|1.0|1.0|1.0|4.04|0.07|24.0|4.33|6.69|59.51|2.0|0.0|138.24|0.0|1.0|6.0|34.0|1.0|0.0|4.64|-6.1|4.77e-07|0.000214|7.970000000000001e-07|5.32|0.0|5.7e-07|3.6968|5.04|2582.0|-1450.7538470000002|700.82|1265.55|480.19|335.38|0.67524|0.70572|-0.1475|0.02849263|-1450.462493|2.9566|6.9626|6.9626
8f_a12|0|1|1|0|6.580639137|0.609895166|-0.008295703|4.59511985|-0.062406088|0.038347953|-0.013400998|-0.002596875|0.028505422|10.31134658|-0.024023866|1|1|-0.00094279|-0.023769395|0.7475224290000001|-0.13747286|0.80546986|0.8409290840000001|1|-0.072634742|-0.098932601|0.013287637|-41.27611074|-56.220383|7.550959323|83.13642146|0.130176823|73.97552223|4.290980116|0.0|0.8381234340000001|-1.6818542230000002|63.05721575|-21.72151161|0.460344828|2541.921472|494.2940092|-955.746511|-12.34367323|0.161876566|13.00131176|5481.952981|-543.1216218999999|25.9168408|-384.290491|1140.340995|6.836832748|1.0|1.0|1.0|1.0|4.09|0.1|21.0|4.99|3.41|78.41|2.0|0.0|115.66|0.0|1.0|3.0|27.0|0.0|1.0|3.82|-5.24|1.99e-06|0.000735|5.72e-06|4.34|0.0|1.4e-06|4.1744|4.19|3.6536|-1481.146454|606.97|1020.81|339.35|297.01|0.59107|0.65098|-0.2124|0.03056355|-1481.008909|1.4701|6.1898|6.1898
11_a47|0|0|0|0|0.0|1.381898438|-0.007767503|0.0|-0.156077888|0.033931624|-0.0586047379999999|-0.007419345|0.081235787|10.93671007|0.046339015|0|0|-0.00580273|-0.120383371|0.715054643|-0.058523885|0.770028429|0.686454722|1|-0.08164597|-0.096486559|0.008462682|-50.01659041|-59.10798423|5.184267117|119.4035378|0.203136607|124.4421556|3.175899139|1.882633323|0.816608795|-1.833244617|66.9895812|-22.02062158|0.4686568239999999|2842.168734|488.1611434|-1123.0517|-13.48990542|0.183391205|11.22841564|6736.717611|-687.9851765999999|26.96593732|-387.9111844|1375.2628029999998|7.881596968999999|1.0|1.0|0.0|2.0|3.28|0.04|28.0|5.58|6.68|70.93|2.0|0.0|124.7|0.0|0.0|4.0|32.0|1.0|1.0|4.69|-6.03|5.110000000000001e-07|0.000216|9.32e-07|5.06|0.0|1.19e-08|3.7253|4.84|3.7253|-1396.184699|654.49|1146.42|332.82|332.82|0.6915399999999999|0.6915399999999999|-0.20554|0.03959805|-1395.980918|4.6111|7.4|7.4
6e_a40|0|0|0|1|8.421342866|0.604892975|-0.0148450439999999|6.401917197|-0.074872854|0.039160494|-0.15110197|-0.0026177839999999|0.103594243|10.30179954|-0.205140551|2|2|-0.002992481|-0.276969278|0.8361555479999999|-0.011405885|0.8988141140000001|0.648802794|1|-0.107312598|-0.1164147119999999|0.015875595|-70.52033811|-76.50178121|10.43262695|185.1473293|0.25379524|166.7812216|6.85578763|35.33106374|0.866991176|-2.095464821|84.95203628|-32.02400144|0.441911406|3075.060648|490.3675161000001|-1377.032062|-21.04453212|0.133008824|12.49434084|7585.605268000001|-904.9148811|36.93694043|-482.3355765|1588.2884390000002|8.450255075|1.0|0.0|1.0|1.0|3.98|0.21|14.0|5.02|3.72|173.43|2.0|2.0|125.15|1.0|2.0|5.0|30.0|1.0|1.0|3.68|-5.58|1.74e-08|8.31e-06|2.6e-06|4.4|1.0|0.0112|2.9549|8.35|2.9549|-2831.191706|671.95|1149.77|419.59|419.59|0.67187|0.67187|-0.2164|0.03482243|-2831.048968|11.5248|7.7447|7.7447
13n_a6|1|0|0|0|6.842683282|1.4290206230000002|-0.010884884|4.727387819|-0.135152403|0.04393617|0.058267173|-0.0093684169999999|-0.06507689|10.95053349|-0.033224059|1|1|-0.00687003|0.100294804|0.7767360059999999|-0.064779873|0.832753533|0.82642394|1|-0.100363599|-0.109392959|0.017758385|-68.88015714|-75.07706271|12.18768927|90.97854097|0.29109784|199.7822434|8.36448634|103.012404|0.748967057|-2.078466222|88.73738138|-26.41600355|0.47066442|2952.259627|486.5239262|-1426.464192|-18.12946621|0.251032943|16.76075427|6386.381394|-978.9911754|35.2699138|-341.7352549|1904.575345|13.66031867|1.0|1.0|1.0|3.0|3.55|0.08|27.0|4.19|3.76|122.47|1.0|0.0|127.2|0.0|1.0|6.0|33.0|0.0|1.0|2.62|-4.28|2.27e-05|0.00987|5.24e-05|2.43|0.0|9.35e-08|4.8185|4.27|3.3510000000000004|-1423.765005|727.69|1232.6|369.99|257.31|0.55028|0.64027|-0.20994|0.05026727|-1423.514154|10.1967|7.1249|7.1249
8_a1 (SB-202620)|1|0|0|0|6.86171134|1.4323973840000002|-0.013785521|4.727387819|-0.226277123|0.037578348|-0.0443137679999999|-0.012672753|-0.1402198369999999|10.94957568|0.037553634|1|1|-0.0106277489999999|-0.095271547|0.743088715|-0.042789124|0.805476065|0.658433571|0|-0.117682533|-0.105271458|0.015526845|-66.76765693|-59.72618401|8.809217494|208.2071465|0.351032497|199.1596945|4.997944864|64.70432539|0.7742395870000001|-1.684343335|70.8721358|-23.30777912|0.4564697679999999|2431.842132|368.1943149|-955.6189441|-13.22376193|0.225760413|13.67402758|5170.286136|-542.1742393|30.104091200000003|-311.18185800000003|1234.267739|11.1459518|1.0|1.0|0.0|2.0|2.74|0.0|23.0|4.86|5.06|78.87|2.0|0.0|99.61|0.0|1.0|4.0|27.0|0.0|1.0|3.7|-4.7|1.14e-05|0.0041|1.98e-05|3.6|0.0|3.42e-06|3.4052|5.32|3.4052|-1223.279021|586.27|977.87|364.11|364.11|0.7026600000000001|0.7026600000000001|-0.2105199999999999|0.16177304|-1223.014114|5.5005|6.3979|6.3979
17b_a6|1|0|0|0|7.412764017000001|1.425925343|-0.01272079|5.351858133|-0.0265090529999999|0.042739018|0.139594234|-0.00460563|-0.0385646|10.949638|-0.0791229359999999|1|1|-0.00194781|0.231025646|0.7788169070000001|0.002947625|0.8370824240000001|0.8013954109999999|0|-0.095450984|-0.109195656|0.03122461|-62.63196368|-71.65078895|20.48861696|155.8689396|0.246050902|161.4509401|13.44399246|557.7093661|0.7706671740000001|-2.074717455|84.71888279|-27.2272998|0.4548818979999999|2816.0632920000003|494.7179214|-1361.36499|-17.86570631|0.229332826|16.46390151|5985.963521|-893.2853154999999|35.32951798|-355.2067434|1766.4758989999998|13.06809384|1.0|1.0|1.0|2.0|3.53|0.12|23.0|4.98|4.32|95.85|2.0|0.0|116.79|0.0|1.0|5.0|31.0|0.0|1.0|3.6|-5.17|1.56e-06|0.000637|6.69e-06|4.09|0.0|4e-07|3.5444|4.04|2.9964|-1350.102764|690.98|1168.62|413.78|349.8|0.69615|0.7016100000000001|-0.18281|0.02458322|-1349.892156|7.3188|6.8153|6.8153
12ba_a36|1|0|0|0|7.412764017000001|1.297043659|-0.0075620109999999|5.351858133|0.026411489|0.040566449|0.087201747|-0.002123045|0.003750685|10.9478512|-0.011949092|1|1|-0.000621302|0.159880159|0.8256014690000001|0.041478447|0.890675195|0.796093405|0|-0.083210415|-0.108410153|0.0246090489999999|-56.0578808|-73.03464847|16.57882744|100.798163|0.150261874|101.229662|11.16896162|16.1479891|0.7068957840000001|-1.951382748|89.06670390000001|-25.28122447|0.49229954|3035.390784|572.4586103999999|-1314.6236720000002|-17.03166444|0.293104216|14.59456478|6722.60947|-885.6465508|35.76372225|-278.7665262|1859.713557|16.03205543|1.0|0.0|1.0|2.0|4.8|0.12|17.0|2.79|1.63|116.78|1.0|0.0|133.18|0.0|1.0|5.0|33.0|0.0|0.0|1.57|-4.25|1.6800000000000002e-05|0.0072599999999999|5.65e-05|2.67|0.0|8.240000000000001e-05|5.2506|2.79|3.0114|-1417.454721|687.23|1187.56|411.71|236.13|0.3989999999999999|0.70432|-0.21033|0.02839417|-1417.249741|4.5448|7.6778|7.6778
2_a3|0|0|0|0|6.823286122000001|0.605017347|-0.008422099|4.727387819|-0.09743592|0.034166667|-0.103423993|-0.006049098|0.09933632|10.31162302|0.036301827|1|1|-0.0045709459999999|-0.18746945|0.769486995|-0.192034735|0.8401405609999999|0.841871246|1|-0.104577702|-0.09392632|0.011938463|-49.07072207|-44.07280196|5.601853871|228.178656|0.249793422|117.2099151|2.628543258|74.89956423|0.727984269|-1.127115845|53.05538527|-15.55510657|0.458202525|2056.399995|352.0174726|-528.8736235|-7.298882022000001|0.272015731|9.016533738|4446.904467|-248.1619888|21.36736636|-213.9529255|726.4904564|8.982583312000001|1.0|1.0|1.0|1.0|2.97|0.0|21.0|4.34|4.01|92.93|0.0|0.0|90.49|0.0|1.0|2.0|22.0|0.0|1.0|3.06|-4.27|1.7800000000000002e-05|0.0054|5.33e-05|3.13|0.0|3.9500000000000005e-05|5.4397|1.97|3.3354|-1272.143337|503.34|841.85|371.73|227.92|0.37284|0.69543|-0.21028|0.02925101|-1272.04778|5.4999|5.4|5.4
2_a33|1|1|1|0|7.765993078999999|0.609420748|-0.009168933|5.733341277|-0.064926835|0.039958333|-0.049900189|-0.002514803|0.070526947|10.31100266|-0.05997501|3|3|-0.000810928|-0.0881938509999999|0.833090592|-0.0212158239999999|0.8799816220000001|0.753434785|1|-0.0804186|-0.104047115|0.018451635|-49.13901703|-63.57699532|11.27469555|103.5201191|0.1804845889999999|110.28338390000002|6.889294995|44.34034244|0.702597735|-1.56070672|75.44970552|-19.46234551|0.4699986339999999|2632.195388|500.7570617|-953.6549298|-11.89228027|0.297402265|11.60906093|6067.635829|-582.7217333|27.70055258|-247.5908207|1357.327077|11.8727102|1.0|0.0|1.0|2.0|3.57|0.3|19.0|6.7|4.63|140.04|2.0|0.0|115.28|1.0|1.0|7.0|28.0|1.0|1.0|3.98|-4.78|4.44e-07|0.000183|1.6800000000000002e-05|3.72|0.0|8.78e-06|3.6281|5.11|3.6281|-1920.079174|655.74|1128.98|341.74|341.74|0.70205|0.70205|-0.19979|0.02972182|-1919.890628|5539.0|8.2596|8.2596
18c_a30|0|0|0|0|7.412764017000001|0.604986846|-0.0109670669999999|5.351858133|-0.118776867|0.042560386|0.011887112|-0.003436924|0.0119521719999999|10.31163825|-0.0351777|1|1|-0.002215642|0.0211588229999999|0.8303425640000001|0.034468997|0.885516463|0.802578397|0|-0.105618255|-0.1115683|0.019360263|-71.31647561|-75.33411705|13.07260474|384.391404|0.282947974|191.0545887|8.826997739|103.215593|0.7859920029999999|-2.2313660090000003|87.76550537|-28.4279687|0.448899917|3002.59061|484.1740985|-1506.682341|-19.19537998|0.214007997|13.8741593|6685.737642|-1017.355139|36.16826708|-386.2200097|1916.918155|12.43138832|1.0|0.0|0.0|2.0|4.85|0.13|17.0|3.04|1.72|124.74|1.0|0.0|135.37|0.0|1.0|6.0|32.0|0.0|0.0|1.91|-4.3|9.68e-06|0.00427|5e-05|2.74|0.0|0.000288|3.4848|4.54|3.4848|-1744.500825|711.56|1209.11|355.78|355.78|0.69123|0.69123|-198.0|0.04503016|-1744.28923|8.64|7.9208|7.9208
5_a47|0|0|0|0|0.0|1.304329328|-0.009295857|0.0|-0.188550227|0.037492877|0.003858593|-0.012670377|-0.002627182|10.9367109|0.045246333|0|0|-0.011237954|0.0083528919999999|0.795032176|0.065981732|0.861595935|0.675164258|1|-0.087763105|-0.1001981959999999|0.009936558|-46.33853208|-52.90420509|5.246458665|104.9032216|0.192042245|101.3974575|2.770107005|0.0|0.781571204|-1.502972943|62.14504725|-20.34777119|0.4736061789999999|2368.870941|426.5981263000001|-793.5630764|-10.74353333|0.218428796|11.13432113|5501.708422|-418.9977997|26.03444329|-297.3367046|1015.343288|9.240842159|1.0|1.0|0.0|2.0|2.67|0.0|22.0|4.73|5.96|58.04|2.0|0.0|101.51|0.0|1.0|3.0|26.0|1.0|1.0|4.29|-5.5|2.25e-06|0.000824|3.18e-06|4.7|0.0|7.590000000000001e-07|3.7083|4.37|3.7083|-1569.369195|561.61|951.68|334.35|334.35|0.69291|0.69291|-0.20954|0.03591467|-1569.258939|3.8816|7.7|7.7
8b_a32|1|1|1|0|7.765993078999999|0.609420757|-0.009362305|5.733341277|-0.057200812|0.03995614|-0.008128765|-0.003484915|-0.024375676|10.31100269|-0.0684566009999999|3|3|-0.001662219|-0.014634534|0.845443342|0.060636167|0.8966299409999999|0.7507116140000001|1|-0.0850068559999999|-0.108971309|0.016711528|-53.36442734|-68.4085006|10.49093175|102.4297669|0.211781902|132.9495116|6.585851946|68.21751748|0.669149204|-1.4166270230000002|81.73293254|-19.33283713|0.458155153|2573.703546|494.8166492|-889.3105078|-12.13650094|0.330850796|14.95918599|5619.400983|-558.2790432999999|28.89166873|-212.3722924|1329.016762|13.32443194|1.0|1.0|1.0|2.0|3.46|0.26|19.0|6.49|4.19|140.04|1.0|0.0|110.47|1.0|1.0|7.0|27.0|1.0|1.0|3.61|-4.39|1.47e-06|0.000583|4.06e-05|3.22|0.0|8.86e-06|3.5442|4.22|3.5442|-1880.77142|671.54|1114.24|349.82|349.82|0.70285|0.70285|-0.20121|0.03602276|-1880.602014|1.2797|7.9208|7.9208
4e_a49|0|0|0|1|7.535296702|1.343847746|-0.006602016|5.4161004020000005|-0.074495823|0.036555556|-0.080255074|-1.8100000000000003e-05|-0.053787795|10.92777282|0.018857363|1|1|0.000660956|-0.130491035|0.803344301|0.0063958109999999|0.856023531|0.731643066|1|-0.09422276|-0.087866673|0.017142176|-57.79309816|-53.89448633|10.51443916|313.22432680000003|0.242937669|149.0098632|6.449206277999999|60.11195021|0.650328475|-1.493733437|68.38360061|-17.96482878|0.471635821|2675.626006|464.3567821|-916.2062675|-11.01902676|0.349671525|15.01788083|5950.361470000001|-561.9703647000001|27.6242383|-184.4129453|1408.836153|14.48911428|0.0|1.0|1.0|2.0|3.35|0.22|21.0|3.4|2.83|92.93|1.0|0.0|114.08|0.0|1.0|6.0|30.0|0.0|1.0|2.42|-3.52|0.000528|211.0|0.000305|1.71|0.0|1.74e-05|5.7301|3.34|3.7876|-1313.199448|660.22|1128.64|327.34|216.37|0.4078199999999999|0.68043|-0.2231199999999999|0.04133034|-1312.98289|4.8707|7.4685|7.4685
