molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|TPSA_x|WNSA5|WPSA3|FNSA1|DPSA5|PNSA4|DPSA3|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|TPSA_y|Log Po/w MLOGP|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50|pIC50
20b_a10|0|0|0|0.0|0.0|1|7.535296702|1|1.343837209|2.103422978|-0.007463406|-0.073703704|2|0.035818182|-0.030238422|1.854149459|-0.447804373|0.001965496|-0.042013549|10.92966143|-0.013623188|1|0.002637529|0.019531637|0.031942481|2|0.725009545|0.761071345|0.052265135|0.817426568|0.6980623109999999|1|0.75259177|-0.094975935|-0.088479815|0.6741049840000001|0.013038163|158.09355980000004|-36.12803002|5.323735696|0.7616213270000001|67.46831286|-21.58742537|69.02087825|3085.433676|480.905232|-1187.308396|-13.79433873|0.238378673|0.8317951020000001|152.3236842|-758.6886304|0.0171045989999999|-334.3514234|769.1246171|10.92981783|1.0|1.0|1.0|95.92|2.41|2.0|0.0|1.0|-5.22|34.0|5.0|-6.53|0.0|0.0|1.0|3.66|-5.09|6.05e-06|8.13e-06|0.00364|3.52|0.0|0.0|1.1699999999999999e-09|5.26e-07|-0.0578399999999999|5.9354|4.88|3.9013|-1465.62724|-1465.587932|687.84|1218.74|208.89|482.93|0.3246|-1465.333983|5725.0|0.03930765|1.1|5.9586|5.9586
12bh_a36|1|0|0|3.50075137|0.0|0|7.412764017000001|2|1.297043258|0.0|-0.006687484|-0.047482048|2|0.044197531|0.001012669|0.0|-0.401249012|0.003676818|0.075747971|10.94728093|-0.035747988|1|0.0045625|-0.101854847|-0.169994208|1|0.902377067|0.78699829|-0.211972014|0.833398429|0.857993338|0|0.833491953|-0.070687668|-0.09959401|0.317612728|0.017627098|110.81353529999998|-44.11115058|7.807212275|0.783294222|76.46867897|-23.6718811|58.77476595|2773.193279|554.7010591|-1325.625342|-15.75398235|0.216705778|0.930697921|144.22085800000002|-882.2230117|0.015307571|-377.0728785|729.1873176|10.18741188|1.0|0.0|0.0|69.2|2.45|1.0|0.0|1.0|-4.54|31.0|4.0|-6.38|0.0|1.0|1.0|2.42|-4.6|2.8600000000000004e-05|2.5e-05|0.0102|3.41|0.0|0.0|4.55e-08|1.86e-05|-0.0525299999999999|3.8811|3.79|3.6255|-1311.589612|-1311.558898|715.94|1208.61|319.46|575.23|0.69377|-1311.293683|5.8338|0.03071385|14.0|7.8539|7.8539
17a_a25|0|0|0|0.0|0.0|1|6.842683282|0|1.373200859|1.826085128|-0.004137083|-0.036457743|2|0.043274232|-0.017081614|2.008884939|-0.248224991|0.0063846319999999|-0.0688716509999999|10.93106298|0.006360768|1|0.006423059|-0.047099434|-0.07654898|2|0.6741827509999999|0.748718056|0.168247187|0.8005589320000001|0.659740852|1|0.874586929|-0.06234901|-0.079378741|0.348821736|0.012665055|89.44809639|-40.379488|6.442637379|0.755980502|67.57985355|-21.2306737|53.50212109|2907.309477|623.7797651000001|-1188.917727|-15.142307999999998|0.244019498|0.882500365|174.0415044|-847.969248|0.015373381|-365.1448527|781.7487682|10.96472369|1.0|1.0|1.0|72.7|2.67|2.0|0.0|1.0|-5.12|33.0|4.0|-6.18|0.0|0.0|1.0|4.04|-5.13|7.5e-06|7.44e-06|0.00323|3.9|0.0|0.0|1.05e-10|4.54e-08|-0.05255|5.2683|6.04|3.9347|-1391.625102|-1391.588873|747.06|1271.9|235.34|598.67|0.35172|-1391.321455|3.4677|0.0362293|25.0|7.6021|7.6021
14i_a23|0|1|1|0.0|0.0|2|7.423568444|0|1.197963212|3.2692375460000003|-0.010148243|-0.130330047|2|0.0432555559999999|0.040408197|0.7151570629999999|-0.558153376|0.002243702|-0.018541856|10.31321758|-0.026731172|2|0.002496501|-0.017918675|-0.033435987|2|0.77007911|0.8025091329999999|0.158023239|0.864206467|0.7333675390000001|1|0.777952733|-0.0889593869999999|-0.096562208|0.266320368|0.0214262489999999|151.83084580000002|-45.14777443|10.01786784|0.7780956840000001|79.20815775|-27.18760085|75.47917433|3097.406945|531.9462982|-1386.567643|-18.59026006|0.221904316|0.915894552|151.7330992|-948.103263|0.019276934|-380.3109456|693.3423458|13.18112713|0.0|1.0|0.0|148.11|2.28|1.0|1.0|1.0|-5.21|33.0|5.0|-7.33|1.0|0.0|0.0|2.61|-4.39|6.11e-06|4.03e-05|0.0183|2.46|0.0|0.0|1.11e-07|5.03e-05|-0.08025|3.6931|4.64|3.6931|-1798.64228|-1798.608335|715.68|1224.02|335.72|580.74|0.55606|-1798.371346|5.9563|0.03394466|3.0|8.4622|8.4622
10_a4|0|0|0|0.0|0.0|1|7.535296702|1|1.343863662|2.146166934|-0.002959121|0.005483539|2|0.038699764|0.00941601|2.149387791|-0.159792527|0.01107733|-0.122141977|10.92992762|-0.090413559|1|0.011142889|-0.083887216|-0.132895939|2|0.6990620390000001|0.810105167|-0.120059574|0.861225169|0.6799081490000001|1|0.921653019|-0.051015897|-0.079432495|0.43000216|0.014582852|45.34497624|-26.60798798|4.884907049|0.744529685|54.09964719|-15.63090193|37.96666686|2480.063587|533.4262268|-781.5450965|-9.046715915|0.255470315|0.945033425|147.85886159999998|-452.3357957|0.014040792|-283.0534799|594.7358385|8.126406226|1.0|1.0|1.0|52.83|2.53|2.0|0.0|1.0|-4.66|28.0|4.0|-5.83|0.0|1.0|1.0|3.9|-4.85|2.21e-05|1.4e-05|0.00519|3.85|0.0|0.0|8.51e-09|3.15e-06|-0.04689|4.9674|3.34|3.6465|-1183.812875|-1183.790554|619.99|1083.65|249.6|470.02|0.4662|-1183.54701|1.4517|0.02232068|88.0|7.0555|7.0555
14m_a23|0|1|1|0.0|-4.405643132|2|7.423568444|0|1.197955072|3.1160758160000004|-0.008929306|-0.272389934|2|0.0431917209999999|0.028217372|0.665608656|-0.482182526|0.001027627|-0.034213923|10.3132176|-0.050626415|2|0.001951778|-0.07256543|-0.226146643|2|0.560094237|0.798384929|0.0266555739999999|0.8581143859999999|0.5415996160000001|1|0.9258118|-0.072795329|-0.089285878|0.268552591|0.017992415|51.59888942|-43.19105542|8.703631619|0.7958339090000001|74.61692699|-27.32379205|63.1440955|3255.247038|643.9145427|-1366.189602|-19.00406438|0.204166091|0.911438824|142.0002583|-950.2032192|0.017997351|-411.5129154|658.8108151|12.51739962|1.0|1.0|1.0|105.02|3.82|2.0|0.0|1.0|-6.38|34.0|7.0|-6.06|1.0|0.0|0.0|4.41|-5.79|4.1200000000000004e-07|1.61e-06|0.000773|4.46|0.0|0.0|5.94e-09|2.85e-06|-0.08347|3.6774|4.2|3.6774|-1966.968005|-1966.945041|707.56|1209.21|337.15|572.31|0.65552|-1966.721362|6.1522|0.02296475|3.0|8.5171|8.5171
1l_a5|1|0|0|2.964063799|0.0|0|6.605297921|0|1.270375394|0.0|-0.00183668|-0.0052651969999999|2|0.025672515|-0.111303801|0.0|-0.089997343|0.008244856|-0.019865028|10.94421389|-0.05139414|1|0.007613233|0.0271820189999999|0.043915678|2|0.7245669790000001|0.7656671279999999|-0.174469948|0.818803517|0.71872376|0|0.890289002|-0.068685233|-0.067755283|0.357062421|0.0078543119999999|61.974288|-21.62050954|2.506287665|0.769406114|45.64819758|-14.9768065|43.23617395|2227.730859|502.9124512|-688.9330988|-8.460199385|0.230593886|0.896303416|130.25942849999998|-389.1691717|0.013054186|-304.3678822|518.5792364|7.374136537999999|1.0|0.0|1.0|54.46|2.57|1.0|0.0|1.0|-5.04|26.0|3.0|-5.4|0.0|1.0|1.0|4.06|-4.98|9.06e-06|1.04e-05|0.00356|4.19|0.0|0.0|1.4800000000000003e-09|5.02e-07|-0.04149|4.6403|3.89|4.3664|-1069.261615|-1069.229786|609.85|1033.47|267.19|486.81|0.45892|-1069.047151|2.1987|0.03182983|32.0|7.4949|7.4949
22_a20|0|0|0|0.0|0.0|1|6.842683282|0|1.4170330269999998|1.915285809|-0.00147607|0.023539095|2|0.0388043479999999|0.09301076|2.041494094|-0.079707783|0.009265667|-0.066832578|10.93106272|-0.038668966|1|0.008780074|-0.036258691|-0.060582944|2|0.616352201|0.7478675859999999|-0.044184455|0.809440795|0.607038752|1|0.946515026|-0.059893667|-0.067797027|0.425968568|0.0122876139999999|34.8271111|-28.7463017|5.21001405|0.77063827|52.90592556|-17.65860151|47.00134116|2738.108259|616.3298149|-882.9300756000001|-11.49852068|0.22936173|0.913422548|149.350479|-574.9260339|0.01345209|-352.4559681|664.4562602999999|8.759421782|1.0|1.0|1.0|67.39|2.61|2.0|0.0|1.0|-5.6|31.0|4.0|-5.58|0.0|0.0|1.0|4.24|-5.53|2.48e-06|2.98e-06|0.0012|4.47|0.0|0.0|2.04e-10|8.199999999999999e-08|-0.0568|5.5591|4.07|3.9732|-1275.84854|-1275.816275|694.15|1181.95|223.03|563.43|0.38233|-1275.598059|4.8308|0.03226475|231.0|6.6364|6.6364
4e_a46|0|0|0|0.0|0.092094405|1|7.825245291|1|0.300205548|2.12386814|-0.005995748|-0.370202917|2|0.041636905|-0.08224348|0.0|-0.4017151029999999|-0.001404912|-0.058626723|10.31928077|-0.05803828|1|0.002688298|-0.030065705|-0.049530834|2|0.738134189|0.77019676|0.075271624|0.8146060740000001|0.69063113|0|0.753715041|-0.0835371459999999|-0.084780904|0.68427144|0.010671173|186.9007941|-48.825259|6.145520557|0.7951078540000001|73.87174786|-23.48867857|71.49283399|3411.457836|571.9794684|-1479.78675|-17.82509456|0.204892146|0.905854609|155.48860530000002|-1122.980957|0.0125621839999999|-447.9030518999999|942.2127953|9.533193534|1.0|0.0|1.0|124.17|2.06|2.0|0.0|1.0|-6.08|35.0|6.0|-6.6|1.0|0.0|0.0|3.5|-5.41|8.29e-07|3.92e-06|0.00191|3.78|0.0|0.0|1.56e-09|7.64e-07|-0.03893|4.2446|8.03|4.1773|-1884.613031|-1884.564974|757.1|1343.97|292.1|655.69|0.5745600000000001|-1884.255802|1.9941|0.04805633|154.0|6.8125|6.8125
47a_a18|0|0|0|0.0|0.0|0|7.03438793|1|0.403918489|0.0|-0.006027559|-0.18843247|0|0.033641026|0.043161338|0.0|-0.464122017|-0.005483379|-0.025401815|10.35082811|0.052572636|0|-0.000633273|-0.232940071|-0.358939392|0|0.842412605|0.766261502|-0.008965701|0.7991211029999999|0.792293789|0|0.778790861|-0.082855697|-0.099310031|0.371382587|0.014124484|181.3725215|-66.76209701|9.49531639|0.7936193709999999|93.5899242|-29.70938001|79.51543089|3612.105567|638.5417107999999|-2198.494121|-24.3591435|0.2063806289999999|0.934960691|169.2144153|-1802.576619|0.014835962|-481.4854016|1225.939287|12.16421601|1.0|1.0|1.0|123.06|1.85|3.0|1.0|1.0|-6.74|39.0|5.0|-6.49|0.0|0.0|0.0|2.02|-5.58|1.8100000000000002e-07|2.62e-06|0.00143|4.44|0.0|1.0|5.4e-09|2.95e-06|-0.05191|3.1947|8.82|3.1947|-2098.807018|-2098.773074|874.47|1536.87|388.09|813.01|0.69508|2098.280307|2.6271|0.0339441|1.0|9.0|9.0
8b_a50|1|1|1|3.1324050960000003|0.0|1|7.860570786|1|1.398299046|2.021915391|-0.0045301379999999|-0.009597908|1|0.035718954|-0.096039086|1.98971238|-0.1812055289999999|0.006841944|-0.009441452|10.945024|-0.0180233089999999|2|0.007057361|-0.065440141|-0.116174481|1|0.753629415|0.809463375|-0.027207307|0.8836675340000001|0.71043578|1|0.845349082|-0.072629787|-0.078068703|0.267094693|0.021513107|74.08248511|-17.91443197|4.93661461|0.6717097959999999|49.02840043|-14.54338619|45.09730487|2143.807599|404.9478761|-523.561903|-6.966723542|0.328290204|0.75095166|157.2609748|-250.8020475|0.024280552|-164.5084115|339.5806858|11.63112165|1.0|0.0|1.0|59.39|1.79|0.0|0.0|2.0|-3.44|23.0|3.0|-6.32|0.0|1.0|1.0|2.51|-3.81|0.000359|0.000154|46.0|2.55|0.0|0.0|1.16e-06|0.000347|-0.02903|4.5256|2.11|4.1804|-967.3527447|-967.3160428|515.81|857.53|273.96|353.17|0.5533|-967.212701|3.8213|0.036701907|68.0|7.1675|7.1675
8_a4|0|0|0|0.0|0.0|1|7.535296702|1|1.304250488|2.126514848|-0.001277205|0.03148225|2|0.038726287|-0.072752231|1.987684188|-0.056197036|0.010647563|-0.011835327|10.9295757|0.05775266|1|0.009595591|-0.048133994|-0.078942941|2|0.619844116|0.813333185|-0.07377839|0.879500982|0.576540652|1|0.925132446|-0.05397993|-0.065595042|0.546157592|0.0103751219999999|38.69916707|-17.52616744|2.772101712|0.7261541020000001|41.57817329|-12.71482105|33.26523662|2297.5526170000003|478.2025467|-508.5928419|-6.572312789|0.273845898|0.750959081|141.55141369999998|-262.8925116|0.0148422489999999|-233.7988862|434.9654405|7.671983829|1.0|1.0|1.0|43.6|2.93|1.0|0.0|1.0|-4.35|25.0|3.0|-5.76|0.0|1.0|1.0|3.85|-4.84|4.49e-05|1.46e-05|0.00506|3.74|0.0|0.0|1.65e-08|5.72e-06|-0.05864|5.3544|3.29|3.9863|-1450.239105|-1450.21384|561.6|949.09|231.56|391.01|0.30471|-1450.071352|4.5781|0.0252645|54.0|7.2676|7.2676
3h_a32|1|1|1|3.579396967|0.0|0|7.765993078999999|0|0.609420752|0.0|-0.005281944|-0.008243901|0|0.037731481|0.014517903|2.243113495|-0.269379119|0.002101838|-0.003152613|10.31100268|-0.111111111|3|0.003284804|-0.071193103|-0.122769653|0|0.84279263|0.7926338540000001|-0.169197453|0.834881529|0.8030743229999999|1|0.87880263|-0.07183387|-0.0882883959999999|0.30907784|0.0111539339999999|75.87946135|-34.60714056|4.372100625|0.7734940029999999|62.63332945|-17.27367301|51.95714963|2398.020434|550.2022886|-829.1363044|-10.81473143|0.226505997|0.692036677|141.8112711|-519.1071084|0.011751781|-342.4592076|593.0848817000001|7.357575822|1.0|1.0|1.0|110.94|2.64|2.0|0.0|1.0|-8.23|26.0|3.0|-4.29|1.0|0.0|1.0|5.4|-6.15|5.8700000000000014e-09|7.140000000000001e-07|0.000273|6.12|0.0|0.0|3.37e-09|1.29e-06|-0.05318|3.5552|4.61|3.5552|-1790.6908030000002|-1790.663897|676.22|1127.45|348.74|578.86|0.70257|-1790.440663|3.5952|0.02690554|7.0|8.1549|8.1549
14a_a10|0|0|0|0.0|0.0|1|7.535296702|2|1.3438495730000002|2.156210368|-0.002047597|0.0437538159999999|3|0.035660377|0.027446544|2.070512208|-0.147427016|0.011509975|-0.045759336|10.92970798|-0.00421565|1|0.012272222|-0.220250238|-0.344811314|2|0.76857495|0.7348225290000001|-0.011977878|0.770129205|0.740051323|1|0.911549451|-0.044416218|-0.070610745|0.43555903|0.0135610389999999|64.18371923|-37.18086445|7.140714112|0.542015878|67.14248252|-13.76552695|42.07091945|3075.550631|661.4615097|-922.2903058|-9.988888957|0.457984122|0.8833450959999999|332.3339934|-669.2555601|0.0219172279999999|-60.97724212|1003.968547|15.9041322|0.0|1.0|1.0|59.31|1.94|1.0|0.0|1.0|-4.21|35.0|6.0|-6.82|0.0|1.0|0.0|3.43|-4.8|6.159999999999999e-05|1.58e-05|0.00743|3.29|0.0|0.0|6.55e-09|3.07e-06|-46.0|5.5808|2.25|3802.0|-1489.655581|-1489.803158|800.01|1380.89|222.16|645.26|0.34245|-1489.42155|3.1205|-0.14757681|74.0|7.1308|7.1308
3m_a32|1|1|1|3.575728458|0.0|0|7.773594467000001|0|0.609420748|0.0|-0.006290106|-0.017268778|0|0.03962963|-0.0370712179999999|2.175099216|-0.3082152019999999|-0.000514191|-0.084132138|10.31100268|-0.078038283|3|0.000822186|-0.04918838|-0.086806406|0|0.6943636479999999|0.817967125|-0.0067207069999999|0.872498916|0.6672533589999999|1|0.798023273|-0.084626325|-0.09390309|0.317009723|0.013428623|120.7751424|-33.57626169|4.801577352|0.674468222|67.1606709|-16.22134838|58.63348955|2588.590536|477.1904954|-729.9606772999999|-9.699808932|0.325531778|0.882303773|194.65681730000003|-436.4914018999999|0.018412178|-208.6520032|554.9424306|11.00984957|1.0|1.0|1.0|128.01|1.74|2.0|0.0|1.0|-5.94|27.0|4.0|-6.17|0.0|0.0|1.0|4.12|-4.86|1.14e-06|1.39e-05|0.00547|3.57|0.0|0.0|4.190000000000001e-08|1.65e-05|-0.05731|3.5749|5.1|3.5749|-1863.502681|-1863.46877|641.52|1073.31|346.82|484.34|0.7026600000000001|-1863.279862|5082.0|0.0339106999999999|23.0|7.6383|7.6383
14z_a23|0|1|1|0.0|0.0|2|7.423568444|0|1.197960872|3.305974434|-0.005892861|-0.024897956|2|0.04314059|0.038811869|0.729326158|-0.30053593|0.009174505|-0.0438568409999999|10.31321795|-0.0229244|2|0.007229683|-0.069023218|-0.125978901|2|0.719722236|0.802520527|0.10796308|0.8668730109999999|0.64069202|1|0.925301102|-0.0582387179999999|-0.079754981|0.228957475|0.018337664|52.02674091|-38.68856944|8.895469235|0.785604449|66.77741935|-23.63754572|53.33438253|3094.698027|644.4593172|-1110.964649|-16.46322104|0.214395551|0.903664694|149.3235124|-773.7713888999999|0.01612263|-397.8390333|665.6233736|11.22918692|0.0|1.0|1.0|105.02|3.99|2.0|0.0|1.0|-6.77|32.0|4.0|-5.8|0.0|0.0|0.0|4.49|-6.13|1.7e-07|7.37e-07|0.000354|4.83|0.0|0.0|2.6899999999999996e-09|1.29e-06|-0.08503|4032.0|4.73|3.6632|-2549.107748|-2549.0953670000004|715.41|1221.92|307.5|586.28|0.66217|-2548.895003|5.9301|0.01238131|5.0|8.2941|8.2941
13i_a6|1|0|0|3.399318783|0.0|0|7.412764017000001|1|1.430639411|0.0|-0.0149593219999999|-0.154502515|1|0.042560386|0.035242754|0.0|-0.852681372|-0.011017781|0.034304189|10.95129557|-0.032549318|1|-0.007703306|-0.045418125|-0.073507141|1|0.8744720490000001|0.7771558909999999|0.145878803|0.8287956870000001|0.830577798|0|0.624046118|-0.120457274|-0.129526268|0.221116773|0.031178586|252.0312146|-58.20996912|14.01186473|0.783597763|100.2320567|-31.12829557|101.6533459|2906.257489|418.3467934|-1649.799665|-20.86772478|0.216402237|0.753497905|145.07130039999998|-1105.989413|0.019989461|-380.2354072|673.8038326000001|13.40049533|1.0|1.0|1.0|115.15|1.18|1.0|0.0|1.0|-5.03|32.0|5.0|-6.81|0.0|0.0|1.0|2.91|-4.48|9.32e-06|3.28e-05|14.0|2.95|0.0|0.0|3.18e-09|1.36e-06|-0.0481399999999999|3.6668|4.94|3.5614|-1426.549926|-1426.518007|703.43|1196.21|338.12|553.67|0.7004600000000001|-1426.269916|7.8342|0.03191957|21.0|7.6778|7.6778
18a_a22|0|0|0|0.0|0.0|1|6.842683282|0|1.194229718|1.854982521|-0.003488994|-0.018344659|2|0.038167849|0.033735832|1.6891461019999998|-0.19538364|0.007066388|-0.021976395|10.31286146|-0.015194063|1|0.007079018|-0.0835538409999999|-0.147724859|2|0.760537197|0.7329701259999999|-0.042139855|0.7881113679999999|0.722009212|1|0.926535704|-0.050645213|-0.076119803|0.573315195|0.01713283|49.84469832|-35.04152115|7.887046626|0.710467198|64.80092090000001|-19.86401135|45.98663929|2898.068989|628.6440468999999|-1032.92859|-13.47750813|0.289532802|0.950859191|196.4447473|-700.830423|0.0193879289999999|-285.5992506|730.9420477000001|13.15449139|1.0|1.0|1.0|100.61|2.13|2.0|0.0|1.0|-5.59|32.0|4.0|-6.28|0.0|0.0|1.0|3.9|-5.16|2.59e-06|6.98e-06|0.00305|3.78|0.0|0.0|3.95e-10|1.73e-07|-0.0706799999999999|5.0214|3.69|3.4832|-1691.3151059999998|-1691.2957760000002|695.35|1211.84|246.91|531.16|0.35107|-1691.036502|3851.0|0.01932946|13.0|7.8861|7.8861
19b_a38|1|0|0|3.26554965|0.0|0|7.412764017000001|2|1.297044256|0.0|-0.008652352|-0.115864198|2|0.044392765|0.013765516|0.0|-0.467227005|-0.006877664|-0.1381849369999999|10.96052467|-0.0697981979999999|1|-0.004358975|-0.098027247|-0.250781298|1|0.653741315|0.8295290000000001|0.019437461|0.8851623040000001|0.632625562|0|0.7293105670000001|-0.086013549|-0.11557289|0.336505882|0.0224393089999999|168.00390359999997|-44.51968852|8.643817972|0.7596369590000001|84.49751102|-25.82299118|67.31146923|2897.652112|452.6479704|-1291.149559|-16.02708787|0.240363041|0.91919733|149.181772|-801.3543933999999|0.020570275|-322.28833010000005|593.6088758|12.76697997|1.0|1.0|0.0|81.23|2.78|1.0|0.0|1.0|-4.25|31.0|5.0|-6.81|0.0|0.0|1.0|2.94|-4.33|5.68e-05|4.67e-05|0.0196|2.88|0.0|0.0|7.599999999999999e-08|3.19e-05|-0.05031|5363.0|3.66|3.7509|-1431.414099|-1431.38073|646.81|1111.29|231.18|485.64|0.38952|-1431.18309|5.5253|0.03336932|12.0|7.9172|7.9172
16d_a32|1|1|1|3.311658163|0.0|0|7.765993078999999|0|0.609420775|0.0|-0.017249763|-0.087123461|0|0.0421759259999999|0.0115077539999999|2.07416189|-0.7589895790000001|-0.00839148|-0.134892903|10.31100273|-0.0517549079999999|3|-0.005427254|-0.128753933|-0.239509216|0|0.816581223|0.8575664540000001|0.107238939|0.916850163|0.7689748270000001|1|0.7554930740000001|-0.091212351|-0.11491796|0.41654798|0.032003415|142.7146582|-39.15098916|10.90312918|0.615749698|86.50964771|-21.26791022|71.91900971|2588.214866|440.9688416|-871.9843187999999|-12.41372827|0.384250302|0.79521327|224.2805611|-508.962859|0.0332953229999999|-135.1223777|457.7130665|19.43393087|1.0|1.0|1.0|149.27|0.65|1.0|1.0|1.0|-5.65|26.0|5.0|-6.62|1.0|0.0|1.0|3.12|-4.18|2.22e-06|6.659999999999999e-05|0.0257|2.86|0.0|0.0|2.55e-07|9.84e-05|-0.05068|3.6271|3.78|3.6271|-1877.360551|-1877.332369|621.59|1023.44|341.83|489.97|0.70217|-1877.185022|3.2048|0.02818209|8.0|8.1135|8.1135
4a_a49|0|0|0|0.0|0.0|1|7.535296702|1|1.343847746|2.085628989|-0.006602016|-0.074495823|2|0.036555556|-0.080255074|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|10.92777282|0.018857363|1|0.000660956|-0.037142108|-0.060391347|2|0.7541604690000001|0.803344301|0.0063958109999999|0.856023531|0.731643066|1|0.7570436159999999|-0.094228246|-0.087863033|0.433367368|0.017143497|149.0098632|-33.05061877|6.448709504|0.650301539|68.37721704|-17.96270092|68.30645049|2675.628678|464.3095353|-916.0977468|-11.01687292|0.349698461|0.8926425020000001|214.47685|-561.8605190000001|0.023624093|-184.3656985|620.5697596|14.48911428|0.0|1.0|1.0|92.93|1.25|1.0|0.0|1.0|-3.28|30.0|5.0|-7.52|0.0|0.0|1.0|2.42|-3.52|0.000528|0.000305|122.0|1.71|0.0|0.0|4.35e-08|1.74e-05|-0.06461|4.7259|3.34|3.7876|-1313.19945|-1313.158118|660.19|1128.22|262.35|504.63|0.35731|-1312.924353|3.9716|0.04133192|32.0|7.4949|7.4949
14u_a23|0|1|1|0.0|0.0|2|7.423568444|0|1.197962732|3.357982471|-0.007017844|-0.025360103|2|0.043321995|0.050530143|0.743634137|-0.385981432|0.010561248|-0.026062012|10.31321759|-0.0569153009999999|2|0.010508236|-0.110069159|-0.199540201|2|0.756252127|0.787538583|-0.001778422|0.845160857|0.71381683|1|0.909754912|-0.055259924|-0.086465795|0.445665682|0.0254134689999999|60.27663131|-38.57404134|11.3374334|0.702868983|73.50348823|-22.64798452|53.88349042|3015.478095|607.6448353|-1155.04721|-15.12707504|0.297131017|0.910165272|198.4601847|-771.4808267999999|0.023582305|-271.0010972|683.7405759|15.75112771|0.0|1.0|1.0|114.25|2.72|2.0|0.0|1.0|-5.63|32.0|5.0|-6.47|0.0|0.0|0.0|3.48|-5.02|2.32e-06|9.57e-06|0.0042299999999999|3.55|0.0|0.0|3.11e-08|1.3699999999999998e-05|-0.0618299999999999|4.0409|3.23|3.1819|-1744.446261|-1744.422541|712.54|1214.4|306.82|549.0|0.4523|-1744.1781010000002|5.9743|0.0237199999999999|6.0|8.2449|8.2449
33_a47|0|1|1|0.0|0.0|1|6.823286122000001|0|1.409403453|1.758479676|-0.004263267|-0.085712613|3|0.034691358|-0.11544858|1.688794654|-0.183320497|0.002212256|-0.033554816|10.98214099|0.0741098479999999|1|0.003634698|-0.147591116|-0.338113214|3|0.63155995|0.82821379|0.065468525|0.8913954909999999|0.607650682|1|0.8197001309999999|-0.060080724|-0.083739854|0.404334141|0.022346992|96.50148984|-23.98884914|6.401714296000001|0.57681348|60.65229445|-14.56646493|44.11759955|2311.28828|438.726241|-582.6585971|-7.79637597|0.42318652|0.854471925|226.5011607|-311.85503880000005|0.029580684|-82.22540944|388.178924|15.83240237|0.0|1.0|1.0|68.52|1.52|0.0|0.0|1.0|-3.26|25.0|5.0|-6.78|0.0|1.0|1.0|2.69|-3.72|0.000546|0.000192|0.0643|2.19|0.0|0.0|8.339999999999999e-08|2.79e-05|-0.05462|4.1869|2.06|4.1869|-1123.16428|-1123.135036|566.29|934.34|296.13|423.52|0.67508|-1122.992964|4.5647|0.02924367|4.0|8.4|8.4
14j_a23|0|1|1|0.0|0.0|2|7.423568444|0|1.197963927|3.278390512|-0.006327927|-0.071396109|2|0.046283951|0.037350515|0.722606603|-0.322724299|0.007671236|-0.026319216|10.31321824|-0.055708465|2|0.0075222369999999|-0.073945564|-0.17267308|2|0.616699629|0.800643488|0.143567854|0.864845456|0.5935522360000001|1|0.8454521620000001|-0.062203032|-0.082226482|0.226990358|0.020485263|100.2571987|-34.60325668|8.620784882999999|0.7739671709999999|64.88069411|-22.69846456|53.64097592|2943.385528|548.455847|-1066.827834|-14.72479008|0.226032829|0.988615047|146.63044480000002|-692.0651337|0.017787992|-355.4521561|599.5697147999999|11.53930239|0.0|1.0|1.0|105.02|3.4|2.0|0.0|1.0|-5.58|31.0|5.0|-6.31|0.0|0.0|0.0|3.77|-5.11|2.66e-06|7.73e-06|0.00332|3.68|0.0|0.0|2.14e-08|9.18e-06|-0.07581|3.6671|3.72|3.6671|-1729.15999|-1729.1379190000002|670.6|1142.37|338.1|528.18|0.65128|-1728.9293280000002|5.8037|0.02207124|4.0|8.3883|8.3883
