molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|AATSC1c|SRW07|AATSC1s|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PPSA3|RNCS|WNSA5|RPCS|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|TPSA_y|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
17_a47|0.0|1|1|1|3.011740664|0|6.605297921|0|-0.003764469|4.59511985|-0.019259259|-0.105849578|1.699575434|-0.2032813319999999|0.0042378929999999|0.075303828|-0.006331624|1|1|0.004477366|-0.180898239|-0.031505291|-0.3004189439999999|0.8007970640000001|0.75807704|-0.034891905|-0.010871607|0.814790949|1|0.852282407|-0.07185129|0.522140199|0.01291694|-43.82821253|7.87914003|68.64478326|-30.88080199|0.0|60.33408274|-18.22518223|51.70735256|0.46147021|2672.497352|-911.2591113|1573.836082|0.8569074879999999|5854.9736840000005|155.087622|24.43867122|0.0159160889999999|1221.9335609999998|9.708576558|1.0|1.0|1.0|2.0|0.08|27.0|79.38|2.0|0.0|0.0|-5.4|4.0|392.46|0.0|3.85|3.98e-06|0.00156|6.11e-06|4.03|0.0|0.0|7.96e-11|3.12e-08|-0.04873|4.2784|3.07|4.2784|656.78|1127.7|289.79|477.67|0.6844100000000001|-0.22479|0.04130125|-1254.795084|5.6949|8.3|8.3
6b_a31|0.0|1|0|0|3.404988662|0|7.773594467000001|1|-0.016070861|5.733341277|-0.178758575|0.11647286|0.0|-0.787472195|-0.011483229|-0.032090772|-0.053655833|2|2|-0.008439437|0.1978523089999999|-0.004825446|-0.57983695|0.838789705|0.78240875|-0.068433069|-0.084489161|0.841537966|0|0.627853074|-0.12081047|0.146652651|0.032992761|-73.70779766|20.12924648|159.79549319999998|-47.81835367|101.4993391|93.1058799|-27.86719323|93.83704414|0.4807018779999999|2776.92804|-1254.023695|2063.736075|0.925676135|6099.567787|155.0167518|37.35947255|0.024142162|1681.1762649999998|14.72939894|1.0|1.0|1.0|2.0|0.1|22.0|131.36|1.0|0.0|1.0|-5.63|5.0|404.44|0.0|3.3|2.34e-06|0.000947|2.18e-05|3.2|0.0|0.0|4.67e-08|1.89e-05|-0.05835|3.2949|4.61|3.2949|637.06|1077.19|376.29|492.36|0.7013199999999999|-0.1918|0.03623358|-1652.505041|8.8379|7.2676|7.2676
11c_a31|0.0|1|0|0|3.336985072|0|7.765993078999999|1|-0.0184155389999999|5.733341277|-0.141329185|-0.031640011|0.0|-0.847114804|-0.011679927|-0.137912959|-0.085216451|2|2|-0.008375297|-0.0512371409999999|-0.16065803|-0.572548808|0.825336018|0.839810365|0.013528742|-0.139933586|0.8906705429999999|0|0.564143263|-0.138002689|0.3608415239999999|0.034256743|-80.82023592|20.06220362|264.7428792|-48.16624372|70.98337779|99.31985763|-24.864808|100.8824395|0.47997061|2470.585429|-1069.186744|1770.045716|0.922968238|5329.481371|189.6959033|36.77740577|0.029155542|1581.428448|17.07472346|1.0|1.0|1.0|2.0|0.28|16.0|125.57|1.0|0.0|2.0|-5.11|6.0|371.41|0.0|3.04|7.68e-06|0.00285|0.000105|2.82|0.0|0.0|1.45e-06|0.000537|-0.03532|3.8551|4.47|3.8551|622.22|1022.77|321.61|512.9|0.7005899999999999|-0.19526|0.04465349|-1559.253116|7.5091|6.8861|6.8861
12b_a50|0.0|0|1|1|0.0|2|7.927685046000001|1|-0.002929899|5.82008293|-0.0016330379999999|-0.08032584|2.112397566|-0.125985651|0.01164808|-0.101728189|-0.115659308|2|2|0.011790103|-0.139522815|-0.291865836|-0.246831987|0.699597776|0.804535572|0.009081884|-0.189976035|0.8718949979999999|1|0.925916085|-0.045602469|0.24516882|0.0214891|-22.92589265|10.80329197|8.07905572|-16.72031641|86.49656508|47.12729492|-11.93905701|33.72918462|0.430791247|2224.116359|-465.6232233|1446.231761|0.756824707|4672.843578|214.5713436|20.82911679|0.027586169|812.3355548|13.86849326|1.0|1.0|1.0|0.0|0.11|20.0|48.53|0.0|0.0|2.0|-3.16|3.0|313.36|1.0|2.59|0.000685|215.0|0.000144|2.5|0.0|0.0|3.22e-06|0.00101|-0.02974|4.7089|2.47|3.9305|539.15|909.8|315.44|401.64|0.6581|-0.19425|0.02307802|-1006.550688|5.6617|5.3242|5.3242
11a_a50|0.0|0|1|1|0.0|2|7.927685046000001|1|-0.002914262|5.82008293|-0.014702942|-0.04339705|2.114272566|-0.134056065|0.011959339|-0.108592708|-0.129547471|2|2|0.012037198|-0.0739260509999999|-0.277408878|-0.267331063|0.701976536|0.792574879|-0.158172459|-0.200986578|0.8535780190000001|1|0.917127112|-0.048213112|0.2931724189999999|0.01848869|-25.48858279|9.774322692|7.53108119|-19.89396594|67.28055926|48.67321197|-13.43949068|35.26290548|0.463749257|2286.226222|-564.4586084|1550.320581|0.864799282|4858.670497|182.7270002|20.53832944|0.020887781|862.6098364|11.04263807|0.0|1.0|1.0|0.0|0.15|20.0|48.53|0.0|0.0|2.0|-3.58|3.0|327.38|1.0|2.95|0.000263|0.0862|6.97e-05|2.9|0.0|0.0|1.35e-06|0.000441|-0.03284|4.0636|3.05|4.0636|574.01|963.2|305.11|437.9|0.65485|-0.2005299999999999|0.02431947|-1045.84627|7.5619|7.2291|7.2291
14s_a23|0.0|0|1|1|0.0|2|7.423568444|0|-0.005854379|5.351858133|-0.022580082|0.049317519|0.740898446|-0.298573309|0.010682694|-0.044305947|-0.064006338|2|2|0.009263715|0.0909774219999999|-0.13187015|-0.457212212|0.722187957|0.7837821840000001|0.096014944|-0.1050445769999999|0.846632079|1|0.92763624|-0.055037441|0.2387634619999999|0.019970955|-35.30692476|12.81151517|30.34480575|-33.12848261|82.55990607|62.75905983|-21.9751589|48.11843993|0.470919749|2954.0751370000003|-1032.832468|2316.634024|0.890072438|6938.271179|144.457092|28.36177131|0.017330177|1333.003252|11.11743642|0.0|0.0|1.0|1.0|0.05|26.0|105.02|2.0|0.0|1.0|-6.13|4.0|445.93|0.0|4.01|7.49e-07|0.000334|2.83e-06|4.21|0.0|0.0|1.02e-08|4.55e-06|-0.07783|3.6828|4.1|3.6828|668.66|1164.32|336.66|528.82|0.60323|-0.22933|0.02112956|-2089.352478|6.4428|8.5482|8.5482
12u_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|-0.006935447|5.351858133|-0.027452346|-0.091507428|0.0|-0.367578706|0.002431329|0.028815747|-0.0646674999999999|1|1|0.001805829|-0.15896471|-0.0857954809999999|-0.467189145|0.8149999040000001|0.83236194|-0.055829439|-0.105767484|0.889479916|0|0.84944095|-0.0773921259999999|0.477056017|0.015562896|-51.83732031|10.42404292|78.15130994|-43.90644499|0.0|75.26051582|-25.41792137|62.26136323|0.443167712|3001.03926|-1245.478147|2608.6452440000003|0.7958728709999999|7133.515802|126.9521524|31.36222814|0.014495402|1536.749179|9.709034401|1.0|1.0|0.0|1.0|0.14|17.0|81.65|2.0|0.0|1.0|-6.58|4.0|467.37|0.0|3.59|2.64e-07|0.000123|9.14e-07|5.12|0.0|0.0|1.58e-08|7.39e-06|-0.0528299999999999|3.5003|5.08|3.5003|705.15|1202.06|354.21|559.16|0.6847|-0.20146|0.03472994|-2494.7995530000003|7.0553|7.4647|7.4647
6f_a40|0.0|0|0|0|0.0|1|8.421342866|1|-0.01691341|6.401917197|-0.156988665|-0.122783873|0.737582436|-0.8287570679999999|-0.009302776|0.075227997|-0.190617284|2|2|-0.008368734|-0.233222505|0.092206207|-0.628934821|0.7710013309999999|0.836826225|-0.032826285|-0.268802228|0.896373207|1|0.655786513|-0.134203859|0.363785804|0.015998475|-86.21963207|10.2782635|207.7174501|-53.89282175|40.01876255|92.77827871|-33.55442128|96.49789556|0.410805404|3021.330686|-1509.948957|3072.581297|0.69723213|7328.308886|88.13890599|38.88975659|0.013841059|1750.039046|8.892225517|1.0|0.0|1.0|2.0|0.21|14.0|199.45|1.0|1.0|3.0|-6.95|5.0|457.55|0.0|2.61|1.13e-07|5.18e-05|2.3e-05|3.09|1.0|0.0|0.0002109999999999|0.0967|-0.08982|3.5741|6.96|2.57|668.95|1139.55|482.43|507.64|0.69911|-203.0|0.04845403|-2426.787111|8.7269|7.3768|7.3768
7c_a8|0.0|1|0|0|3.17138259|1|7.05012252|0|-0.007509694|4.844187086|-0.025233184|0.0493777859999999|0.0|-0.382994379|0.00325576|-0.0450662909999999|-0.118915929|1|1|0.004301963|0.079425146|-0.077006275|-0.328286221|0.718994164|0.740795639|0.0092411059999999|-0.196826366|0.795846675|0|0.848923958|-0.080277893|0.292274414|0.0306012339999999|-50.34151168|19.18974586|49.43944876|-35.30467154|75.43825735|76.40286308|-21.11218373|69.53125754|0.492823119|2716.5013510000003|-1013.384819|2162.326414|0.971698707|6013.168519|233.9661552|33.67700028|0.032058696|1616.4960130000002|20.10370648|0.0|0.0|1.0|1.0|0.09|23.0|92.93|1.0|0.0|1.0|-5.0|5.0|398.41|0.0|3.26|1e-05|0.00399|2.14e-05|3.37|0.0|0.0|1.73e-08|6.91e-06|-0.07472|4.6061|5.01|3.1406|662.05|1116.53|394.78|579.97|0.70321|-0.20658|0.02732536|-1331.625743|15.7056|4.7307|4.7307
17a_a25|0.0|0|0|0|0.0|1|6.842683282|0|-0.004137083|4.727387819|-0.036457743|-0.017081614|2.008884939|-0.248224991|0.0063846319999999|-0.0688716509999999|0.006360768|1|1|0.006423059|-0.02776212|-0.07654898|-0.362222339|0.6741827509999999|0.748718056|0.168247187|0.0114970419999999|0.8005589320000001|1|0.874586929|-0.06234901|0.348821736|0.012665055|-44.46905084|9.033070252|93.75234138|-40.379488|80.30332825|67.57985355|-21.2306737|53.50212109|0.468791604|2907.309477|-1188.917727|2432.071525|0.882500365|6250.571217000001|174.0415044|28.08362601|0.015373381|1572.683056|10.96472369|1.0|1.0|1.0|1.0|0.11|27.0|72.7|2.0|0.0|1.0|-5.12|4.0|433.5|0.0|4.04|7.5e-06|0.00325|7.44e-06|3.9|0.0|0.0|1.05e-10|4.54e-08|-0.05255|5.2683|6.04|3.9347|747.06|1271.9|315.11|598.67|0.6722|-0.21559|0.0362293|-1391.385492|5.1401|7.6021|7.6021
21_a34|0.0|0|0|0|0.0|1|8.002694162000001|2|-0.012535886|5.860786223|-0.091664226|-0.125881566|0.0|-0.7020096440000001|-0.001643445|-0.004734657|-0.009996155|1|1|0.00130996|-0.201539853|-0.407759867|-0.514364527|0.702772307|0.740092842|0.116926272|-0.015568862|0.796991578|0|0.676390843|-0.09533089|0.527371706|0.034163186|-63.96857813|22.9240533|168.9671187|-53.03643341|77.34839362|95.12565978|-27.89610644|86.89263143|0.4688149339999999|3115.110331|-1422.701428|2429.6035|0.882583047|7048.305909000001|182.341897|38.30514214|0.023973624|1953.562249|16.08669155|0.0|1.0|1.0|0.0|0.12|23.0|86.55|1.0|0.0|1.0|-4.5|6.0|438.43|0.0|3.03|3.14e-05|0.0138|1.94e-05|3.02|0.0|0.0|2.07e-08|9.06e-06|-0.07534|4.3011|7.78|3091.0|698.17|1182.6|401.11|530.93|0.69292|-0.20872|0.03023936|-1483.12009|7.9399|5.4737|5.4737
17d_a50|0.0|0|1|1|0.0|2|8.105609402|2|-0.002166617|6.042632834|0.03538699|0.006071856|2.234730384|-0.140830095|0.012079|-0.136180713|-0.125540541|2|2|0.01245647|0.009780681|-0.323333765|-0.2294807539999999|0.754575205|0.748516466|-0.1921395789999999|-0.2177003589999999|0.789310938|1|0.929886823|-0.044172353|0.8020670809999999|0.0152123589999999|-30.63468215|10.55016861|5.007868064|-33.56790124|86.38197811|57.5414543|-17.74731987|41.18485076|0.445708152|2824.70142|-1064.839192|2950.99157|0.8041037459999999|6281.764548|170.5678813|23.53577933|0.013178555|1412.14676|9.139672835|0.0|1.0|1.0|0.0|0.35|20.0|51.77|2.0|0.0|1.0|-4.5|4.0|424.54|1.0|3.68|3.17e-05|0.0135|1.31e-05|3.72|0.0|0.0|8.55e-08|3.63e-05|-0.03251|4.0506|3.41|4.0506|727.15|1263.22|306.09|579.45|0.66103|-0.19967|0.02625058|-1335.713194|7.9942|7.1308|7.1308
12bf_a36|0.0|1|0|0|3.31325137|0|7.412764017000001|2|-0.00832865|5.351858133|-0.119979424|0.140577067|0.0|-0.4497470879999999|-0.006877664|-0.096665166|-0.0206090089999999|1|1|-0.004358975|0.359635716|-0.250781298|-0.433281391|0.653741315|0.836170906|-0.0480253509999999|-0.033696875|0.892249657|0|0.6791406640000001|-0.090461753|0.356652646|0.0217611939999999|-58.26326838|14.01562806|87.14111344|-45.73631152|0.0|86.28460578|-24.14405495|72.27889645|0.474826911|2902.591295|-1207.2027480000002|2522.341812|0.904134124|6271.550446|189.6959033|34.22402339|0.02371294|1711.2011699999998|15.27267945|1.0|1.0|0.0|2.0|0.14|17.0|69.2|1.0|0.0|1.0|-3.99|6.0|417.41|1.0|2.44|0.000102|0.0424|4.81e-05|2.88|0.0|0.0|7.599999999999999e-08|3.17e-05|-0.0571299999999999|5.2319|3.66|3874.0|670.85|1120.94|320.04|517.66|0.69292|-0.2139|0.03299488|-1431.246893|7.5932|8.2218|8.2218
8j_a46|0.0|0|0|0|0.0|1|7.727094485|1|-0.0017688329999999|5.533389489|-0.008523199|-0.129276363|0.0|-0.081366324|0.011852046|-0.174853546|-0.053618988|1|1|0.0108603019999999|-0.204674804|-0.133413527|-0.229679821|0.645146311|0.789844634|-0.223292257|-0.074207717|0.837678812|0|0.934648421|-0.054707287|0.308052557|0.008672342|-29.38737046|4.658562801|7.723448142|-19.90219786|64.83187221|41.80044861|-13.78596018|34.04593326|0.427798746|2121.846387|-592.7962878|1888.679875|0.747636856|4759.107832|95.55665364|16.76894569|0.008843828|721.0646647000001|4.750680627|1.0|1.0|1.0|0.0|0.32|17.0|43.6|1.0|0.0|1.0|-4.59|3.0|338.83|1.0|3.82|2.59e-05|0.00878|1.47e-05|3.97|0.0|0.0|5.46e-08|1.85e-05|-0.04068|4.9636|3.78|4.4107|576.48|978.4|281.1|493.89|0.70121|-0.22599|0.02408052|-1414.402087|6.4463|5.9108|5.9108
20a_a10|0.0|0|0|0|0.0|1|7.535296702|1|-0.0034618129999999|5.4161004020000005|0.049376168|-0.035536682|1.896409603|-0.197323337|0.008214031|-0.010695558|0.011011878|1|1|0.008297595|-0.058994157|-0.081587712|-0.281099208|0.661219642|0.755429696|0.036092601|0.019448804|0.817646497|1|0.913681336|-0.066386563|0.591835899|0.013618456|-43.19189039|8.860330345|66.52185003|-30.82502228|47.01787447|58.1398225|-18.22250274|52.05222074|0.452402751|2998.608651|-947.5701424|2021.669282|0.826159649|6729.996773999999|173.41938059999998|24.84485067|0.016540298|1291.932235|10.76131538|1.0|1.0|1.0|0.0|0.11|27.0|76.62|2.0|0.0|1.0|-5.68|5.0|429.47|0.0|4.27|2.07e-06|0.000888|2.56e-06|4.36|0.0|0.0|3.61e-10|1.55e-07|-0.06611|4.7841|3.98|3.8312|696.63|1200.92|323.62|524.02|0.6864600000000001|-0.2274199999999999|0.03217287|-1388.957848|3.2116|5.9208|5.9208
33_a20|0.0|0|0|0|0.0|1|6.842683282|0|-0.00145476|4.727387819|0.023539095|0.148855442|2.0219022580000003|-0.078557022|0.009265667|-0.061975089|-0.062750442|1|1|0.008780074|0.248715569|-0.060582944|-0.1771816269999999|0.616352201|0.74131936|-0.0854333469999999|-0.10978034|0.802353442|1|0.9493896|-0.058927252|0.399354817|0.012738882|-38.58254635|8.340767701|8.680600701|-29.9394021|64.93395624|54.60811436|-17.37608867|46.92331405|0.465855239|2737.8873550000003|-868.8044333999999|2274.654579|0.8721516570000001|5916.443448|157.56124519999997|22.88265911|0.013564844|1144.132956|8.881565237|1.0|1.0|1.0|0.0|0.08|27.0|67.39|2.0|0.0|1.0|-5.6|4.0|401.46|0.0|4.28|2.48e-06|0.000997|2.98e-06|4.47|0.0|0.0|2.04e-10|8.199999999999999e-08|-0.0582899999999999|5443.0|4.07|3.8867|689.51|1174.95|318.99|563.98|0.6129|-0.21788|0.02957286|-1275.662457|5.0369|7.4685|7.4685
4l_a46|0.0|0|0|0|0.0|1|7.825245291|1|-0.004736212|5.587248657999999|-0.075241716|-0.067419714|0.0|-0.255755434|0.0066560469999999|-0.060895366|-0.161358058|1|1|0.006162668|-0.1012114369999999|0.010799648|-0.3888343979999999|0.7940662409999999|0.726535412|-0.001318857|-0.229089688|0.762625193|0|0.892158627|-0.09094885|0.291762764|0.00657916|-51.45056667|3.721888783|177.7681018|-27.26452605|0.0|51.66342604|-17.01011822|55.17245545|0.409308207|2165.620022|-867.5160294|2087.583804|0.692930243|4865.794981|65.93290984|19.25417715|0.006130523|981.9630347|3.468091068|1.0|1.0|1.0|1.0|0.36|17.0|50.94|1.0|0.0|1.0|-5.28|3.0|347.45|1.0|4.08|5.25e-06|0.00182|7.78e-06|4.49|0.0|0.0|9.980000000000001e-08|3.47e-05|-0.01784|5.4011|4.99|4.4542|612.39|1057.06|278.36|526.77|0.68584|-0.20351|0.03506136|-1092.53932|3.7624|7.0088|7.0088
5d_a40|0.0|0|0|0|0.0|1|8.149890544|0|-0.005662681|6.167516491000001|0.0418378229999999|-0.1031436519999999|0.716041667|-0.1868684619999999|0.007200253|0.2078052269999999|0.029272031|2|2|0.006642869|-0.259985037|-0.009744685|-0.399968083|0.496945486|0.8092726020000001|0.145024458|0.0451110059999999|0.877722972|1|0.754010052|-0.086193996|0.049855551|0.022027556|-39.55506228|10.10860823|181.4728912|-19.85450535|53.85026982|49.97858532|-17.30589257|49.66367051|0.479931934|1974.583878|-519.1767771000001|511.3769101|0.922825231|4051.712713|86.65063178|21.3342049|0.014630084|640.0261471|6.713853887999999|1.0|0.0|0.0|0.0|0.21|14.0|75.5|0.0|0.0|2.0|-4.23|4.0|287.31|1.0|3.1|5.9e-05|17.0|0.000152|2.98|0.0|0.0|4.7600000000000005e-05|0.0137|-0.06796|3.7374|4.61|3.7374|473.48|765.69|331.74|365.74|0.69613|-0.2164699999999999|0.01667985|-1276.797751|9.2439|7.7212|7.7212
1l_a5|0.0|1|0|0|2.964063799|0|6.605297921|0|-0.00183668|4.59511985|-0.0052651969999999|-0.111303801|0.0|-0.089997343|0.008244856|-0.019865028|-0.05139414|1|1|0.007613233|-0.179824092|0.043915678|-0.21108114|0.7245669790000001|0.7656671279999999|-0.174469948|-0.091849662|0.818803517|0|0.890289002|-0.068685233|0.357062421|0.0078543119999999|-38.79937717|4.43679678|167.86839980000002|-21.62050954|0.0|45.64819758|-14.9768065|43.23617395|0.47265823|2227.730859|-688.9330988|903.1631908|0.896303416|4665.793689|130.25942849999998|19.46541135|0.013054186|895.4089219|7.374136537999999|1.0|1.0|1.0|1.0|0.14|23.0|54.46|1.0|0.0|1.0|-5.04|3.0|340.42|1.0|4.06|9.06e-06|0.00308|1.04e-05|4.19|0.0|0.0|1.4800000000000003e-09|5.02e-07|-0.04149|4.6403|3.89|4.3664|609.85|1033.47|283.95|486.81|0.57392|-0.21939|0.03182983|-1069.101032|3.3694|7.4949|7.4949
4f_a46|0.0|0|0|0|0.0|1|7.825245291|1|-0.001035775|5.587248657999999|-0.001868546|-0.099507167|0.0|-0.053860324|0.012332859|-0.056114865|-0.115631645|1|1|0.011806162|-0.154986658|-0.123416853|-0.150189733|0.6901151990000001|0.74106323|-0.2076648489999999|-0.1697014539999999|0.7796270059999999|0|0.934973206|-0.055836642|0.296072934|0.008734825|-30.29079362|4.738551282|7.730129301|-19.85993046|56.50645576|42.21890747|-11.95391778|35.0293449|0.424708366|2103.214727|-585.7419712999999|1563.375755|0.7382488140000001|4661.569032|130.2830519|15.73210412|0.010341277|770.8731021000001|5.6100342670000005|1.0|1.0|1.0|0.0|0.38|17.0|43.6|1.0|0.0|1.0|-4.38|3.0|332.44|1.0|3.76|4.18e-05|0.0139|2.62e-05|3.77|0.0|0.0|6.12e-08|2.04e-05|-0.02947|4548.0|3.87|4548.0|591.51|1020.33|272.61|493.53|0.69208|-0.2202599999999999|0.02238723|-1033.36869|3.7419|6.7375|6.7375
1h_a5|0.0|1|0|0|2.9516097130000003|0|6.605297921|0|-0.001978474|4.59511985|-0.009075016|-0.02598568|0.0|-0.085074391|0.008031558|-0.1197834419999999|-0.044117647|1|1|0.007357977|-0.043247682|0.0578378779999999|-0.20140246|0.71274658|0.780175595|0.070628165|-0.082079343|0.8436458929999999|0|0.8806402259999999|-0.067599619|0.39793593|0.008798715|-35.25675213|4.588992214|160.0744187|-18.90429957|0.484419999|44.51475742|-14.49848188|39.84574434|0.489507204|2107.271793|-579.9392753|819.6979313999999|0.958891501|4334.547353|132.96722079999998|19.45961351|0.01585373|778.3845404|8.268552715|1.0|1.0|1.0|1.0|0.05|23.0|54.46|0.0|0.0|1.0|-4.25|3.0|312.37|1.0|3.43|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|3.43|0.0|0.0|3.87e-09|1.21e-06|-0.04124|4652.0|3.17|4.3651|556.57|934.7|284.03|430.83|0.57155|-0.21921|0.031392033|-990.523098|3.3752|7.5528|7.5528
12bb_a36|0.0|1|0|0|3.3296932480000003|0|7.412764017000001|2|-0.008239316|5.351858133|-0.117921811|0.096309833|0.0|-0.444923056|-0.006877664|-0.018516159|-0.027636036|1|1|-0.004358975|0.2463876689999999|-0.250781298|-0.421445726|0.653741315|0.836170906|0.0534307559999999|-0.045186455|0.892249657|0|0.6888482109999999|-0.090660196|0.314702945|0.022069757|-58.19935506|14.16769093|88.91215764|-47.11573753|0.0|88.14984373|-24.95418524|72.36704599|0.4808928389999999|2902.055617|-1247.709262|2458.790147|0.926384521|6285.088971|180.1992964|34.69260487|0.022984922|1734.6302440000002|14.75518126|1.0|1.0|0.0|2.0|0.14|17.0|69.2|1.0|0.0|1.0|-3.99|6.0|417.41|1.0|2.44|0.000102|0.0424|4.81e-05|2.88|0.0|0.0|7.599999999999999e-08|3.17e-05|-0.0566799999999999|5.2382|3.66|3.8001|667.88|1120.72|326.27|515.92|688.0|-0.21175|0.03421884|-1431.238418|8657.0|8.0|8.0
LY580276_a4|0.0|0|0|0|0.0|1|7.535296702|1|-0.001543874|5.4161004020000005|-0.020236527|0.0295482979999999|0.0|-0.063298854|0.010217376|-0.172607392|0.011772853|1|1|0.009622161|0.064209689|-0.042912895|-0.191806286|0.5162208110000001|0.7921620090000001|0.035666446|0.019144144|0.847526918|0|0.8685269959999999|-0.057317455|0.243350596|0.008729943|-27.6229776|4.207217677|11.22286434|-16.49563923|82.46094409|38.23432817|-13.51117823|31.83019528|0.437093506|1948.220005|-513.4247728|1511.5340210000002|0.7764939829999999|4098.640927|73.32703409|15.93586849|0.008312438|605.5630025|4.0060099860000005|1.0|1.0|1.0|0.0|0.22|17.0|30.71|0.0|0.0|1.0|-3.67|3.0|293.34|1.0|3.69|0.000213|0.0624|6.18e-05|3.35|0.0|0.0|2.75e-07|8.08e-05|-0.0225|5.2983|3.64|4.4918|519.23|865.23|276.03|402.99|0.68002|-0.2099599999999999|0.023546627|-959.404416|3.2891|6757.0|6757.0
12f_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|-0.015345198|5.351858133|-0.274237737|0.1468972409999999|0.0|-0.874676289|-0.00695299|-0.008663584|-0.046588557|1|1|-0.004395528|0.4304505939999999|-0.226973911|-0.6394697460000001|0.613786308|0.8246767140000001|-0.043091382|-0.071123509|0.876441789|0|0.8357464459999999|-0.090450992|0.56363596|0.01570263|-63.81176255|11.07796031|101.2862703|-54.21787616|1.45550709|89.21786458|-31.90082427|74.88972286|0.472521727|3305.792133|-1690.743686|2712.844784|0.8958126809999999|7634.176316|130.3909181|39.1336968|0.01752821|2074.08593|12.36587885|1.0|1.0|0.0|1.0|0.17|17.0|90.88|2.0|0.0|1.0|-6.7|8.0|482.48|0.0|3.42|1.99e-07|9.63e-05|1.2e-06|5.05|0.0|0.0|6.61e-08|3.19e-05|-0.05464|5.0587|5.52|3.5298|729.87|1225.63|351.25|574.31|0.68471|-0.20422|0.03400408|-1987.848015|4.6865|7.7144|7.7144
12s_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|-0.007621736|5.351858133|-0.095120438|-0.0601024909999999|0.0|-0.403952011|-0.002544958|-0.035768573|-0.04950715|1|1|-0.001131023|-0.1597740919999999|-0.145315868|-0.446807335|0.609043558|0.83236194|0.006789196|-0.080971844|0.889479916|0|0.706713791|-0.090733404|0.404041243|0.019324097|-58.75255278|12.51292194|89.91581294|-43.45862792|0.0|78.38074776|-26.02399668|71.26547471|0.467381416|2977.11642|-1275.175837|2368.4646620000003|0.877516163|6639.7334200000005|135.66918710000002|32.92168852|0.017398791|1613.162737|11.26623|1.0|1.0|0.0|1.0|0.14|17.0|81.65|2.0|0.0|1.0|-5.49|6.0|434.46|0.0|3.21|3.24e-06|0.00141|6.71e-06|4.07|0.0|0.0|6.900000000000002e-08|3e-05|-0.0551|5.0438|4.32|3.5348|677.35|1140.1|350.75|526.07|0.68458|-0.20495|0.03401064|-1774.072418|3.9579|8129.0|8129.0
12h_a36|0.0|1|0|0|3.468184524|0|7.412764017000001|2|-0.0086750619999999|5.351858133|-0.041228471|0.059920602|0.0|-0.503153567|0.00127667|-0.003014954|-0.051080247|1|1|0.003077071|0.100530266|-0.239932418|-0.410826531|0.8913597320000001|0.820041835|-0.10861416|-0.089459459|0.87043328|0|0.819614525|-0.073572836|0.3726296|0.027905055|-48.17643878|18.27258858|82.11195464|-45.96672487|1.413982241|87.85958486|-23.39942087|66.44902736|0.464544951|2845.467486|-1263.568727|2391.856014|0.8675704009999999|6159.17335|219.1956304|35.1736357|0.026971557|1899.376328|17.66132225|1.0|1.0|0.0|2.0|0.17|17.0|78.43|1.0|0.0|1.0|-3.95|5.0|411.46|0.0|1.81|0.000113|0.0464|8.499999999999999e-05|2.65|1.0|0.0|2.03e-07|8.340000000000001e-05|-0.05013|5.1998|2.92|3.4554|697.29|1177.89|358.81|535.67|0.7014600000000001|-0.1926|0.02925492|-1347.260478|8.7377|7.8539|7.8539
