molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|AATSC1s|n6HRing|MATS7i|SaaaC|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|BIC2|MATS8s|SIC2|RASA|FNSA5|PBF|PNSA5|PPSA3|RNCS|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|PPSA1|WNSA2|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
34_a47|0.0|0|1|0.0|0.0|1|6.842683282|0|0|1.40499556|-0.064842466|3|-0.094313757|1.741433543|-0.043634386|0.078153957|1|0.0047106|-0.208989427|-0.2829549719999999|3|0.833786184|0.046668352|0.89234354|0.8260556609999999|-0.090141168|0.437215023|-49.91779281|10.92238452|31.17423189|-0.029348287|6.048527453999999|0.0|0.653993216|-1.261976347|-19.00022922|62.66739933|-16.25230464|45.23285281|2371.236125|-698.8490993|918.6458674|0.346006784|7.066583143|12.96364153|191.6093987|-387.0041342|0.023023142|1068.587688|439.9906467|12.74960652|1.0|1.0|1.0|1.0|1.0|1.0|3.19|0.16|21.0|-7.47|3.34|68.52|99.09|1.0|4.0|-3.57|26.0|5.0|-6.66|348.38|1.0|1.0|3.02|-3.9|0.000267|0.0929|0.000125|0.0436|3.36e-08|4.2077|2.41|-1162.450678|980.02|318.79|294.66|0.6602399999999999|-1162.283641|-0.16086|4.4605|-0.21536|-1162.33788|6.2235|8.7|8.7
17a_a25|0.0|0|0|0.0|0.0|1|6.842683282|0|0|1.373200859|-0.036457743|2|-0.017081614|2.008884939|-0.0688716509999999|0.006360768|1|0.006423059|-0.02776212|-0.362222339|2|0.748718056|0.168247187|0.8005589320000001|0.874586929|-0.079378741|0.348821736|-56.61512986|9.033070252|93.75234138|-0.0297670279999999|6.442637379|80.30332825|0.755980502|-1.666953566|-31.71656603|67.57985355|-21.2306737|53.50212109|2907.309477|-1188.917727|2432.071525|0.244019498|8.996672966|16.93624014|174.0415044|-847.969248|0.015373381|1572.683056|781.7487682|10.96472369|1.0|1.0|1.0|1.0|1.0|1.0|3.48|0.11|27.0|-9.98|4.83|72.7|131.06|1.0|7.0|-5.12|33.0|4.0|-6.18|433.5|0.0|1.0|4.04|-5.13|7.5e-06|0.00325|7.44e-06|0.00323|1.05e-10|5.2683|6.04|-1391.588873|1271.9|315.11|235.34|0.35172|-1391.321455|-0.16304|3.4677|-0.21559|-1391.385492|5.1401|7.6021|7.6021
47a_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1|0.403918489|-0.18843247|0|0.043161338|0.0|-0.025401815|0.052572636|0|-0.000633273|0.066507683|-0.369841706|0|0.766261502|-0.008965701|0.7991211029999999|0.778790861|-0.099310031|0.371382587|-81.42570819|11.58086543|100.7293848|-0.036234741|9.49531639|110.0917322|0.7936193709999999|-2.681370849|-55.70051708|93.5899242|-29.70938001|79.51543089|3612.105567|-2198.494121|2250.179086|0.2063806289999999|10.20255289|19.74153879|169.2144153|-1802.576619|0.014835962|2770.212274|1225.939287|12.16421601|1.0|1.0|1.0|1.0|1.0|3.0|4.97|0.28|18.0|-8.27|0.48|123.06|158.24|1.0|12.0|-6.74|39.0|5.0|-6.49|547.67|0.0|0.0|2.02|-5.58|1.8100000000000002e-07|9.9e-05|2.62e-06|0.00143|5.4e-09|3.1947|8.82|-2098.773074|1536.87|388.09|388.09|0.69508|2098.280307|-131.0|2.6271|-0.18291|-2098.359766|3.0133|9.0|9.0
3a_a12|0.0|0|0|0.0|0.0|0|0.0|1|1|1.28383802|-0.042445446|2|-0.1231529169999999|0.0|-0.062973953|-0.0161799839999999|0|-0.001011111|-0.205054123|-0.5274624179999999|1|0.7038021990000001|-0.021522321|0.759068438|0.871985494|-0.090803706|0.241900756|-44.430225|4.615711776|71.11710277|-0.034924502|2.258466332|0.0|0.781050096|-1.362055589|-17.05063286|52.21461165|-17.08854808|39.46272532|2045.857684|-666.453375|1050.730179|0.2189499039999999|5.924949067000001|11.01449587|107.1321197|-326.0954285|0.015909241|853.2786545|381.0058252|7.784386645|1.0|1.0|1.0|0.0|1.0|1.0|3.84|0.05|18.0|-7.5|3.43|37.28|97.52|1.0|3.0|-3.6|23.0|3.0|-5.88|298.34|1.0|1.0|2.98|-4.06|0.00025|0.0745|8.8e-05|0.0263|3.13e-08|4.2336|3.33|-951.3480023|875.71|332.36|292.86|-0.34688|-951.217594|-0.15328|1.3824|-0.22157|-951.264072|1.9332|6.7122|6.7122
5d_a40|0.0|0|0|0.0|0.0|1|8.149890544|0|1|0.6049133329999999|0.0418378229999999|0|-0.1031436519999999|0.716041667|0.2078052269999999|0.029272031|2|0.006642869|-0.259985037|-0.399968083|0|0.8092726020000001|0.145024458|0.877722972|0.754010052|-0.094277694|0.049855551|-43.26473143|10.10860823|181.4728912|-0.0377110779999999|4.638915105|53.85026982|0.8111805740000001|-1.131332331|-18.15211073|49.97858532|-17.30589257|49.66367051|1974.583878|-519.1767771000001|511.3769101|0.188819426|6.288958592999999|12.09256826|86.65063178|-238.2540642|0.014630084|640.0261471|243.4287716|6.713853887999999|1.0|0.0|1.0|0.0|0.0|0.0|3.02|0.21|14.0|-4.32|4.08|75.5|74.11|2.0|3.0|-4.23|20.0|4.0|-5.94|287.31|1.0|1.0|3.1|-3.82|5.9e-05|17.0|0.000152|0.0436|4.7600000000000005e-05|3.7374|4.61|-1276.817151|765.69|331.74|331.74|0.69613|-1276.751174|-0.14851|7.0422|-0.2164699999999999|-1276.797751|9.2439|7.7212|7.7212
12g_a31|0.0|1|0|3.42813681|0.0|0|7.765993078999999|1|1|0.6101363000000001|-0.1044685569999999|0|0.045747231|0.0|-0.0733026079999999|-0.082116813|2|-0.0054114869999999|0.074878295|-0.57758443|0|0.819234772|-0.076150332|0.8639814490000001|0.58271093|-0.131126805|0.325789284|-80.52794936|19.01411466|152.7424573|-0.039059048|11.67699967|548.1594997999999|0.6886488690000001|-1.835775276|-48.43898314|95.97385383|-23.98704875|97.88920296|2514.363249|-1127.391291|1859.940155|0.311351131|8.098256552|15.28679013|191.2078009|-692.3565973|0.02515117|1637.106139|524.0230338|15.44590447|1.0|1.0|1.0|1.0|1.0|2.0|3.61|0.32|16.0|-6.45|5.19|131.36|103.26|1.0|7.0|-4.92|27.0|5.0|-6.86|384.45|0.0|1.0|2.9|-3.79|1.19e-05|0.00457|0.0001629999999999|0.0627|3.55e-07|3.8349|4.17|-1578.800869|1090.41|323.3|323.3|0.70068|-1578.605452|-0.15917|1.6279|-0.19241|-1578.66792|2.4038|6.9586|6.9586
25_a12|0.0|0|0|0.0|0.0|0|0.0|0|0|1.404967476|-0.045725323|2|-0.089297664|2.050456822|-0.025245046|-0.11195017|0|0.001783739|-0.141917694|-0.4288076329999999|2|0.638255008|-0.2430098439999999|0.688743998|0.947937175|-0.080147596|0.120087607|-41.75851719|2.580489093|37.96125329|-0.03323193|1.3444869730000002|0.0|0.917298637|-1.362509125|-14.85843094|44.42528172|-17.31450713|31.09844409|2067.69985|-709.8947922|1907.027255|0.082701363|5.34703037|9.70173342|43.08908189|-369.8695347|0.005118351|773.8971409|430.4348528|2.666764531|1.0|1.0|0.0|1.0|1.0|1.0|2.81|0.05|22.0|-8.78|4.7|37.81|99.48|1.0|3.0|-5.28|24.0|2.0|-4.82|311.38|1.0|1.0|4.29|-5.25|5.19e-06|0.00162|5.63e-06|0.00175|1.6399999999999995e-09|4.2653|4.73|-974.6328337|945.73|359.04|290.68|0.63284|-974.458128|-0.14303|1.2494|-0.19655|-974.508059|2.2482|7.6576|7.6576
7e_a8|0.0|1|0|3.038052327|0.0|1|7.05012252|0|0|1.394799915|-0.052939815|0|-0.03633378|0.0|-0.11032771|-0.0446343779999999|1|0.002669179|-0.075638618|-0.341022848|0|0.732001738|-0.023521398|0.790500031|0.8291560379999999|-0.0886889709999999|0.286669793|-53.04282692|12.91806855|86.03149870000001|-0.037446454|7.725998682999999|63.5628736|0.776001552|-1.6850904519999998|-30.79383811|64.23177694|-22.39586026|64.40615805|2605.914474|-1007.813711|2032.501296|0.223998448|7.70387217|14.654025199999998|133.9683023|-602.7501229|0.018708212|1298.726412|519.5762494|11.18895001|1.0|0.0|1.0|0.0|0.0|1.0|3.2|0.04|23.0|-8.29|5.16|70.81|108.43|1.0|4.0|-5.75|29.0|4.0|-5.43|385.39|0.0|1.0|4.31|-5.41|1.78e-06|0.000686|3.87e-06|0.00149|5.07e-09|3.8142|6.32|-1300.467069|1060.05|383.1|325.06|0.6998300000000001|-1300.271093|-0.13577|9.0006|-0.2054699999999999|-1300.327213|11.4436|4.4547|4.4547
4h_a46|-3.74433321|0|0|0.0|0.090767245|1|7.825245291|1|1|0.3002050539999999|-0.346835467|2|-0.057256598|0.0|-0.021951549|-0.09922757|1|0.003087227|-0.0932537609999999|-0.516344924|2|0.7543177040000001|0.075704004|0.7955809979999999|0.767244275|-0.083997524|0.659584488|-65.90523417|7.900037181|105.2773797|-0.0305445539999999|6.198442205|19.09455432|0.805506105|-2.015940586|-51.19164773|74.99848132|-23.9655397|73.14480467|3472.1185880000003|-1581.72562|3180.526173|0.194493895|8.138240742999999|15.85230406|152.6017078|-1241.036544|0.011589523|1963642.0|1021.999374|9.093247153|1.0|0.0|0.0|1.0|1.0|2.0|4.63|0.3|23.0|-9.2|3.46|124.17|142.08|1.0|6.0|-6.53|36.0|6.0|-6.38|502.63|0.0|0.0|3.82|-5.69|2.97e-07|0.000149|2.06e-06|0.00104|6.38e-10|4.2444|8.5|-1923.878801|1397.46|296.62|292.11|0.55428|-1923.543349|-0.1711599999999999|1.7601|-0.21008|-1923.611784|2.9086|6.6402|6.6402
12b_a36 (EW-7197)|0.0|1|0|3.3685352889999995|0.0|0|7.412764017000001|2|2|1.2970445309999998|-0.082283951|2|0.027495626|0.0|-0.098032695|-0.056994595|1|-0.000673716|0.059005046|-0.442656599|1|0.819222745|-0.001567914|0.8741648479999999|0.7635183720000001|-0.10866747|0.458627252|-67.98756422|13.41367899|81.63796416|-0.039120289|8.392238798|5.958751634|0.746747352|-1.956014468|-31.84632538|80.95733534|-24.47552312|64.31504105|2772.832013|-1223.776156|2338.370858|0.253252648|6.764872303|12.52485821|158.4469629|-765.6528642999999|0.020730147|1638.808832|595.8790650000001|12.96977113||||||||||||||||||||||||||||||3.8475|3.41|-1332.147999|1104.61|328.66|322.25|0.6824899999999999|-1331.9479310000002|-0.15571|5432.0|-0.20546|-1332.005651|7.3101|8.1549|8.1549
14a_a22|0.0|0|0|0.0|0.0|1|6.842683282|0|0|1.4229176680000002|-0.052476637|2|0.021482585|1.614660505|-0.057308195|-0.015194063|1|0.005757758|0.036467904|-0.360663314|2|0.7392451729999999|-0.09744639|0.794858486|0.864077619|-0.081479363|0.490491034|-55.51601021|14.49148204|93.21042936|-0.031338217|9.873779458|60.38977977|0.7007904070000001|-1.629587269|-28.88288575|70.33046351|-21.35231162|56.88212098|2885.858295|-1110.320204|2169.870866|0.299209593|8.052850876|14.55117701|203.8666248|-756.5172972|0.021742777|1584.38271|684.5377542|14.81445329|1.0|1.0|1.0|1.0|1.0|1.0|3.42|0.08|27.0|-9.21|3.87|85.59|124.05|1.0|6.0|-4.65|32.0|5.0|-6.61|420.47|0.0|1.0|3.19|-4.68|2.25e-05|0.00945|2.1e-05|0.00881|6.1e-10|5.0653|4.98|-1368.321586|1191.81|347.23|244.77|0.45928|-1368.075682|-0.15029|4.9775|-0.21174|-1368.13858|6603.0|7.4202|7.4202
12h_a36|0.0|1|0|3.468184524|0.0|0|7.412764017000001|2|2|1.297043828|-0.041228471|2|0.059920602|0.0|-0.003014954|-0.051080247|1|0.003077071|0.100530266|-0.410826531|1|0.820041835|-0.10861416|0.87043328|0.819614525|-0.10720355|0.3726296|-70.19826261|18.27258858|82.11195464|-0.035734517|11.96512593|1.413982241|0.665254541|-1.929663894|-31.5465515|87.85958486|-23.39942087|66.44902736|2845.467486|-1263.568727|2391.856014|0.3347454589999999|7.428908584|13.87400978|219.1956304|-827.4010477|0.026971557|1899.376328|679.7230552999999|17.66132225|1.0|0.0|0.0|1.0|0.0|2.0|4.8|0.17|17.0|-6.69|2.77|78.43|130.24|1.0|6.0|-3.95|31.0|5.0|-6.93|411.46|0.0|0.0|1.81|-4.07|0.000113|0.0464|8.499999999999999e-05|35.0|2.03e-07|5.1998|2.92|-1347.451759|1177.89|358.81|238.44|0.34589|-1347.199963|-0.14247|6754.0|-0.1926|-1347.260478|8.7377|7.8539|7.8539
12be_a36|0.0|1|0|3.466734143|0.0|0|7.412764017000001|2|2|1.297042758|-0.0419484829999999|2|0.118420241|0.0|-0.08981965|0.00430921|1|0.002872872|0.19405344|-0.3825349939999999|1|0.812921349|0.132962547|0.858971809|0.798015877|-0.108962668|0.330453338|-75.59805505|23.42501577|63.31681179|-0.031937334|16.25222352|0.0|0.5660743979999999|-1.852365352|-37.57129686|99.62604537|-22.15805062|77.57811183|3039.9167260000004|-1285.166936|2552.721046|0.433925602|8.773114043|16.14074295|301.05661160000005|-891.645944|0.034632557|2270.314539|766.4854363|24.02799032|1.0|0.0|0.0|1.0|1.0|2.0|4.96|0.21|17.0|-6.79|2.83|87.66|136.74|1.0|7.0|-4.11|33.0|6.0|-7.13|441.49|0.0|0.0|1.75|-4.15|7.75e-05|0.0342|7.13e-05|0.0315|1.6100000000000005e-07|5.2184|2.68|-1461.968283|1256.67|370.25|237.59|0.40844|-1461.68274|-0.13781|7.7861|-0.18969|-1461.747501|10.3044|7.3565|7.3565
3a_a32|0.0|1|1|3.226454082|0.0|0|7.678326357|0|0|0.6094208210000001|-0.045659995|0|-0.014365682|2.211368234|0.102212031|0.125185185|3|-0.001223394|-0.028290955|-0.491457345|0|0.844272053|-0.045516432|0.921812162|0.817070968|-0.0970820759999999|0.30031978|-44.92473442|10.39727075|87.55216606|-0.032360692|4.811337463|0.0|0.6723099029999999|-0.970820756|-17.261046399999998|55.87310101|-14.97491147|47.69828617|2028.93875|-449.2473442|812.930125|0.327690097|5.755284924|10.67859439|151.63860559999998|-207.8892268|0.0236593529999999|668.2146761|278.73805810000005|10.9483666|0.0|1.0|1.0|1.0|1.0|1.0|2.96|0.07|19.0|-6.12|5.77|110.94|83.28|1.0|2.0|-5.32|20.0|3.0|-5.77|298.39|0.0|1.0|3.32|-4.35|4.83e-06|0.00144|4.51e-05|0.0134|7.66e-07|3.6308|2.17|-1554.768725|801.12|341.48|341.48|0.70229|-1554.7020630000002|-0.15058|3.6178|-0.20638|-1554.748543|5.7916|8.5686|8.5686
12ab_a36|0.0|1|0|3.458948649|0.0|0|7.412764017000001|2|2|1.297042596|0.000258844|2|0.035377607|0.0|-0.032623802|-0.029080933|1|0.002112069|0.0618552579999999|-0.4186639029999999|1|0.831136366|-0.0852411419999999|0.888163057|0.8410557559999999|-0.095025338|0.452078227|-65.54680623|16.62527454|116.6804416|-0.033434841|11.46782191|15.55386871|0.679025324|-1.805481415|-37.68448987|82.3666474|-23.06276515|71.2577056|2902.39241|-1245.389318|2390.849902|0.320974676|7.821826146|15.18764075|221.4026852|-859.0476432|0.024384271|1834.083759|708.5476357999999|16.81984117|1.0|0.0|0.0|1.0|0.0|2.0|4.86|0.17|17.0|-7.05|3.14|92.99|133.27|1.0|6.0|-3.92|32.0|5.0|-7.21|420.47|0.0|0.0|1.8|-3.91|0.0001199999999999|0.0503|0.000122|0.0515|8.95e-08|3.8845|3.23|-1364.468283|1201.64|319.17|319.17|0.69294|-1364.236757|-0.15699|3.6976|-0.2093699999999999|-1364.300531|5.3228|7.9586|7.9586
12f_a30|0.0|0|0|0.0|-4.734662095|0|7.412764017000001|2|2|0.60498366|-0.274237737|2|0.1468972409999999|0.0|-0.008663584|-0.046588557|1|-0.004395528|0.4304505939999999|-0.6394697460000001|1|0.8246767140000001|-0.043091382|0.876441789|0.8357464459999999|-0.108935062|0.56363596|-76.85198573|11.07796031|101.2862703|-0.0452183279999999|7.815328055|1.45550709|0.815175332|-2.396571368|-45.01820228|89.21786458|-31.90082427|74.88972286|3305.792133|-1690.743686|2712.844784|0.184824668|8.366190175|15.86072943|130.3909181|-1192.793275|0.01752821|2074.08593|696.6414817000001|12.36587885|1.0|0.0|1.0|1.0|0.0|1.0|4.73|0.17|17.0|-7.18|4.43|90.88|133.96|1.0|7.0|-6.7|34.0|8.0|-5.66|482.48|0.0|0.0|3.42|-5.92|1.99e-07|9.63e-05|1.2e-06|0.000579|6.61e-08|5.0587|5.52|-1987.998635|1225.63|351.25|245.09|0.32483|-1987.782125|-0.14958|3.6633|-0.20422|-1987.848015|4.6865|7.7144|7.7144
19h_a38|0.0|1|0|3.2723542610000003|0.0|0|7.412764017000001|2|2|1.297044177|-0.082283951|2|0.14165187|0.0|-0.043452674|-0.070688288|1|-0.000673716|0.303981987|-0.420225236|1|0.819222745|-0.054149342|0.8741648479999999|0.7746288020000001|-0.109986804|0.3263113569999999|-64.79649453|12.51014765|136.81322659999998|-0.03959525|7.370099699|0.0|0.75379331|-1.979762478|-28.533396600000003|76.70128100000001|-23.32673803|60.94327866|2774.611523|-1166.336902|1839.424968|0.24620669|6.820483788|12.98143834|145.047677|-687.1237247|0.020207411|1547.290068|595.8790650000001|11.90478646|1.0|1.0|1.0|1.0|1.0|3.0|4.8|0.14|17.0|-6.86|3.13|81.23|125.69|1.0|5.0|-4.14|30.0|4.0|-6.77|401.44|0.0|1.0|2.66|-4.17|7.209999999999999e-05|29.0|6.77e-05|0.0272|1.4e-07|3.7384|3.41|-1332.1538779999998|1092.17|350.65|331.65|0.68472|-1331.941646|-0.1467099999999999|6.9749|-0.20379|-1331.999352|9.0777|8.0348|8.0348
4f_a46|0.0|0|0|0.0|0.2096617139999999|1|7.825245291|1|1|1.134637108|-0.001868546|2|-0.099507167|0.0|-0.056114865|-0.115631645|1|0.011806162|-0.154986658|-0.150189733|2|0.74106323|-0.2076648489999999|0.7796270059999999|0.934973206|-0.0674830959999999|0.296072934|-36.60887321|4.738551282|7.730129301|-0.022035297|2.570614463|56.50645576|0.759842275|-1.079729539|-16.43243843|42.21890747|-11.95391778|35.0293449|2103.214727|-585.7419712999999|1563.375755|0.240157725|5.654067072999999|9.828175385|130.2830519|-317.7588874|0.010341277|770.8731021000001|538.4165208|5.6100342670000005|1.0|1.0|1.0|1.0|1.0|0.0|3.88|0.38|17.0|-7.21|4.56|43.6|101.54|1.0|3.0|-4.38|25.0|3.0|-5.65|332.44|1.0|1.0|3.76|-4.58|4.18e-05|0.0139|2.62e-05|0.00872|6.12e-08|4548.0|3.87|-1033.528421|1020.33|272.61|272.61|0.69208|-1033.315821|-0.19079|3.2783|-0.2202599999999999|-1033.36869|3.7419|6.7375|6.7375
47j_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1|1.251176464|-0.068902246|0|-0.048528478|0.0|-0.006923502|0.0033281|0|0.002317206|-0.073551529|-0.48833504|0|0.7444236670000001|-0.002262399|0.77844379|0.80651845|-0.094744194|0.476575952|-73.69868165|12.42035127|95.57657747|-0.033837212|9.661420661|99.50526447|0.764425062|-2.368604851|-44.19607713|86.31641604|-26.32095773|69.23713027|3172.831382|-1842.467041|2064.803327|0.235574938|9.597380968|18.50538303|183.246715|-1433.2001369999998|0.016220875|2410.265089|1081.726154|12.6177344|1.0|1.0|0.0|1.0|1.0|3.0|4.54|0.28|18.0|-8.79|2.43|97.76|149.96|1.0|11.0|-5.83|37.0|4.0|-6.46|499.6|0.0|0.0|2.39|-5.14|1.49e-06|0.000743|7.32e-06|0.00366|1.63e-09|3.1054|8.09|-1625.413107|1459.55|399.25|399.25|0.6983600000000001|-1624.9784550000002|-0.1285|4.1619|-0.17273|1625.053346|5.2118|7.4559|7.4559
10_a27|0.0|0|0|0.0|0.0|2|6.605297921|0|0|1.400533489|-0.044164147|2|-0.184068581|1.296293777|0.034318674|-0.000903965|1|0.010329671|-0.309727442|-0.487435299|2|0.804375252|0.129719095|0.862408925|0.8526621529999999|-0.087022238|0.346344305|-46.27574168|9.399794974|6.0140309720000005|-0.031079371|4.998521009|49.19800605|0.7453606909999999|-1.305333567|-17.33405307|55.05868025|-16.5270506|41.99674607|2270.538352|-694.1361252|943.2258247|0.254639309|6.761146212000001|12.9316403|135.40932969999997|-369.1201792|0.01651645|931.2754667000002|424.8821143|8.782938574|1.0|0.0|1.0|0.0|1.0|0.0|3.01|0.16|21.0|-6.24|2.81|65.6|97.39|1.0|3.0|-3.57|25.0|4.0|-6.51|331.37|1.0|1.0|2.74|-3.92|0.000266|0.0882|0.0001189999999999|0.0394|5.81e-07|4.1495|4.66|-1083.1151289999998|958.95|298.79|298.79|0.63894|-1082.956472|-0.16805|4.6684|-0.21785|-1083.008551|6.9456|7.1612|7.1612
3c_a12|0.0|0|0|0.0|0.0|0|6.555356892000001|1|1|0.610140703|-0.058516436|2|-0.14679559|0.0|-0.008931246|-0.056537396|1|-0.001825446|-0.267255164|-0.545592465|1|0.826033688|-0.0461654159999999|0.888353608|0.843855494|-0.099327724|0.242114395|-50.25579322|6.688634392000001|73.9854678|-0.033980537|3.384177297|0.0|0.7055242159999999|-1.291260406|-18.35985151|61.16334136|-17.19277136|42.97583906|2186.344105|-653.3253118|1139.340748|0.2944757839999999|6.231995392999999|10.88288188|148.9927848|-330.5560685|0.02155815|926.0140155|380.2468615|10.90754815|1.0|1.0|1.0|0.0|1.0|1.0|3.94|0.12|17.0|-6.78|4.01|78.41|98.16|1.0|3.0|-4.22|23.0|4.0|-6.18|319.38|0.0|1.0|2.76|-4.0|6.06e-05|0.0194|9.940000000000002e-05|0.0318|1.67e-07|3.9848|2.56|-1327.471862|894.36|345.72|311.14|0.43415|-1327.351991|-0.14572|1.6035|-0.22035|-1327.4004710000002|2.3061|7699.0|7699.0
2_a33|0.0|1|1|3.396444161|0.0|0|7.765993078999999|0|0|0.609420748|-0.064926835|0|-0.049900189|2.112255684|0.070526947|-0.05997501|3|-0.000810928|-0.0881938509999999|-0.593915758|0|0.833090592|-0.0212158239999999|0.8799816220000001|0.8195154109999999|-0.104047115|0.411881091|-63.57699532|11.27469555|103.5201191|-0.031851158|6.889294995|44.34034244|0.702597735|-1.56070672|-30.02592687|75.44970552|-19.46234551|60.41371259|2632.195388|-953.6549298|3245.244678|0.297402265|6.152818143999999|11.60906093|181.7248125|-582.7217333|0.019430318|1357.327077|618.9134881|11.8727102|1.0|0.0|1.0|1.0|1.0|2.0|3.57|0.3|19.0|-7.67|6.7|140.04|115.28|1.0|7.0|-6.35|28.0|4.0|-6.17|411.54|0.0|1.0|3.98|-4.78|4.44e-07|0.000183|1.6800000000000002e-05|0.0069|2.13e-08|3.6281|5.11|-1920.049452|1128.98|341.74|341.74|0.70205|-1919.830424|-0.15012|4.2519|-0.19979|-1919.890628|5539.0|8.2596|8.2596
14_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|1|1.399909181|-0.04986736|1|-0.0135414919999999|0.0|-0.08389836|0.117232935|1|0.008943549|-0.031578333|-0.199315317|1|0.77505994|0.158051825|0.843811017|0.8510382459999999|-0.071074269|0.218112446|-32.31961528|5.933038407000001|12.12963775|-0.03015272|2.697931638|85.72299913|0.768457211|-0.995039765|-13.60128622|39.49511556|-13.71135194|35.84371234|1911.448021|-452.4746139|1378.961008|0.231542789|5.304461808|8.859498364|105.2894945|-205.7538638|0.015779688|588.8091192|280.2639278|7.175500282000001|1.0|0.0|0.0|1.0|0.0|0.0|3.14|0.06|17.0|-5.71|3.59|30.71|80.09|2.0|2.0|-3.4|21.0|3.0|-5.8|277.3|1.0|1.0|3.2|-3.97|0.000396|0.11|0.000106|0.0295|1.95e-06|4.5233|3.22|-918.9304744|794.51|293.02|274.1|0.53298|-918.851356|-0.17381|2.3797|-0.2102|-918.896242|3.3312|5.8794|5.8794
7_a27|0.0|0|0|0.0|0.0|2|6.842683282|0|0|1.40247849|-0.050197188|2|-0.133453335|1.280380317|-0.096754293|-0.056500475|1|0.010596392|-0.220626658|-0.500327496|2|0.801251575|0.147753647|0.8546689820000001|0.85111414|-0.084531496|0.358145768|-47.44936449|8.475438874|10.66993367|-0.0300556429999999|4.757447929|60.73467304|0.763564713|-1.352503929|-19.13983132|55.55559276|-16.87088515|42.57323098|2334.058688|-759.1898319000001|1497.873267|0.236435287|6.446345598|12.087978|132.7162621|-426.1497425|0.014441323|994.2704516|479.0078184|8.106228264|1.0|0.0|1.0|0.0|1.0|0.0|3.24|0.2|21.0|-6.61|3.32|65.6|102.36|1.0|3.0|-4.06|26.0|4.0|-6.26|345.4|1.0|1.0|3.14|-4.28|8.66e-05|0.0299|5.2e-05|18.0|2.43e-07|4.1205|5.37|-1122.433757|1016.96|300.9|300.9|0.61278|-1122.249324|-0.16734|4.2487|-0.2162099999999999|-1122.304359|6.3813|9.0|9.0
4_a18 (SD-208)|0.0|0|0|0.0|0.0|0|0.0|2|2|1.304335262|-0.113324634|3|-0.020226647|0.0|-0.009648044|-0.056245435|0|-0.015153358|-0.047745689|-0.564165402|1|0.83508768|-0.058455902|0.904723479|0.77909674|-0.099573708|0.115284206|-51.27494074|10.90456851|103.6318511|-0.034985357|5.615248385|0.0|0.602029021|-1.2944582059999998|-20.652731600000003|69.63488061|-18.01551972|51.01127638|2395.526727|-666.5742296|1822.914738|0.397970979|6.239898178|11.42979655|204.9329964|-343.2487827|0.035654206|1107.212786|363.2306414|18.35993987|0.0|1.0|1.0|1.0|1.0|1.0|2.77|0.0|22.0|-8.15|3.54|76.48|92.87|1.0|3.0|-4.29|25.0|6.0|-6.31|352.75|0.0|1.0|3.11|-4.38|5.12e-05|18.0|4.14e-05|0.0146|7.06e-09|5.1755|2.58|-1542.276332|895.83|378.26|239.56|0.4646|-1542.15786|-0.13588|3.4629|-0.2358|-1542.207472|5.2085|7.0969|7.0969
