molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|AATSC1s|n6HRing|MATS7i|SaaaC|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|BIC2|MATS8s|SIC2|RASA|FNSA5|PBF|PNSA5|PPSA3|RNCS|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|PPSA1|WNSA2|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
11b_a31|0.0|1|0|3.248213341|0.0|0|7.765993078999999|1|1|0.610137403|-0.172248605|0|-0.078907688|0.0|-0.1488994619999999|-0.046362952|2|-0.010716217|-0.129901143|-0.564706551|0|0.834596039|0.067031897|0.889561759|0.545458754|-0.148709304|0.26165445|-82.80602396|21.02499452|286.7721447|-0.044612791|11.70737909|87.78853803|0.669723835|-1.784511651|-44.59898223|100.3071755|-24.84180719|101.1192111|2410.572158|-993.6722875|1756.711832|0.330276165|6.83089364|12.96936635|183.9081702|-553.3080237|0.0314298879999999|1483.70453|397.3137532|17.50115151|1.0|0.0|1.0|1.0|1.0|2.0|3.41|0.24|16.0|-5.45|4.67|125.57|92.51|2.0|5.0|-4.74|25.0|6.0|-6.73|357.38|0.0|1.0|2.69|-3.75|1.82e-05|0.00649|0.000178|0.0637|3.59e-06|3.8437|4.07|-1520.0430279999998|969.71|322.57|322.57|0.70073|-1519.909742|-0.15936|3.2104|-0.1951|-1519.967224|4.7518|6.2757|6.2757
12ay_a36|0.0|1|0|3.50559949|0.0|0|7.412764017000001|2|2|1.2970434|-0.043778345|2|0.1012005419999999|0.0|0.012286423|-0.06756661|1|0.0045625|0.1689021819999999|-0.438622276|1|0.78699829|-0.109624825|0.833398429|0.829406408|-0.098945129|0.419950383|-64.13591431|11.67851857|126.7858133|-0.035337546|7.569978132|8.677627506|0.778164805|-1.978902589|-31.1973159|74.29343346|-22.90568368|59.80790901|2766.899844|-1282.718286|3238.138932|0.221835195|6.466730436000001|11.82248632|143.79285900000002|-831.4538627999999|0.015670425|1648.388976|729.1873176|10.15751916|1.0|0.0|0.0|1.0|0.0|2.0|4.96|0.21|17.0|-7.34|3.76|69.2|133.68|1.0|5.0|-4.54|31.0|4.0|-6.38|409.49|1.0|1.0|2.42|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|0.0102|4.55e-08|3.9348|3.79|-1311.547668|1184.45|339.12|315.09|0.6727|-1311.282556|-0.15056|6.2579|-0.2031599999999999|-1311.343228|9.1844|7.7447|7.7447
15a_a50|0.0|0|1|0.0|0.0|2|7.934155233999999|1|1|1.3530592819999998|-0.06317118|1|-0.0446629609999999|2.020652006|-0.15010386|-0.125205943|2|0.005828749|-0.072976638|-0.325638639|1|0.821868651|-0.051676609|0.8749408470000001|0.837789896|-0.084501726|0.4349386739999999|-50.56454577|10.77967103|275.287923|-0.029316925|6.450390922|0.0|0.705410595|-1.436529349|-28.07082095|61.78266878|-17.54280159|57.69065967|2503.770258|-859.5972780999999|1754.903963|0.294589405|8.095541483|14.65582885|176.277812|-514.369916|0.018747341|1218.577214|569.5267957000001|11.21812301|0.0|1.0|1.0|1.0|1.0|1.0|3.7|0.23|20.0|-6.09|3.23|68.76|110.43|1.0|5.0|-3.6|28.0|4.0|-6.78|371.44|1.0|1.0|2.76|-3.92|0.000251|0.0933|0.0001189999999999|0.0444|8.070000000000001e-07|4.0408|2.66|-1199.784983|1091.64|306.83|306.83|0.66132|-1199.572081|-0.16693|6.6307|-0.19948|-1199.629702|9.0948|7.3872|7.3872
15c_a22|0.0|0|0|0.0|0.0|1|6.842683282|0|0|1.42291727|-0.018518519|2|-0.026986769|1.568396937|-0.023927419|0.006275578|1|0.004362505|-0.047249795|-0.364626967|2|0.773044788|-0.096749121|0.8353837409999999|0.8665852140000001|-0.080088202|0.615901609|-57.66130245|17.68362419|36.22825261|-0.0302219629999999|12.731723|78.22334636|0.661775114|-1.60176404|-34.97658951|75.52188549|-21.75898206|66.26407672|3079.491787|-1153.226049|2092.620825|0.338224886|8.626398368|16.03890406|243.5126145|-830.2910335|0.0248073129999999|1742.625289|731.8178649|17.86058304|0.0|1.0|1.0|1.0|1.0|1.0|3.49|0.08|27.0|-9.28|3.9|109.38|128.77|1.0|6.0|-4.86|34.0|6.0|-6.96|445.48|0.0|0.0|2.98|-4.62|1.39e-05|0.00618|2.4e-05|0.0107|5.269999999999997e-10|5.7361|4.79|-1460.571156|1241.07|337.46|216.15|0.30831|-1460.324493|-0.15408|7.382000000000001|-0.22807|-1460.387718|9.0393|6.1325|6.1325
47u_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1|1.251177393|-0.0872206669999999|0|0.008108241|0.0|0.031337464|-0.033209663|0|0.00082284|0.0121925089999999|-0.539738821|0|0.7517870059999999|-0.0112778039999999|0.7960273840000001|0.741066474|-0.092271172|0.33777918|-64.32800179|14.42377665|86.37253771|-0.0344062|10.0557163|77.59162925|0.721837463|-2.029965788|-43.92035521|79.06741651|-23.98671253|77.42251040000001|2965.254516|-1415.216039|1415.590236|0.278162537|9.18142206|17.78724206|193.9244919|-986.6355633|0.021142007|1960.574384|818.9389171|14.73941472|0.0|0.0|1.0|1.0|0.0|2.0|3.98|0.19|18.0|-8.2|3.15|99.56|133.53|1.0|8.0|-5.69|34.0|4.0|-6.31|455.51|0.0|0.0|2.6|-4.98|2.05e-06|0.000932|1.04e-05|0.00472|6.34e-09|3.1186|9.34|-1510.153552|1282.66|397.57|397.57|0.69143|-1509.771642|-0.12717|4.4624|-0.19109|-1509.839543|5.8058|5.7055|5.7055
13m_a6|0.0|1|0|3.415695704|0.0|0|6.842683282|0|0|1.429020166|-0.135152403|2|0.021526267|1.617900191|0.054340057|-0.018628955|1|-0.00687003|0.037052986|-0.568024162|2|0.7767360059999999|0.156982046|0.832753533|0.715612461|-0.107644789|0.429009107|-75.05944278|12.95736535|91.22689385|-0.0378750189999999|9.035018118|95.67846949|0.7362989999999999|-2.045251|-48.09294654|89.65257305|-26.40980394|81.92876874|2951.567781|-1426.129413|2574.030011|0.263701|8.435961541000001|16.2526769|183.8755989|-994.4232282|0.020928405|1936.888972|724.3873672999999|14.59313027|1.0|1.0|1.0|1.0|1.0|3.0|3.59|0.08|27.0|-9.67|4.19|122.47|127.2|1.0|6.0|-4.64|33.0|5.0|-7.23|435.48|0.0|1.0|2.67|-4.28|2.27e-05|0.00987|5.24e-05|0.0228|2.1499999999999998e-10|3.9127|4.27|-1423.712909|1231.54|371.67|316.88|0.66475|-1423.448957|-0.13817|4.2913|-0.20954|-1423.511471|6.5243|8.0|8.0
1i_a5|0.0|1|0|2.843224727|-4.358943904|0|6.605297921|0|0|1.219028472|-0.31059482|2|0.018196138|0.0|-0.174016111|-0.003198529|1|-0.000700145|0.059972925|-0.403861432|2|0.780175595|-0.058385936|0.8436458929999999|0.8876055620000001|-0.084018635|0.4729402929999999|-46.82694838|4.621144795|201.1526326|-0.03570792|2.575548983|0.213644964|0.759459597|-1.428316788|-28.32266298|57.78921354|-19.90145306|55.43870932|2482.831286|-796.0581225|942.1618767|0.240540403|7.314842247|13.79450888|134.0627959|-443.6750585|0.0196689|1048.190221|403.396385|10.96226516|1.0|1.0|0.0|1.0|1.0|1.0|2.83|0.05|23.0|-8.88|5.48|54.46|95.49|1.0|4.0|-4.79|27.0|6.0|-5.73|366.34|0.0|1.0|4.12|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|0.00396|1.3300000000000002e-09|4.7243|3.58|-1288.322373|957.58|283.08|262.44|0.4571199999999999|-1288.210207|-0.17945|2.6336|-0.23674|-1288.264271|2.8939|7.6198|7.6198
IN1166_a11|0.0|1|0|3.433539068|0.0|0|6.842683282|0|0|1.429020445|-0.008507023|2|0.018376555|1.643912856|0.0266218529999999|-0.037793156|1|-0.001446486|0.032420935|-0.462344944|2|0.765593573|0.102257199|0.827254552|0.863273559|-0.0896538619999999|0.551933595|-61.90325275|13.82641888|112.0066065|-0.031642539|9.546719887|20.83871871|0.694302821|-1.6137695069999998|-35.26269962|76.76995134|-21.84820685|64.89703387|2865.055175|-1114.258549|2953.475057|0.305697179|6.777827685|12.63334911|211.0745642|-769.3614916|0.021531291|1604.859603|676.2770877|14.86669859|1.0|1.0|1.0|1.0|1.0|2.0|3.51|0.08|27.0|-10.18|5.01|103.17|123.82|0.0|5.0|-5.11|32.0|5.0|-6.52|417.47|0.0|1.0|3.31|-4.78|7.74e-06|0.00323|1.65e-05|0.00688|6.59e-11|4.9857|3.36|-1347.256659|1198.36|377.7|248.68|0.4358399999999999|-1347.012407|-0.13823|3365.0|-0.21098|-1347.073528|4.3481|7.9318|7.9318
14v_a23|0.0|0|1|0.0|-4.844615416|2|7.423568444|0|0|1.1979575059999998|-0.299484129|2|0.055572317|0.636416435|0.017156562|-0.015149431|2|-0.0004039459999999|0.170475376|-0.650246427|2|0.787538583|0.132882353|0.845160857|0.916605275|-0.09479984|0.31419322|-62.61276875|13.08518422|78.86310829|-0.042752869|8.64241561|0.912757854|0.788328659|-2.180396311|-29.37629463|76.42257099|-28.23713101|57.56282152|3399.4261450000004|-1440.093681|2679.111279|0.211671341|7.743452839|14.26610767|139.8032821|-951.143515|0.020908947|1826.768144|676.4530574|13.80980223|0.0|0.0|1.0|0.0|1.0|1.0|3.62|0.09|26.0|-7.95|3.97|114.25|126.97|1.0|7.0|-6.89|35.0|8.0|-5.94|495.48|0.0|0.0|4.28|-6.0|1.29e-07|6.38e-05|1e-06|0.0004969999999999|1.12e-08|3694.0|5.17|-2042.161744|1206.02|335.64|335.64|0.6017100000000001|-2041.93452|-0.1524299999999999|4.5506|-0.2308599999999999|-2041.998955|6.3758|8.4001|8.4001
21_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|1|1.399863887|-0.014982235|1|0.019346682|0.0|-0.2897937889999999|-0.104638158|1|0.012094249|0.030586117|-0.228430899|1|0.777866961|0.090847781|0.833191212|0.932146735|-0.076470465|0.239652988|-38.7880598|10.23237244|63.37635587|-0.028676424|5.190159022|66.03320922|0.7231676229999999|-1.147056976|-14.70482428|47.69702403|-14.54552243|39.22285963|2045.488184|-581.8208971|1584.866567|0.276832377|5.961506745|9.956436217|140.4174905|-295.1166014|0.017563978|804.5450027|387.240586|8.908964226|1.0|1.0|1.0|1.0|1.0|0.0|3.37|0.16|17.0|-5.94|3.7|39.94|91.59|2.0|3.0|-3.88|23.0|3.0|-5.76|303.36|1.0|1.0|3.23|-4.19|0.000133|0.0403|6.51e-05|0.0197|1.16e-06|5.1623|3.31|-973.5481197|916.76|308.08|240.17|0.5260600000000001|-973.400097|-0.16632|2.0282|-0.19588|-973.449892|2.9409|6.9172|6.9172
15b_a50|0.0|0|1|0.0|0.0|2|7.934155233999999|1|1|1.353059441|-0.05484142|1|-0.103807905|2.018777006|-0.06083723|-0.124047802|2|0.005203263|-0.17223348|-0.310946931|1|0.8259784720000001|0.000882622|0.8833003970000001|0.8209134840000001|-0.080700307|0.447220762|-46.13641893|11.48191704|274.85729960000003|-0.028069672|6.564219549|0.0|0.639017342|-1.291204916|-26.98929785|60.03646705|-16.04745006|58.69070955|2441.264256|-738.1827030000001|1692.3273379999998|0.3609826579999999|6.89125222|13.22671714|206.3740238|-422.0195386|0.024313507|1155.184146|510.3677388|13.90004811|1.0|1.0|1.0|1.0|1.0|1.0|3.56|0.19|20.0|-5.72|2.71|68.76|105.46|2.0|5.0|-3.18|27.0|4.0|-6.98|357.41|1.0|1.0|2.37|-3.6|0.000654|0.2339999999999999|0.000249|0.0891|1.92e-06|4.0561|2.08|-1160.463663|1035.3|305.67|305.67|0.65917|-1160.275856|-0.16737|6.9054|-0.20071|-1160.330621|9.3788|7.1024|7.1024
12h_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984682|-0.06631353|2|-0.074988669|0.0|0.001698966|-0.072247675|1|0.002064369|-0.166613751|-0.4708582289999999|1|0.831176513|0.008644634|0.888213143|0.763568404|-0.09907575|0.353607682|-63.03519645|11.06352871|89.66095835|-0.038417127|7.038974807000001|0.0|0.7979748729999999|-1.882439244|-33.64938551|73.14241438|-24.44221903|63.95204629|2848.98238|-1197.668733|2268.811589|0.202025127|8.066818026|15.1759206|128.5349203|-761.9955851|0.015886049|1500.88527|618.6004214|10.10721793|1.0|0.0|1.0|1.0|0.0|1.0|4.63|0.14|17.0|-6.9|4.25|81.65|127.24|1.0|5.0|-5.39|30.0|5.0|-6.02|416.47|0.0|0.0|2.92|-5.01|4.12e-06|0.00171|9.71e-06|0.00405|1.26e-07|5.0289|4.07|-1674.977665|1132.06|353.22|246.54|-0.26697|-1674.777786|-0.14889|2.9684|-0.2023599999999999|-1674.838376|3.4138|8065.0|8065.0
13b_a6|0.0|1|0|3.423777636|0.0|0|7.412764017000001|1|1|1.430640379|-0.0265090529999999|1|0.060593678|0.0|-0.104663349|-0.064811009|1|-0.00194781|0.100281317|-0.490758329|1|0.7788169070000001|-0.029988734|0.8370824240000001|0.7757172059999999|-0.112915801|0.202093555|-74.04643339|21.00828557|154.7847961|-0.0406496879999999|13.77653618|554.4007331|0.757233678|-2.032484418|-40.04664055|87.39962829999999|-26.65671602|82.07670290000002|2821.72831|-1332.835801|2587.000662|0.2427663219999999|9.087172635|15.37022155|159.1980937|-874.0294667999999|0.0203627189999999|1760.1380379999998|627.4287311|13.35319491|1.0|1.0|1.0|1.0|1.0|2.0|3.56|0.12|23.0|-9.01|4.98|95.85|116.79|1.0|5.0|-5.51|31.0|5.0|-6.1|409.44|0.0|1.0|3.45|-4.99|3.11e-06|0.0012699999999999|1.02e-05|0.00417|9.77e-10|4.8494|4.04|-1350.061187|1167.21|341.35|255.67|0.58026|-1349.837661|-0.14898|10.8032|-0.20156|-1349.898848|13.5746|6.7595|6.7595
6a_a31|0.0|1|0|3.3855253210000003|0.0|0|7.703007682000001|1|1|0.610184884|-0.181987023|0|0.08881108|0.0|-0.0225412779999999|-0.026103465|2|-0.010591881|0.1533239019999999|-0.568500407|0|0.784022685|-0.07385392|0.848080284|0.57216168|-0.126430958|0.259133072|-74.23718620000001|20.08876284|157.9971748|-0.045153913|11.79563339|98.49408082|0.6927462990000001|-1.896464366|-45.56491046|92.52963742|-26.51328079|97.68889243|2713.694431|-1113.557793|1671.917893|0.307253701|7.516549303|14.408653400000002|180.411907|-653.8540772999999|0.031153284|1607.453976|479.200937|18.29245122|1.0|1.0|1.0|1.0|1.0|2.0|3.42|0.05|22.0|-6.96|4.68|131.36|104.73|1.0|4.0|-5.22|28.0|5.0|-6.69|390.42|0.0|1.0|2.96|-4.34|6.09e-06|0.00238|4.55e-05|0.0178|1.11e-07|3.5428|4.03|-1613.295461|1028.95|349.96|349.96|0.70416|-1613.1416|-0.1428|7.7514|-0.19843|-1613.198178|11.2387|5.9586|5.9586
9o_a24|0.0|1|0|2.9340792330000003|0.0|0|6.605297921|1|1|1.294229152|-0.044044637|3|-0.087807028|0.0|-0.097596429|-0.000236595|1|0.002019902|-0.145366976|-0.38043264|2|0.785672769|-0.0062180169999999|0.846075714|0.770273808|-0.08834189|0.6253256110000001|-51.14964436|10.7072496|32.50178358|-0.032911684|6.1994599720000005|44.8382925|0.668046377|-1.678495905|-29.69744072|66.24061038|-19.05574986|61.99847688|2892.333138|-971.8432428|1906.512273|0.331953623|6.080741586|11.83284872|192.1999837|-562.6938294|0.026064002|1454.754155|663.2688909|15.09096602|1.0|0.0|1.0|1.0|1.0|2.0|3.96|0.04|23.0|-7.91|3.75|92.79|120.73|1.0|6.0|-4.49|32.0|5.0|-6.83|421.45|0.0|0.0|3.01|-4.4|3.2500000000000004e-05|0.0137|3.9500000000000005e-05|0.0167|1.24e-08|5.8802|4.41|-1388.094657|1126.94|290.75|210.85|0.41688|-1387.887227|-0.17826|4.3816|-0.22353|-1387.945865|5.9089|6.3507|6.3507
5g_a40|0.0|0|0|0.0|0.0|1|8.149890544|0|1|0.604913142|-0.190406197|0|-0.0602779129999999|0.64025463|0.122088541|-0.091116241|2|-0.012008571|-0.104356485|-0.4748772539999999|0|0.818555255|0.006643696|0.882781953|0.67772744|-0.14338431|0.245639795|-68.05025116|11.83520323|216.425542|-0.049288357|5.616992201|0.0|0.745349319|-1.577227413|-34.61732609|80.22859145|-23.39227384|84.77514603|2054.810452|-748.5527627|593.8133184|0.254650681|6.193485364|12.10939827|120.8573152|-355.2634413|0.025660198|1004.297909|266.8102663|12.1783403|0.0|0.0|0.0|1.0|0.0|2.0|3.13|0.21|14.0|-2.89|2.69|115.96|78.2|3.0|3.0|-4.24|21.0|5.0|-6.6|301.32|0.0|1.0|2.01|-3.37|5.78e-05|0.0174|0.000426|128.0|0.0013|3.48|4.02|-1328.015099|800.98|356.27|356.27|0.6563|-1327.9345529999998|-0.14505|4.9132|-0.19908|-1327.982732|6.7957|6.9101|6.9101
13k_a6|0.0|1|0|3.423411754|0.0|0|7.412764017000001|1|1|1.42421381|-0.132667824|1|0.051404465|0.0|0.0809333929999999|-0.072504783|1|-0.006280295|0.08217847|-0.5627624379999999|1|0.7908110340000001|0.1373649019999999|0.84018367|0.641032542|-0.127178105|0.212093198|-88.29427104|20.6185734|183.1261118|-0.045420752|14.31458589|113.5526088|0.7971316940000001|-2.543562101|-57.53822059|100.7779947|-31.53366823|103.4959988|2966.890288|-1765.8854210000002|3332.974951|0.202868306|8.370126134|14.58291125|140.8427117|-1225.9780560000002|0.017981419|2215.299472|741.5222707|12.48372364|1.0|1.0|1.0|1.0|1.0|3.0|3.68|0.16|23.0|-8.89|4.55|115.15|124.98|1.0|7.0|-5.49|33.0|5.0|-6.59|441.48|0.0|1.0|3.18|-4.77|3.26e-06|0.00144|1.7100000000000002e-05|0.0075599999999999|1.29e-09|5112.0|5.41|-1465.83213|1246.69|349.49|242.53|0.4547|-1465.557346|-0.14589|8.1639|-0.1944|-1465.621288|10.5079|7.3372|7.3372
15_a47|0.0|1|1|2.9226792460000004|0.0|0|6.605297921|0|0|1.304329657|-0.072588375|2|-0.130885389|1.56205245|0.086682657|0.0506476009999999|1|-0.002377481|-0.299654464|-0.332654104|2|0.830688568|-0.131424138|0.897881853|0.791753677|-0.0904066519999999|0.429825305|-48.36220049|8.917011222000001|61.0548099|-0.033307714|4.770072524|0.0|0.711630105|-1.265693121|-24.15592798|59.79410145|-17.81765281|54.07328082|2327.320914|-677.0708068|869.1027727|0.288369895|6.984778596|13.37174753|154.260803|-362.1927541|0.021370407|951.4364299|383.4213189|11.43190096|1.0|1.0|0.0|1.0|1.0|2.0|2.89|0.06|21.0|-8.49|4.69|66.49|96.6|1.0|3.0|-4.89|25.0|4.0|-5.76|353.78|0.0|1.0|3.74|-4.85|1.29e-05|0.00455|1.41e-05|0.00499|3.22e-09|4.3312|3.33|-1527.376145|930.51|305.43|286.26|0.67203|-1527.265523|-0.16762|2.2271|-0.2268|-1527.316555|3.7709|7.8|7.8
SB431542_a8|0.0|1|0|3.172627551|0.0|1|7.535296702|1|1|1.401734117|-0.1950388569999999|1|0.096884952|0.0|-0.029382296|-0.0453332859999999|1|-0.005306541|0.156874293|-0.494976661|1|0.762577159|0.229470029|0.8220300859999999|0.5653298489999999|-0.124595991|0.274152231|-74.57768059|20.78806656|170.1252996|-0.048754953|12.44282236|89.26670319|0.7608280590000001|-2.242727845|-45.98111161|89.64885355|-29.18257067|97.60813043|2801.428659|-1342.398251|1947.072021|0.239171941|7.360028263999999|14.04829994|143.157805|-803.5005528|0.025179219|1764.391093|529.053307|15.07117296|0.0|0.0|1.0|1.0|0.0|2.0|3.35|0.05|23.0|-6.76|3.13|112.23|109.21|1.0|4.0|-4.4|30.0|5.0|-7.04|400.39|0.0|0.0|2.58|-4.14|3.99e-05|16.0|7.28e-05|0.0292|1.74e-07||||||||||||||4.1019|4.1019
9g_a40|0.0|0|0|0.0|0.0|1|7.515889085|0|0|0.604992427|-0.0220464379999999|0|0.07954859|0.895670535|0.139758613|-0.145879501|2|0.0115573539999999|0.133954053|-0.383703998|0|0.764275277|-0.384131901|0.821935848|0.90454157|-0.079033043|0.002717414|-41.63731423|11.25704374|65.74631496|-0.031197254|5.930596229|64.08637519|0.740240206|-1.185495647|-17.63553984|51.16627179|-16.43578193|44.73159432|2169.234651|-624.5597134|349.4421673|0.259759794|8.180261533|15.62271835|136.8503571|-329.0394499|0.018087202|843.7257374|384.6422631|9.528957565|0.0|1.0|0.0|1.0|1.0|1.0|2.8|0.06|22.0|-6.43|2.91|72.28|87.53|1.0|3.0|-2.49|23.0|4.0|-7.17|302.33|1.0|0.0|1.93|-3.09|0.00323|977.0|0.0008179999999999|247.0|3.720000000000001e-07|3.0778|3.83|-1332.476347|923.42|402.84|402.84|0.70233|-1332.31775|-0.12765|3.4787|-0.19005|-1332.369643|5063.0|5.45|5.45
12ar_a36|0.0|1|0|3.46014932|0.0|0|7.412764017000001|2|2|1.297042582|0.000258844|2|0.083451772|0.0|-0.1073795209999999|-0.036002609|1|0.002112069|0.145909555|-0.4194638229999999|1|0.8371588959999999|-0.017348015|0.89459881|0.8365428659999999|-0.098732471|0.317338373|-66.9989409|15.19305207|86.85924228|-0.0347392029999999|10.30986449|0.0|0.705591187|-1.875916952|-37.18892821|82.17472548|-23.57370143|69.99622854|2902.67985|-1272.979877|2404.999137|0.294408813|8.770514183|16.68371115|199.7830951|-863.83236|0.0223636779999999|1804.132337|708.5476357999999|15.17578458|1.0|0.0|0.0|1.0|0.0|2.0|4.86|0.17|17.0|-7.05|3.14|92.99|133.27|1.0|6.0|-3.92|32.0|5.0|-7.21|420.47|0.0|0.0|1.8|-3.91|0.0001199999999999|0.0503|0.000122|0.0515|8.95e-08|5225.0|3.23|-1364.467971|1211.1|322.13|237.29|0.41433|-1364.235126|-0.15631|6.4688|-0.21291|-1364.2977050000002|8.7322|7.6021|7.6021
13_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|1|1.399843898|-0.019846488|1|-0.059300584|0.0|-0.14818661|-0.0963182119999999|1|0.012019888|-0.094404255|-0.143303992|1|0.744134785|-0.215746851|0.7986239909999999|0.970027005|-0.068249548|0.229685203|-33.41617993|4.282589756|11.85953992|-0.0279998139999999|2.096831328|54.71349575|0.862539527|-1.091992764|-11.99053523|37.12083496|-13.70920202|28.77218157|1910.137758|-534.6588788|1439.176684|0.137460473|5.663493161|9.917593683|67.30306705|-261.7783983|0.007566425|619.8659446|373.9073307|3.704655033|1.0|0.0|0.0|1.0|0.0|0.0|3.39|0.16|17.0|-6.2|4.18|30.71|90.06|1.0|2.0|-4.09|22.0|2.0|-5.39|287.36|1.0|1.0|3.57|-4.42|8.18e-05|0.0235|3.77e-05|0.0108|6.28e-07|4.4811|3.87|-898.3381672|893.0|297.09|276.68|0.53815|-898.2009630000001|-0.17204|2471.0|-0.20372|-898.2503529999999|3.7228|5.3979|5.3979
4g_a49|0.0|0|0|0.0|0.0|2|8.228176896|2|2|1.343847279|-0.008414823|4|-0.085731041|3.4246879480000003|0.003456679|0.08591712|2|0.007845545|-0.146265064|-0.311927917|4|0.7559263270000001|-0.027032199|0.81242269|0.8601878270000001|-0.0666753309999999|0.736530693|-66.44036383|18.87757641|151.0705543|-0.0250032489999999|18.81105094|74.95505057|0.6273572239999999|-2.000259924|-61.03291321|90.11923831|-24.91513644|80.12633309|4706.348867000001|-1993.210915|4747.967275999999|0.372642776|9.28937554|18.19125978|371.3295653|-1986.186746|0.023762615|3177.154639|1714.878736|23.67887448|0.0|0.0|0.0|1.0|0.0|1.0|4.83|0.1|42.0|-13.67|6.09|116.3|198.32|0.0|7.0|-7.47|51.0|7.0|-6.6|663.73|0.0|0.0|5.23|-7.43|3.3700000000000004e-08|2.24e-05|3.72e-08|2.47e-05|2.13e-14|4.3116|6.35|-2147.66293|1766.47|341.84|287.56|0.33449|-2147.217543|-0.15087|3.4099|-0.21545|-2147.295787|4.5147|6.9747|6.9747
16_a31|0.0|1|0|3.096824452|0.0|0|7.758333467000001|1|1|0.61013894|-0.186617888|0|-0.050076586|0.0|-0.00795845|0.06214876|2|-0.0125582419999999|-0.0897217219999999|-0.60894688|0|0.8318419909999999|-0.038841601|0.8948140790000001|0.546450126|-0.150315165|0.29485045|-70.82239128|17.63615984|130.369865|-0.050105055|8.309441139|467.7901274|0.73080436|-1.653466811|-31.54036284|83.86629191|-23.60746376|84.57819254|2071.962924|-779.0463041|1212.615438|0.26919564|5.521618837|9.649327262|126.8340354|-367.0549296|0.027684692|1066.012118|280.39844320000003|13.04390063|0.0|1.0|0.0|1.0|1.0|2.0|3.2|0.14|16.0|-4.94|3.8|114.29|80.57|2.0|2.0|-4.36|21.0|4.0|-6.48|300.34|0.0|1.0|2.33|-3.6|4.38e-05|0.0131|0.000254|0.0762|1.16e-05|3.6596|1.7|-1308.202828|818.1|338.79|338.79|0.70108|-1308.113026|-0.15231|3.7419|-0.1842|-1308.161433|5.5943|7.0458|7.0458
19_a15|-3.694652026|0|0|0.0|0.0|0|0.0|0|0|0.300209223|-0.558905888|1|0.037722611|0.0|-0.04003124|-0.032407407|0|-0.00534669|0.060683674|-0.571686169|1|0.722297906|0.042424078|0.770451673|0.691069123|-0.112106433|0.355677322|-64.78818183|3.04716388|61.63983265|-0.042351319|1.761006946|15.76831619|0.922135562|-1.905809364|-31.61527447|68.10965742|-24.47553536|57.75275299|2625.952212|-1101.399091|1857.369806|0.077864438|6.10227122|10.26331993|44.99916039|-636.516947|0.005747326|1194.400408|490.1808545|3.321475588|1.0|1.0|1.0|0.0|1.0|2.0|2.99|0.11|18.0|-7.14|2.36|102.69|101.22|1.0|5.0|-5.12|26.0|5.0|-6.22|369.44|0.0|1.0|2.88|-4.39|7.56e-06|0.00279|4.1200000000000005e-05|0.0152|7.28e-08|4.1742|7.53|-1523.361214|1030.77|297.03|297.03|0.68945|-1523.196562|-0.17018|6.7515|-0.20742|-1523.254714|9326.0|7.1427|7.1427
