molecula|SddssS|NaaNH|n9FaHRing|SssssC|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|MATS7i|ATSC1c|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC7i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|GATS1pe|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|RNCS|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
47s_a18|0.0|0|0|0.0|1|1.251176205|0.0|0.026229332|-0.0054038509999999|4.844187086|0|-0.026883417|-0.394481152|0.0134295589999999|-0.031515152|0|0|-0.040169986|-0.252119673|-0.46304239|0|0.712629555|0.0109557919999999|0.716761234|0.84543779|-0.070258863|-0.08106112|0.306379663|0.008446541|-53.18668656|10.92659868|4.840414512|0.820470855|-2.107589125|-40.26287221|69.29837549|-22.79238258|59.58080589|2992.734821|-1595.466781|1529.863965|-17.25406952|9.811856136|18.65422248|-1207.784866|27.77963709|-485.1995077|1944.574596|1093.725912|1.0|0.0|1.0|1.0|2.0|4.41|0.0|18.0|4.06|3.93|3.33|3.0|1.0|149.34|0.0|10.0|-5.95|36.0|-5.96|0.0|1.0|0.0|3.19|-5.45|1.12e-06|0.000539|3.53e-06|0.0017|0.0|0.0|1.84e-07|3218.0|8.41|3218.0|-1534.196027|-1534.174077|1435.42|385.29|0.6926800000000001|0.6926800000000001|0.5203|-0.18109|0.02195039|2.9991|6.2104|6.2104
3p_a32|0.0|1|1|0.0|1|0.609420752|0.0|0.007752757|-0.008735261|6.008813185|0|-0.050639647|-0.419292538|-0.111150118|-0.074544773|3|3|-0.092884784|-0.26891009|-0.53666614|0|0.8599558070000001|0.058054833|0.6956696440000001|0.8195708759999999|-0.070907174|-0.098773656|0.366898545|0.021264377|-41.73212799|40.28175307|7.365688817|0.6199678829999999|-1.28405753|-24.56127372|73.07639870000001|-17.1756096|54.24719019|2650.4178850000003|-755.7268222|3037.061498|-10.10863498|6.243062200000001|10.69458635|-444.779939|27.70403125|-141.21321609999998|1218.977375|530.5658569|1.0|1.0|1.0|1.0|1.0|3.38|2.6|19.0|6.06|3.71|1.1|1.0|0.0|112.37|0.0|4.0|-5.11|27.0|-6.8|0.0|0.0|1.0|3.23|-4.25|7.78e-06|0.00308|5.629999999999999e-05|0.0222|0.0|0.0|6.4e-05|3.6436|4.26|3.6436|-1879.554272|-1879.527843|1057.58|340.28|0.7017100000000001|0.7017100000000001|0.3083|-0.20018|0.02642856|5.4496|7585.0|7585.0
11f_a5|0.0|1|0|0.0|1|1.370797007|0.0|-0.251797205|-0.0037371509999999|4.59511985|3|-0.083432989|-0.227966183|-0.178881726|-0.0080939669999999|1|1|-0.1323098|-0.203228986|-0.230681941|2|0.756843253|-0.008110526|0.750555185|0.847356138|-0.068361657|-0.074612137|0.368815548|0.0221464629999999|-47.57801621|70.39517801|10.72733576|0.5109475960000001|-1.268406334|-33.11311829|73.05195434|-15.48735657|62.99140465|2853.401015|-882.7793242999999|1125.122028|-10.77881574|9.683662007|18.03905985|-614.3924972|30.31104695|-15.23851001|1727.7296760000002|753.9168511|0.0|1.0|1.0|1.0|1.0|3.35|2.87|23.0|4.61|3.53|1.03|1.0|0.0|126.79|0.0|7.0|-3.95|32.0|-6.99|0.0|1.0|0.0|2.95|-4.26|0.000112|0.0477|5.479999999999999e-05|0.0234|0.0|0.0|9.06e-07|4.4523|2.25|4.1356|-1391.7602960000002|-1391.722248|1239.35|278.47|0.6593600000000001|0.64937|0.1834|-0.20772|0.03804804|2.9697|7.9208|7.9208
12ap_a36|0.0|1|0|0.0|2|1.2970441659999998|0.0|-0.06398791|-0.007719624|5.351858133|2|0.066185994|-0.424579308|-0.105824575|-0.042675894|1|1|0.117738331|-0.175397741|-0.436880644|1|0.832758813|-0.025198947|0.8212311840000001|0.830587483|-0.082622504|-0.106173763|0.27547717|0.0217479329999999|-54.21070432|82.56761031|9.36249036|0.737851886|-1.91112774|-35.56900768|83.16347311|-24.58703954|68.48007054|2843.18721|-1253.939017|2328.307856|-16.13217554|8.766216204|16.37284224|-822.7409526|33.32245946|-312.1212186|1699.445432|642.3830552000001|1.0|0.0|1.0|0.0|2.0|4.78|0.0|17.0|2.75|1.76|1.38|1.0|0.0|128.47|0.0|5.0|-3.99|31.0|-7.08|0.0|0.0|0.0|1.66|-3.95|0.000101|0.0412|0.000113|0.0458|0.0|0.0|8.97e-05|4.9124|2.98|3.8801|-1325.199863|-1325.159466|1160.79|252.39|0.59563|0.6929|0.3982|-0.21788|0.04039655|9.6512|7.4949|7.4949
3b_a49|0.0|0|0|0.0|1|1.343850026|2.104186262|-0.003115526|-0.0057605869999999|5.4161004020000005|2|-0.090939066|-0.322592863|-0.010613212|0.00361222|1|1|-0.151131362|0.000850823|-0.405529602|2|0.794997634|0.021506499|0.749565191|0.749104358|-0.0883601469999999|-0.0846496|0.482434361|0.013576151|-54.04959517|325.6896751|5.07982433|0.656865946|-1.439043207|-33.06194987|64.91785551|-16.92803342|62.35407961|2660.339607|-880.2577376|1796.6760370000002|-10.35481932|7.236413572000001|13.85181805|-538.4506046|25.77091035|-191.9087104|1340.087338|641.1445234|1.0|1.0|1.0|1.0|2.0|3.37|2.43|21.0|3.16|3.2|1.25|1.0|0.0|116.94|0.0|6.0|-3.53|30.0|-7.42|0.0|0.0|1.0|2.38|-3.59|0.000293|0.1169999999999999|0.000256|102.0|0.0|0.0|1.05e-05|4.6669|3.4|3.8418|-1293.3286859999998|-1293.291817|1132.92|265.67|0.5798|0.6632|0.0759|-0.21985|0.0368692|3.1637|7.6021|7.6021
12ag_a36|0.0|1|0|0.0|2|1.297044434|0.0|-0.042092217|-0.008085448|5.351858133|2|0.063109409|-0.436614203|0.0070889269999999|-0.050147748|1|1|0.135431487|-0.217394466|-0.445549431|1|0.835013502|0.124298337|0.698414933|0.7468300940000001|-0.082492792|-0.1081585809999999|0.26896187|0.020136392|-52.02834065|85.84609192|8.009946323|0.758897371|-1.946854457|-32.81436052|80.40643223|-24.55768654|64.72839664|2773.9654530000003|-1227.884327|2305.164626|-15.48857353|7.849377942|15.13240062|-774.4286762999999|32.35969377|-326.5740008|1617.984688|595.8790650000001|1.0|0.0|1.0|0.0|2.0|4.72|0.0|17.0|3.13|2.44|2.4|1.0|0.0|123.71|0.0|5.0|-3.89|30.0|-6.76|0.0|1.0|0.0|2.15|-4.16|0.000129|0.0515|6.96e-05|0.0278|0.0|0.0|5.58e-05|3.8893|3.41|3.7117|-1332.185403|-1332.151245|1112.68|318.79|0.69204|0.7024699999999999|0.0191|-0.20713|0.03415856|7.5405|7.7696|7.7696
3_a3|0.0|0|0|0.0|0|0.605000514|0.0|0.159413311|-0.010040064|5.283203728999999|1|-0.015653979|-0.3413621639999999|0.0483259979999999|0.069435247|2|2|-0.030486489|0.081380229|-0.599804962|1|0.8083172479999999|-0.082619043|0.8495058259999999|0.7538064790000001|-0.107269779|-0.098797066|0.583866845|0.012617742|-48.91675544|228.5396864|2.623868963|0.7000038270000001|-1.086767728|-22.30683222|55.67251784|-15.98657012|54.67064981|2092.406045|-495.58367360000005|1349.6286710000002|-7.290134722999999|5.025797436|8.592908408|-225.9941764|22.83783244|-182.4099648|707.9728057|302.8386149|1.0|1.0|1.0|1.0|1.0|3.11|2.39|20.0|5.0|4.07|1.41|0.0|0.0|88.36|0.0|2.0|-5.48|21.0|-5.88|0.0|0.0|1.0|3.23|-4.39|3.32e-06|0.00103|4.06e-05|0.0126|0.0|0.0|0.000218|5.8458|1.92|3.3475|-1592.904586|-1592.873593|817.21|212.09|0.29441|0.69206|0.0851|-0.20969|0.03099295|2.8045|5.93|5.93
12aa_a36|0.0|1|0|0.0|2|1.297043479|0.0|0.033952382|-0.011588438|5.351858133|2|0.03597264|-0.672129428|0.010538281|-0.013898809|1|1|0.0620143779999999|-0.090926893|-0.53315493|1|0.833911317|0.156337925|0.849217847|0.688945241|-0.1066659309999999|-0.117270578|0.4679233379999999|0.023617545|-72.94175494|132.3194611|11.04423694|0.731335741|-2.228140982|-49.88002793|96.18613736|-28.21625599|89.09222754|2928.7759760000004|-1523.677823|2418.848273|-19.29522587|8.05947774|14.60824604|-1041.942197|38.58180913|-316.3903377|2083.417693|689.2886595|0.0|0.0|1.0|0.0|3.0|4.83|0.0|17.0|1.92|0.98|1.28|1.0|0.0|131.85|0.0|6.0|-3.52|32.0|-7.79|0.0|0.0|0.0|1.15|-3.45|0.000304|129.0|0.000359|152.0|0.0|0.0|0.000305|3.8899|3.88|3.8899|-1401.662677|-1401.617177|1183.76|318.73|0.6931|0.6931|0.4446|-0.20829|0.04550032|4.7433|8.0458|8.0458
12p_a30|0.0|0|0|0.0|2|0.604984421|0.0|0.038440292|-0.0063403159999999|5.351858133|2|-0.062956958|-0.3550576729999999|0.000321545|-0.128484994|1|1|-0.109773594|-0.09353607|-0.456474815|1|0.7867133140000001|-0.051402518|0.7991060659999999|0.843381594|-0.074356395|-0.094870978|0.371591982|0.015107947|-47.54197452|75.21136863|6.176226649|0.8199554720000001|-1.897419563|-30.39737673|68.98315679|-23.33022469|57.20168999|2783.628159|-1213.171684|2326.5244390000003|-14.91687369|7.392482526|13.94763694|-775.6774321|28.4530386|-409.146112|1479.558007|686.039456|1.0|1.0|1.0|0.0|1.0|4.76|0.0|17.0|4.35|2.93|3.04|2.0|0.0|132.24|0.0|5.0|-5.66|30.0|-5.81|0.0|0.0|1.0|2.91|-5.15|2.21e-06|0.0009119999999999|7.05e-06|0.00291|0.0|0.0|4.02e-05|5.1922|4.14|3.4955|-1615.094336|-1615.0623480000002|1167.16|238.79|0.33929|0.68561|0.1527|-0.19992|0.03198743|4.6103|7.7721|7.7721
12n_a36|-3.404662145|1|0|0.0|2|0.299253841|0.0|0.039596635|-0.0099988159999999|5.351858133|2|0.027627601|-0.619926573|-0.035989956|-0.000273044|1|1|0.048110172|-0.261631709|-0.5181211520000001|1|0.81793955|0.162338703|0.750657639|0.720111143|-0.089275906|-0.115872034|0.239018516|0.0211044289999999|-60.42525197|67.52548352|9.668119648|0.741751453|-2.317440678|-40.89805687|92.79755725|-27.04362074|74.70951411|3482.18259|-1568.530003|3465.537153|-18.30412788|6.863551112000001|12.58209967|-1061.639417|36.45914091|-327.25274110000004|2114.630173|805.2286932|0.0|0.0|1.0|0.0|3.0|5.03|0.0|17.0|1.28|2.15|0.84|1.0|0.0|142.02|0.0|7.0|-3.85|34.0|-8.03|0.0|0.0|0.0|1.18|-3.72|0.0001409999999999|0.0668|0.0001889999999999|0.0897|0.0|0.0|6.45e-05|5.3573|6.24|3.6382|-1876.201464|-1876.168847|1256.83|231.43|0.32172|0.7046600000000001|0.0155|-0.19984|0.03261661|14.3562|7.8239|7.8239
17_a20|0.0|1|0|0.0|0|1.4012598180000002|0.0|-0.064380628|-0.005457467|4.727387819|3|0.065447136|-0.28924577|0.038629586|-0.072863159|1|1|0.1134578219999999|-0.202695123|-0.456415963|3|0.7494736590000001|-0.131511077|0.71987165|0.912053544|-0.063665681|-0.081404237|0.3874475579999999|0.015032258|-41.75129828|66.47074027|6.4647747870000005|0.75430388|-1.5466805119999998|-27.38007162|64.39681425|-20.699942|51.60929807|2761.976599|-1014.297158|2210.790304|-13.57480888|8.198616089|15.05121151|-665.1656349|27.44244402|-333.5397332|1344.679757|637.7803874|0.0|1.0|1.0|1.0|1.0|3.5|2.83|27.0|5.8|4.85|1.45|2.0|0.0|119.48|0.0|4.0|-5.36|31.0|-6.09|0.0|0.0|1.0|3.74|-5.08|4.4e-06|0.0017699999999999|8.35e-06|0.00336|0.0|0.0|2.9e-08|3.3926|4.11|3.3926|-1291.949041|-1291.918735|1157.26|365.45|0.69839|0.69839|0.2977|-0.21089|0.03030655|5.3075|5.6478|5.6478
14g_a23|0.0|0|1|-4.794439428|0|1.197957711|3.0793867980000003|0.180361525|-0.014609495|5.351858133|2|0.058422864|-0.803522236|-0.031968899|-0.030586527|2|2|0.179219801|-0.2952674819999999|-0.648987099|2|0.796412133|0.010202051|0.575188253|0.907334473|-0.072819606|-0.096288005|0.297855753|0.018341721|-51.82254036|95.64648102|9.289253982|0.780315815|-2.118336119|-36.87984398|83.15907597|-29.55936307|64.87554405|3400.464046|-1507.527516|2531.8503170000004|-21.03611074|8.788027188|16.32997765|-1072.841648|37.88128151|-398.9771038|1931.945357|676.4530574|0.0|1.0|0.0|1.0|1.0|3.61|3.79|26.0|3.97|6.18|3.04|2.0|1.0|126.97|0.0|7.0|-6.89|35.0|-5.94|1.0|0.0|0.0|4.35|-6.0|1.29e-07|6.38e-05|1e-06|0.0004969999999999|0.0|0.0|5.57e-06|3.7042|5.17|3.7042|-2042.1835260000005|-2042.161409|1233.48|334.71|0.56658|0.56658|0.3478|-0.23201|0.0221162|10245.0|8.0|8.0
8_a47|0.0|0|0|0.0|0|1.24688044|0.0|0.003732288|-0.007835945|5.476463552|2|-0.087101663|-0.391797226|-0.153669322|-0.14203855|0|0|-0.177626636|-0.003223628|-0.4497577479999999|2|0.7847248109999999|-0.035681436|0.659210804|0.8497568740000001|-0.075955381|-0.091482011|0.517797505|0.008687692|-44.09728708|90.32612351|2.928269795|0.819702033|-1.646676195|-25.60148752|60.62152862|-20.78278301|49.14108595|2621.772106|-956.0080185|2217.264922|-12.06582525|6.492934319|11.08581716|-555.0279614|25.35407034|-371.2177396|1166.287236|559.4973856|1.0|0.0|1.0|1.0|2.0|3.02|3.21|22.0|5.67|6.77|3.9|2.0|0.0|113.97|0.0|4.0|-6.59|29.0|-4.79|1.0|0.0|1.0|5.03|-6.19|2.56e-07|0.000104|6.490000000000001e-07|0.000263|0.0|0.0|2.28e-07|3.6696|4.91|3.6696|-1686.068471|-1686.0356350000002|1071.62|337.87|0.6877800000000001|0.6877800000000001|0.2249|-0.2085199999999999|0.03283575|4.6281|7.3|7.3
14y_a23|0.0|0|1|0.0|0|1.197960595|3.3149940630000003|0.0600764409999999|-0.005875443|5.351858133|2|0.041892637|-0.2996475999999999|-0.051539811|-0.031435038|2|2|0.07646106|-0.125978901|-0.4598871539999999|2|0.802520527|0.137426346|0.64069202|0.925252932|-0.057809342|-0.080613242|0.2271539169999999|0.018804822|-39.9727336|39.66769923|8.990852582999999|0.78322549|-1.612264842|-27.63946733|67.16839951|-23.71943531|52.97547894|3096.562257|-1114.8134599999998|2336.815247|-16.40099384|8.213390641|16.00209862|-770.8467102999999|30.28429949|-391.6770747|1423.362076|665.6233736|0.0|1.0|0.0|1.0|1.0|3.41|3.49|26.0|4.64|5.32|3.99|2.0|1.0|130.3|0.0|5.0|-6.77|32.0|-5.8|0.0|0.0|0.0|4.45|-6.13|1.7e-07|8.18e-05|7.37e-07|0.000354|0.0|0.0|1.29e-06|3.6413|4.73|3.6413|-2549.104894|-2549.091817|1217.48|340.49|0.61338|0.61338|444.0|-0.2331599999999999|0.01307741|6.5205|8.4225|8.4225
4n_a46|0.0|0|0|0.126268818|1|1.13463699|2.093595994|-0.061148449|-0.004696854|5.587248657999999|0|-0.2264394139999999|-0.234842682|-0.144852516|-0.064683066|1|1|-0.349865095|0.109017734|-0.369211845|0|0.722331115|-0.06655165|0.7427183759999999|0.903145407|-0.103381106|-0.085838139|0.371438024|0.008424451|-56.80797266|172.8490949|2.543769935|0.863203663|-1.459248362|-31.21601103|51.4039205|-17.06080312|61.43721285|2195.786424|-801.8577467|2116.313581|-9.374920341|5.666371466|9.921794991|-440.621256|19.76451658|-399.1612105|928.9322794|525.8291956999999|1.0|1.0|1.0|1.0|1.0|3.75|2.84|17.0|4.33|4.94|2.99|1.0|0.0|102.92|0.0|2.0|-5.43|26.0|-5.26|0.0|1.0|1.0|3.9|-5.1|3.75e-06|0.00129|7.95e-06|0.00273|0.0|0.0|7.340000000000001e-05|5.7448|4.57|3953.0|-1090.343872|-1090.302556|1011.66|215.82|0.41625|0.7025|0.0711|-0.20685|0.04131598|8773.0|5.2845|5.2845
4S4l_a46|0.0|0|0|0.171853072|1|1.134637095|2.155247543|-0.058870177|-0.004736212|5.587248657999999|1|-0.067419714|-0.255755434|-0.060895366|-0.161358058|1|1|-0.1012114369999999|0.010799648|-0.3888343979999999|1|0.726535412|-0.001318857|0.7936534740000001|0.894782107|-0.090807851|-0.084663086|0.213675946|0.007140583|-49.45536962|178.19783940000002|2.117940478|0.877939134|-1.523935543|-26.93416438|49.6055056|-16.27370639|53.34424204|2166.052483|-829.959026|1744.8220399999998|-8.862913904|5.668394116|10.68377935|-452.0086091|18.5362581|-411.6630752|945.3491632|579.2365607|1.0|1.0|1.0|1.0|1.0|3.92|3.19|17.0|4.64|5.02|3.06|1.0|0.0|105.77|0.0|3.0|-5.28|26.0|-5.23|0.0|1.0|1.0|4.08|-5.11|5.25e-06|0.00182|7.78e-06|0.0027|0.0|0.0|3.47e-05|5.2929|4.99|4.1414|-1092.753999|-1092.727031|1040.96|234.25|0.57885|0.6763600000000001|0.0614|-0.19647|0.02696794|2.8473|6.5834|6.5834
3f_a32|0.0|1|1|0.0|0|0.6094207770000001|0.0|0.0067550119999999|-0.00611496|5.733341277|0|-0.062954205|-0.275173181|-0.113189563|-0.110286539|3|3|-0.112493266|-0.133675401|-0.5487283829999999|0|0.820782305|-0.110248899|0.786074011|0.874026684|-0.073433055|-0.097374443|0.3217719189999999|0.011897886|-41.40131823|47.97543149|3.78194259|0.78919828|-1.265867765|-23.34192893|61.47296003|-16.99267001|48.1093075|2273.466801|-713.6921402|2130.756016|-9.580412233|6.153728636|10.89495051|-402.3773138|21.53155987|-326.0981041|904.3255145|475.3634141|1.0|1.0|1.0|1.0|1.0|3.9|3.31|19.0|7.18|5.63|2.18|2.0|0.0|102.66|0.0|4.0|-6.89|24.0|-5.03|0.0|0.0|1.0|4.63|-5.4|1.28e-07|4.53e-05|3.96e-06|0.0014|0.0|0.0|1.73e-05|3.5569|3.92|3.5569|-1712.0610190000002|-1712.034952|1006.92|348.58|0.70255|0.70255|293.0|-0.2006099999999999|0.02606687|5.7161|8.0458|8.0458
7_a27|0.0|0|0|0.0|0|1.40247849|3.330197625|0.112935885|-0.00601016|4.727387819|2|-0.133453335|-0.288487667|-0.096754293|-0.056500475|1|1|-0.220626658|-0.323631281|-0.500327496|2|0.801251575|0.147753647|0.62067794|0.85111414|-0.060745542|-0.084531496|0.358145768|0.015099075|-34.09779211|10.66993367|4.757447929|0.763564713|-1.352503929|-19.13983132|55.55559276|-16.87088515|42.57323098|2334.058688|-759.1898319000001|1497.873267|-9.469994277|6.446345598|12.087978|-426.1497425|22.09489892|-295.8891961|994.2704516|479.0078184|1.0|1.0|0.0|1.0|0.0|3.24|3.41|21.0|3.32|3.05|2.88|0.0|0.0|102.36|0.0|3.0|-4.06|26.0|-6.26|0.0|1.0|1.0|3.14|-4.28|8.66e-05|0.0299|5.2e-05|18.0|0.0|0.0|8.4e-05|4.1205|5.37|4.1205|-1122.455548|-1122.433757|1016.96|300.9|0.61278|0.61278|0.4179|-0.2162099999999999|0.02179141|6.3813|9.0|9.0
19_a3|0.0|1|0|0.0|0|1.4316666480000002|0.0|-0.206312209|-0.003417504|4.59511985|3|-0.008897473|-0.129865138|0.156485495|0.036226415|1|1|-0.015805561|-0.066245471|-0.270506095|3|0.758995484|-0.0150769919999999|0.687139108|0.853017902|-0.067674689|-0.087730634|0.225451546|0.0116401719999999|-31.50932639|161.5312186|2.523394126|0.75798185|-1.140498238|-14.67073822|48.55416845|-15.17188084|36.92898885|2000.66399|-531.0158295|869.7868956|-7.064025721|5.342307798999999|10.21110415|-247.2409002|20.01615321|-240.2326308|700.5653624|314.0966684|1.0|0.0|1.0|1.0|1.0|2.81|1.6|21.0|3.9|3.39|1.18|0.0|0.0|85.32|0.0|2.0|-3.24|22.0|-6.5|0.0|1.0|1.0|2.45|-3.58|0.000578|166.0|0.000266|0.0764|0.0|0.0|1.7800000000000002e-05|3945.0|2.43|3945.0|-929.2818523|-929.2608626|832.23|314.28|0.67351|0.67351|0.3006|-0.2206|0.020989746|2.8758|7.6383|7.6383
14_a15|0.0|0|0|0.0|0|1.43568901|0.0|-0.058775738|-0.006678826|0.0|2|-0.033982971|-0.374014235|-0.053931584|-0.015736888|0|0|-0.051908601|-0.184255041|-0.3848940629999999|2|0.719993769|-0.021648026|0.7933685340000001|0.8870890459999999|-0.063809873|-0.0917424269999999|0.7461324029999999|0.014672137|-40.89540491|92.51564418|6.026520371|0.770309725|-1.743106111|-26.20964538|68.59458198|-21.0782518|50.29869851|2612.691478|-1117.1473460000002|2731.841165|-13.50893838|6.040010666000001|10.18067005|-715.9737342999999|27.36334635|-346.4801021|1450.257357|673.7288405|1.0|0.0|1.0|1.0|1.0|3.56|3.72|24.0|5.32|6.3|2.87|2.0|0.0|119.95|0.0|6.0|-6.22|30.0|-4.97|1.0|0.0|1.0|4.7|-5.83|5.99e-07|0.0002379999999999|1.47e-06|0.000584|0.0|0.0|5.99e-08|4.4518|5.16|3.6209|-1281.105795|-1281.0669369999998|1177.14|278.5|0.65079|0.7055899999999999|0.0054|-0.18379|0.03885834|5.0894|7.5229|7.5229
12a_a5|0.0|1|0|0.0|1|1.338814635|0.0|-0.256282289|-0.00166971|5.209486153|2|-0.0036987359999999|-0.09350376|-0.114419442|-0.032601907|1|1|-0.006024869|-0.093973419|-0.175245466|2|0.779533861|0.1121034509999999|0.741588813|0.894590896|-0.058605038|-0.067680123|0.337539208|0.0081891369999999|-36.01436435|13.74268646|3.0925714930000003|0.746785093|-1.353602454|-22.13179066|50.40529807|-15.99663329|41.04680832|2524.410428|-831.8249311000001|899.5599904|-9.830359239|8.741980056000001|16.12184989|-511.1786804|21.42066499|-303.31208710000004|1113.8745800000002|650.3600841|0.0|1.0|1.0|1.0|1.0|3.06|2.96|23.0|5.12|4.26|2.17|1.0|0.0|119.38|0.0|5.0|-4.27|29.0|-6.23|0.0|1.0|0.0|3.58|-4.59|5.37e-05|0.0205|2.56e-05|0.00977|0.0|0.0|5.660000000000001e-07|4.6865|2.91|4.1610000000000005|-1202.02622|-1201.990542|1140.24|264.55|0.50831|0.67169|0.0296|-0.21228|0.03567816|3.9457|7.7212|7.7212
9a_a40|0.0|0|0|0.0|0|0.604993021|1.865740741|-0.028285975|-0.003680068|5.4161004020000005|0|0.168990628|-0.136162501|0.157704751|-0.1720337089999999|2|2|0.291102625|0.016958188|-0.449508498|0|0.690568477|-0.394662853|0.61091688|0.937600185|-0.060029933|-0.072887601|0.002467659|0.011033601|-29.02567082|109.9916614|2.579562688|0.868476591|-1.093314022|-14.03449109|39.45618424|-15.54821024|34.36063715|1971.148912|-528.6391483|336.39741360000005|-7.51786994|6.749223592000001|13.33684703|-255.607578|17.90285474|-356.33157|608.6970611|323.79254|1.0|1.0|0.0|1.0|0.0|3.26|3.28|20.0|4.58|4.43|3.57|1.0|0.0|86.7|0.0|2.0|-5.49|21.0|-4.85|0.0|1.0|1.0|4.08|-5.08|3.24e-06|0.000944|8.33e-06|0.00243|0.0|0.0|0.000117|4.7066|4.07|3.3192|-1217.955997|-1217.9449|847.69|263.42|0.47831|0.69958|0.3483|-0.20303|0.01109672|5.09|6.6696|6.6696
20_a47|0.0|0|1|0.0|0|1.408721455|1.1934608|0.055662511|-0.011237762|4.727387819|2|0.031814023|-0.505699304|-0.052370531|0.071506228|1|1|0.087325054|-0.297094867|-0.5332051720000001|2|0.7962508290000001|-0.069674604|0.59534794|0.6888286020000001|-0.083811055|-0.092005493|0.213977589|0.023587109|-45.68149289|43.63174229999999|7.00733184|0.595234209|-1.38008239|-24.89884887|69.09296541|-17.90996366|58.53772498|2630.63609|-752.2184736|1219.306754|-9.761884958|7.022502229|13.10815891|-409.9991682|30.08893541|-103.815441|1263.735287|428.5826478|0.0|1.0|1.0|1.0|2.0|3.19|2.96|21.0|2.56|4.54|2.75|1.0|0.0|99.68|0.0|5.0|-4.06|28.0|-6.75|0.0|0.0|1.0|3.09|-4.08|8.72e-05|0.0332|8.32e-05|0.0316|0.0|0.0|1.86e-05|3.9808|4.08|3.9808|-1335.742176|-1335.708279|964.94|311.45|0.68219|0.68219|0.2807|-0.22734|0.03389691|4.3277|8.6|8.6
22_a20|0.0|0|0|0.0|0|1.4170330269999998|1.915285809|-0.238401323|-0.00147607|4.727387819|2|0.09301076|-0.079707783|-0.066832578|-0.038668966|1|1|0.155407313|-0.060582944|-0.177976478|2|0.7478675859999999|-0.044184455|0.607038752|0.946515026|-0.059893667|-0.067797027|0.425968568|0.0122876139999999|-39.00017609|9.022387025|5.21001405|0.77063827|-1.3559405430000002|-25.39523478|52.90592556|-17.65860151|47.00134116|2738.108259|-882.9300756000001|2396.806062|-11.49852068|7.408914181|14.17638345|-574.9260339|22.91425458|-352.4559681|1145.712729|664.4562602999999|1.0|1.0|1.0|1.0|0.0|3.36|3.41|27.0|5.33|5.39|2.61|2.0|0.0|121.62|0.0|4.0|-5.6|31.0|-5.58|0.0|0.0|1.0|4.24|-5.53|2.48e-06|0.000997|2.98e-06|0.0012|0.0|0.0|8.199999999999999e-08|5.5591|4.07|3.9732|-1275.84854|-1275.816275|1181.95|223.03|0.38233|0.66063|0.0015|-0.21856|0.03226475|6141.0|6.6364|6.6364
7c_a10|0.0|0|0|0.0|1|1.343178184|2.1219657030000003|-0.152261681|-0.00375251|5.4161004020000005|2|-0.1122332619999999|-0.206388032|-0.033792245|-0.066271289|1|1|-0.176560297|-0.191576261|-0.215874011|2|0.7928588059999999|-0.087063341|0.6952665379999999|0.906276489|-0.05074318|-0.0876410609999999|0.487148112|0.027436939|-29.66615908|87.99694927|9.377842892|0.52630639|-1.139333798|-17.34382833|67.01436709|-13.06063972|45.70671102|2616.8970870000003|-666.0926258|1881.379304|-7.635686595|6.703148323|12.58937144|-389.4200163|24.81565867|-30.75918962|1265.598592|611.4957509|1.0|1.0|1.0|1.0|0.0|3.48|3.49|21.0|4.59|4.43|1.99|1.0|0.0|113.07|0.0|4.0|-4.44|29.0|-6.2|0.0|1.0|1.0|3.59|-4.69|3.59e-05|0.0139|2.05e-05|0.00793|0.0|0.0|6.4e-06|5.4267|2.76|3.8357|-1259.011598|-1258.985004|1102.43|228.47|0.41348|0.68708|0.0921|-0.20059|0.02659395|5.0714|5.4191|5.4191
